,what,was,the,rhine,considered,to,invaders,in,wwii,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.24648422002792358,0.28591203689575195,0.45010748505592346,0.2489544153213501,1.0,0.2388322651386261,0.20430970191955566
world,0.21669597923755646,0.3097524344921112,0.33604270219802856,0.2036331444978714,0.2542646527290344,0.26213452219963074,0.25379815697669983,0.3038199245929718,0.32196876406669617,0.17579582333564758
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.21229961514472961,0.1903514564037323,0.2610234022140503,0.31293120980262756,0.29904094338417053,0.5615096092224121,0.15510529279708862
ii,0.13866674900054932,0.25630512833595276,0.2631464898586273,0.1276717334985733,0.09484447538852692,0.20368696749210358,0.21186479926109314,0.21453368663787842,0.42218735814094543,0.11928234249353409
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.167837992310524,0.32932984828948975,0.44245919585227966,0.22391310334205627,0.5201468467712402,0.19326148927211761,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.17693428695201874,0.3332322835922241,0.513711154460907,0.2397916316986084,0.5130809545516968,0.16984792053699493,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.18681856989860535,0.384328156709671,0.3636345863342285,0.25140392780303955,0.45514053106307983,0.27601149678230286,0.18412111699581146
recognised,0.22302114963531494,0.25636428594589233,0.2839850187301636,0.09881602227687836,0.41081520915031433,0.1954433172941208,0.2532586455345154,0.25980618596076965,0.09339671581983566,0.1985509693622589
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.16362759470939636,0.37593913078308105,0.5436353087425232,0.2777266204357147,0.435920387506485,0.20208509266376495,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,1.0,0.30735138058662415,0.4028765559196472,0.535392165184021,0.3860124945640564,0.6662389636039734,0.26334160566329956,0.22068053483963013
rhine,0.16475653648376465,0.18681856989860535,0.30735138058662415,1.0,0.10763265937566757,0.1736302673816681,0.19068783521652222,0.24648422002792358,0.24015220999717712,0.13754533231258392
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.18072769045829773,0.37682145833969116,0.5965728163719177,0.2408052682876587,0.30461156368255615,0.20925353467464447,0.37178951501846313
present,0.30940163135528564,0.1278916448354721,0.2829846143722534,0.17266963422298431,0.18835890293121338,0.2453051209449768,0.24864323437213898,0.23905439674854279,0.12828727066516876,0.21759982407093048
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.1823403388261795,0.36109375953674316,0.45503583550453186,0.1822827160358429,0.539380669593811,0.16614538431167603,0.23916715383529663
formidable,0.14336243271827698,0.218621626496315,0.2630093991756439,0.18774694204330444,0.27911800146102905,0.1972590535879135,0.20956483483314514,0.19525673985481262,0.2627488970756531,0.15249060094356537
natural,0.15666867792606354,0.16573187708854675,0.2291368842124939,0.10907647758722305,0.2082679271697998,0.21663954854011536,0.1041538268327713,0.32136213779449463,0.12246748805046082,0.16155436635017395
obstacle,0.21454653143882751,0.15852434933185577,0.2663123905658722,0.2336554378271103,0.22376535832881927,0.25087273120880127,0.24237386882305145,0.18114207684993744,0.16354024410247803,0.17443440854549408
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1736302673816681,0.2954166829586029,1.0,0.29466933012008667,0.45010748505592346,0.1767648309469223,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.30735138058662415,0.4028765559196472,0.535392165184021,0.3860124945640564,0.6662389636039734,0.26334160566329956,0.22068053483963013
invasion,0.22275975346565247,0.27169278264045715,0.32296645641326904,0.21231280267238617,0.12259180098772049,0.2535645365715027,0.636333167552948,0.2543354034423828,0.29904869198799133,0.18923960626125336
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2548927664756775,0.4190242290496826,0.41548454761505127,0.2556459903717041,0.5696388483047485,0.18575458228588104,0.1826142966747284
germany,0.21690446138381958,0.2618768811225891,0.3181285262107849,0.5801170468330383,0.1778108775615692,0.24172882735729218,0.19856397807598114,0.3642844259738922,0.31104180216789246,0.1388660967350006
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.167837992310524,0.32932984828948975,0.44245919585227966,0.22391310334205627,0.5201468467712402,0.19326148927211761,0.31091248989105225
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.18456800282001495,0.23957760632038116,0.33534231781959534,0.3011890947818756,0.370934396982193,0.2114287167787552,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,1.0,0.30735138058662415,0.4028765559196472,0.535392165184021,0.3860124945640564,0.6662389636039734,0.26334160566329956,0.22068053483963013
western,0.2454150915145874,0.2864105999469757,0.37920868396759033,0.23680023849010468,0.26421627402305603,0.18838192522525787,0.1925773024559021,0.35160520672798157,0.17047464847564697,0.17439141869544983
allies,0.1844111829996109,0.28652453422546387,0.2923043370246887,0.2981516718864441,0.20349881052970886,0.2693256437778473,0.5194453597068787,0.22134138643741608,0.3697507679462433,0.16798950731754303
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2089352011680603,0.29356086254119873,0.4645031690597534,0.2377166897058487,0.5591574311256409,0.2302463948726654,0.4130953550338745
