,who,played,the,companion,named,donna,noble,?
the,0.3733934462070465,0.2603478729724884,1.0,0.2540271282196045,0.3521348536014557,0.17199060320854187,0.2295120358467102,0.22068053483963013
primary,0.15416203439235687,0.027012938633561134,0.25688621401786804,0.07066981494426727,0.09504716098308563,0.10283365845680237,0.05757879093289375,0.16286636888980865
companions,0.35028961300849915,0.15043243765830994,0.25117260217666626,0.9125710129737854,0.24053575098514557,0.1696879118680954,0.21110892295837402,0.14333169162273407
of,0.2827862501144409,0.21120788156986237,0.733189046382904,0.2278505116701126,0.2820465862751007,0.15929090976715088,0.24601131677627563,0.1826142966747284
the,0.3733934462070465,0.2603478729724884,1.0,0.2540271282196045,0.3521348536014557,0.17199060320854187,0.2295120358467102,0.22068053483963013
ninth,0.19596943259239197,0.17398719489574432,0.3694124221801758,0.2044072449207306,0.24690799415111542,0.20455819368362427,0.10986248403787613,0.05752093717455864
and,0.41279885172843933,0.268975168466568,0.5171257257461548,0.2215486764907837,0.23097854852676392,0.15102623403072357,0.1789873242378235,0.20544172823429108
tenth,0.17883233726024628,0.10891294479370117,0.3562787175178528,0.2689635753631592,0.26494017243385315,0.2304854542016983,0.11218569427728653,0.07833222299814224
doctors,0.34335678815841675,0.12743444740772247,0.24499839544296265,0.20833197236061096,0.08379232883453369,0.23959539830684662,0.12361205369234085,0.19305896759033203
were,0.3188014328479767,0.23924671113491058,0.3906462490558624,0.1449495404958725,0.20632974803447723,0.13355258107185364,0.14814762771129608,0.17890112102031708
rose,0.1951330006122589,0.20067155361175537,0.28326278924942017,0.13659651577472687,0.135796919465065,0.18542087078094482,0.2543742060661316,0.11847885698080063
tyler,0.26302286982536316,0.25799569487571716,0.2185259610414505,0.2004331797361374,0.14638741314411163,0.32670027017593384,0.15810413658618927,0.13009242713451385
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.14774759113788605,0.19926521182060242,0.18576964735984802,0.1853359192609787,0.40561532974243164
billie,0.20191717147827148,0.2945196032524109,0.21176521480083466,0.22752954065799713,0.17805223166942596,0.3711315989494324,0.11023849993944168,0.19262483716011047
piper,0.2719639539718628,0.2083640843629837,0.2175988256931305,0.26341331005096436,0.19902576506137848,0.2503226697444916,0.21360240876674652,0.16040469706058502
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.14884737133979797,0.19075927138328552,0.1964137852191925,0.20463281869888306,0.42300865054130554
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.2139829695224762,0.2530003488063812,0.2128857970237732,0.2267053723335266,0.31091248989105225
martha,0.23445138335227966,0.2086012065410614,0.16404779255390167,0.17340146005153656,0.17985792458057404,0.3582610785961151,0.12718108296394348,0.16339485347270966
jones,0.265706866979599,0.23494075238704681,0.24446700513362885,0.20464091002941132,0.19502593576908112,0.2417251020669937,0.18017111718654633,0.1838836669921875
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.14774759113788605,0.19926521182060242,0.18576964735984802,0.1853359192609787,0.40561532974243164
freema,0.3010699450969696,0.14648012816905975,0.1477806121110916,0.24087218940258026,0.1963876634836197,0.26958054304122925,0.25651806592941284,0.10373307764530182
agyeman,0.40330085158348083,0.3870311975479126,0.3451703190803528,0.27195581793785095,0.25002387166023254,0.30321571230888367,0.27549827098846436,0.23365311324596405
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.14884737133979797,0.19075927138328552,0.1964137852191925,0.20463281869888306,0.42300865054130554
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.2139829695224762,0.2530003488063812,0.2128857970237732,0.2267053723335266,0.31091248989105225
and,0.41279885172843933,0.268975168466568,0.5171257257461548,0.2215486764907837,0.23097854852676392,0.15102623403072357,0.1789873242378235,0.20544172823429108
donna,0.19779469072818756,0.22581005096435547,0.17199060320854187,0.20760251581668854,0.14408688247203827,1.0,0.19034016132354736,0.15398068726062775
noble,0.20064976811408997,0.12834355235099792,0.2295120358467102,0.1895768791437149,0.14327725768089294,0.19034016132354736,1.0,0.11942308396100998
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.14774759113788605,0.19926521182060242,0.18576964735984802,0.1853359192609787,0.40561532974243164
catherine,0.2121339589357376,0.24936848878860474,0.16774271428585052,0.1999398022890091,0.12386693060398102,0.3246235251426697,0.29705801606178284,0.14152087271213531
tate,0.23338109254837036,0.2882581055164337,0.18388135731220245,0.2515796720981598,0.20561984181404114,0.23684978485107422,0.17608937621116638,0.20980916917324066
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.14884737133979797,0.19075927138328552,0.1964137852191925,0.20463281869888306,0.42300865054130554
with,0.3282766342163086,0.24504201114177704,0.4223487675189972,0.17172420024871826,0.21388062834739685,0.14216862618923187,0.13586647808551788,0.2433311939239502
mickey,0.24029521644115448,0.28995731472969055,0.2322179079055786,0.22266976535320282,0.2023414671421051,0.3465751111507416,0.13595712184906006,0.17520231008529663
smith,0.3096564710140228,0.25340908765792847,0.24611686170101166,0.24174323678016663,0.24003560841083527,0.29017356038093567,0.17812609672546387,0.21930724382400513
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.14774759113788605,0.19926521182060242,0.18576964735984802,0.1853359192609787,0.40561532974243164
noel,0.25147199630737305,0.2874062955379486,0.2665678858757019,0.2046108841896057,0.2038591355085373,0.30349037051200867,0.1869906187057495,0.17732830345630646
clarke,0.22636137902736664,0.20429079234600067,0.2327764630317688,0.2349039912223816,0.18647164106369019,0.2625299394130707,0.13843531906604767,0.10230768471956253
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.14884737133979797,0.19075927138328552,0.1964137852191925,0.20463281869888306,0.42300865054130554
and,0.41279885172843933,0.268975168466568,0.5171257257461548,0.2215486764907837,0.23097854852676392,0.15102623403072357,0.1789873242378235,0.20544172823429108
jack,0.2422252893447876,0.15510331094264984,0.17481134831905365,0.25572481751441956,0.13978512585163116,0.24520263075828552,0.07582835853099823,0.10524740070104599
harkness,0.3289828598499298,0.2516784369945526,0.3288782238960266,0.38747480511665344,0.19745925068855286,0.25769147276878357,0.18110907077789307,0.1208789199590683
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.14774759113788605,0.19926521182060242,0.18576964735984802,0.1853359192609787,0.40561532974243164
john,0.30388808250427246,0.18034817278385162,0.2230520099401474,0.2276446521282196,0.17183846235275269,0.21902289986610413,0.18985699117183685,0.13162356615066528
barrowman,0.3953073024749756,0.29584142565727234,0.35417208075523376,0.38224130868911743,0.21814046800136566,0.23408243060112,0.23176907002925873,0.22003690898418427
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.14884737133979797,0.19075927138328552,0.1964137852191925,0.20463281869888306,0.42300865054130554
recurring,0.22610029578208923,0.27286484837532043,0.2161068171262741,0.23738683760166168,0.13918839395046234,0.37842002511024475,0.14738872647285461,0.18640388548374176
as,0.3923053741455078,0.27623358368873596,0.48381632566452026,0.22577211260795593,0.2754245400428772,0.17154265940189362,0.17776016891002655,0.27043893933296204
secondary,0.12706179916858673,0.08446135371923447,0.21037471294403076,0.12813244760036469,0.11651615798473358,0.08393443375825882,0.06649821251630783,0.18118004500865936
companion,0.28241121768951416,0.1686113029718399,0.2540271282196045,1.0000001192092896,0.23193596303462982,0.20760251581668854,0.1895768791437149,0.14478090405464172
figures,0.2154833972454071,0.15994054079055786,0.2664589285850525,0.11033874750137329,0.13156718015670776,0.05757085978984833,0.12582629919052124,0.15584851801395416
.,0.3541337847709656,0.2876244783401489,0.5934505462646484,0.1974223256111145,0.24760639667510986,0.19509847462177277,0.2001064568758011,0.4130953550338745
