,what,do,weak,labor,movement,correlate,with,?
he,0.3114890456199646,0.19599148631095886,0.19087007641792297,0.19538190960884094,0.2433493733406067,0.14481604099273682,0.2845253646373749,0.2089974731206894
points,0.2184005230665207,0.1964488923549652,0.18895739316940308,0.10146264731884003,0.08999382704496384,0.2808226943016052,0.2832765281200409,0.11006313562393188
out,0.3633197546005249,0.30558764934539795,0.2656152546405792,0.20356321334838867,0.18235041201114655,0.2590048313140869,0.3367781639099121,0.22020699083805084
that,0.6297725439071655,0.44533252716064453,0.36166444420814514,0.2010195255279541,0.2563289701938629,0.38244396448135376,0.4154358208179474,0.32716336846351624
nations,0.19211222231388092,0.16050584614276886,0.13932137191295624,0.26833251118659973,0.3096647560596466,0.21055519580841064,0.2591147720813751,0.20999202132225037
with,0.2464839518070221,0.23744353652000427,0.2621496915817261,0.11488557606935501,0.18811029195785522,0.25494152307510376,0.9999999403953552,0.2433311939239502
high,0.20466077327728271,0.15005089342594147,0.1738029271364212,0.09811728447675705,0.14251722395420074,0.19502758979797363,0.19851811230182648,0.11137914657592773
rates,0.2148645967245102,0.2004864662885666,0.2029283046722412,0.1869381219148636,0.19152386486530304,0.3879110813140869,0.19053985178470612,0.13808594644069672
of,0.33290785551071167,0.26150479912757874,0.19737732410430908,0.23769748210906982,0.2662941515445709,0.23018546402454376,0.41827285289764404,0.1826142966747284
unionization,0.281488299369812,0.26304328441619873,0.1887764036655426,0.411807656288147,0.42141392827033997,0.3259366452693939,0.24425917863845825,0.23645181953907013
",",0.3087472915649414,0.3283645510673523,0.26177045702934265,0.2110631912946701,0.1862073689699173,0.22901585698127747,0.4120737314224243,0.31091248989105225
particularly,0.33027681708335876,0.21630026400089264,0.3224674463272095,0.15493658185005188,0.30834391713142395,0.29991719126701355,0.34844154119491577,0.2644225060939789
in,0.30808621644973755,0.23402775824069977,0.19598926603794098,0.1950610727071762,0.26725053787231445,0.21418170630931854,0.4080928862094879,0.20430970191955566
scandinavia,0.1874845176935196,0.11734265089035034,0.10922044515609741,0.13312487304210663,0.059275418519973755,0.16035263240337372,0.21380922198295593,0.13888707756996155
",",0.3087472915649414,0.3283645510673523,0.26177045702934265,0.2110631912946701,0.1862073689699173,0.22901585698127747,0.4120737314224243,0.31091248989105225
have,0.39808809757232666,0.49831271171569824,0.2708694636821747,0.16359522938728333,0.19237689673900604,0.3910149335861206,0.48046383261680603,0.32991164922714233
very,0.37053924798965454,0.2859450876712799,0.39138129353523254,0.127695694565773,0.24549971520900726,0.24634942412376404,0.3860565423965454,0.20864155888557434
low,0.20743566751480103,0.1462601274251938,0.3097022771835327,0.18913337588310242,0.18744516372680664,0.22212032973766327,0.2028178721666336,0.10658930987119675
levels,0.21641245484352112,0.22495627403259277,0.18342900276184082,0.11355599015951157,0.12007198482751846,0.36886918544769287,0.21957921981811523,0.1541307419538498
of,0.33290785551071167,0.26150479912757874,0.19737732410430908,0.23769748210906982,0.2662941515445709,0.23018546402454376,0.41827285289764404,0.1826142966747284
inequality,0.30072227120399475,0.2117324322462082,0.2320566475391388,0.3555051386356354,0.3374578058719635,0.39780449867248535,0.2160445749759674,0.23619021475315094
",",0.3087472915649414,0.3283645510673523,0.26177045702934265,0.2110631912946701,0.1862073689699173,0.22901585698127747,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.29467102885246277,0.22200584411621094,0.2837696671485901,0.21058343350887299,0.5477725267410278,0.20544172823429108
concludes,0.27028560638427734,0.20454096794128418,0.19651846587657928,0.09527106583118439,0.1789068728685379,0.37343156337738037,0.22703862190246582,0.1386803537607193
``,0.008517155423760414,0.06628920882940292,0.11448834836483002,-0.005026375874876976,0.12191136181354523,0.1551288515329361,0.08974023163318634,0.0685480609536171
the,0.42745697498321533,0.30239659547805786,0.19635674357414246,0.21506793797016144,0.339571475982666,0.24036549031734467,0.4223487675189972,0.22068053483963013
historical,0.2923852205276489,0.13339491188526154,0.14311771094799042,0.09810277819633484,0.12748825550079346,0.17618857324123383,0.14475785195827484,0.1665111482143402
pattern,0.2522786855697632,0.20726656913757324,0.15474067628383636,-0.0064636156894266605,0.22902125120162964,0.30704209208488464,0.23225677013397217,0.20064511895179749
is,0.28837618231773376,0.30895981192588806,0.21422678232192993,0.13817991316318512,0.20353496074676514,0.2747945189476013,0.3250955045223236,0.22961433231830597
clear,0.4239453375339508,0.26189738512039185,0.33272457122802734,0.06640138477087021,0.22403794527053833,0.33356553316116333,0.273733526468277,0.2738020122051239
;,0.10986888408660889,0.06261929124593735,-0.0014958669198676944,-0.06045087054371834,-0.04744981601834297,0.004123936872929335,0.12944702804088593,0.10349778085947037
the,0.42745697498321533,0.30239659547805786,0.19635674357414246,0.21506793797016144,0.339571475982666,0.24036549031734467,0.4223487675189972,0.22068053483963013
cross-national,0.26747360825538635,0.16390515863895416,0.1461368054151535,0.27359113097190857,0.3500782251358032,0.3093127906322479,0.2368120700120926,0.1947014182806015
pattern,0.2522786855697632,0.20726656913757324,0.15474067628383636,-0.0064636156894266605,0.22902125120162964,0.30704209208488464,0.23225677013397217,0.20064511895179749
is,0.28837618231773376,0.30895981192588806,0.21422678232192993,0.13817991316318512,0.20353496074676514,0.2747945189476013,0.3250955045223236,0.22961433231830597
clear,0.4239453375339508,0.26189738512039185,0.33272457122802734,0.06640138477087021,0.22403794527053833,0.33356553316116333,0.273733526468277,0.2738020122051239
:,-0.12022944539785385,-0.09021914005279541,-0.06753095239400864,-0.009313007816672325,0.03298621252179146,-0.0764172300696373,0.039687950164079666,-0.07156077772378922
high,0.20466077327728271,0.15005089342594147,0.1738029271364212,0.09811728447675705,0.14251722395420074,0.19502758979797363,0.19851811230182648,0.11137914657592773
inequality,0.30072227120399475,0.2117324322462082,0.2320566475391388,0.3555051386356354,0.3374578058719635,0.39780449867248535,0.2160445749759674,0.23619021475315094
goes,0.3063499331474304,0.2621736526489258,0.13246135413646698,0.09583773463964462,0.14561977982521057,0.1737910509109497,0.22765015065670013,0.16808578372001648
hand-in-hand,0.32433122396469116,0.22977043688297272,0.2563092112541199,0.24413880705833435,0.2665507197380066,0.2682732343673706,0.33946287631988525,0.2485276609659195
with,0.2464839518070221,0.23744353652000427,0.2621496915817261,0.11488557606935501,0.18811029195785522,0.25494152307510376,0.9999999403953552,0.2433311939239502
weak,0.2838204503059387,0.23850591480731964,1.0000001192092896,0.14462503790855408,0.15704737603664398,0.2792862057685852,0.2621496915817261,0.1458035111427307
labor,0.1943984031677246,0.16891427338123322,0.14462503790855408,0.9999999403953552,0.22721600532531738,0.1339017152786255,0.11488557606935501,0.19386747479438782
movements,0.23197974264621735,0.18108947575092316,0.1383287012577057,0.19337381422519684,0.8651208281517029,0.21333862841129303,0.19645880162715912,0.1501890867948532
and,0.31309178471565247,0.276123583316803,0.29467102885246277,0.22200584411621094,0.2837696671485901,0.21058343350887299,0.5477725267410278,0.20544172823429108
vice-versa,0.2030528038740158,0.2760492265224457,0.17836129665374756,0.1747039556503296,0.14596059918403625,0.23770469427108765,0.21816402673721313,0.25039002299308777
.,0.3567904531955719,0.3613996207714081,0.24743562936782837,0.2150036245584488,0.22796523571014404,0.20525677502155304,0.4446153938770294,0.4130953550338745
'',0.08143015950918198,-0.00043653504690155387,-0.01278232503682375,0.003122220281511545,-0.06533791124820709,0.06839767098426819,0.07907696813344955,0.018684765323996544
