,what,was,abc,'s,revenue,in,1962,?
despite,0.1825345903635025,0.3650621473789215,0.12051708251237869,0.05400807410478592,0.223995640873909,0.27473363280296326,0.05133102089166641,0.14350546896457672
a,0.3320399522781372,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.16661971807479858,0.539380669593811,-0.10114685446023941,0.23916715383529663
significant,0.24268144369125366,0.187061607837677,0.07819835841655731,-0.022819485515356064,0.2568206191062927,0.3551969528198242,0.008336598984897137,0.18679562211036682
increase,0.21153631806373596,0.13373249769210815,0.08817001432180405,-0.07857929915189743,0.29200440645217896,0.25893163681030273,0.04068513214588165,0.11119163036346436
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.18208861351013184,1.0,-0.0651141032576561,0.20430970191955566
viewership,0.30348849296569824,0.2425418645143509,0.31620144844055176,0.08738291263580322,0.36798956990242004,0.23857662081718445,-0.08168115466833115,0.23784568905830383
(,0.2411840260028839,0.2980341613292694,0.183883935213089,0.0012731997994706035,0.1630200445652008,0.3087427020072937,-0.05998660624027252,0.40561532974243164
with,0.2464839518070221,0.27411898970603943,0.17432008683681488,-0.04624466598033905,0.24066537618637085,0.4080928862094879,-0.07231000065803528,0.2433311939239502
its,0.30393704771995544,0.3518870174884796,0.19045390188694,0.03202139586210251,0.25693389773368835,0.3793783485889435,-0.020631538704037666,0.15103481709957123
audience,0.3657536208629608,0.23701664805412292,0.09336394816637039,0.02227688394486904,0.17383529245853424,0.2231249362230301,-0.05265238881111145,0.2740955352783203
share,0.2764742076396942,0.11521016061306,0.12420445680618286,0.10465416312217712,0.2618218958377838,0.21491074562072754,0.07159204035997391,0.1754547506570816
having,0.34064167737960815,0.2792723774909973,0.13503289222717285,-0.0629785805940628,0.15453195571899414,0.32022708654403687,-0.05567193031311035,0.22418256103992462
increased,0.1599731743335724,0.23245969414710999,0.10618461668491364,-0.021304117515683174,0.27628716826438904,0.244624063372612,0.05960804596543312,0.09587585180997849
to,0.455847829580307,0.3636345863342285,0.1762417107820511,0.03782717138528824,0.18651896715164185,0.45010748505592346,-0.048656053841114044,0.29463258385658264
33,-0.15484987199306488,-0.16929735243320465,-0.10274484753608704,-0.02629842609167099,-0.07160864770412445,-0.11882872134447098,0.09418956935405731,-0.19592872262001038
%,0.20738190412521362,0.11743833869695663,0.061222776770591736,0.031266406178474426,0.220108300447464,0.19465309381484985,0.14808230102062225,0.21441808342933655
from,0.2737620174884796,0.31171464920043945,0.12159302085638046,-0.01936490088701248,0.15317539870738983,0.4274188280105591,-0.01246687863022089,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.22562649846076965,0.6662389636039734,-0.023296929895877838,0.22068053483963013
15,-0.01077192835509777,0.08381640166044235,-0.008084669709205627,0.012974794954061508,-0.020386027172207832,0.02424248494207859,-0.0986616313457489,-0.010706285014748573
%,0.20738190412521362,0.11743833869695663,0.061222776770591736,0.031266406178474426,0.220108300447464,0.19465309381484985,0.14808230102062225,0.21441808342933655
share,0.2764742076396942,0.11521016061306,0.12420445680618286,0.10465416312217712,0.2618218958377838,0.21491074562072754,0.07159204035997391,0.1754547506570816
it,0.45803478360176086,0.4577186405658722,0.17324577271938324,0.06608816236257553,0.1880917102098465,0.5130809545516968,-0.02758760377764702,0.25732165575027466
had,0.23849567770957947,0.5927209258079529,0.18355661630630493,-0.004401352722197771,0.16895130276679993,0.385026752948761,-0.043449025601148605,0.20728366076946259
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.18208861351013184,1.0,-0.0651141032576561,0.20430970191955566
1953,-0.022929862141609192,0.09139815717935562,0.027935892343521118,0.0588824488222599,0.0552445650100708,0.06370333582162857,-0.30888262391090393,-0.048926934599876404
),0.26259949803352356,0.3267642855644226,0.18381085991859436,0.021107977256178856,0.1760321706533432,0.3326910734176636,-0.049853790551424026,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.18225017189979553,0.5201468467712402,-0.05353415384888649,0.31091248989105225
abc,0.1317344456911087,0.21565799415111542,1.0000001192092896,0.06670809537172318,0.17878952622413635,0.1697147786617279,-0.12502028048038483,0.19065172970294952
remained,0.1733817607164383,0.49345076084136963,0.15125760436058044,0.03340933844447136,0.17069166898727417,0.30947351455688477,-0.008969178423285484,0.08263323456048965
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.18208861351013184,1.0,-0.0651141032576561,0.20430970191955566
third,0.2033906877040863,0.3460187017917633,0.09984055906534195,-0.00712791969999671,0.1503310203552246,0.3309578001499176,-0.07027662545442581,0.15394791960716248
place,0.2689766585826874,0.26867109537124634,0.13112665712833405,-0.03236493840813637,0.08607098460197449,0.38128477334976196,-0.03508913889527321,0.2455766350030899
;,0.10986888408660889,0.0754367932677269,-0.0012340332614257932,0.006909397430717945,0.06278179585933685,0.092739537358284,0.0010328282369300723,0.10349778085947037
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.22562649846076965,0.6662389636039734,-0.023296929895877838,0.22068053483963013
company,0.2333769053220749,0.2293137013912201,0.16210390627384186,0.003266559913754463,0.29563912749290466,0.22141718864440918,-0.11906114220619202,0.12195809185504913
had,0.23849567770957947,0.5927209258079529,0.18355661630630493,-0.004401352722197771,0.16895130276679993,0.385026752948761,-0.043449025601148605,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.16661971807479858,0.539380669593811,-0.10114685446023941,0.23916715383529663
total,0.19850242137908936,0.14069223403930664,0.15866148471832275,0.1334245651960373,0.29130199551582336,0.27667245268821716,0.02627716027200222,0.14396025240421295
revenue,0.13091668486595154,0.18297357857227325,0.17878952622413635,0.07799628376960754,1.0,0.18208861351013184,0.004948186222463846,0.16413173079490662
of,0.33290785551071167,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.22400902211666107,0.5696388483047485,0.01980927400290966,0.1826142966747284
$,0.24858909845352173,0.23838669061660767,0.2139672338962555,0.03734852001070976,0.48618119955062866,0.21616753935813904,0.02201734483242035,0.2786129117012024
15.5,0.27460047602653503,0.08703460544347763,0.1020524799823761,-0.08218476921319962,0.005651517305523157,0.07828895002603531,0.09808383882045746,0.3696694076061249
million,0.22197039425373077,0.24203833937644958,0.19051116704940796,0.05079329386353493,0.3908071219921112,0.2596224844455719,0.13873890042304993,0.23092924058437347
",",0.3087472915649414,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.18225017189979553,0.5201468467712402,-0.05353415384888649,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.16661971807479858,0.539380669593811,-0.10114685446023941,0.23916715383529663
third,0.2033906877040863,0.3460187017917633,0.09984055906534195,-0.00712791969999671,0.1503310203552246,0.3309578001499176,-0.07027662545442581,0.15394791960716248
of,0.33290785551071167,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.22400902211666107,0.5696388483047485,0.01980927400290966,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.22562649846076965,0.6662389636039734,-0.023296929895877838,0.22068053483963013
revenue,0.13091668486595154,0.18297357857227325,0.17878952622413635,0.07799628376960754,1.0,0.18208861351013184,0.004948186222463846,0.16413173079490662
pulled,0.1901513785123825,0.23159421980381012,0.10247606039047241,-0.011550800874829292,0.08820439875125885,0.14637652039527893,-0.10355505347251892,0.15093113481998444
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.18208861351013184,1.0,-0.0651141032576561,0.20430970191955566
by,0.2455483376979828,0.4752357602119446,0.17600902915000916,-0.010884488001465797,0.1977614462375641,0.370934396982193,-0.02526031993329525,0.17966607213020325
cbs,0.1950361132621765,0.26256829500198364,0.636570394039154,0.1045214831829071,0.1537100076675415,0.17584392428398132,-0.14860330522060394,0.14594407379627228
at,0.2838611304759979,0.36707764863967896,0.12953892350196838,-0.08481216430664062,0.18345747888088226,0.4374977946281433,-0.08754377067089081,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.22562649846076965,0.6662389636039734,-0.023296929895877838,0.22068053483963013
same,0.3764382302761078,0.27172183990478516,0.21684971451759338,0.0036877936217933893,0.151251882314682,0.3692481815814972,-0.06559288501739502,0.22649677097797394
period,0.24507179856300354,0.2820133864879608,0.1396912783384323,-0.05741342157125473,0.19022120535373688,0.23051127791404724,0.02336878702044487,0.18706195056438446
.,0.3567904531955719,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.2576211988925934,0.5591574311256409,-0.12549011409282684,0.4130953550338745
