,what,is,nsfnet
the,0.42745697498321533,0.5823672413825989,0.2741697430610657
national,0.16882304847240448,0.23413582146167755,0.23768217861652374
science,0.2612018585205078,0.2747138440608978,0.326253741979599
foundation,0.19225969910621643,0.18130874633789062,0.2851741313934326
network,0.16917307674884796,0.2196272611618042,0.40054646134376526
(,0.2411840260028839,0.35393038392066956,0.28508809208869934
nsfnet,0.27924227714538574,0.2529066503047943,1.0000001192092896
),0.26259949803352356,0.37732169032096863,0.2825731039047241
was,0.22111038863658905,0.5810302495956421,0.22150425612926483
a,0.3320399522781372,0.658733606338501,0.32153329253196716
program,0.25047802925109863,0.17881494760513306,0.36776217818260193
of,0.33290785551071167,0.4854315221309662,0.24913057684898376
coordinated,0.15766541659832,0.14148730039596558,0.21675866842269897
",",0.3087472915649414,0.4691906273365021,0.28886109590530396
evolving,0.25358203053474426,0.2184031903743744,0.24832840263843536
projects,0.28646913170814514,0.1878127157688141,0.3595616817474365
sponsored,0.11231818050146103,0.16268667578697205,0.2637818455696106
by,0.2455483376979828,0.3899846076965332,0.2752390503883362
the,0.42745697498321533,0.5823672413825989,0.2741697430610657
national,0.16882304847240448,0.23413582146167755,0.23768217861652374
science,0.2612018585205078,0.2747138440608978,0.326253741979599
foundation,0.19225969910621643,0.18130874633789062,0.2851741313934326
(,0.2411840260028839,0.35393038392066956,0.28508809208869934
nsf,0.2732805907726288,0.20340391993522644,0.597694456577301
),0.26259949803352356,0.37732169032096863,0.2825731039047241
beginning,0.3351518511772156,0.2446223646402359,0.20683354139328003
in,0.30808621644973755,0.5394441485404968,0.21722935140132904
1985,0.07759413868188858,0.009448635391891003,0.06456512957811356
to,0.455847829580307,0.42745086550712585,0.2490166425704956
promote,0.23983411490917206,0.1833173632621765,0.2507595419883728
advanced,0.1988004893064499,0.14119109511375427,0.2524853050708771
research,0.237140491604805,0.23478153347969055,0.32364794611930847
and,0.31309178471565247,0.3859752118587494,0.26433253288269043
education,0.19940856099128723,0.18778188526630402,0.2752564549446106
networking,0.2650068402290344,0.24273493885993958,0.5487951636314392
in,0.30808621644973755,0.5394441485404968,0.21722935140132904
the,0.42745697498321533,0.5823672413825989,0.2741697430610657
united,0.20036718249320984,0.22408509254455566,0.18664848804473877
states,0.21526020765304565,0.21939043700695038,0.16396059095859528
.,0.3567904531955719,0.4569662809371948,0.38494348526000977
