,what,two,other,rulers,had,their,graves,hidden,under,a,river,?
folklore,0.2009405791759491,0.12609128654003143,0.27186501026153564,0.15885359048843384,0.16370368003845215,0.15842387080192566,0.18998973071575165,0.17848798632621765,0.060315512120723724,0.25676852464675903,0.18252302706241608,0.1787348985671997
says,0.43107321858406067,0.19644974172115326,0.18717357516288757,0.1687447428703308,0.28133755922317505,0.1555551141500473,0.2094345986843109,0.1697249561548233,0.20490781962871552,0.31951332092285156,0.15589267015457153,0.2869862914085388
that,0.6297725439071655,0.3858162462711334,0.5570666193962097,0.21733476221561432,0.4407361149787903,0.4266771972179413,0.2278706133365631,0.33784446120262146,0.26447200775146484,0.47537946701049805,0.1889113336801529,0.32716336846351624
a,0.3320399522781372,0.3289857804775238,0.2806335389614105,0.15199938416481018,0.34897568821907043,0.29698723554611206,0.20031367242336273,0.22344079613685608,0.18317826092243195,1.0,0.20514865219593048,0.23916715383529663
river,0.13815869390964508,0.1491219401359558,0.18477484583854675,0.161913201212883,0.1743958294391632,0.09892141073942184,0.13150694966316223,0.07766542583703995,0.1418047994375229,0.20514865219593048,0.9999999403953552,0.15390869975090027
was,0.22111038863658905,0.27166637778282166,0.14651623368263245,0.22779302299022675,0.5927209258079529,0.2396296262741089,0.27220067381858826,0.08582963794469833,0.2672741413116455,0.4508470594882965,0.15785206854343414,0.18412111699581146
diverted,0.15211139619350433,0.2587782144546509,0.2510926425457001,0.17821776866912842,0.30001580715179443,0.2431459277868271,0.17833751440048218,0.1494288593530655,0.2147243767976761,0.23599012196063995,0.30092501640319824,0.03732670471072197
over,0.28007611632347107,0.35418701171875,0.3579636216163635,0.20917926728725433,0.3937615752220154,0.3300269544124603,0.21375000476837158,0.1635497659444809,0.343487948179245,0.32199642062187195,0.2015382945537567,0.25742942094802856
his,0.26976513862609863,0.3376699388027191,0.23453344404697418,0.18530285358428955,0.4401516616344452,0.5725893378257751,0.25723639130592346,0.15160918235778809,0.24598731100559235,0.3497250974178314,0.16192665696144104,0.18075084686279297
grave,0.19387894868850708,0.10154932737350464,0.11231102049350739,0.21211904287338257,0.21082916855812073,0.13595591485500336,0.7577825784683228,0.21512344479560852,0.16070018708705902,0.1501529961824417,0.14719843864440918,0.2043718844652176
to,0.455847829580307,0.3343428373336792,0.4193183183670044,0.23663614690303802,0.37984350323677063,0.44619059562683105,0.21795877814292908,0.21207500994205475,0.27177539467811584,0.45503583550453186,0.13636653125286102,0.29463258385658264
make,0.3792211413383484,0.27709734439849854,0.42062121629714966,0.16271838545799255,0.3033863306045532,0.37166422605514526,0.15561482310295105,0.21676911413669586,0.17868906259536743,0.34303420782089233,0.08974401652812958,0.28314751386642456
it,0.45803478360176086,0.28080877661705017,0.36282607913017273,0.19072526693344116,0.2910259962081909,0.3067983090877533,0.15300026535987854,0.19829288125038147,0.21007636189460754,0.5452592968940735,0.24976809322834015,0.25732165575027466
impossible,0.38707461953163147,0.18504410982131958,0.20947936177253723,0.11851788312196732,0.24668627977371216,0.2991180419921875,0.19433917105197906,0.2645515501499176,0.15787656605243683,0.2736610472202301,0.08212760835886002,0.2244972586631775
to,0.455847829580307,0.3343428373336792,0.4193183183670044,0.23663614690303802,0.37984350323677063,0.44619059562683105,0.21795877814292908,0.21207500994205475,0.27177539467811584,0.45503583550453186,0.13636653125286102,0.29463258385658264
find,0.3539876639842987,0.21071480214595795,0.29174166917800903,0.1363377571105957,0.2339775115251541,0.25261998176574707,0.2540796995162964,0.32726165652275085,0.13547581434249878,0.2540014088153839,0.12507151067256927,0.30313602089881897
(,0.2411840260028839,0.2169162482023239,0.25035592913627625,0.10193837434053421,0.16223937273025513,0.15721023082733154,0.1952846348285675,0.13390766084194183,0.21003201603889465,0.3206180930137634,0.16287720203399658,0.40561532974243164
the,0.42745697498321533,0.43858039379119873,0.44152235984802246,0.2895638644695282,0.3875846862792969,0.516537070274353,0.2546413242816925,0.2697983384132385,0.3348022699356079,0.5829201340675354,0.2894456386566162,0.22068053483963013
same,0.3764382302761078,0.45866870880126953,0.44757193326950073,0.21089395880699158,0.2788434326648712,0.3805995285511017,0.16843363642692566,0.20986337959766388,0.19843630492687225,0.4048157036304474,0.12276136130094528,0.22649677097797394
manner,0.30641111731529236,0.16833756864070892,0.2464277297258377,0.19511082768440247,0.19535396993160248,0.27135756611824036,0.14455685019493103,0.2193155288696289,0.1748942881822586,0.24987412989139557,-0.03351281210780144,0.24218928813934326
of,0.33290785551071167,0.37726253271102905,0.38583824038505554,0.3264967203140259,0.37755560874938965,0.4329940676689148,0.26505351066589355,0.16790804266929626,0.32766106724739075,0.5052502155303955,0.19903257489204407,0.1826142966747284
burial,0.18476168811321259,0.13573436439037323,0.19562727212905884,0.29861152172088623,0.19661305844783783,0.19001352787017822,0.5382872819900513,0.26483646035194397,0.13390927016735077,0.1811772882938385,0.1240411251783371,0.15331946313381195
as,0.31749409437179565,0.3029302954673767,0.42805421352386475,0.23842327296733856,0.3393979072570801,0.29218852519989014,0.19745706021785736,0.12473372370004654,0.29018887877464294,0.39550232887268066,0.16009141504764557,0.27043893933296204
the,0.42745697498321533,0.43858039379119873,0.44152235984802246,0.2895638644695282,0.3875846862792969,0.516537070274353,0.2546413242816925,0.2697983384132385,0.3348022699356079,0.5829201340675354,0.2894456386566162,0.22068053483963013
sumerian,0.19304022192955017,0.11322441697120667,0.18403905630111694,0.33896639943122864,0.1928841471672058,0.18379482626914978,0.21015462279319763,0.182554230093956,0.1322120726108551,0.20070312917232513,0.15279948711395264,0.17600294947624207
king,0.18449601531028748,0.16701342165470123,0.1073838546872139,0.4054998457431793,0.2493389993906021,0.19117164611816406,0.20044435560703278,0.06395730376243591,0.20889432728290558,0.18420645594596863,0.14837594330310822,0.19130074977874756
gilgamesh,0.2251850813627243,0.1429959088563919,0.20187464356422424,0.3358134627342224,0.15159590542316437,0.2199213206768036,0.17785251140594482,0.1789572834968567,0.10214506834745407,0.1934521645307541,0.2492198497056961,0.16955150663852692
of,0.33290785551071167,0.37726253271102905,0.38583824038505554,0.3264967203140259,0.37755560874938965,0.4329940676689148,0.26505351066589355,0.16790804266929626,0.32766106724739075,0.5052502155303955,0.19903257489204407,0.1826142966747284
