,pattern,recognition,receptors,recognize,components,present,in,broad,groups,of,what,?
the,0.2485450804233551,0.31624147295951843,0.2622849941253662,0.32986918091773987,0.30344057083129883,0.2829846143722534,0.6662389636039734,0.27128511667251587,0.27790749073028564,0.733189046382904,0.42745697498321533,0.22068053483963013
innate,0.21932829916477203,0.3132929801940918,0.5641072392463684,0.3189951479434967,0.3481280505657196,0.13427861034870148,0.18022385239601135,0.2213737517595291,0.17912693321704865,0.255485475063324,0.2683543860912323,0.16386382281780243
response,0.1636858880519867,0.3064231276512146,0.39826369285583496,0.2896175980567932,0.15398192405700684,0.14326994121074677,0.20744606852531433,0.14812086522579193,0.22980163991451263,0.21864040195941925,0.3532308340072632,0.2007838636636734
is,0.22437229752540588,0.1883109211921692,0.20271176099777222,0.23268704116344452,0.2754068970680237,0.1967432200908661,0.5394441485404968,0.18622556328773499,0.19906288385391235,0.4854315221309662,0.28837618231773376,0.22961433231830597
usually,0.2991172671318054,0.13768281042575836,0.282203733921051,0.1915847659111023,0.3411925137042999,0.10492612421512604,0.28848564624786377,0.28188738226890564,0.26772522926330566,0.33931583166122437,0.32521089911460876,0.19435347616672516
triggered,0.21254923939704895,0.22220587730407715,0.41883721947669983,0.183447927236557,0.279280424118042,0.14281399548053741,0.25171807408332825,0.2246667891740799,0.21663877367973328,0.26025402545928955,0.24654962122440338,0.19886964559555054
when,0.23834280669689178,0.2345452457666397,0.24536676704883575,0.2910710275173187,0.2153128981590271,0.20709340274333954,0.4431333839893341,0.17673538625240326,0.21922865509986877,0.3757161796092987,0.4700249433517456,0.22841128706932068
microbes,0.1624734252691269,0.25433993339538574,0.48061829805374146,0.20003922283649445,0.4631994962692261,0.21143774688243866,0.24706831574440002,0.2465912401676178,0.25847378373146057,0.27299147844314575,0.27925968170166016,0.172354593873024
are,0.2375091165304184,0.16518700122833252,0.34147852659225464,0.2827646732330322,0.3832094073295593,0.20985287427902222,0.3841303884983063,0.2582208216190338,0.41374143958091736,0.39081433415412903,0.29724663496017456,0.24591213464736938
identified,0.1998823881149292,0.22827480733394623,0.27288347482681274,0.273196280002594,0.2167312651872635,0.17850203812122345,0.1841590851545334,0.20304229855537415,0.198180690407753,0.30219629406929016,0.16489295661449432,0.18080152571201324
by,0.12210853397846222,0.2397790551185608,0.1920928806066513,0.24444718658924103,0.19633713364601135,0.15190309286117554,0.370934396982193,0.1507515162229538,0.22748439013957977,0.3646814823150635,0.2455483376979828,0.17966607213020325
pattern,1.0000001192092896,0.19139181077480316,0.22814233601093292,0.1829780638217926,0.24169723689556122,0.11088812351226807,0.20433473587036133,0.2667553126811981,0.20575127005577087,0.16445347666740417,0.2522786855697632,0.20064511895179749
recognition,0.19139181077480316,1.0,0.2579752206802368,0.6462813019752502,0.22128663957118988,0.22559238970279694,0.29843124747276306,0.13740174472332,0.20470288395881653,0.295685350894928,0.25729188323020935,0.20074869692325592
receptors,0.22814233601093292,0.2579752206802368,1.0,0.26936256885528564,0.41128644347190857,0.19460953772068024,0.196920245885849,0.2410585582256317,0.21894259750843048,0.19634202122688293,0.2304931879043579,0.1343143880367279
",",0.14527317881584167,0.23705700039863586,0.157633438706398,0.28637704253196716,0.20591874420642853,0.267320841550827,0.5201468467712402,0.23966003954410553,0.2671695053577423,0.4946078956127167,0.3087472915649414,0.31091248989105225
which,0.33947041630744934,0.3267291784286499,0.335633248090744,0.3223193883895874,0.3798196613788605,0.27609559893608093,0.4840516746044159,0.31906983256340027,0.28361281752586365,0.5011631846427917,0.5261979103088379,0.25814583897590637
recognize,0.1829780638217926,0.6462813019752502,0.26936256885528564,1.0,0.16346727311611176,0.26240408420562744,0.30322882533073425,0.11656320095062256,0.24685227870941162,0.34210383892059326,0.32970860600471497,0.24790367484092712
components,0.24169723689556122,0.22128663957118988,0.41128644347190857,0.16346727311611176,0.9999998807907104,0.18411265313625336,0.1959146112203598,0.19479550421237946,0.30181771516799927,0.28973057866096497,0.20314843952655792,0.12744711339473724
that,0.2873515784740448,0.29218024015426636,0.271827757358551,0.36979150772094727,0.2997816801071167,0.25174012780189514,0.435920387506485,0.23863309621810913,0.2701875567436218,0.41498205065727234,0.6297725439071655,0.32716336846351624
are,0.2375091165304184,0.16518700122833252,0.34147852659225464,0.2827646732330322,0.3832094073295593,0.20985287427902222,0.3841303884983063,0.2582208216190338,0.41374143958091736,0.39081433415412903,0.29724663496017456,0.24591213464736938
conserved,0.1839921772480011,0.26564639806747437,0.28385797142982483,0.28264477849006653,0.3071635365486145,0.1816788911819458,0.22074294090270996,0.2269451767206192,0.17264242470264435,0.2815810441970825,0.18548007309436798,0.12682415544986725
among,0.04315488785505295,0.28149157762527466,0.2026154100894928,0.34824931621551514,0.2005826085805893,0.16545192897319794,0.3211768567562103,0.12274761497974396,0.2853144109249115,0.3679063022136688,0.21154822409152985,0.14343059062957764
broad,0.2667553126811981,0.13740174472332,0.2410585582256317,0.11656320095062256,0.19479550421237946,0.13123103976249695,0.22596749663352966,1.0000001192092896,0.21897970139980316,0.2426680326461792,0.21419112384319305,0.15083929896354675
groups,0.20575127005577087,0.20470288395881653,0.21894259750843048,0.24685227870941162,0.30181771516799927,0.1295359581708908,0.22620722651481628,0.21897970139980316,1.0,0.24723079800605774,0.23137421905994415,0.14349548518657684
of,0.16445347666740417,0.295685350894928,0.19634202122688293,0.34210383892059326,0.28973057866096497,0.3116828501224518,0.5696388483047485,0.2426680326461792,0.24723079800605774,1.0,0.33290785551071167,0.1826142966747284
microorganisms,0.19838327169418335,0.22668880224227905,0.4822501242160797,0.1457245945930481,0.46069684624671936,0.19549207389354706,0.20953990519046783,0.1847817599773407,0.2309284508228302,0.22795136272907257,0.2322647124528885,0.16060204803943634
",",0.14527317881584167,0.23705700039863586,0.157633438706398,0.28637704253196716,0.20591874420642853,0.267320841550827,0.5201468467712402,0.23966003954410553,0.2671695053577423,0.4946078956127167,0.3087472915649414,0.31091248989105225
or,0.2943326532840729,0.26192033290863037,0.3268505930900574,0.2682661712169647,0.3417847156524658,0.17365464568138123,0.3586423695087433,0.2672377824783325,0.26111581921577454,0.3792596757411957,0.33867141604423523,0.32389625906944275
when,0.23834280669689178,0.2345452457666397,0.24536676704883575,0.2910710275173187,0.2153128981590271,0.20709340274333954,0.4431333839893341,0.17673538625240326,0.21922865509986877,0.3757161796092987,0.4700249433517456,0.22841128706932068
damaged,0.0978432223200798,0.13915705680847168,0.2742099165916443,0.1599300503730774,0.23485028743743896,0.18621379137039185,0.2596476972103119,0.17441970109939575,0.12757913768291473,0.25165170431137085,0.2276492565870285,0.15946903824806213
