,how,were,the,men,who,did,tasks,like,those,of,today,'s,pharmacists,viewed,in,japan,in,the,asuka,and,nara,periods,?
in,0.2601168751716614,0.3815755248069763,0.6662389636039734,0.27064284682273865,0.2792111933231354,0.2593238651752472,0.1798897534608841,0.31010183691978455,0.3419301211833954,0.5696388483047485,0.3300545811653137,-0.037580832839012146,0.22358480095863342,0.194101944565773,1.0,0.23087722063064575,1.0,0.6662389636039734,0.17533019185066223,0.4954058527946472,0.1962261199951172,0.19927051663398743,0.20430970191955566
japan,0.16129757463932037,0.22064043581485748,0.22735914587974548,0.17293819785118103,0.14482426643371582,0.16141492128372192,0.15298672020435333,0.14105139672756195,0.16056664288043976,0.2358245700597763,0.15338751673698425,-0.0463767908513546,0.10546132177114487,0.10120150446891785,0.23087722063064575,1.0,0.23087722063064575,0.22735914587974548,0.5777182579040527,0.2348099797964096,0.4205353260040283,0.18275010585784912,0.1312343180179596
",",0.22659391164779663,0.36755475401878357,0.4933079481124878,0.2249656766653061,0.3365725874900818,0.3015086054801941,0.23435719311237335,0.4085598886013031,0.39574649930000305,0.4946078956127167,0.3282252550125122,-0.0016132977325469255,0.22197484970092773,0.2206074744462967,0.5201468467712402,0.2639627754688263,0.5201468467712402,0.4933079481124878,0.1804998219013214,0.6633074283599854,0.21837833523750305,0.22150997817516327,0.31091248989105225
at,0.2154216170310974,0.2947486639022827,0.457212895154953,0.2448287159204483,0.22096660733222961,0.28390252590179443,0.2023938000202179,0.2596063017845154,0.2508816719055176,0.42558613419532776,0.20083099603652954,-0.08481216430664062,0.21592658758163452,0.22511647641658783,0.4374977946281433,0.18760128319263458,0.4374977946281433,0.457212895154953,0.1892128437757492,0.3571503460407257,0.18697978556156158,0.21120788156986237,0.21978627145290375
the,0.33890387415885925,0.3906462490558624,1.0,0.26001617312431335,0.3733934462070465,0.34736719727516174,0.232274129986763,0.32912567257881165,0.42861196398735046,0.733189046382904,0.35740926861763,-0.01540423184633255,0.24311043322086334,0.34172287583351135,0.6662389636039734,0.22735914587974548,0.6662389636039734,1.0,0.24013617634773254,0.5171257257461548,0.2716493308544159,0.27702534198760986,0.22068053483963013
end,0.2481066733598709,0.199965700507164,0.39658910036087036,0.07910896092653275,0.15423893928527832,0.18808481097221375,0.118345245718956,0.22844688594341278,0.2556135654449463,0.2215006798505783,0.18036916851997375,0.030466308817267418,0.12099257111549377,0.1554783135652542,0.28539085388183594,0.16370949149131775,0.28539085388183594,0.39658910036087036,0.21197479963302612,0.24708716571331024,0.14126303791999817,0.27529194951057434,0.12543344497680664
of,0.2480744868516922,0.34038281440734863,0.733189046382904,0.2133621722459793,0.2827862501144409,0.2513895630836487,0.2524705231189728,0.3244853615760803,0.37935635447502136,1.0,0.3291318118572235,-0.03817026689648628,0.20506609976291656,0.27454227209091187,0.5696388483047485,0.2358245700597763,0.5696388483047485,0.733189046382904,0.20958392322063446,0.5116966962814331,0.24289807677268982,0.256827712059021,0.1826142966747284
the,0.33890387415885925,0.3906462490558624,1.0,0.26001617312431335,0.3733934462070465,0.34736719727516174,0.232274129986763,0.32912567257881165,0.42861196398735046,0.733189046382904,0.35740926861763,-0.01540423184633255,0.24311043322086334,0.34172287583351135,0.6662389636039734,0.22735914587974548,0.6662389636039734,1.0,0.24013617634773254,0.5171257257461548,0.2716493308544159,0.27702534198760986,0.22068053483963013
asuka,0.13978484272956848,0.2316175401210785,0.24013617634773254,0.13040941953659058,0.18984071910381317,0.1371711790561676,0.2013172209262848,0.11148016899824142,0.09892652928829193,0.20958392322063446,0.15024295449256897,-0.07978252321481705,0.10052978247404099,0.1549466848373413,0.17533019185066223,0.5777182579040527,0.17533019185066223,0.24013617634773254,0.9999998807907104,0.1746545433998108,0.6142502427101135,0.29119718074798584,0.12080563604831696
period,0.22695960104465485,0.2902187407016754,0.3125074505805969,0.09427932649850845,0.2116105854511261,0.1760309934616089,0.15552222728729248,0.19764147698879242,0.2798754870891571,0.2698146104812622,0.31434255838394165,-0.05741342157125473,0.08930042386054993,0.14118041098117828,0.23051127791404724,0.2918964624404907,0.23051127791404724,0.3125074505805969,0.4065289795398712,0.23878438770771027,0.318060040473938,0.7653395533561707,0.18706195056438446
(,0.1676948219537735,0.14743882417678833,0.33289089798927307,0.13988487422466278,0.2443375140428543,0.18979617953300476,0.17743879556655884,0.2465965300798416,0.2171425223350525,0.35032153129577637,0.226308673620224,0.0012731997994706035,0.14513295888900757,0.12586094439029694,0.3087427020072937,0.20623880624771118,0.3087427020072937,0.33289089798927307,0.15774820744991302,0.4862271547317505,0.1417187750339508,0.17890246212482452,0.40561532974243164
538–710,0.11239870637655258,0.26166847348213196,0.3551914393901825,0.18087267875671387,0.11316115409135818,0.1604737490415573,0.10819792747497559,0.16185972094535828,0.1901743859052658,0.29026567935943604,0.20256298780441284,-0.03565966710448265,0.08796300739049911,0.1771770417690277,0.2624962329864502,0.21000202000141144,0.2624962329864502,0.3551914393901825,0.2546910047531128,0.24069175124168396,0.2297368347644806,0.08544057607650757,0.1276625394821167
