,what,are,two,factors,that,made,it,difficult,for,colonists,to,the,amazon,forest,to,survive,?
however,0.4480680823326111,0.44812726974487305,0.3944382965564728,0.3366658687591553,0.6336373090744019,0.35523027181625366,0.467002272605896,0.4687214493751526,0.44511833786964417,0.29437384009361267,0.5474119186401367,0.49814513325691223,0.21224848926067352,0.15499745309352875,0.5474119186401367,0.3487355411052704,0.2152075469493866
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.20595882833003998,0.4137537479400635,0.32507219910621643,0.48329564929008484,0.24675612151622772,0.4464869201183319,0.22380682826042175,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.44245919585227966,0.23943406343460083,0.31091248989105225
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.2769666314125061,0.5473989248275757,0.3885267674922943,0.6251175999641418,0.277450829744339,0.4739971458911896,0.2727788984775543,0.535392165184021,1.0,0.260541707277298,0.24134553968906403,0.535392165184021,0.25732097029685974,0.22068053483963013
colonists,0.2611747086048126,0.2734873294830322,0.22311970591545105,0.27575522661209106,0.27919283509254456,0.23673024773597717,0.24434541165828705,0.20433422923088074,0.18555116653442383,0.9999999403953552,0.3264412581920624,0.2727788984775543,0.22155021131038666,0.1997084617614746,0.3264412581920624,0.2660768926143646,0.15893349051475525
were,0.22298263013362885,0.6489362716674805,0.4493520259857178,0.2001456469297409,0.35517072677612305,0.32412371039390564,0.25487732887268066,0.21979618072509766,0.33592689037323,0.37862804532051086,0.31913647055625916,0.3906462490558624,0.11476065963506699,0.16531281173229218,0.31913647055625916,0.26800355315208435,0.17890112102031708
unable,0.2877064049243927,0.13948975503444672,0.2205231636762619,0.31582480669021606,0.3581840395927429,0.17037831246852875,0.19490543007850647,0.49611005187034607,0.2988177537918091,0.26262620091438293,0.47413626313209534,0.29094135761260986,0.14590097963809967,0.14558467268943787,0.47413626313209534,0.26656436920166016,0.1804998219013214
to,0.455847829580307,0.3504326641559601,0.3343428373336792,0.2741186320781708,0.5436353087425232,0.3377571105957031,0.513711154460907,0.4417358338832855,0.4451248347759247,0.3264412581920624,1.0,0.535392165184021,0.17033490538597107,0.1971547156572342,1.0,0.3082670271396637,0.29463258385658264
manage,0.265919029712677,0.28882142901420593,0.17986562848091125,0.27577516436576843,0.2917628884315491,0.15747953951358795,0.1900927573442459,0.3688201308250427,0.2579313814640045,0.2014622688293457,0.39911994338035583,0.25681272149086,0.1497228443622589,0.2563525438308716,0.39911994338035583,0.29415327310562134,0.2014334350824356
their,0.35142919421195984,0.46887820959091187,0.401440292596817,0.345590740442276,0.4266771972179413,0.2909255027770996,0.3067983090877533,0.325539231300354,0.3406745493412018,0.30551546812057495,0.44619059562683105,0.516537070274353,0.15839874744415283,0.13646233081817627,0.44619059562683105,0.2878292500972748,0.1898253709077835
fields,0.14054246246814728,0.19811008870601654,0.18196189403533936,0.20312799513339996,0.20579737424850464,0.10198887437582016,0.14656537771224976,0.159844771027565,0.2648622393608093,0.11739779263734818,0.24277333915233612,0.16397054493427277,0.09666065126657486,0.19064964354038239,0.24277333915233612,0.11301971971988678,0.1411406248807907
and,0.31309178471565247,0.48576638102531433,0.4671151638031006,0.2477942556142807,0.4731321930885315,0.34954607486724854,0.40957894921302795,0.28586524724960327,0.5064792633056641,0.2779245972633362,0.48971283435821533,0.5171257257461548,0.23464977741241455,0.26268187165260315,0.48971283435821533,0.25777333974838257,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.2769666314125061,0.5473989248275757,0.3885267674922943,0.6251175999641418,0.277450829744339,0.4739971458911896,0.2727788984775543,0.535392165184021,1.0,0.260541707277298,0.24134553968906403,0.535392165184021,0.25732097029685974,0.22068053483963013
crops,0.2563587725162506,0.305677592754364,0.18983353674411774,0.28846919536590576,0.27079740166664124,0.19557371735572815,0.2714219391345978,0.20086969435214996,0.24457789957523346,0.3566523790359497,0.2809256613254547,0.2617131173610687,0.2477642446756363,0.32589244842529297,0.2809256613254547,0.3063078820705414,0.15924812853336334
because,0.46729007363319397,0.43093472719192505,0.31710559129714966,0.3435989022254944,0.6503599286079407,0.3560832440853119,0.4849289059638977,0.461900532245636,0.4676002562046051,0.2949698865413666,0.5166091918945312,0.44596394896507263,0.14024098217487335,0.18911723792552948,0.5166091918945312,0.30873993039131165,0.2528740465641022
