,what,is,the,translation,of,the,old,north,branch,of,rhe,rhine,?
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.40150508284568787,0.26649054884910583,0.3180590271949768,0.2018059939146042,0.4249346852302551,0.12769731879234314,0.2181936800479889,0.19969791173934937
wijk,0.09544714540243149,0.13056880235671997,0.1787835955619812,0.1552640050649643,0.18690216541290283,0.1787835955619812,0.19236332178115845,0.2666233479976654,0.16976550221443176,0.18690216541290283,0.3052579462528229,0.47203636169433594,0.15687686204910278
bij,0.16130058467388153,0.19445134699344635,0.1396031379699707,0.25466227531433105,0.13612857460975647,0.1396031379699707,0.15087828040122986,0.20648787915706635,0.22939205169677734,0.13612857460975647,0.2578398585319519,0.27695488929748535,0.18858683109283447
duurstede,0.134284108877182,0.17515909671783447,0.19626659154891968,0.21707215905189514,0.20405352115631104,0.19626659154891968,0.17810267210006714,0.2756999433040619,0.14282718300819397,0.20405352115631104,0.3639921545982361,0.4151337444782257,0.18678875267505646
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.26524028182029724,0.31834840774536133,0.2610839307308197,0.4946078956127167,0.2196403592824936,0.167837992310524,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,1.0,0.31849798560142517,0.36298373341560364,0.2630956768989563,0.733189046382904,0.29902535676956177,0.30735138058662415,0.22068053483963013
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.13848286867141724,0.30522194504737854,0.31849798560142517,1.0000001192092896,0.17959938943386078,0.1266411989927292,0.30522194504737854,0.23290596902370453,0.18212221562862396,0.20577076077461243
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.08575420826673508,0.3604778051376343,0.36298373341560364,0.17959938943386078,1.0,0.2029252052307129,0.3604778051376343,0.268289178609848,0.3832572400569916,0.11829731613397598
branch,0.1792319416999817,0.17662303149700165,0.2630956768989563,0.16905203461647034,0.23972897231578827,0.2630956768989563,0.1266411989927292,0.2029252052307129,1.0,0.23972897231578827,0.1735420674085617,0.2070019692182541,0.10474635660648346
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18704865872859955,1.0,0.733189046382904,0.30522194504737854,0.3604778051376343,0.23972897231578827,1.0,0.25456470251083374,0.2548927664756775,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,1.0,0.31849798560142517,0.36298373341560364,0.2630956768989563,0.733189046382904,0.29902535676956177,0.30735138058662415,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.5678304433822632,1.0,0.13754533231258392
is,0.28837618231773376,1.0,0.5823672413825989,0.24474994838237762,0.4854315221309662,0.5823672413825989,0.24332627654075623,0.2993389368057251,0.17662303149700165,0.4854315221309662,0.23746620118618011,0.15617261826992035,0.22961433231830597
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.21092750132083893,0.4222904443740845,0.489897221326828,0.23955528438091278,0.20414142310619354,0.22719664871692657,0.4222904443740845,0.23057326674461365,0.14562174677848816,0.18963319063186646
kromme,0.11894065141677856,0.20831182599067688,0.22960209846496582,0.0860443264245987,0.17954999208450317,0.22960209846496582,0.10171467810869217,0.19979171454906464,0.05056154727935791,0.17954999208450317,0.34112444519996643,0.38311272859573364,0.16753874719142914
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.2077910155057907,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.364563524723053,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2620614171028137,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.17058664560317993,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.08100178092718124,0.031863048672676086,0.0685480609536171
bent,0.1956503838300705,0.19993457198143005,0.24187809228897095,0.14593243598937988,0.21264435350894928,0.24187809228897095,0.15728846192359924,0.20249179005622864,0.16749989986419678,0.21264435350894928,0.06946292519569397,0.12679092586040497,0.2079613208770752
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.5678304433822632,1.0,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.05918513610959053,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.17516864836215973,0.12686386704444885,0.42300865054130554
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.1378256380558014,0.27417802810668945,0.2747827172279358,0.2857542634010315,0.21516694128513336,0.14444895088672638,0.27417802810668945,0.14608226716518402,0.16504746675491333,0.2598046660423279
utrecht,0.20980913937091827,0.09932233393192291,0.20970290899276733,0.1976439654827118,0.2735368013381958,0.20970290899276733,0.23059630393981934,0.29940149188041687,0.15907520055770874,0.2735368013381958,0.2617969214916229,0.4250553548336029,0.1335899382829666
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.26524028182029724,0.31834840774536133,0.2610839307308197,0.4946078956127167,0.2196403592824936,0.167837992310524,0.31091248989105225
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.22453279793262482,0.3536086082458496,0.49448907375335693,0.23832789063453674,0.2128637284040451,0.13816940784454346,0.3536086082458496,0.20924492180347443,0.13051658868789673,0.18701928853988647
leidse,0.22438755631446838,0.23122671246528625,0.2816234230995178,0.2702743709087372,0.28607386350631714,0.2816234230995178,0.2437615841627121,0.28009748458862305,0.2540312111377716,0.28607386350631714,0.33597537875175476,0.3112286329269409,0.24026302993297577
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.2077910155057907,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.364563524723053,0.41360682249069214,0.15792600810527802
