,how,are,the,votes,weighted,to,ensure,that,smaller,states,are,n't,dominated,by,larger,ones,?
when,0.4767928421497345,0.29873907566070557,0.5091903209686279,0.1939781755208969,0.26781147718429565,0.5423505902290344,0.3135141432285309,0.5860282182693481,0.27156612277030945,0.24639196693897247,0.29873907566070557,-0.12935540080070496,0.19472317397594452,0.4376842677593231,0.2630389630794525,0.3296627700328827,0.22841128706932068
voting,0.2576615512371063,0.22587110102176666,0.26425203680992126,0.707249104976654,0.15430819988250732,0.2493610978126526,0.3060815632343292,0.3155273199081421,0.12223204225301743,0.21983030438423157,0.22587110102176666,-0.008057820610702038,0.09783566743135452,0.1886349767446518,0.10023795068264008,0.2712697684764862,0.31114646792411804
takes,0.2325095534324646,0.20556128025054932,0.33578023314476013,0.17551195621490479,0.19349922239780426,0.29472896456718445,0.2070503681898117,0.22034741938114166,0.16591033339500427,0.1366109848022461,0.20556128025054932,-0.0010780522134155035,0.12040393054485321,0.17897608876228333,0.18578140437602997,0.07998566329479218,0.10935472697019577
place,0.23435121774673462,0.25836262106895447,0.4179787337779999,0.17935000360012054,0.12328184396028519,0.3346366882324219,0.22937092185020447,0.32320237159729004,0.12402427941560745,0.1997336447238922,0.25836262106895447,-0.08750832825899124,0.1627868264913559,0.22235022485256195,0.1550460308790207,0.20237115025520325,0.2455766350030899
it,0.36714982986450195,0.3617996573448181,0.6251175999641418,0.2445438653230667,0.23538273572921753,0.513711154460907,0.22934292256832123,0.5921133160591125,0.2504270076751709,0.3072223365306854,0.3617996573448181,-0.08058576285839081,0.18532642722129822,0.40926623344421387,0.29589205980300903,0.3531286120414734,0.25732165575027466
is,0.22544461488723755,0.5330929756164551,0.5823672413825989,0.2069811075925827,0.21941302716732025,0.42745086550712585,0.23937878012657166,0.3995479643344879,0.22372925281524658,0.21939043700695038,0.5330929756164551,0.028099019080400467,0.18273897469043732,0.3899846076965332,0.24218857288360596,0.28782421350479126,0.22961433231830597
weighted,0.3481440842151642,0.21582578122615814,0.21851292252540588,0.1909051388502121,1.0,0.2534371018409729,0.25126439332962036,0.3378283977508545,0.2745824158191681,0.15399828553199768,0.21582578122615814,-0.027263551950454712,0.14037105441093445,0.24184449017047882,0.2718098759651184,0.21774640679359436,0.13808085024356842
inversely,0.27440568804740906,0.3055316209793091,0.2996712028980255,0.16039782762527466,0.297089159488678,0.3145752549171448,0.24755151569843292,0.370685875415802,0.24841192364692688,0.23367717862129211,0.3055316209793091,-0.07400759309530258,0.20736488699913025,0.22622540593147278,0.2369842529296875,0.19521008431911469,0.08351708203554153
to,0.44169697165489197,0.3504326641559601,0.535392165184021,0.24744294583797455,0.2534371018409729,1.0,0.3696618974208832,0.5436353087425232,0.2597835958003998,0.2828785181045532,0.3504326641559601,-0.14541994035243988,0.18163110315799713,0.33534231781959534,0.27928784489631653,0.29667285084724426,0.29463258385658264
member,0.09643107652664185,0.16299262642860413,0.2806392312049866,0.24244970083236694,0.061120107769966125,0.19456195831298828,0.1099722608923912,0.17725452780723572,0.15218593180179596,0.18290899693965912,0.16299262642860413,0.09116242080926895,0.16903981566429138,0.14692413806915283,0.14756621420383453,0.13343733549118042,0.06826172769069672
state,0.15028610825538635,0.19951030611991882,0.3097178041934967,0.20064787566661835,0.11564727127552032,0.25557461380958557,0.16714565455913544,0.24252457916736603,0.12759925425052643,0.5370627045631409,0.19951030611991882,0.004642894491553307,0.14519867300987244,0.2263980358839035,0.15082122385501862,0.11065233498811722,0.1160883978009224
size,0.24571672081947327,0.25654396414756775,0.2946445941925049,0.21810705959796906,0.3682466149330139,0.26289698481559753,0.2393411248922348,0.3037673830986023,0.5391757488250732,0.17931771278381348,0.25654396414756775,-0.11368890106678009,0.16893397271633148,0.1382545381784439,0.5483319163322449,0.15571002662181854,0.13693112134933472
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.26709359884262085,0.1519184559583664,0.44245919585227966,0.144033744931221,0.4137537479400635,0.24995659291744232,0.3315127193927765,0.4062570035457611,0.11016341298818588,0.27990370988845825,0.3680937886238098,0.2491181194782257,0.32541337609291077,0.31091248989105225
so,0.6081400513648987,0.420413613319397,0.4296516180038452,0.26781946420669556,0.2583516240119934,0.5091881155967712,0.41224679350852966,0.6779842376708984,0.31451186537742615,0.1808948665857315,0.420413613319397,-0.1761741191148758,0.21601402759552002,0.35152724385261536,0.3137049078941345,0.470020055770874,0.43163934350013733
smaller,0.19977930188179016,0.39588505029678345,0.3588939607143402,0.18698814511299133,0.2745824158191681,0.2597835958003998,0.16392675042152405,0.31790265440940857,1.0000001192092896,0.15651839971542358,0.39588505029678345,-0.2223784178495407,0.20613864064216614,0.1836150735616684,0.8079083561897278,0.3051269054412842,0.17881669104099274
member,0.09643107652664185,0.16299262642860413,0.2806392312049866,0.24244970083236694,0.061120107769966125,0.19456195831298828,0.1099722608923912,0.17725452780723572,0.15218593180179596,0.18290899693965912,0.16299262642860413,0.09116242080926895,0.16903981566429138,0.14692413806915283,0.14756621420383453,0.13343733549118042,0.06826172769069672
states,0.20841296017169952,0.1846873015165329,0.3463578522205353,0.2377474159002304,0.15399828553199768,0.2828785181045532,0.18953996896743774,0.291576623916626,0.15651839971542358,1.0,0.1846873015165329,-0.03642452880740166,0.20766234397888184,0.23827408254146576,0.20303459465503693,0.17534290254116058,0.16272737085819244
are,0.311818927526474,1.0,0.40399202704429626,0.1935156136751175,0.21582578122615814,0.3504326641559601,0.30027875304222107,0.45265161991119385,0.39588505029678345,0.1846873015165329,1.0,-0.1517762839794159,0.18188512325286865,0.37842893600463867,0.33036646246910095,0.557454526424408,0.24591213464736938
not,0.4869767427444458,0.46186959743499756,0.4310511648654938,0.2747427225112915,0.2917824983596802,0.5149973034858704,0.42923837900161743,0.6600887179374695,0.24872206151485443,0.24589264392852783,0.46186959743499756,-0.11552248895168304,0.18507374823093414,0.291808545589447,0.2550850212574005,0.39348965883255005,0.41942933201789856
dominated,0.1238274797797203,0.18188512325286865,0.33543094992637634,0.07892610132694244,0.14037105441093445,0.18163110315799713,0.15530408918857574,0.2431122362613678,0.20613864064216614,0.20766234397888184,0.18188512325286865,-0.0752938911318779,1.0,0.25790226459503174,0.2590383291244507,0.21877461671829224,0.04715321213006973
by,0.34370526671409607,0.37842893600463867,0.4408751428127289,0.15280574560165405,0.24184449017047882,0.33534231781959534,0.2347177118062973,0.37496164441108704,0.1836150735616684,0.23827408254146576,0.37842893600463867,-0.025093624368309975,0.25790226459503174,1.0000001192092896,0.25135114789009094,0.23897501826286316,0.17966607213020325
larger,0.23193183541297913,0.33036646246910095,0.378620445728302,0.10919182747602463,0.2718098759651184,0.27928784489631653,0.1864551454782486,0.3079192042350769,0.8079083561897278,0.20303459465503693,0.33036646246910095,-0.2007637768983841,0.2590383291244507,0.25135114789009094,1.0000001192092896,0.28558316826820374,0.1602165699005127
member,0.09643107652664185,0.16299262642860413,0.2806392312049866,0.24244970083236694,0.061120107769966125,0.19456195831298828,0.1099722608923912,0.17725452780723572,0.15218593180179596,0.18290899693965912,0.16299262642860413,0.09116242080926895,0.16903981566429138,0.14692413806915283,0.14756621420383453,0.13343733549118042,0.06826172769069672
states,0.20841296017169952,0.1846873015165329,0.3463578522205353,0.2377474159002304,0.15399828553199768,0.2828785181045532,0.18953996896743774,0.291576623916626,0.15651839971542358,1.0,0.1846873015165329,-0.03642452880740166,0.20766234397888184,0.23827408254146576,0.20303459465503693,0.17534290254116058,0.16272737085819244
.,0.3287222981452942,0.3452940285205841,0.5934505462646484,0.26459193229675293,0.2137739509344101,0.4645031690597534,0.19039876759052277,0.4460422694683075,0.24807988107204437,0.33941102027893066,0.3452940285205841,0.01884327083826065,0.20676423609256744,0.3936232924461365,0.25803330540657043,0.3052959740161896,0.4130953550338745
