,what,did,luther,decide,about,the,catholic,church,?
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26487481594085693,0.2518255114555359,0.4571082592010498,0.25552770495414734,0.23494282364845276,0.2089974731206894
became,0.1434093862771988,0.3632316589355469,0.18142570555210114,0.17920060455799103,0.1529964655637741,0.36325156688690186,0.19363752007484436,0.19466228783130646,0.11374033987522125
convinced,0.3603993356227875,0.4463092088699341,0.1984822303056717,0.45509982109069824,0.23902803659439087,0.19541987776756287,0.19668929278850555,0.1830395609140396,0.27685287594795227
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.42361801862716675,0.4500710964202881,0.5473989248275757,0.2050773948431015,0.18300943076610565,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.35331496596336365,0.37995871901512146,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
church,0.1944202184677124,0.16781097650527954,0.379041463136673,0.19136427342891693,0.21815736591815948,0.23846197128295898,0.6546704173088074,0.9999999403953552,0.18081501126289368
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.1725381314754486,0.2577359974384308,0.48711544275283813,0.2832975387573242,0.24960921704769135,0.18412111699581146
corrupt,0.20700675249099731,0.2358880639076233,0.20739711821079254,0.2631838917732239,0.08500276505947113,0.14732728898525238,0.2303418219089508,0.1760179102420807,0.1556956022977829
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.24276606738567352,0.39797019958496094,0.6662389636039734,0.26313918828964233,0.2493300437927246,0.20430970191955566
its,0.30393704771995544,0.19922670722007751,0.14340044558048248,0.15593929588794708,0.3361809253692627,0.559237003326416,0.1636696606874466,0.19295279681682587,0.15103481709957123
ways,0.394069641828537,0.27936092019081116,0.1587383896112442,0.2785038650035858,0.28460004925727844,0.25153350830078125,0.07819628715515137,0.1125306710600853,0.2710120975971222
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2803935110569,0.3875081241130829,0.5171257257461548,0.2147825062274933,0.1976170688867569,0.20544172823429108
had,0.23849567770957947,0.540525496006012,0.16133075952529907,0.2712438106536865,0.3307687044143677,0.3875846862792969,0.211014062166214,0.21721379458904266,0.20728366076946259
lost,0.198215052485466,0.30779293179512024,0.21155111491680145,0.2145412266254425,0.2199682742357254,0.3376973867416382,0.15745864808559418,0.19067558646202087,0.15261413156986237
sight,0.29080256819725037,0.223918616771698,0.0909036248922348,0.1830141246318817,0.18499454855918884,0.2571186423301697,0.10631345957517624,0.08751656860113144,0.21953286230564117
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2682307958602905,0.40939709544181824,0.733189046382904,0.3452084958553314,0.3079429268836975,0.1826142966747284
what,0.9999998807907104,0.4259131848812103,0.2134782373905182,0.4684337377548218,0.47976887226104736,0.42745697498321533,0.1882777214050293,0.1944202184677124,0.5051238536834717
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26487481594085693,0.2518255114555359,0.4571082592010498,0.25552770495414734,0.23494282364845276,0.2089974731206894
saw,0.24788837134838104,0.4446955919265747,0.13097959756851196,0.16238552331924438,0.2566429674625397,0.318278044462204,0.18086178600788116,0.1296669989824295,0.14690998196601868
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.27422115206718445,0.2989700436592102,0.48381632566452026,0.2185802161693573,0.211966410279274,0.27043893933296204
several,0.22446060180664062,0.24080568552017212,0.2095126509666443,0.24726147949695587,0.30906662344932556,0.40559855103492737,0.15826719999313354,0.19587072730064392,0.15595775842666626
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2682307958602905,0.40939709544181824,0.733189046382904,0.3452084958553314,0.3079429268836975,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.35331496596336365,0.37995871901512146,1.0,0.26391419768333435,0.23846197128295898,0.22068053483963013
central,0.17723965644836426,0.14962437748908997,0.10148236155509949,0.10788355767726898,0.2250288873910904,0.3417201042175293,0.24729230999946594,0.20518873631954193,0.14787602424621582
truths,0.41918396949768066,0.265493243932724,0.20818160474300385,0.28877606987953186,0.28502604365348816,0.24593739211559296,0.21453168988227844,0.23654167354106903,0.2672528624534607
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2682307958602905,0.40939709544181824,0.733189046382904,0.3452084958553314,0.3079429268836975,0.1826142966747284
christianity,0.27987581491470337,0.21473132073879242,0.3391180634498596,0.13258568942546844,0.23208780586719513,0.2489117980003357,0.5075134038925171,0.49925926327705383,0.22408421337604523
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26475638151168823,0.42038556933403015,0.5934505462646484,0.270730584859848,0.28898224234580994,0.4130953550338745
