,what,are,construction,managers,?
there,0.35085538029670715,0.5433560013771057,0.22777880728244781,0.16787509620189667,0.29405656456947327
are,0.29724663496017456,1.0,0.18089833855628967,0.2623351514339447,0.24591213464736938
also,0.42747777700424194,0.4565894305706024,0.207412451505661,0.2773210108280182,0.21848613023757935
categories,0.27071893215179443,0.34090813994407654,0.13015244901180267,0.19893670082092285,0.3382010757923126
for,0.3017193675041199,0.3895993232727051,0.2193669229745865,0.2905394732952118,0.264628142118454
construction,0.20329850912094116,0.18089833855628967,1.0,0.19950757920742035,0.13494056463241577
service,0.16857224702835083,0.14771409332752228,0.2164038121700287,0.19634591042995453,0.1676298975944519
firms,0.19687598943710327,0.29838991165161133,0.3115715980529785,0.3236473798751831,0.1337330937385559
(,0.2411840260028839,0.23263892531394958,0.16759724915027618,0.17485378682613373,0.40561532974243164
e.g.,0.04733210429549217,-0.04146725311875343,-0.015678569674491882,-0.03379848971962929,0.018727071583271027
",",0.3087472915649414,0.4062570035457611,0.23704268038272858,0.24532629549503326,0.31091248989105225
engineering,0.1897483468055725,0.18530334532260895,0.43152761459350586,0.2889864146709442,0.16555240750312805
",",0.3087472915649414,0.4062570035457611,0.23704268038272858,0.24532629549503326,0.31091248989105225
architecture,0.23286667466163635,0.15150071680545807,0.42856577038764954,0.21300718188285828,0.14343059062957764
),0.26259949803352356,0.2373749315738678,0.18337155878543854,0.17284297943115234,0.42300865054130554
and,0.31309178471565247,0.48576638102531433,0.22762417793273926,0.26471906900405884,0.20544172823429108
construction,0.20329850912094116,0.18089833855628967,1.0,0.19950757920742035,0.13494056463241577
managers,0.20850390195846558,0.2623351514339447,0.19950757920742035,0.9999999403953552,0.16984312236309052
(,0.2411840260028839,0.23263892531394958,0.16759724915027618,0.17485378682613373,0.40561532974243164
firms,0.19687598943710327,0.29838991165161133,0.3115715980529785,0.3236473798751831,0.1337330937385559
engaged,0.1265537589788437,0.1064150258898735,0.1596275120973587,0.1043064072728157,0.09509497880935669
in,0.30808621644973755,0.3841303884983063,0.3031303882598877,0.23715339601039886,0.20430970191955566
managing,0.19321861863136292,0.15479539334774017,0.24334272742271423,0.5577566027641296,0.09971600025892258
construction,0.20329850912094116,0.18089833855628967,1.0,0.19950757920742035,0.13494056463241577
projects,0.28646913170814514,0.31792762875556946,0.44411301612854004,0.2632860541343689,0.3193145990371704
without,0.3181614279747009,0.3006502687931061,0.15337960422039032,0.14860649406909943,0.2928665280342102
assuming,0.44429823756217957,0.27396196126937866,0.15132421255111694,0.148979052901268,0.40639710426330566
direct,0.26271191239356995,0.18297041952610016,0.20187529921531677,0.150302454829216,0.18476411700248718
financial,0.1900392472743988,0.1316729336977005,0.37158337235450745,0.3156000077724457,0.06444920599460602
responsibility,0.3360894024372101,0.2390955537557602,0.16048088669776917,0.23298241198062897,0.20907385647296906
for,0.3017193675041199,0.3895993232727051,0.2193669229745865,0.2905394732952118,0.264628142118454
completion,0.21335561573505402,0.1457665115594864,0.44417914748191833,0.15969596803188324,0.08032544702291489
of,0.33290785551071167,0.39081433415412903,0.2815735340118408,0.19591322541236877,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.2671978175640106,0.24112285673618317,0.22068053483963013
construction,0.20329850912094116,0.18089833855628967,1.0,0.19950757920742035,0.13494056463241577
project,0.27033838629722595,0.19378727674484253,0.39453527331352234,0.21050210297107697,0.30569031834602356
),0.26259949803352356,0.2373749315738678,0.18337155878543854,0.17284297943115234,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.23682771623134613,0.23126311600208282,0.4130953550338745
