,how,many,grammys,has,lady,gaga,won,?
six-time,0.30852216482162476,0.3291378617286682,0.43575847148895264,0.3031916618347168,0.21395280957221985,0.319461464881897,0.296917200088501,0.24173711240291595
grammy,0.16361522674560547,0.19381412863731384,0.9078029990196228,0.30934539437294006,0.2254769206047058,0.4510344862937927,0.44421693682670593,0.1939576119184494
winner,0.1481519639492035,0.14434880018234253,0.3981724977493286,0.11366771161556244,0.1605258584022522,0.17046664655208588,0.6250931024551392,0.14322948455810547
and,0.33647966384887695,0.5296266674995422,0.26456066966056824,0.43716782331466675,0.20816072821617126,0.238522008061409,0.2795773446559906,0.20544172823429108
academy,0.12961772084236145,0.20300014317035675,0.4883526861667633,0.24845722317695618,0.18219038844108582,0.18406526744365692,0.38020867109298706,0.1340850442647934
award,0.1740884780883789,0.18274074792861938,0.6277478933334351,0.22060689330101013,0.1910662055015564,0.23578475415706635,0.5295910239219666,0.18240714073181152
nominee,0.14779089391231537,0.13943864405155182,0.42181289196014404,0.2295733392238617,0.2593964636325836,0.32138848304748535,0.3664585053920746,0.21817171573638916
lady,0.14844340085983276,0.13919489085674286,0.21401385962963104,0.14489251375198364,0.9999999403953552,0.4824264645576477,0.13475362956523895,0.14158371090888977
gaga,0.15792308747768402,0.20329241454601288,0.42111846804618835,0.19753152132034302,0.4824264645576477,1.0000001192092896,0.1354556381702423,0.20982980728149414
performed,0.21495728194713593,0.2716224491596222,0.43070876598358154,0.20503535866737366,0.20621344447135925,0.26540297269821167,0.2516852021217346,0.14428307116031647
the,0.33890387415885925,0.4335206151008606,0.22485306859016418,0.4177538752555847,0.21662424504756927,0.22846719622612,0.29432493448257446,0.22068053483963013
national,0.13248363137245178,0.21160955727100372,0.19083553552627563,0.2672328054904938,0.11993757635354996,0.11412747204303741,0.24765413999557495,0.15643028914928436
anthem,0.11850881576538086,0.11860591918230057,0.23498733341693878,0.12118270248174667,0.32031533122062683,0.3087579011917114,0.2106029987335205,0.17449809610843658
",",0.22659391164779663,0.40610817074775696,0.33557942509651184,0.3734780251979828,0.2576631009578705,0.26485028862953186,0.35968565940856934,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.17639850080013275,0.2546449601650238,0.18806852400302887,0.22772952914237976,0.2223460078239441,0.21076419949531555
academy,0.12961772084236145,0.20300014317035675,0.4883526861667633,0.24845722317695618,0.18219038844108582,0.18406526744365692,0.38020867109298706,0.1340850442647934
award,0.1740884780883789,0.18274074792861938,0.6277478933334351,0.22060689330101013,0.1910662055015564,0.23578475415706635,0.5295910239219666,0.18240714073181152
winner,0.1481519639492035,0.14434880018234253,0.3981724977493286,0.11366771161556244,0.1605258584022522,0.17046664655208588,0.6250931024551392,0.14322948455810547
marlee,0.1856798231601715,0.15612013638019562,0.30733153223991394,0.19632773101329803,0.24616581201553345,0.2920103669166565,0.2331979125738144,0.24211622774600983
matlin,0.2438948005437851,0.25546684861183167,0.4193911850452423,0.27284082770347595,0.24739928543567657,0.34432172775268555,0.29825565218925476,0.2595809996128082
provided,0.25793027877807617,0.23514889180660248,0.17000804841518402,0.2187918722629547,0.13395105302333832,0.10337411612272263,0.17212677001953125,0.16893617808818817
american,0.22688741981983185,0.22814549505710602,0.31157219409942627,0.15494826436042786,0.21131841838359833,0.2127927541732788,0.2515941262245178,0.18877598643302917
sign,0.28920799493789673,0.1415787637233734,0.11848752200603485,0.1704503744840622,0.06696368753910065,0.10514011979103088,0.15164132416248322,0.21454890072345734
language,0.2547633647918701,0.25805559754371643,0.24844765663146973,0.1895800083875656,0.15205544233322144,0.20596906542778015,0.14633072912693024,0.25349316000938416
(,0.1676948219537735,0.1455259770154953,0.22596336901187897,0.2498389035463333,0.1679210513830185,0.148438960313797,0.25702881813049316,0.40561532974243164
asl,0.2923901081085205,0.18049713969230652,0.16297198832035065,0.18390636146068573,0.11180070042610168,0.1329747885465622,0.03425953537225723,0.2692483067512512
),0.17939934134483337,0.16602720320224762,0.23103773593902588,0.26944878697395325,0.18707416951656342,0.17963387072086334,0.255226194858551,0.42300865054130554
translation,0.20521180331707,0.1978367567062378,0.15958382189273834,0.11783986538648605,0.12484363466501236,0.0944509506225586,0.14603906869888306,0.22574150562286377
.,0.3287222981452942,0.3974229395389557,0.24985989928245544,0.4105546176433563,0.19070248305797577,0.1853291243314743,0.3011801838874817,0.4130953550338745
