,when,was,the,mausoleum,returned,to,the,lord,'s,enclosure,in,mongolia,?
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.18680685758590698,0.341925710439682,0.45010748505592346,0.6662389636039734,0.18930333852767944,-0.037580832839012146,0.22311989963054657,1.0,0.22565330564975739,0.20430970191955566
early,0.32107013463974,0.4148794412612915,0.34442198276519775,0.12597566843032837,0.3068348467350006,0.24557004868984222,0.34442198276519775,0.10878986865282059,0.03384959325194359,0.1420852690935135,0.34672921895980835,0.21871715784072876,0.15272949635982513
1954,0.06652027368545532,7.787912909407169e-05,0.05573182925581932,0.007766454014927149,-0.017598392441868782,0.0212570670992136,0.05573182925581932,0.04918338730931282,0.10300249606370926,0.031188489869236946,0.06289621442556381,0.10151215642690659,-0.028866952285170555
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2180003970861435,0.24382898211479187,0.44245919585227966,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.19762417674064636,0.5201468467712402,0.23564393818378448,0.31091248989105225
genghis,0.19557388126850128,0.3037589192390442,0.3448939025402069,0.4492964446544647,0.14648209512233734,0.2294713407754898,0.3448939025402069,0.22182603180408478,0.031423866748809814,0.160613551735878,0.224680557847023,0.4294305145740509,0.18813461065292358
khan,0.16355718672275543,0.23483267426490784,0.21067845821380615,0.31974947452545166,0.10561105608940125,0.18221943080425262,0.21067845821380615,0.1550901234149933,0.05307086929678917,0.1126694530248642,0.1527150720357895,0.37883228063583374,0.12862591445446014
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.04253236949443817,-0.04012485593557358,0.03782717138528824,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,-0.009482000954449177,-0.037580832839012146,-0.018711648881435394,-0.023395681753754616
bier,0.16211897134780884,0.16212709248065948,0.1930069476366043,0.14864476025104523,0.054072871804237366,0.1836569458246231,0.1930069476366043,0.15806399285793304,0.0366637296974659,0.14278912544250488,0.24297253787517548,0.032517340034246445,0.16082197427749634
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.13474252820014954,0.2844434380531311,0.48971283435821533,0.5171257257461548,0.22902889549732208,0.06895173341035843,0.22060935199260712,0.4954058527946472,0.20531518757343292,0.20544172823429108
relics,0.22079037129878998,0.24146372079849243,0.2916494905948639,0.34287694096565247,0.253223717212677,0.2267906665802002,0.2916494905948639,0.263833224773407,0.08193831145763397,0.24570822715759277,0.2117205113172531,0.24473746120929718,0.09077078104019165
were,0.29649975895881653,0.590133786201477,0.3906462490558624,0.14266319572925568,0.3187520503997803,0.31913647055625916,0.3906462490558624,0.1310918927192688,0.007088581565767527,0.18034511804580688,0.3815755248069763,0.17563766241073608,0.17890112102031708
returned,0.28365370631217957,0.4257400631904602,0.32857778668403625,0.14181719720363617,1.0,0.30012887716293335,0.32857778668403625,0.19784922897815704,-0.04012485593557358,0.1074121966958046,0.341925710439682,0.16168026626110077,0.07695316523313522
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.18265455961227417,0.30012887716293335,1.0,0.535392165184021,0.23884858191013336,0.03782717138528824,0.15446901321411133,0.45010748505592346,0.1695680171251297,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.21872887015342712,0.32857778668403625,0.535392165184021,1.0,0.2489406019449234,-0.01540423184633255,0.24255360662937164,0.6662389636039734,0.26887956261634827,0.22068053483963013
lord,0.13919566571712494,0.19920654594898224,0.2489406019449234,0.13034933805465698,0.19784922897815704,0.23884858191013336,0.2489406019449234,1.0000001192092896,-0.00021723240206483752,0.13995373249053955,0.18930333852767944,0.10240470618009567,0.09544310718774796
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.04253236949443817,-0.04012485593557358,0.03782717138528824,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,-0.009482000954449177,-0.037580832839012146,-0.018711648881435394,-0.023395681753754616
enclosure,0.18240474164485931,0.10110229253768921,0.24255360662937164,0.18429061770439148,0.1074121966958046,0.15446901321411133,0.24255360662937164,0.13995373249053955,-0.009482000954449177,1.0,0.22311989963054657,0.20439192652702332,0.0959763452410698
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.18680685758590698,0.341925710439682,0.45010748505592346,0.6662389636039734,0.18930333852767944,-0.037580832839012146,0.22311989963054657,1.0,0.22565330564975739,0.20430970191955566
mongolia,0.16264629364013672,0.12289638072252274,0.26887956261634827,0.18481379747390747,0.16168026626110077,0.1695680171251297,0.26887956261634827,0.10240470618009567,-0.018711648881435394,0.20439192652702332,0.22565330564975739,1.0000001192092896,0.12165829539299011
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.18851764500141144,0.22617055475711823,0.4645031690597534,0.5934505462646484,0.14438843727111816,-0.003708066651597619,0.22414149343967438,0.5591574311256409,0.2024824470281601,0.4130953550338745
