,which,caused,the,reform,to,never,come,into,force,?
however,0.5545716285705566,0.36646127700805664,0.49814513325691223,0.2963607609272003,0.5474119186401367,0.561161994934082,0.4027412533760071,0.34100279211997986,0.23566965758800507,0.2152075469493866
",",0.3658004403114319,0.2600580155849457,0.4933079481124878,0.17745937407016754,0.44245919585227966,0.25679776072502136,0.350309282541275,0.2826121151447296,0.22091743350028992,0.31091248989105225
as,0.41006597876548767,0.16101646423339844,0.48381632566452026,0.25648796558380127,0.42092081904411316,0.33632391691207886,0.192745640873909,0.24094121158123016,0.19216643273830414,0.27043893933296204
a,0.56894451379776,0.22472180426120758,0.5829201340675354,0.2380085587501526,0.45503583550453186,0.27360063791275024,0.23267972469329834,0.3461161255836487,0.2451154738664627,0.23916715383529663
result,0.31989866495132446,0.41822704672813416,0.27778977155685425,0.24751631915569305,0.23653174936771393,0.2044730931520462,0.1649675965309143,0.23260711133480072,0.23025190830230713,0.17218433320522308
of,0.5011631846427917,0.29665443301200867,0.733189046382904,0.28063878417015076,0.41548454761505127,0.22336244583129883,0.3194141983985901,0.32255905866622925,0.27094775438308716,0.1826142966747284
the,0.6521818041801453,0.24990202486515045,1.0,0.28116169571876526,0.535392165184021,0.31617826223373413,0.36020293831825256,0.39493247866630554,0.2800885736942291,0.22068053483963013
referendum,0.21113798022270203,0.1600734144449234,0.2520652413368225,0.3388722836971283,0.25115063786506653,0.16300277411937714,0.17384891211986542,0.16412469744682312,0.2353973090648651,0.18056513369083405
in,0.4840516746044159,0.2494886964559555,0.6662389636039734,0.22404487431049347,0.45010748505592346,0.3081892728805542,0.26272067427635193,0.38021373748779297,0.21744468808174133,0.20430970191955566
france,0.1980295330286026,0.1334220916032791,0.35517507791519165,0.1275646686553955,0.2670897841453552,0.1995280236005783,0.086452417075634,0.16142866015434265,0.22239261865615845,0.15069349110126495
and,0.506277859210968,0.2892237603664398,0.5171257257461548,0.29105228185653687,0.48971283435821533,0.31667500734329224,0.3412281572818756,0.36597734689712524,0.24372100830078125,0.20544172823429108
the,0.6521818041801453,0.24990202486515045,1.0,0.28116169571876526,0.535392165184021,0.31617826223373413,0.36020293831825256,0.39493247866630554,0.2800885736942291,0.22068053483963013
referendum,0.21113798022270203,0.1600734144449234,0.2520652413368225,0.3388722836971283,0.25115063786506653,0.16300277411937714,0.17384891211986542,0.16412469744682312,0.2353973090648651,0.18056513369083405
in,0.4840516746044159,0.2494886964559555,0.6662389636039734,0.22404487431049347,0.45010748505592346,0.3081892728805542,0.26272067427635193,0.38021373748779297,0.21744468808174133,0.20430970191955566
the,0.6521818041801453,0.24990202486515045,1.0,0.28116169571876526,0.535392165184021,0.31617826223373413,0.36020293831825256,0.39493247866630554,0.2800885736942291,0.22068053483963013
netherlands,0.20309802889823914,0.18128861486911774,0.2279868870973587,0.09452157467603683,0.18099384009838104,0.1632738709449768,0.1138131320476532,0.12574024498462677,0.17244604229927063,0.09310898929834366
",",0.3658004403114319,0.2600580155849457,0.4933079481124878,0.17745937407016754,0.44245919585227966,0.25679776072502136,0.350309282541275,0.2826121151447296,0.22091743350028992,0.31091248989105225
the,0.6521818041801453,0.24990202486515045,1.0,0.28116169571876526,0.535392165184021,0.31617826223373413,0.36020293831825256,0.39493247866630554,0.2800885736942291,0.22068053483963013
2004,-0.3311369717121124,-0.2030497044324875,-0.2467794269323349,-0.04718029126524925,-0.3218703269958496,-0.1721467822790146,-0.24372746050357819,-0.2072490155696869,-0.14918288588523865,-0.15923042595386505
treaty,0.19969318807125092,0.10139748454093933,0.2690109610557556,0.22010453045368195,0.1986158937215805,0.19707728922367096,0.1454075276851654,0.14437498152256012,0.21879002451896667,0.1174844279885292
establishing,0.30651503801345825,0.08797521144151688,0.3532279133796692,0.2970759868621826,0.2561188042163849,0.08346753567457199,0.1704646348953247,0.19522348046302795,0.20667003095149994,0.1457604318857193
a,0.56894451379776,0.22472180426120758,0.5829201340675354,0.2380085587501526,0.45503583550453186,0.27360063791275024,0.23267972469329834,0.3461161255836487,0.2451154738664627,0.23916715383529663
constitution,0.307991087436676,0.14418303966522217,0.3381718397140503,0.40681377053260803,0.25991612672805786,0.200445294380188,0.16607709228992462,0.21278494596481323,0.27293169498443604,0.23706454038619995
for,0.44095608592033386,0.1862620860338211,0.4739971458911896,0.22680416703224182,0.4451248347759247,0.28912508487701416,0.2792086601257324,0.231735959649086,0.15857845544815063,0.264628142118454
europe,0.23978596925735474,0.13499964773654938,0.34463706612586975,0.14162279665470123,0.24889446794986725,0.1920185685157776,0.19635984301567078,0.1373959183692932,0.1360568106174469,0.18278923630714417
never,0.3926985263824463,0.17249038815498352,0.31617826223373413,0.1772528737783432,0.386821448802948,0.9999999403953552,0.31005382537841797,0.18450550734996796,0.1286715865135193,0.24137508869171143
came,0.23567067086696625,0.2790167033672333,0.39390382170677185,0.20131288468837738,0.3111628592014313,0.2273007333278656,0.6062419414520264,0.2940423786640167,0.12000163644552231,0.1739392727613449
into,0.4405161738395691,0.24910937249660492,0.39493247866630554,0.22769592702388763,0.38810545206069946,0.18450550734996796,0.2680339217185974,1.0,0.1669553965330124,0.15662476420402527
force,0.22571609914302826,0.24509112536907196,0.2800885736942291,0.20220567286014557,0.24496492743492126,0.1286715865135193,0.16358163952827454,0.1669553965330124,1.0000001192092896,0.1650998443365097
.,0.45942068099975586,0.2413787543773651,0.5934505462646484,0.26137542724609375,0.4645031690597534,0.33196645975112915,0.2866859436035156,0.26250120997428894,0.2783275842666626,0.4130953550338745
