,what,type,of,numeral,did,the,latest,super,bowl,use,to,designate,the,game,number,?
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.14965574443340302,0.2670976221561432,0.5107308030128479,0.2313520312309265,0.1569211632013321,0.1334993690252304,0.2776605486869812,0.41031414270401,0.1892622858285904,0.5107308030128479,0.22967135906219482,0.2978411018848419,0.2714994251728058
june,0.2171148657798767,0.08905045688152313,0.19721001386642456,0.13288360834121704,0.26244688034057617,0.24568822979927063,0.1483788937330246,0.12735934555530548,0.15820787847042084,0.11329296231269836,0.22441016137599945,0.23466211557388306,0.24568822979927063,0.16530385613441467,0.10977987945079803,0.31416764855384827
4,-0.04324747622013092,0.003932771738618612,0.17227263748645782,0.03896896913647652,0.0646207332611084,0.15499350428581238,-0.027431832626461983,0.046946682035923004,0.020155208185315132,-0.006586939096450806,0.059323787689208984,0.184984490275383,0.15499350428581238,0.006881754845380783,-0.03914346173405647,0.010515431873500347
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2385959029197693,0.3015086054801941,0.4933079481124878,0.21576641499996185,0.22322475910186768,0.1810409277677536,0.3276674151420593,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.2653886377811432,0.2535701394081116,0.31091248989105225
2014,0.041483160108327866,-0.012003473937511444,0.0493064783513546,0.03840583562850952,-0.002547524170950055,0.059490643441677094,-0.031742509454488754,0.0236821286380291,0.07104186713695526,-0.04346330091357231,0.016496146097779274,0.08632531762123108,0.059490643441677094,-0.0002799483190756291,0.04202742502093315,0.058127544820308685
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2385959029197693,0.3015086054801941,0.4933079481124878,0.21576641499996185,0.22322475910186768,0.1810409277677536,0.3276674151420593,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.2653886377811432,0.2535701394081116,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.275889128446579,0.34736719727516174,1.0,0.2858807146549225,0.21959073841571808,0.21576224267482758,0.34342584013938904,0.535392165184021,0.20499853789806366,1.0,0.285271555185318,0.35145696997642517,0.22068053483963013
nfl,0.12579965591430664,0.03678975626826286,0.1524115800857544,0.16593337059020996,0.16524574160575867,0.15305201709270477,0.13427872955799103,0.319060355424881,0.48354101181030273,0.12984168529510498,0.1526731252670288,0.14018067717552185,0.15305201709270477,0.3143478333950043,0.16465535759925842,0.10610254108905792
announced,0.09249057620763779,0.05434778332710266,0.22339491546154022,0.1391517072916031,0.2690480351448059,0.2277132272720337,0.29485878348350525,0.1638530194759369,0.11583950370550156,0.14619585871696472,0.20247882604599,0.21540920436382294,0.2277132272720337,0.23265314102172852,0.0691022053360939,0.17416009306907654
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.23273876309394836,0.47518548369407654,0.5473989248275757,0.2934842109680176,0.18258553743362427,0.10987387597560883,0.3939064145088196,0.5436353087425232,0.19397951662540436,0.5473989248275757,0.27499276399612427,0.32951247692108154,0.32716336846351624
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.275889128446579,0.34736719727516174,1.0,0.2858807146549225,0.21959073841571808,0.21576224267482758,0.34342584013938904,0.535392165184021,0.20499853789806366,1.0,0.285271555185318,0.35145696997642517,0.22068053483963013
practice,0.2749895751476288,0.13777656853199005,0.2597380578517914,0.27727633714675903,0.256716251373291,0.27333036065101624,0.18266458809375763,0.168790802359581,0.10187067836523056,0.375469446182251,0.289366751909256,0.1360137015581131,0.27333036065101624,0.19565649330615997,0.2364598661661148,0.21386858820915222
of,0.33290785551071167,0.18112817406654358,1.0,0.25982263684272766,0.2513895630836487,0.733189046382904,0.26398420333862305,0.14718765020370483,0.2243070751428604,0.2750902473926544,0.41548454761505127,0.2123376578092575,0.733189046382904,0.2298848181962967,0.2778518795967102,0.1826142966747284
branding,0.2191358357667923,0.16493500769138336,0.24734826385974884,0.12528318166732788,0.21578311920166016,0.26101231575012207,0.1678324192762375,0.21105733513832092,0.1050693467259407,0.2707204222679138,0.27085813879966736,0.20792406797409058,0.26101231575012207,0.275621622800827,0.22882887721061707,0.16631950438022614
super,0.13651713728904724,0.15189579129219055,0.14718765020370483,0.24823492765426636,0.16038043797016144,0.21959073841571808,0.1864914894104004,1.0000001192092896,0.4848237931728363,0.17267648875713348,0.17783479392528534,0.13323500752449036,0.21959073841571808,0.3480181396007538,0.19262047111988068,0.166326642036438
bowl,0.15942467749118805,0.12038030475378036,0.2243070751428604,0.22180944681167603,0.18569406867027283,0.21576224267482758,0.08525025844573975,0.4848237931728363,1.0,0.13564810156822205,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.2413962334394455,0.14966735243797302,0.21118052303791046
games,0.1820194572210312,0.14112049341201782,0.2499092072248459,0.23944230377674103,0.18056219816207886,0.2676136791706085,0.19457349181175232,0.3565964996814728,0.2931278944015503,0.1562696397304535,0.23381441831588745,0.0965409204363823,0.2676136791706085,0.6911221146583557,0.17382411658763885,0.1360001415014267
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.1310911476612091,0.25472134351730347,0.4223487675189972,0.12491679936647415,0.1518537551164627,0.18353787064552307,0.3356984257698059,0.4239959120750427,0.08706247061491013,0.4223487675189972,0.19394829869270325,0.2513769268989563,0.2433311939239502
roman,0.17852471768856049,0.11414104700088501,0.31028008460998535,0.4465825855731964,0.1483525037765503,0.2862859070301056,0.13052091002464294,0.07821496576070786,0.12339023500680923,0.17430752515792847,0.24710409343242645,0.15725164115428925,0.2862859070301056,0.11391695588827133,0.16428028047084808,0.1663191318511963
numerals,0.2182469516992569,0.216366246342659,0.2555062174797058,0.9101918339729309,0.16777057945728302,0.25819507241249084,0.15604235231876373,0.27254608273506165,0.26416486501693726,0.3054240047931671,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.25392043590545654,0.433815598487854,0.22188253700733185
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2385959029197693,0.3015086054801941,0.4933079481124878,0.21576641499996185,0.22322475910186768,0.1810409277677536,0.3276674151420593,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.2653886377811432,0.2535701394081116,0.31091248989105225
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.22110208868980408,0.2552328109741211,0.5829201340675354,0.23709529638290405,0.26005712151527405,0.19533146917819977,0.30793872475624084,0.45503583550453186,0.2589458227157593,0.5829201340675354,0.23211604356765747,0.2992287278175354,0.23916715383529663
practice,0.2749895751476288,0.13777656853199005,0.2597380578517914,0.27727633714675903,0.256716251373291,0.27333036065101624,0.18266458809375763,0.168790802359581,0.10187067836523056,0.375469446182251,0.289366751909256,0.1360137015581131,0.27333036065101624,0.19565649330615997,0.2364598661661148,0.21386858820915222
established,0.14869536459445953,0.07151743024587631,0.2735237777233124,0.2130371779203415,0.18989217281341553,0.33092597126960754,0.1201089471578598,0.0677686259150505,0.09894891828298569,0.14449875056743622,0.15850777924060822,0.19277513027191162,0.33092597126960754,0.13183915615081787,0.14429239928722382,0.15917523205280304
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.10043513774871826,0.28390252590179443,0.457212895154953,0.19089022278785706,0.11449114978313446,0.2709662914276123,0.22117964923381805,0.36524343490600586,0.1655387431383133,0.457212895154953,0.18453927338123322,0.20500339567661285,0.21978627145290375
super,0.13651713728904724,0.15189579129219055,0.14718765020370483,0.24823492765426636,0.16038043797016144,0.21959073841571808,0.1864914894104004,1.0000001192092896,0.4848237931728363,0.17267648875713348,0.17783479392528534,0.13323500752449036,0.21959073841571808,0.3480181396007538,0.19262047111988068,0.166326642036438
bowl,0.15942467749118805,0.12038030475378036,0.2243070751428604,0.22180944681167603,0.18569406867027283,0.21576224267482758,0.08525025844573975,0.4848237931728363,1.0,0.13564810156822205,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.2413962334394455,0.14966735243797302,0.21118052303791046
v,0.16628342866897583,0.13911661505699158,0.1655031144618988,0.17866258323192596,0.17618848383426666,0.18580520153045654,0.14567726850509644,0.12199956178665161,0.17199891805648804,0.12898752093315125,0.2109750658273697,0.17018239200115204,0.18580520153045654,0.1684010922908783,0.1366957128047943,0.28677162528038025
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2385959029197693,0.3015086054801941,0.4933079481124878,0.21576641499996185,0.22322475910186768,0.1810409277677536,0.3276674151420593,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.2653886377811432,0.2535701394081116,0.31091248989105225
would,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.16920064389705658,0.6268245577812195,0.4133751392364502,0.20068871974945068,0.16404198110103607,0.17156143486499786,0.3798166513442993,0.5965728163719177,0.16609138250350952,0.4133751392364502,0.20549730956554413,0.22908863425254822,0.37178951501846313
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.20195305347442627,0.22657383978366852,0.4248143136501312,0.22782288491725922,0.1880253106355667,0.18567830324172974,0.4528608024120331,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.24152140319347382,0.28840136528015137,0.3324260413646698
temporarily,0.2163034975528717,0.08435029536485672,0.24215073883533478,0.1543085128068924,0.21994741261005402,0.35498616099357605,0.16177792847156525,0.16314555704593658,0.13392890989780426,0.20983417332172394,0.38873597979545593,0.2299835979938507,0.35498616099357605,0.1109694242477417,0.09986013174057007,0.11896703392267227
suspended,0.15452195703983307,0.09263001382350922,0.2760421931743622,0.1878659725189209,0.2185872197151184,0.28768354654312134,0.11575295776128769,0.194660022854805,0.21673765778541565,0.1972721368074417,0.20259469747543335,0.18882247805595398,0.28768354654312134,0.163902148604393,0.11604934930801392,0.13118882477283478
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2385959029197693,0.3015086054801941,0.4933079481124878,0.21576641499996185,0.22322475910186768,0.1810409277677536,0.3276674151420593,0.44245919585227966,0.18408267199993134,0.4933079481124878,0.2653886377811432,0.2535701394081116,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.19960913062095642,0.34479495882987976,0.5171257257461548,0.22890520095825195,0.18368244171142578,0.1698254644870758,0.34145063161849976,0.48971283435821533,0.12133195251226425,0.5171257257461548,0.25192898511886597,0.28545793890953064,0.20544172823429108
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.23273876309394836,0.47518548369407654,0.5473989248275757,0.2934842109680176,0.18258553743362427,0.10987387597560883,0.3939064145088196,0.5436353087425232,0.19397951662540436,0.5473989248275757,0.27499276399612427,0.32951247692108154,0.32716336846351624
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.275889128446579,0.34736719727516174,1.0,0.2858807146549225,0.21959073841571808,0.21576224267482758,0.34342584013938904,0.535392165184021,0.20499853789806366,1.0,0.285271555185318,0.35145696997642517,0.22068053483963013
game,0.2246788740158081,0.09690317511558533,0.2298848181962967,0.2327013909816742,0.19789010286331177,0.285271555185318,0.2208823412656784,0.3480181396007538,0.2413962334394455,0.18695856630802155,0.2540906071662903,0.117218516767025,0.285271555185318,0.9999998807907104,0.18881799280643463,0.1829071193933487
would,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.16920064389705658,0.6268245577812195,0.4133751392364502,0.20068871974945068,0.16404198110103607,0.17156143486499786,0.3798166513442993,0.5965728163719177,0.16609138250350952,0.4133751392364502,0.20549730956554413,0.22908863425254822,0.37178951501846313
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.20195305347442627,0.22657383978366852,0.4248143136501312,0.22782288491725922,0.1880253106355667,0.18567830324172974,0.4528608024120331,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.24152140319347382,0.28840136528015137,0.3324260413646698
