,how,many,major,chloroplast,replication,models,have,been,suggested,?
the,0.33890387415885925,0.4335206151008606,0.31775903701782227,0.21317854523658752,0.30478328466415405,0.16804195940494537,0.40389683842658997,0.3563927710056305,0.28443726897239685,0.22068053483963013
mechanism,0.31148314476013184,0.2337617576122284,0.08248288929462433,0.37989550828933716,0.4895438551902771,0.2762701213359833,0.2594927251338959,0.22528095543384552,0.31927457451820374,0.1732848435640335
for,0.3308170735836029,0.40972793102264404,0.23592928051948547,0.20160506665706635,0.27892786264419556,0.20390960574150085,0.41175219416618347,0.39068686962127686,0.3348638117313385,0.264628142118454
chloroplast,0.23138970136642456,0.2363777756690979,0.10067785531282425,1.0000001192092896,0.496858686208725,0.20602475106716156,0.26476383209228516,0.2330954372882843,0.27306297421455383,0.12532055377960205
dna,0.20989857614040375,0.19319185614585876,0.11130914092063904,0.5331895351409912,0.567418098449707,0.2027309238910675,0.23252472281455994,0.25235411524772644,0.28747788071632385,0.1548636108636856
(,0.1676948219537735,0.1455259770154953,0.19543711841106415,0.17505401372909546,0.18586033582687378,0.09956303238868713,0.23072676360607147,0.1755061000585556,0.2011171281337738,0.40561532974243164
cpdna,0.25148946046829224,0.2617029547691345,0.17623181641101837,0.45857110619544983,0.47896909713745117,0.26408931612968445,0.33162617683410645,0.31989550590515137,0.3156971037387848,0.20631195604801178
),0.17939934134483337,0.16602720320224762,0.17611342668533325,0.16709916293621063,0.1881430298089981,0.10579528659582138,0.22866283357143402,0.1854540854692459,0.20355874300003052,0.42300865054130554
replication,0.25632908940315247,0.2775656282901764,0.1691059172153473,0.496858686208725,1.0,0.30373695492744446,0.2384684532880783,0.29360583424568176,0.2581557035446167,0.1812686026096344
has,0.26820555329322815,0.4266262650489807,0.2243996560573578,0.1652500033378601,0.2036077231168747,0.1249546930193901,0.6353569626808167,0.6162750124931335,0.27015066146850586,0.15994466841220856
not,0.4869767427444458,0.4369727373123169,0.20751503109931946,0.2822718620300293,0.2870514988899231,0.16445514559745789,0.5619372129440308,0.39571741223335266,0.3502167761325836,0.41942933201789856
been,0.26456597447395325,0.4963826537132263,0.20505735278129578,0.2330954372882843,0.29360583424568176,0.17093093693256378,0.6493861675262451,0.9999998807907104,0.40142306685447693,0.24354910850524902
conclusively,0.2822190225124359,0.24224554002285004,0.11053654551506042,0.3278718888759613,0.37716659903526306,0.1978546679019928,0.36845502257347107,0.33599942922592163,0.3489290773868561,0.17768587172031403
determined,0.3332277834415436,0.22075515985488892,0.14413759112358093,0.2511245310306549,0.3353051245212555,0.2404317408800125,0.31452250480651855,0.2438964545726776,0.3622024357318878,0.19379007816314697
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.20078974962234497,0.2528131306171417,0.2193855494260788,0.3541618287563324,0.34873589873313904,0.3114470839500427,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.24785272777080536,0.2618119418621063,0.2645852267742157,0.18250730633735657,0.5920813083648682,0.4365503787994385,0.38685470819473267,0.27921953797340393
two,0.2499001920223236,0.5147606730461121,0.2501676380634308,0.23740054666996002,0.2697429358959198,0.22405658662319183,0.4498785734176636,0.3638966381549835,0.2538963258266449,0.19645625352859497
main,0.1668178290128708,0.27179279923439026,0.386929988861084,0.1478324979543686,0.22270186245441437,0.11152558028697968,0.2209363877773285,0.21641702950000763,0.21431967616081238,0.1665669083595276
models,0.20609186589717865,0.29159972071647644,0.12369544059038162,0.20602475106716156,0.30373695492744446,1.0,0.210476815700531,0.17093093693256378,0.17200179398059845,0.16656708717346191
have,0.4370637536048889,0.5841760635375977,0.2512233257293701,0.26476383209228516,0.2384684532880783,0.210476815700531,0.9999999403953552,0.6493861675262451,0.4176768660545349,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.20505735278129578,0.2330954372882843,0.29360583424568176,0.17093093693256378,0.6493861675262451,0.9999998807907104,0.40142306685447693,0.24354910850524902
proposed,0.24661403894424438,0.1466694325208664,0.1795223355293274,0.23365066945552826,0.25373217463493347,0.251548171043396,0.2717863917350769,0.31706148386001587,0.5891450643539429,0.24553193151950836
.,0.3287222981452942,0.3974229395389557,0.3054012954235077,0.2371024191379547,0.25125551223754883,0.23375163972377777,0.41614407300949097,0.33645182847976685,0.2633555829524994,0.4130953550338745
