,what,radio,station,did,the,doctor,who,theme,reach,the,charts,on,in,2011,?
in,0.30808621644973755,0.22625693678855896,0.21784305572509766,0.2593238651752472,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.21164380013942719,0.20601192116737366,0.6662389636039734,0.1871482878923416,0.46853652596473694,1.0,0.08290185779333115,0.20430970191955566
2011,0.04286744073033333,0.07090780138969421,-0.017448918893933296,-0.03760814294219017,0.07811610400676727,-0.01649976149201393,0.023839345201849937,-0.043267615139484406,0.03359396010637283,0.07811610400676727,0.10539288073778152,0.08962488919496536,0.08290185779333115,1.0,0.005212190095335245
",",0.3087472915649414,0.25251123309135437,0.2482491284608841,0.3015086054801941,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.2441277652978897,0.4933079481124878,0.24642802774906158,0.49057599902153015,0.5201468467712402,0.08851227909326553,0.31091248989105225
the,0.42745697498321533,0.23511973023414612,0.23609806597232819,0.34736719727516174,1.0,0.2820442318916321,0.3733934462070465,0.2470158040523529,0.31808504462242126,1.0,0.23570427298545837,0.5107308030128479,0.6662389636039734,0.07811610400676727,0.22068053483963013
theme,0.24160240590572357,0.15485526621341705,0.19952432811260223,0.12344229966402054,0.2470158040523529,0.17665699124336243,0.1836521327495575,0.9999998807907104,0.0629291981458664,0.2470158040523529,0.2232377678155899,0.2474956214427948,0.21164380013942719,-0.043267615139484406,0.21507632732391357
tune,0.270632266998291,0.23611053824424744,0.14958488941192627,0.15553449094295502,0.22937244176864624,0.17166273295879364,0.2207166999578476,0.41423365473747253,0.031195299699902534,0.22937244176864624,0.207269087433815,0.20952580869197845,0.15517957508563995,-0.05391959846019745,0.19689199328422546
charted,0.22626161575317383,0.24035261571407318,0.18766185641288757,0.29778069257736206,0.24768312275409698,0.1163824275135994,0.19334740936756134,0.2240443378686905,0.30909639596939087,0.24768312275409698,0.7638686299324036,0.3398177921772003,0.22869278490543365,0.05168123543262482,0.17074079811573029
at,0.2838611304759979,0.20139797031879425,0.2690275013446808,0.28390252590179443,0.457212895154953,0.2165924310684204,0.22096660733222961,0.13105668127536774,0.2956312894821167,0.457212895154953,0.24160733819007874,0.4806317389011383,0.4374977946281433,-0.017194323241710663,0.21978627145290375
number,0.23046229779720306,0.19204455614089966,0.12289048731327057,0.19046731293201447,0.35145696997642517,0.12537972629070282,0.21304799616336823,0.15484444797039032,0.2780059576034546,0.35145696997642517,0.3858932852745056,0.2978411018848419,0.3024539053440094,0.13312749564647675,0.19256845116615295
228,-0.06632711738348007,0.0758468434214592,0.12062059342861176,-0.016893230378627777,0.03401746228337288,-0.07586010545492172,0.008984939195215702,-0.013475202023983002,0.022365599870681763,0.03401746228337288,0.060358285903930664,0.00244234804995358,0.06499804556369781,0.1783856302499771,-0.06456919759511948
of,0.33290785551071167,0.16079017519950867,0.17394597828388214,0.2513895630836487,0.733189046382904,0.16895952820777893,0.2827862501144409,0.17537155747413635,0.20552729070186615,0.733189046382904,0.1726142019033432,0.3966929316520691,0.5696388483047485,0.09709474444389343,0.1826142966747284
radio,0.16863368451595306,0.9999999403953552,0.4113904535770416,0.16486462950706482,0.23511973023414612,0.2037326693534851,0.20289050042629242,0.15485526621341705,0.11736318469047546,0.23511973023414612,0.30010348558425903,0.2590620815753937,0.22625693678855896,0.07090780138969421,0.08763375133275986
station,0.1613752841949463,0.4113904535770416,1.0,0.11704530566930771,0.23609806597232819,0.16681668162345886,0.17549659311771393,0.19952432811260223,0.15570808947086334,0.23609806597232819,0.17452633380889893,0.29022887349128723,0.21784305572509766,-0.017448918893933296,0.12574981153011322
classic,0.22214573621749878,0.17539729177951813,0.14547964930534363,0.17519909143447876,0.2647959589958191,0.12150934338569641,0.10854986310005188,0.35405799746513367,0.10762567818164825,0.2647959589958191,0.11302924901247025,0.20474979281425476,0.24514059722423553,0.00697064446285367,0.2044331431388855
fm,0.12007185071706772,0.5416761040687561,0.39660394191741943,0.04181049391627312,0.1839628368616104,0.10557201504707336,0.08293134719133377,0.12806768715381622,0.11111963540315628,0.1839628368616104,0.2744669020175934,0.1838369071483612,0.1521582156419754,0.0985400602221489,0.1004299446940422
's,0.02692362666130066,0.13450658321380615,-0.04233921319246292,0.05069678649306297,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.010491529479622841,0.019294504076242447,-0.01540423184633255,0.044762469828128815,0.0026888418942689896,-0.037580832839012146,-0.07039705663919449,-0.023395681753754616
hall,0.10849796235561371,0.18906909227371216,0.2467440515756607,0.12469075620174408,0.28526565432548523,0.11379833519458771,0.21594181656837463,0.17717896401882172,0.08141220360994339,0.28526565432548523,0.15168215334415436,0.1725565642118454,0.23692627251148224,0.024545583873987198,0.13520537316799164
of,0.33290785551071167,0.16079017519950867,0.17394597828388214,0.2513895630836487,0.733189046382904,0.16895952820777893,0.2827862501144409,0.17537155747413635,0.20552729070186615,0.733189046382904,0.1726142019033432,0.3966929316520691,0.5696388483047485,0.09709474444389343,0.1826142966747284
fame,0.12119289487600327,0.19529259204864502,0.1509583443403244,0.19467684626579285,0.23111216723918915,0.08681528270244598,0.21945296227931976,0.20656001567840576,0.14922478795051575,0.23111216723918915,0.2580987811088562,0.17232953011989594,0.1918509304523468,0.04267675429582596,0.12045944482088089
",",0.3087472915649414,0.25251123309135437,0.2482491284608841,0.3015086054801941,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.2441277652978897,0.4933079481124878,0.24642802774906158,0.49057599902153015,0.5201468467712402,0.08851227909326553,0.31091248989105225
a,0.3320399522781372,0.19488471746444702,0.21760036051273346,0.2552328109741211,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.2278088480234146,0.19834883511066437,0.5829201340675354,0.169969841837883,0.3848365545272827,0.539380669593811,0.03359675034880638,0.23916715383529663
survey,0.2753312289714813,0.21623603999614716,0.20461390912532806,0.13662408292293549,0.2448187917470932,0.10314498096704483,0.17594945430755615,0.07453002035617828,0.20557068288326263,0.2448187917470932,0.3079019784927368,0.19549496471881866,0.2121916115283966,0.04484841972589493,0.17650416493415833
of,0.33290785551071167,0.16079017519950867,0.17394597828388214,0.2513895630836487,0.733189046382904,0.16895952820777893,0.2827862501144409,0.17537155747413635,0.20552729070186615,0.733189046382904,0.1726142019033432,0.3966929316520691,0.5696388483047485,0.09709474444389343,0.1826142966747284
classical,0.22816240787506104,0.1986202448606491,0.08141371607780457,0.19326694309711456,0.20384269952774048,0.07058146595954895,0.16558916866779327,0.2806677520275116,0.09375197440385818,0.20384269952774048,0.16413766145706177,0.16159971058368683,0.2431333363056183,0.04454025626182556,0.18862907588481903
music,0.23070453107357025,0.31589677929878235,0.1571197807788849,0.21389511227607727,0.2714049816131592,0.19428947567939758,0.20470726490020752,0.3865898549556732,0.09447557479143143,0.2714049816131592,0.3954296410083771,0.2173950970172882,0.22969312965869904,0.08406875282526016,0.18264494836330414
tastes,0.3546718955039978,0.12010625749826431,0.10638599097728729,0.2400488406419754,0.17804493010044098,0.14341950416564941,0.2573193609714508,0.22299237549304962,0.1487845927476883,0.17804493010044098,0.1709451526403427,0.1668756753206253,0.19331094622612,0.03253548964858055,0.19660547375679016
.,0.3567904531955719,0.20650681853294373,0.20999185740947723,0.35288307070732117,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.2135048359632492,0.2684406638145447,0.5934505462646484,0.23311200737953186,0.49257001280784607,0.5591574311256409,0.10024500638246536,0.4130953550338745
