,despite,being,traditionall,described,as,``,eight,counties,'',",",how,many,counties,does,this,region,actually,have,?
southern,0.22657199203968048,0.1891535520553589,0.20318228006362915,0.062064096331596375,0.17950406670570374,0.056062471121549606,0.13832533359527588,0.27950868010520935,-0.043483391404151917,0.2795628309249878,0.11308442056179047,0.18025599420070648,0.27950868010520935,0.0482201874256134,0.20097827911376953,0.35965695977211,0.1894741952419281,0.15745104849338531,0.11225555837154388
california,0.1320684254169464,0.15683287382125854,0.17126449942588806,0.11838503926992416,0.1933012157678604,-0.0839167982339859,0.21340115368366241,0.21366026997566223,0.01669328659772873,0.2704589068889618,0.15981262922286987,0.24571245908737183,0.21366026997566223,0.10136774927377701,0.19330458343029022,0.1643783003091812,0.156709223985672,0.1807585507631302,0.1409905105829239
",",0.2853280007839203,0.34499165415763855,0.31472450494766235,0.25326472520828247,0.48816442489624023,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2766191363334656,0.28617382049560547,0.4316047728061676,0.2119160145521164,0.34130755066871643,0.3541618287563324,0.31091248989105225
often,0.29398873448371887,0.46722131967544556,0.42865851521492004,0.36775368452072144,0.405699223279953,0.06302177906036377,0.25314822793006897,0.14785592257976532,0.03212470933794975,0.24139221012592316,0.41107481718063354,0.5640480518341064,0.14785592257976532,0.33894720673561096,0.40794891119003296,0.1695200353860855,0.4266817569732666,0.4610420763492584,0.23748154938220978
abbreviated,0.08864713460206985,0.12456484138965607,0.1728271096944809,0.21872662007808685,0.23967772722244263,0.1903029829263687,0.09674040973186493,0.18527604639530182,0.08115532994270325,0.18717367947101593,0.13317154347896576,0.0840555876493454,0.18527604639530182,0.1419178545475006,0.1658431738615036,0.16752147674560547,0.14990834891796112,0.1308818906545639,0.1293652355670929
socal,0.25384870171546936,0.2790452539920807,0.2233075648546219,0.22320188581943512,0.22054611146450043,0.1309008002281189,0.14437519013881683,0.22890569269657135,-0.01882384717464447,0.28640177845954895,0.24515530467033386,0.23220214247703552,0.22890569269657135,0.21604715287685394,0.31565865874290466,0.17686128616333008,0.3227593004703522,0.26118960976600647,0.1983129382133484
",",0.2853280007839203,0.34499165415763855,0.31472450494766235,0.25326472520828247,0.48816442489624023,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2766191363334656,0.28617382049560547,0.4316047728061676,0.2119160145521164,0.34130755066871643,0.3541618287563324,0.31091248989105225
is,0.2399684339761734,0.4445112943649292,0.28887686133384705,0.2517563998699188,0.43216490745544434,0.058766357600688934,0.19970737397670746,0.19452480971813202,0.0793738141655922,0.4691906273365021,0.22544461488723755,0.2649032473564148,0.19452480971813202,0.4403602182865143,0.480927973985672,0.3317503035068512,0.36495357751846313,0.3613572418689728,0.22961433231830597
a,0.28239360451698303,0.3727131485939026,0.29586926102638245,0.25473126769065857,0.39550232887268066,0.07272057235240936,0.3028070032596588,0.13999399542808533,0.04890415817499161,0.427140474319458,0.29312583804130554,0.2872205972671509,0.13999399542808533,0.38201746344566345,0.5422310829162598,0.23209655284881592,0.3909306824207306,0.338716596364975,0.23916715383529663
geographic,0.1634954959154129,0.15150855481624603,0.19032829999923706,0.23828275501728058,0.20377583801746368,0.05823635309934616,0.17302539944648743,0.34949877858161926,0.03800475224852562,0.2799878716468811,0.16668973863124847,0.17086148262023926,0.34949877858161926,0.20120227336883545,0.2114662081003189,0.3346315622329712,0.15538549423217773,0.2262599617242813,0.1698596328496933
and,0.3150249719619751,0.4286794066429138,0.3323582112789154,0.2681671977043152,0.49487000703811646,0.036644238978624344,0.33608970046043396,0.21969299018383026,0.021612688899040222,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.21969299018383026,0.3461615741252899,0.42353692650794983,0.2372262328863144,0.3156367838382721,0.4711785912513733,0.20544172823429108
cultural,0.16554689407348633,0.20885737240314484,0.32970234751701355,0.19390258193016052,0.19805553555488586,0.011900819838047028,0.1335679441690445,0.21035754680633545,0.07148654013872147,0.24125681817531586,0.17982208728790283,0.2582838833332062,0.21035754680633545,0.10267794877290726,0.21151457726955414,0.3634849190711975,0.1214481070637703,0.18085584044456482,0.09798457473516464
region,0.17504464089870453,0.1565544605255127,0.21550467610359192,0.11799356341362,0.17285758256912231,0.13361124694347382,0.16624586284160614,0.2988993227481842,0.06335446983575821,0.2119160145521164,0.15155482292175293,0.17234529554843903,0.2988993227481842,0.10874218493700027,0.1878165900707245,1.0,0.1349051594734192,0.191070094704628,0.13441751897335052
that,0.3715449869632721,0.46201252937316895,0.25017881393432617,0.3262448310852051,0.4735107421875,0.05285148695111275,0.26218873262405396,0.1899065524339676,0.007880004122853279,0.4137537479400635,0.557814359664917,0.5391656160354614,0.1899065524339676,0.4764937460422516,0.6909449696540833,0.20183102786540985,0.6371707320213318,0.6182622313499451,0.32716336846351624
generally,0.32955291867256165,0.4481208622455597,0.3532788157463074,0.25421470403671265,0.3970455825328827,0.10291264206171036,0.2312571257352829,0.16626335680484772,0.04905460402369499,0.29679131507873535,0.35949206352233887,0.4686267375946045,0.16626335680484772,0.38465455174446106,0.47159460186958313,0.21020923554897308,0.4667910933494568,0.49163123965263367,0.23411904275417328
comprises,0.16613024473190308,0.13978388905525208,0.29424184560775757,0.2576598823070526,0.25603044033050537,0.06418640911579132,0.3190126121044159,0.34675559401512146,0.06148795410990715,0.2521401047706604,0.09174761921167374,0.19863204658031464,0.34675559401512146,0.1844440996646881,0.19962330162525177,0.2657129764556885,0.12001059204339981,0.29725322127342224,0.037654489278793335
california,0.1320684254169464,0.15683287382125854,0.17126449942588806,0.11838503926992416,0.1933012157678604,-0.0839167982339859,0.21340115368366241,0.21366026997566223,0.01669328659772873,0.2704589068889618,0.15981262922286987,0.24571245908737183,0.21366026997566223,0.10136774927377701,0.19330458343029022,0.1643783003091812,0.156709223985672,0.1807585507631302,0.1409905105829239
's,0.05400807410478592,-0.055871423333883286,0.06026604399085045,-0.013899330981075764,-0.05775856226682663,-0.03416389226913452,-0.0007583110127598047,-0.048680394887924194,-0.04859459400177002,-0.0016132977325469255,-0.026164190843701363,0.01698932610452175,-0.048680394887924194,-0.02895052544772625,0.02106832154095173,-0.058744437992572784,0.012363291345536709,-0.02807004563510418,-0.023395681753754616
