,for,how,long,did,tesla,receive,this,compensation,?
starting,0.31099238991737366,0.2347876876592636,0.2281521111726761,0.22911779582500458,0.16263578832149506,0.1337498426437378,0.3334716260433197,0.12300825864076614,0.19133803248405457
in,0.4322226941585541,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.17097744345664978,0.19334688782691956,0.45205554366111755,0.17731177806854248,0.20430970191955566
1934,0.01003855187445879,-0.07216450572013855,0.05635304003953934,-0.07294992357492447,-0.04413159564137459,-0.011356341652572155,0.01850159652531147,-0.02288074605166912,-0.21139533817768097
",",0.4464869201183319,0.22659391164779663,0.3431144952774048,0.3015086054801941,0.20599327981472015,0.26574233174324036,0.4316047728061676,0.24930427968502045,0.31091248989105225
the,0.4739971458911896,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.2726488411426544,0.6274310946464539,0.24913841485977173,0.22068053483963013
westinghouse,0.25690075755119324,0.1836739182472229,0.1660371720790863,0.1608617752790451,0.35764777660369873,0.19559836387634277,0.19725455343723297,0.22215230762958527,0.17307911813259125
electric,0.2190219610929489,0.22688037157058716,0.17405420541763306,0.12459144741296768,0.3824412524700165,0.11411375552415848,0.23794974386692047,0.21354086697101593,0.15674720704555511
&,0.15479104220867157,0.1377509981393814,0.06305943429470062,0.160298690199852,0.12341691553592682,0.10706919431686401,0.10073830187320709,0.15260498225688934,0.12596383690834045
manufacturing,0.26200976967811584,0.17770209908485413,0.18122179806232452,0.16252703964710236,0.350337952375412,0.13695333898067474,0.22257296741008759,0.2525869607925415,0.11596895009279251
company,0.25874319672584534,0.15308363735675812,0.10506140440702438,0.16800642013549805,0.23045730590820312,0.13289949297904968,0.2114456593990326,0.25806641578674316,0.12195809185504913
began,0.29047009348869324,0.2146909385919571,0.19385214149951935,0.4415510594844818,0.10105416923761368,0.07846029102802277,0.22080519795417786,0.1435990184545517,0.1370266228914261
paying,0.3333013653755188,0.2116144448518753,0.15755325555801392,0.3033193349838257,0.18885833024978638,0.3299509584903717,0.2727995216846466,0.41819900274276733,0.2138732671737671
tesla,0.13983871042728424,0.19128404557704926,0.14681872725486755,0.09757418930530548,0.9999999403953552,0.1629931628704071,0.2066725641489029,0.22821280360221863,0.10250775516033173
$,0.22711659967899323,0.18718640506267548,0.12594571709632874,0.23203131556510925,0.23458653688430786,0.2615337073802948,0.2798213064670563,0.38509565591812134,0.2786129117012024
125,0.1622152179479599,0.07193964719772339,0.010046727955341339,0.19705045223236084,0.14831168949604034,0.19370168447494507,0.19086121022701263,0.15674322843551636,0.10056028515100479
per,0.22882020473480225,0.2243444174528122,0.2105131447315216,0.14237605035305023,0.2078201323747635,0.19512802362442017,0.3059895932674408,0.22806499898433685,0.22323818504810333
month,0.23262934386730194,0.1799258142709732,0.2322886437177658,0.19685830175876617,0.1450187712907791,0.23414024710655212,0.26960045099258423,0.14578673243522644,0.23961511254310608
as,0.44774648547172546,0.33782753348350525,0.23432248830795288,0.3596470057964325,0.10285310447216034,0.2558284401893616,0.43993282318115234,0.24428492784500122,0.27043893933296204
well,0.46352139115333557,0.410734087228775,0.335798978805542,0.4341743588447571,0.10719963163137436,0.24162782728672028,0.3988443613052368,0.1751352846622467,0.24815571308135986
as,0.44774648547172546,0.33782753348350525,0.23432248830795288,0.3596470057964325,0.10285310447216034,0.2558284401893616,0.43993282318115234,0.24428492784500122,0.27043893933296204
paying,0.3333013653755188,0.2116144448518753,0.15755325555801392,0.3033193349838257,0.18885833024978638,0.3299509584903717,0.2727995216846466,0.41819900274276733,0.2138732671737671
his,0.39312878251075745,0.24614305794239044,0.18129055202007294,0.3546801507472992,0.1580733060836792,0.29452115297317505,0.3549620509147644,0.24221108853816986,0.18075084686279297
rent,0.24117349088191986,0.17713628709316254,0.1816287487745285,0.1384657621383667,0.12543722987174988,0.18530882894992828,0.18414264917373657,0.37145060300827026,0.1613055318593979
at,0.34237727522850037,0.2154216170310974,0.2525537312030792,0.28390252590179443,0.16552478075027466,0.18834371864795685,0.32544323801994324,0.15846821665763855,0.21978627145290375
the,0.4739971458911896,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.2726488411426544,0.6274310946464539,0.24913841485977173,0.22068053483963013
hotel,0.15665383636951447,0.06781139969825745,0.051253288984298706,0.17199647426605225,0.11258964985609055,0.04642689600586891,0.12720707058906555,0.18793728947639465,0.05846213921904564
new,0.2700757384300232,0.20832711458206177,0.22447149455547333,0.227974995970726,0.15999311208724976,0.2261437028646469,0.3234144449234009,0.16935214400291443,0.14782847464084625
yorker,0.22512604296207428,0.163186714053154,0.1980990320444107,0.1377638429403305,0.1643785536289215,0.12464039772748947,0.21526122093200684,0.17295265197753906,0.24605333805084229
",",0.4464869201183319,0.22659391164779663,0.3431144952774048,0.3015086054801941,0.20599327981472015,0.26574233174324036,0.4316047728061676,0.24930427968502045,0.31091248989105225
expenses,0.344199538230896,0.257051944732666,0.13295643031597137,0.2799142897129059,0.15238986909389496,0.36388611793518066,0.30219292640686035,0.519238293170929,0.1254362016916275
the,0.4739971458911896,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.2726488411426544,0.6274310946464539,0.24913841485977173,0.22068053483963013
company,0.25874319672584534,0.15308363735675812,0.10506140440702438,0.16800642013549805,0.23045730590820312,0.13289949297904968,0.2114456593990326,0.25806641578674316,0.12195809185504913
would,0.39877474308013916,0.43239715695381165,0.26973652839660645,0.6268245577812195,0.14290116727352142,0.316531240940094,0.47797831892967224,0.35797378420829773,0.37178951501846313
pay,0.24382255971431732,0.2167845517396927,0.18452481925487518,0.29416757822036743,0.2275732159614563,0.4045630395412445,0.2387295812368393,0.4497583508491516,0.19821009039878845
for,0.9999999403953552,0.3308170735836029,0.2547193765640259,0.318512886762619,0.13983871042728424,0.31519460678100586,0.5082864165306091,0.2912580370903015,0.264628142118454
the,0.4739971458911896,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.2726488411426544,0.6274310946464539,0.24913841485977173,0.22068053483963013
rest,0.24690839648246765,0.26578816771507263,0.2873631417751312,0.2655303180217743,0.09777440130710602,0.1974705457687378,0.36935269832611084,0.2101874202489853,0.1725541204214096
of,0.4185989499092102,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.18837453424930573,0.25992685556411743,0.45148900151252747,0.29549533128738403,0.1826142966747284
