,what,is,the,process,by,which,the,antigen/antibody,complex,is,processed,in,to,peptides,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.4155423641204834,0.38438332080841064,0.6719430088996887,0.6274310946464539,0.3226916491985321,0.3333515226840973,0.480927973985672,0.3411620557308197,0.45205554366111755,0.5759071707725525,0.304661363363266,0.3155723512172699
antigen/antibody,0.23743806779384613,0.25080403685569763,0.2854633033275604,0.35524487495422363,0.24256321787834167,0.3878028988838196,0.2854633033275604,1.0,0.2895570993423462,0.25080403685569763,0.3068018853664398,0.20842458307743073,0.26315784454345703,0.6457468271255493,0.2584342956542969
complex,0.2605343163013458,0.2723233699798584,0.25326284766197205,0.3204767107963562,0.14267762005329132,0.36717817187309265,0.25326284766197205,0.2895570993423462,0.9999998807907104,0.2723233699798584,0.2578639090061188,0.26918336749076843,0.2934706509113312,0.33059582114219666,0.17752902209758759
is,0.28837618231773376,1.0,0.5823672413825989,0.21762968599796295,0.3899846076965332,0.4457404911518097,0.5823672413825989,0.25080403685569763,0.2723233699798584,1.0,0.19705823063850403,0.5394441485404968,0.42745086550712585,0.18573331832885742,0.22961433231830597
taken,0.26014965772628784,0.19185791909694672,0.3309854567050934,0.21735841035842896,0.2738271653652191,0.287870854139328,0.3309854567050934,0.13489703834056854,0.18903711438179016,0.19185791909694672,0.283461332321167,0.2500644326210022,0.2772596478462219,0.16410738229751587,0.17662954330444336
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.2668425738811493,0.2738759219646454,0.36388060450553894,0.38423117995262146,0.17731286585330963,0.23810559511184692,0.2853454053401947,0.2083711326122284,0.3120773434638977,0.40375280380249023,0.22860687971115112,0.1819818764925003
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2115318775177002,1.0000001192092896,0.40543368458747864,0.4408751428127289,0.24256321787834167,0.14267762005329132,0.3899846076965332,0.20423677563667297,0.370934396982193,0.33534231781959534,0.2165118008852005,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.4408751428127289,0.6521818041801453,1.0,0.2854633033275604,0.25326284766197205,0.5823672413825989,0.23136241734027863,0.6662389636039734,0.535392165184021,0.2373761087656021,0.22068053483963013
b,0.13329443335533142,0.14543820917606354,0.16891296207904816,0.0543963722884655,0.22379975020885468,0.09402162581682205,0.16891296207904816,0.21841146051883698,0.1228577196598053,0.14543820917606354,0.04806208610534668,0.11021285504102707,0.08878466486930847,0.2028735876083374,0.1975182741880417
cell,0.19222842156887054,0.15086454153060913,0.15822452306747437,0.2671992778778076,0.1892392784357071,0.26335951685905457,0.15822452306747437,0.4912811815738678,0.1880919188261032,0.15086454153060913,0.22022660076618195,0.16478286683559418,0.19730474054813385,0.4257395267486572,0.2058541625738144
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20204883813858032,0.4289871156215668,0.506277859210968,0.5171257257461548,0.22023506462574005,0.2597591280937195,0.3859752118587494,0.20326650142669678,0.4954058527946472,0.48971283435821533,0.2519870698451996,0.20544172823429108
processed,0.2919606864452362,0.19705823063850403,0.23136241734027863,0.7395528554916382,0.20423677563667297,0.37680453062057495,0.23136241734027863,0.3068018853664398,0.2578639090061188,0.19705823063850403,1.0,0.22859935462474823,0.24999067187309265,0.342511922121048,0.2396588921546936
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2115318775177002,1.0000001192092896,0.40543368458747864,0.4408751428127289,0.24256321787834167,0.14267762005329132,0.3899846076965332,0.20423677563667297,0.370934396982193,0.33534231781959534,0.2165118008852005,0.17966607213020325
proteolysis,0.26299774646759033,0.2800754904747009,0.3002093732357025,0.42860284447669983,0.24898001551628113,0.4445740878582001,0.3002093732357025,0.5410717725753784,0.32586315274238586,0.2800754904747009,0.3905344307422638,0.24889610707759857,0.2555619478225708,0.6444323658943176,0.1766701638698578
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.2309553474187851,0.30473223328590393,0.4405161738395691,0.39493247866630554,0.18928156793117523,0.20362713932991028,0.2619607150554657,0.23212528228759766,0.38021373748779297,0.38810545206069946,0.2664906084537506,0.15662476420402527
peptides,0.18130765855312347,0.18573331832885742,0.2373761087656021,0.3507097661495209,0.2165118008852005,0.36048707365989685,0.2373761087656021,0.6457468271255493,0.33059582114219666,0.18573331832885742,0.342511922121048,0.2185143530368805,0.18506816029548645,1.0,0.12387491762638092
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23766504228115082,0.3936232924461365,0.45942068099975586,0.5934505462646484,0.2577076852321625,0.2245299518108368,0.4569662809371948,0.2672721743583679,0.5591574311256409,0.4645031690597534,0.22694501280784607,0.4130953550338745
