,what,was,the,name,given,to,a,section,of,kearney,boulevard,in,efforts,to,change,the,areas,image,?
another,0.4190070629119873,0.34961897134780884,0.5019711852073669,0.29026278853416443,0.2758308947086334,0.48769932985305786,0.6191956996917725,0.2373630553483963,0.38147079944610596,0.20602180063724518,0.22489824891090393,0.3397690951824188,0.18611592054367065,0.48769932985305786,0.2912595868110657,0.5019711852073669,0.1303001046180725,0.17553558945655823,0.295511931180954
section,0.28602200746536255,0.1566556841135025,0.3365345895290375,0.20379331707954407,0.1932756006717682,0.28596532344818115,0.29094603657722473,0.9999998807907104,0.21215301752090454,0.14980536699295044,0.23609206080436707,0.22227555513381958,0.13903161883354187,0.28596532344818115,0.26129719614982605,0.3365345895290375,0.19390761852264404,0.23070719838142395,0.2733710706233978
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.427140474319458,0.2615945339202881,0.4946078956127167,0.3746079206466675,0.1940150111913681,0.5201468467712402,0.20678693056106567,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.2789289653301239,0.2188224196434021,0.31091248989105225
brookhaven,0.15789231657981873,0.2770478427410126,0.3249432444572449,0.16054442524909973,0.20791345834732056,0.20442746579647064,0.3015279769897461,0.16347508132457733,0.2983463704586029,0.4339756965637207,0.3155283033847809,0.37024444341659546,0.15844212472438812,0.20442746579647064,0.1846102774143219,0.3249432444572449,0.27548032999038696,0.08093610405921936,0.09852086007595062
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.427140474319458,0.2615945339202881,0.4946078956127167,0.3746079206466675,0.1940150111913681,0.5201468467712402,0.20678693056106567,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.2789289653301239,0.2188224196434021,0.31091248989105225
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.2107619345188141,0.41031414270401,0.3848365545272827,0.21296674013137817,0.3966929316520691,0.27048859000205994,0.19202280044555664,0.46853652596473694,0.2287449687719345,0.41031414270401,0.3118341565132141,0.5107308030128479,0.25179940462112427,0.2003762274980545,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,0.5829201340675354,0.3365345895290375,0.733189046382904,0.24541108310222626,0.27917832136154175,0.6662389636039734,0.26890742778778076,0.535392165184021,0.3641999065876007,1.0,0.3311663568019867,0.24039390683174133,0.22068053483963013
southern,0.18679563701152802,0.23717372119426727,0.3282862603664398,0.1812441051006317,0.10877541452646255,0.18284058570861816,0.25843560695648193,0.1518459916114807,0.31933003664016724,0.184440016746521,0.21320177614688873,0.3190481662750244,0.14321300387382507,0.18284058570861816,0.14399407804012299,0.3282862603664398,0.3084127902984619,0.12126820534467697,0.11225555837154388
edge,0.2064312994480133,0.16399753093719482,0.3453350365161896,0.15190938115119934,0.1014067605137825,0.24138996005058289,0.26815420389175415,0.1744707226753235,0.2350095808506012,0.2324942946434021,0.22822552919387817,0.258846253156662,0.08696447312831879,0.24138996005058289,0.140444815158844,0.3453350365161896,0.23293542861938477,0.17035596072673798,0.06842754781246185
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.5052502155303955,0.21215301752090454,1.0,0.19182492792606354,0.18820632994174957,0.5696388483047485,0.23738951981067657,0.41548454761505127,0.2569013833999634,0.733189046382904,0.2803763747215271,0.21113355457782745,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,0.5829201340675354,0.3365345895290375,0.733189046382904,0.24541108310222626,0.27917832136154175,0.6662389636039734,0.26890742778778076,0.535392165184021,0.3641999065876007,1.0,0.3311663568019867,0.24039390683174133,0.22068053483963013
west,0.1946573108434677,0.25970903038978577,0.32918402552604675,0.1751140058040619,0.13497495651245117,0.24611181020736694,0.2258862406015396,0.1481626033782959,0.2891985774040222,0.2718143165111542,0.28617769479751587,0.34078434109687805,0.11422190070152283,0.24611181020736694,0.12116021662950516,0.32918402552604675,0.2517359256744385,0.11627395451068878,0.12088293582201004
side,0.2532914876937866,0.16857531666755676,0.37146830558776855,0.13782621920108795,0.09364888072013855,0.2686329185962677,0.29873180389404297,0.2603336274623871,0.2452700436115265,0.15781269967556,0.22858890891075134,0.2626299262046814,0.12995485961437225,0.2686329185962677,0.1428592950105667,0.37146830558776855,0.23024822771549225,0.21446120738983154,0.07831130921840668
south,0.15388517081737518,0.2792486846446991,0.3129390776157379,0.21417751908302307,0.14002679288387299,0.25657615065574646,0.23680485785007477,0.17683839797973633,0.33382371068000793,0.31460851430892944,0.2029736489057541,0.33642083406448364,0.17381958663463593,0.25657615065574646,0.13121315836906433,0.3129390776157379,0.26043233275413513,0.16716144979000092,0.12336621433496475
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.5052502155303955,0.21215301752090454,1.0,0.19182492792606354,0.18820632994174957,0.5696388483047485,0.23738951981067657,0.41548454761505127,0.2569013833999634,0.733189046382904,0.2803763747215271,0.21113355457782745,0.1826142966747284
jensen,0.1088050827383995,0.2212083488702774,0.1484297662973404,0.06875981390476227,0.12015633285045624,0.12342507392168045,0.1961040496826172,0.13783307373523712,0.14561618864536285,0.4294601082801819,0.1560857743024826,0.18727925419807434,0.11583565920591354,0.12342507392168045,0.1366218775510788,0.1484297662973404,0.07823346555233002,0.0073491670191287994,0.15803006291389465
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.30185943841934204,0.48971283435821533,0.3739250600337982,0.262373685836792,0.5116966962814331,0.28568992018699646,0.22068525850772858,0.4954058527946472,0.3115611970424652,0.48971283435821533,0.2438346892595291,0.5171257257461548,0.40107932686805725,0.143681138753891,0.20544172823429108
west,0.1946573108434677,0.25970903038978577,0.32918402552604675,0.1751140058040619,0.13497495651245117,0.24611181020736694,0.2258862406015396,0.1481626033782959,0.2891985774040222,0.2718143165111542,0.28617769479751587,0.34078434109687805,0.11422190070152283,0.24611181020736694,0.12116021662950516,0.32918402552604675,0.2517359256744385,0.11627395451068878,0.12088293582201004
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.5052502155303955,0.21215301752090454,1.0,0.19182492792606354,0.18820632994174957,0.5696388483047485,0.23738951981067657,0.41548454761505127,0.2569013833999634,0.733189046382904,0.2803763747215271,0.21113355457782745,0.1826142966747284
elm,0.12623845040798187,0.14926780760288239,0.26041796803474426,0.1415170282125473,0.08745700865983963,0.15388663113117218,0.19054456055164337,0.14094312489032745,0.24197858572006226,0.2257114052772522,0.3062501549720764,0.24453742802143097,0.025453979149460793,0.15388663113117218,0.06826189905405045,0.26041796803474426,0.17348361015319824,0.07664993405342102,0.1065058559179306
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.427140474319458,0.2615945339202881,0.4946078956127167,0.3746079206466675,0.1940150111913681,0.5201468467712402,0.20678693056106567,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.2789289653301239,0.2188224196434021,0.31091248989105225
