,what,was,loudoun,'s,plans,for,1757,?
loudoun,0.12151732295751572,0.2895839214324951,0.9999999403953552,0.07482855021953583,0.19527237117290497,0.2128196805715561,0.13857266306877136,0.08689435571432114
",",0.3087472915649414,0.45456063747406006,0.3265959918498993,-0.0016132977325469255,0.227532297372818,0.4464869201183319,0.14458853006362915,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.3020290732383728,0.04866964742541313,0.24623830616474152,0.44038116931915283,-0.049828581511974335,0.23916715383529663
capable,0.24030843377113342,0.1653473675251007,0.14294685423374176,0.003292308421805501,0.19097453355789185,0.31242474913597107,-0.0837615430355072,0.18388573825359344
administrator,0.3100288510322571,0.26034414768218994,0.1693643182516098,0.00012216161121614277,0.17162516713142395,0.22280412912368774,0.14236751198768616,0.2915230691432953
but,0.5029441118240356,0.36023372411727905,0.202544167637825,0.04136733338236809,0.30872225761413574,0.45162561535835266,-0.020822513848543167,0.27921953797340393
a,0.3320399522781372,0.4508470594882965,0.3020290732383728,0.04866964742541313,0.24623830616474152,0.44038116931915283,-0.049828581511974335,0.23916715383529663
cautious,0.338961124420166,0.24858860671520233,0.19637660682201385,-0.06429041177034378,0.23494161665439606,0.29442328214645386,0.09190308302640915,0.2638183534145355
field,0.1825202852487564,0.15975919365882874,0.21349836885929108,0.07850787043571472,0.17015138268470764,0.24342265725135803,0.05436380207538605,0.11279727518558502
commander,0.23316337168216705,0.23336075246334076,0.18131856620311737,-0.08331471681594849,0.227097749710083,0.13348925113677979,0.14455044269561768,0.2315494865179062
",",0.3087472915649414,0.45456063747406006,0.3265959918498993,-0.0016132977325469255,0.227532297372818,0.4464869201183319,0.14458853006362915,0.31091248989105225
planned,0.21141068637371063,0.3590250015258789,0.21206596493721008,0.06015291437506676,0.6367920637130737,0.21071262657642365,0.050981104373931885,0.16188396513462067
one,0.376489520072937,0.3752199709415436,0.22834737598896027,0.06913424283266068,0.14506006240844727,0.384836345911026,-0.0473443828523159,0.2673267424106598
major,0.21026742458343506,0.20676274597644806,0.1822017878293991,-0.010959804058074951,0.14691053330898285,0.23592928051948547,-0.02459440566599369,0.19788557291030884
operation,0.22083862125873566,0.21184805035591125,0.19130656123161316,-0.003548906184732914,0.27964460849761963,0.23706424236297607,0.014975880272686481,0.12387953698635101
for,0.3017193675041199,0.3863949179649353,0.2128196805715561,-0.07241261005401611,0.2815955877304077,0.9999999403953552,0.04669325426220894,0.264628142118454
1757,0.029528258368372917,0.08699534088373184,0.13857266306877136,-0.008351132273674011,0.014109235256910324,0.04669325426220894,1.0,0.10058208554983139
:,-0.12022944539785385,0.002802103292196989,-0.04555121809244156,0.07621461898088455,-0.13828273117542267,-0.02522280067205429,0.09988867491483688,-0.07156077772378922
an,0.2821882665157318,0.3694365322589874,0.2035216987133026,0.025255560874938965,0.1744881570339203,0.3236706852912903,0.03805110976099968,0.19793890416622162
attack,0.16093501448631287,0.22693441808223724,0.2175276279449463,-0.03803832456469536,0.27268165349960327,0.2050485610961914,-0.03991939127445221,0.126759335398674
on,0.34226128458976746,0.3909217119216919,0.15915627777576447,0.0026888418942689896,0.2303745299577713,0.36199691891670227,0.042392898350954056,0.2714994251728058
new,0.2130378633737564,0.2748313844203949,0.2963838279247284,-0.008355522528290749,0.3051851689815521,0.2700757384300232,0.003924166318029165,0.14782847464084625
france,0.17793065309524536,0.2715669870376587,0.2960559129714966,0.024341266602277756,0.21339565515518188,0.21557466685771942,0.1940179318189621,0.15069349110126495
's,0.02692362666130066,0.008974763564765453,0.07482855021953583,0.9999999403953552,0.036409471184015274,-0.07241261005401611,-0.008351132273674011,-0.023395681753754616
capital,0.17967931926250458,0.21907466650009155,0.3432214856147766,0.01144334115087986,0.158938467502594,0.16425155103206635,0.1340792179107666,0.0907452180981636
",",0.3087472915649414,0.45456063747406006,0.3265959918498993,-0.0016132977325469255,0.227532297372818,0.4464869201183319,0.14458853006362915,0.31091248989105225
quebec,0.19603441655635834,0.21936345100402832,0.2916165590286255,0.06779032200574875,0.11720753461122513,0.1604333370923996,0.12946687638759613,0.11506577581167221
.,0.3567904531955719,0.40146201848983765,0.2539626657962799,-0.003708066651597619,0.2760954201221466,0.4726039469242096,0.06322338432073593,0.4130953550338745
