,how,much,higher,was,the,42,%,occupation,stress,figure,",",compared,to,other,jobs,?
a,0.29312583804130554,0.2958075702190399,0.2608921229839325,0.4508470594882965,0.5829201340675354,-0.0976838618516922,0.17798779904842377,0.22733436524868011,0.2622493505477905,0.2584710121154785,0.427140474319458,0.2797974646091461,0.45503583550453186,0.2806335389614105,0.23724274337291718,0.23916715383529663
2000,-0.07386910915374756,-0.1229490339756012,-0.10036751627922058,0.06843073666095734,-0.015081177465617657,0.26269927620887756,-0.165690615773201,0.029185961931943893,-0.12880350649356842,-0.05476446822285652,-0.03465369716286659,-0.10285848379135132,-0.05413077399134636,-0.10400884598493576,0.04950948432087898,-0.0824366956949234
study,0.2640102803707123,0.2624753713607788,0.23446309566497803,0.18420368432998657,0.2533665597438812,-0.050802335143089294,0.1986040472984314,0.14804069697856903,0.23551760613918304,0.20281338691711426,0.26425549387931824,0.28861191868782043,0.3326032757759094,0.2742812931537628,0.18685464560985565,0.15902167558670044
found,0.12975606322288513,0.23675140738487244,0.14600330591201782,0.18447895348072052,0.3452354073524475,-0.1643163561820984,0.19549022614955902,0.0716707706451416,0.19137585163116455,0.14150524139404297,0.27385151386260986,0.26748132705688477,0.25225648283958435,0.2849148213863373,0.13262630999088287,0.16790300607681274
that,0.557814359664917,0.4869440197944641,0.31370723247528076,0.33670201897621155,0.5473989248275757,-0.05302201211452484,0.19162102043628693,0.1406080722808838,0.3288060426712036,0.2428334504365921,0.4137537479400635,0.30344316363334656,0.5436353087425232,0.5570666193962097,0.2788684070110321,0.32716336846351624
42,-0.03820109739899635,-0.1417350322008133,-0.09021710604429245,-0.11725785583257675,-0.16943266987800598,1.0,-0.13886627554893494,-0.14407537877559662,0.010255877859890461,0.0028338897973299026,-0.17874976992607117,-0.05427214130759239,-0.1279347687959671,-0.11152000725269318,-0.0859374925494194,-0.04003704711794853
%,0.1237400695681572,0.26866111159324646,0.25407564640045166,0.11743833869695663,0.21490740776062012,-0.13886627554893494,1.0,0.10360412299633026,0.17008501291275024,0.12190621346235275,0.22757403552532196,0.34281665086746216,0.18513022363185883,0.20763003826141357,0.138514906167984,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,0.3096220791339874,0.4069072902202606,0.733189046382904,-0.15006105601787567,0.19953428208827972,0.24415746331214905,0.1941838562488556,0.21327486634254456,0.4946078956127167,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.27215415239334106,0.1826142966747284
uk,0.14388126134872437,0.12263622134923935,0.20376749336719513,0.206756129860878,0.2143084555864334,-0.09301720559597015,0.16109174489974976,0.1462126076221466,0.14722706377506256,0.07756537944078445,0.2632971405982971,0.16544756293296814,0.18409153819084167,0.14097675681114197,0.2220003306865692,0.20222434401512146
teachers,0.24127359688282013,0.20093302428722382,0.26257336139678955,0.18821726739406586,0.22025763988494873,-0.08915583044290543,0.12571024894714355,0.13017815351486206,0.23215338587760925,0.178865447640419,0.28049156069755554,0.1507369726896286,0.2668606638908386,0.2326095551252365,0.37569379806518555,0.19522249698638916
experienced,0.33243289589881897,0.40187498927116394,0.24259383976459503,0.23122946918010712,0.26857760548591614,-0.06085045635700226,0.20545385777950287,0.2200382798910141,0.3904794752597809,0.1853320300579071,0.23702472448349,0.3549515902996063,0.28612127900123596,0.2801188826560974,0.3488908112049103,0.23420310020446777
occupational,0.1557747721672058,0.11172057688236237,0.21251031756401062,0.20288418233394623,0.1973530650138855,-0.03129914775490761,0.09074880927801132,0.9193839430809021,0.23412597179412842,0.09349486976861954,0.25699102878570557,0.16014434397220612,0.2024950236082077,0.22906386852264404,0.26645833253860474,0.12401652336120605
stress,0.39284631609916687,0.292132169008255,0.260147362947464,0.09501470625400543,0.18694822490215302,0.010255877859890461,0.17008501291275024,0.17071498930454254,1.0000001192092896,0.11879671365022659,0.17927385866641998,0.2631675899028778,0.2759045660495758,0.27824318408966064,0.18633025884628296,0.2845553457736969
",",0.22659391164779663,0.36182254552841187,0.251458078622818,0.45456063747406006,0.4933079481124878,-0.17874976992607117,0.22757403552532196,0.28664809465408325,0.17927385866641998,0.2352312207221985,1.0000001192092896,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.29151952266693115,0.31091248989105225
twice,0.21883222460746765,0.2936635911464691,0.23837904632091522,0.32907354831695557,0.3638015687465668,-0.11267396062612534,0.23668725788593292,0.12900854647159576,0.19804176688194275,0.18465934693813324,0.32801246643066406,0.24575330317020416,0.28163591027259827,0.19691996276378632,0.09949900209903717,0.16248004138469696
the,0.33890387415885925,0.35023224353790283,0.3292480409145355,0.48711544275283813,1.0,-0.16943266987800598,0.21490740776062012,0.23079249262809753,0.18694822490215302,0.24786046147346497,0.4933079481124878,0.28685078024864197,0.535392165184021,0.44152235984802246,0.25216126441955566,0.22068053483963013
figure,0.20188391208648682,0.2184155285358429,0.1155119389295578,0.2638653516769409,0.24786046147346497,0.0028338897973299026,0.12190621346235275,0.10898303985595703,0.11879671365022659,1.0,0.2352312207221985,0.18068261444568634,0.24264496564865112,0.1279536932706833,0.15287597477436066,0.21107101440429688
for,0.3308170735836029,0.2994346022605896,0.2346303015947342,0.3863949179649353,0.4739971458911896,-0.03094518557190895,0.16658860445022583,0.22735603153705597,0.1802484691143036,0.1523953080177307,0.4464869201183319,0.2969150245189667,0.4451248347759247,0.3273986279964447,0.3127319812774658,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.3292480409145355,0.48711544275283813,1.0,-0.16943266987800598,0.21490740776062012,0.23079249262809753,0.18694822490215302,0.24786046147346497,0.4933079481124878,0.28685078024864197,0.535392165184021,0.44152235984802246,0.25216126441955566,0.22068053483963013
average,0.2824462950229645,0.3068808615207672,0.3193044662475586,0.18843130767345428,0.27058175206184387,-0.13956455886363983,0.3856343626976013,0.09755043685436249,0.22898676991462708,0.15123219788074493,0.23098047077655792,0.3694137930870056,0.2572915256023407,0.24968191981315613,0.16922229528427124,0.21764592826366425
profession,0.19338764250278473,0.16317550837993622,0.21720561385154724,0.23919223248958588,0.17655403912067413,0.02520725317299366,0.08875738084316254,0.38664713501930237,0.20987321436405182,0.22509704530239105,0.28053703904151917,0.132317915558815,0.2364424616098404,0.17025798559188843,0.3407767415046692,0.13789935410022736
.,0.3287222981452942,0.3374604284763336,0.2524722218513489,0.40146201848983765,0.5934505462646484,-0.12531517446041107,0.29872366786003113,0.20114995539188385,0.2121095210313797,0.24939633905887604,0.6812511086463928,0.27071613073349,0.4645031690597534,0.41511186957359314,0.27586984634399414,0.4130953550338745
