,what,is,usually,the,goal,of,taking,a,plea,bargain,?
sometimes,0.34229418635368347,0.3757973313331604,0.7130306959152222,0.35816407203674316,0.09689547121524811,0.296434611082077,0.24077564477920532,0.3788676857948303,0.15551497042179108,0.1252920776605606,0.1751544177532196
the,0.42745697498321533,0.5823672413825989,0.36782920360565186,1.0,0.2443244755268097,0.733189046382904,0.32714390754699707,0.5829201340675354,0.19232803583145142,0.25075486302375793,0.22068053483963013
prosecution,0.2882728576660156,0.18125680088996887,0.18942758440971375,0.24559137225151062,0.22754539549350739,0.22976623475551605,0.19661292433738708,0.24904385209083557,0.4260053336620331,0.3955485224723816,0.1901778131723404
proposes,0.24789054691791534,0.2105446606874466,0.1350395381450653,0.2065207064151764,0.13419322669506073,0.24983173608779907,0.18845689296722412,0.2786789834499359,0.33010318875312805,0.2272999882698059,0.20587994158267975
a,0.3320399522781372,0.658733606338501,0.46690207719802856,0.5829201340675354,0.20853768289089203,0.5052502155303955,0.2834925353527069,1.0,0.16599608957767487,0.1952308863401413,0.23916715383529663
plea,0.26929304003715515,0.1474817395210266,0.13569070398807526,0.19232803583145142,0.10441591590642929,0.12213211506605148,0.21772918105125427,0.16599608957767487,1.0000001192092896,0.3563331067562103,0.25167709589004517
bargain,0.26893720030784607,0.14885474741458893,0.11589429527521133,0.25075486302375793,0.22584426403045654,0.21741242706775665,0.24708211421966553,0.1952308863401413,0.3563331067562103,0.9999999403953552,0.14446119964122772
to,0.455847829580307,0.42745086550712585,0.3824864327907562,0.535392165184021,0.37094977498054504,0.41548454761505127,0.3001216948032379,0.45503583550453186,0.24961312115192413,0.29776373505592346,0.29463258385658264
civil,0.15091551840305328,0.16941262781620026,0.1792614609003067,0.2477465271949768,0.17077134549617767,0.24698495864868164,0.11403016000986099,0.21693918108940125,0.18405596911907196,0.2817322909832001,0.1494513899087906
disobedients,0.3241478204727173,0.22793690860271454,0.32686877250671387,0.34096023440361023,0.2087748646736145,0.32510921359062195,0.27344685792922974,0.26969417929649353,0.34367990493774414,0.4094789922237396,0.18925230205059052
",",0.3087472915649414,0.4691906273365021,0.21946179866790771,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.32216814160346985,0.427140474319458,0.21992337703704834,0.21197357773780823,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.3335179388523102,0.48381632566452026,0.17705819010734558,0.3886612355709076,0.3148394227027893,0.39550232887268066,0.13612988591194153,0.17814770340919495,0.27043893933296204
in,0.30808621644973755,0.5394441485404968,0.28848564624786377,0.6662389636039734,0.2241991013288498,0.5696388483047485,0.25282081961631775,0.539380669593811,0.17993445694446564,0.21115635335445404,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.36782920360565186,1.0,0.2443244755268097,0.733189046382904,0.32714390754699707,0.5829201340675354,0.19232803583145142,0.25075486302375793,0.22068053483963013
case,0.30770957469940186,0.26648613810539246,0.3170950710773468,0.31022098660469055,0.1631944626569748,0.24743439257144928,0.2355685830116272,0.3104211390018463,0.31704893708229065,0.3004244267940521,0.33232852816581726
of,0.33290785551071167,0.4854315221309662,0.33931583166122437,0.733189046382904,0.1838325709104538,1.0,0.29240402579307556,0.5052502155303955,0.12213211506605148,0.21741242706775665,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.36782920360565186,1.0,0.2443244755268097,0.733189046382904,0.32714390754699707,0.5829201340675354,0.19232803583145142,0.25075486302375793,0.22068053483963013
camden,0.14790499210357666,0.17931272089481354,0.14563089609146118,0.2382771372795105,0.14614658057689667,0.22353185713291168,0.14020605385303497,0.19255687296390533,0.1377667933702469,0.1567266881465912,0.14583776891231537
28,-0.2335955947637558,-0.1692609190940857,-0.20002730190753937,-0.31177106499671936,-0.10767719894647598,-0.2696417272090912,-0.17947740852832794,-0.21815462410449982,-0.15815101563930511,-0.22065438330173492,-0.012856917455792427
",",0.3087472915649414,0.4691906273365021,0.21946179866790771,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.32216814160346985,0.427140474319458,0.21992337703704834,0.21197357773780823,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.28848564624786377,0.6662389636039734,0.2241991013288498,0.5696388483047485,0.25282081961631775,0.539380669593811,0.17993445694446564,0.21115635335445404,0.20430970191955566
which,0.5261979103088379,0.4457404911518097,0.5414474010467529,0.6521818041801453,0.19597876071929932,0.5011631846427917,0.28752514719963074,0.56894451379776,0.16532884538173676,0.2087223082780838,0.25814583897590637
the,0.42745697498321533,0.5823672413825989,0.36782920360565186,1.0,0.2443244755268097,0.733189046382904,0.32714390754699707,0.5829201340675354,0.19232803583145142,0.25075486302375793,0.22068053483963013
defendants,0.2779662609100342,0.218027263879776,0.21472561359405518,0.26150551438331604,0.24193359911441803,0.20012208819389343,0.22973857820034027,0.2493535876274109,0.346670001745224,0.36858734488487244,0.2534805238246918
were,0.22298263013362885,0.29386836290359497,0.311280757188797,0.3906462490558624,0.16779333353042603,0.34038281440734863,0.18896862864494324,0.17203083634376526,0.1372310370206833,0.20397722721099854,0.17890112102031708
offered,0.1662205457687378,0.17584599554538727,0.15549114346504211,0.270993173122406,0.2019415646791458,0.2674071192741394,0.2480393499135971,0.2915024757385254,0.1990925371646881,0.32816818356513977,0.22244536876678467
an,0.2821882665157318,0.4654068350791931,0.2654225528240204,0.4207492768764496,0.16866573691368103,0.32280945777893066,0.179172545671463,0.44552403688430786,0.16276799142360687,0.1600242555141449,0.19793890416622162
opportunity,0.2871367037296295,0.12906494736671448,0.18523308634757996,0.2641824185848236,0.2363976240158081,0.2255665808916092,0.2517397701740265,0.2521498501300812,0.24074269831180573,0.3873772621154785,0.19524551928043365
to,0.455847829580307,0.42745086550712585,0.3824864327907562,0.535392165184021,0.37094977498054504,0.41548454761505127,0.3001216948032379,0.45503583550453186,0.24961312115192413,0.29776373505592346,0.29463258385658264
plead,0.2829829156398773,0.13676275312900543,0.11705946177244186,0.1727745234966278,0.15178456902503967,0.1669377088546753,0.2593431770801544,0.16376721858978271,0.771485447883606,0.4369886517524719,0.23760166764259338
guilty,0.2844175100326538,0.17789146304130554,0.11387819051742554,0.17396102845668793,0.14479990303516388,0.15539902448654175,0.2025292068719864,0.18984173238277435,0.3787485659122467,0.34805765748023987,0.17103199660778046
to,0.455847829580307,0.42745086550712585,0.3824864327907562,0.535392165184021,0.37094977498054504,0.41548454761505127,0.3001216948032379,0.45503583550453186,0.24961312115192413,0.29776373505592346,0.29463258385658264
one,0.376489520072937,0.4544198513031006,0.38468751311302185,0.5514441132545471,0.2164333313703537,0.4999135136604309,0.2955847382545471,0.4910551905632019,0.15266552567481995,0.24937261641025543,0.2673267424106598
misdemeanor,0.24399453401565552,0.2486376017332077,0.23507989943027496,0.1805613785982132,0.1958036869764328,0.17582038044929504,0.1920042783021927,0.24676871299743652,0.3985288739204407,0.30823251605033875,0.27111974358558655
count,0.11588504165410995,0.1571023166179657,0.1317436397075653,0.21435627341270447,0.16254927217960358,0.23121918737888336,0.20731015503406525,0.20051807165145874,0.10530249029397964,0.20777778327465057,0.15563273429870605
