,what,was,the,incident,over,taxes,at,ballarat,called,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19648437201976776,0.3605569899082184,0.22342120110988617,0.4374977946281433,0.28942209482192993,0.40847352147102356,0.20430970191955566
1854,0.10041122883558273,0.04145553708076477,0.18093430995941162,0.048712365329265594,0.13332337141036987,0.049289051443338394,0.09694350510835648,0.16970209777355194,0.08674145489931107,0.08305927366018295
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.26618632674217224,0.34008997678756714,0.13974453508853912,1.0,0.3022187054157257,0.23534239828586578,0.21978627145290375
ballarat,0.16659516096115112,0.30413487553596497,0.2850953936576843,0.15681865811347961,0.1702965497970581,0.2849757969379425,0.3022187054157257,1.0,0.231174498796463,0.12580890953540802
there,0.35085538029670715,0.24909798800945282,0.47025805711746216,0.23898056149482727,0.33811676502227783,0.244624525308609,0.37649083137512207,0.2711155116558075,0.398924857378006,0.29405656456947327
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2793358564376831,0.24486446380615234,0.20412179827690125,0.36707764863967896,0.30413487553596497,0.33927658200263977,0.18412111699581146
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.26769891381263733,0.22070914506912231,0.09877585619688034,0.2446778565645218,0.20407165586948395,0.2858632802963257,0.19793890416622162
armed,0.15827620029449463,0.25942692160606384,0.2418309897184372,0.2137993425130844,0.21834219992160797,0.22465889155864716,0.16437119245529175,0.28580859303474426,0.18172529339790344,0.18816959857940674
rebellion,0.20742425322532654,0.2940196692943573,0.2775774896144867,0.26462048292160034,0.18536053597927094,0.34983113408088684,0.12994684278964996,0.3509855270385742,0.2438453882932663,0.10071789473295212
against,0.24561616778373718,0.22972732782363892,0.3090755045413971,0.20581211149692535,0.2783746123313904,0.2823469042778015,0.183924600481987,0.17579515278339386,0.2557203471660614,0.18095137178897858
the,0.42745697498321533,0.48711544275283813,1.0,0.248931884765625,0.39856547117233276,0.23899468779563904,0.457212895154953,0.2850953936576843,0.489897221326828,0.22068053483963013
government,0.28074538707733154,0.2995857298374176,0.31798112392425537,0.2187843769788742,0.24897949397563934,0.5289652347564697,0.1937524825334549,0.30509278178215027,0.21808753907680511,0.18851417303085327
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1904071718454361,0.36136594414711,0.24622385203838348,0.42558613419532776,0.23833371698856354,0.4222904443740845,0.1826142966747284
victoria,0.1194850504398346,0.2550773620605469,0.2204313427209854,0.06629309803247452,0.18112502992153168,0.1362057775259018,0.19641181826591492,0.5956158638000488,0.08585289120674133,0.12246892601251602
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.20485974848270416,0.29360154271125793,0.19325858354568481,0.2368064820766449,0.19086384773254395,0.3092815577983856,0.17966607213020325
miners,0.1860436499118805,0.2296247035264969,0.25137653946876526,0.20790070295333862,0.14174970984458923,0.3181952238082886,0.19255401194095612,0.4831421971321106,0.1645757406949997,0.13432356715202332
protesting,0.24315145611763,0.2995646893978119,0.30172768235206604,0.37353917956352234,0.26280850172042847,0.3259370028972626,0.2439677119255066,0.29080697894096375,0.2393864095211029,0.19058556854724884
against,0.24561616778373718,0.22972732782363892,0.3090755045413971,0.20581211149692535,0.2783746123313904,0.2823469042778015,0.183924600481987,0.17579515278339386,0.2557203471660614,0.18095137178897858
mining,0.24916619062423706,0.2141381800174713,0.24748016893863678,0.19004885852336884,0.14401458203792572,0.3189554810523987,0.17403572797775269,0.40166085958480835,0.19545696675777435,0.11012917757034302
taxes,0.2839719355106354,0.20412179827690125,0.23899468779563904,0.12605904042720795,0.18283037841320038,1.0000001192092896,0.13974453508853912,0.2849757969379425,0.22385576367378235,0.18323048949241638
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.16986244916915894,0.20570816099643707,0.14587093889713287,0.23315078020095825,0.15090259909629822,0.2546432614326477,0.40561532974243164
the,0.42745697498321533,0.48711544275283813,1.0,0.248931884765625,0.39856547117233276,0.23899468779563904,0.457212895154953,0.2850953936576843,0.489897221326828,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.006769667379558086,-0.0124106016010046,0.0388767346739769,-0.07642947137355804,-0.06816667318344116,0.00907047651708126,0.0685480609536171
eureka,0.15765975415706635,0.3012140691280365,0.2965313792228699,0.22104009985923767,0.07420957833528519,0.1826377511024475,0.2636922001838684,0.4557652175426483,0.2537916600704193,0.114618219435215
stockade,0.10558989644050598,0.3323078155517578,0.3117499053478241,0.18982160091400146,0.1832486391067505,0.2766018211841583,0.22255626320838928,0.469547301530838,0.16804003715515137,0.07669948041439056
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.05986844003200531,-0.03928302973508835,0.04990512877702713,0.04379578307271004,0.05889838561415672,0.021102847531437874,0.018684765323996544
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.16842548549175262,0.20568643510341644,0.12638984620571136,0.23338089883327484,0.1558670550584793,0.273923397064209,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20123827457427979,0.37877383828163147,0.21144090592861176,0.4549728035926819,0.23607748746871948,0.300344854593277,0.4130953550338745
