,where,is,the,lowest,point,of,warsaw,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.3453028202056885,0.3084787130355835,0.733189046382904,0.23137180507183075,0.407527357339859,0.22068053483963013
lowest,0.2327568233013153,0.2606837749481201,0.3453028202056885,1.0,0.3488350212574005,0.2680990993976593,0.12454666197299957,0.26278156042099,0.11098209768533707
point,0.3279148042201996,0.29601794481277466,0.3084787130355835,0.3488350212574005,0.9999998807907104,0.269877165555954,0.10687137395143509,0.2596440315246582,0.19189560413360596
lies,0.21897755563259125,0.38107678294181824,0.3383781313896179,0.3463696837425232,0.30690982937812805,0.28165045380592346,0.11553283035755157,0.44586989283561707,0.14148172736167908
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.23097172379493713,0.3500237762928009,0.42558613419532776,0.20140162110328674,0.3688831031322479,0.21978627145290375
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.2451467216014862,0.2913021743297577,0.5052502155303955,0.19591784477233887,0.2605401277542114,0.23916715383529663
height,0.22255544364452362,0.19831733405590057,0.2694929540157318,0.2526090741157532,0.26252225041389465,0.23672480881214142,0.11350557953119278,0.21779552102088928,0.1599798947572708
75.6,0.007186666131019592,0.038960717618465424,0.06345272809267044,0.10866623371839523,0.015148303471505642,0.07082252204418182,0.0615144744515419,0.08287439495325089,-0.006775150541216135
metres,0.22989213466644287,0.2701532244682312,0.2668202519416809,0.317605197429657,0.23149457573890686,0.21713921427726746,0.12217340618371964,0.3123006522655487,0.11151815950870514
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.1752324402332306,0.21612024307250977,0.35032153129577637,0.1835584193468094,0.21025894582271576,0.40561532974243164
248.0,0.04700998216867447,0.014093571342527866,0.15298961102962494,-0.02953205443918705,-0.05208367854356766,0.11658690869808197,-0.013679904863238335,0.017437027767300606,-0.031037569046020508
ft,0.18338339030742645,0.17731311917304993,0.16553674638271332,0.26691097021102905,0.23857516050338745,0.14259693026542664,0.14909812808036804,0.26278358697891235,0.17776548862457275
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.2017652690410614,0.2308495044708252,0.3680361211299896,0.19817118346691132,0.19755883514881134,0.42300865054130554
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.1752324402332306,0.21612024307250977,0.35032153129577637,0.1835584193468094,0.21025894582271576,0.40561532974243164
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.23097172379493713,0.3500237762928009,0.42558613419532776,0.20140162110328674,0.3688831031322479,0.21978627145290375
the,0.5003893971443176,0.5823672413825989,1.0,0.3453028202056885,0.3084787130355835,0.733189046382904,0.23137180507183075,0.407527357339859,0.22068053483963013
right,0.2884407937526703,0.22718656063079834,0.33901116251945496,0.18656060099601746,0.25047731399536133,0.22473211586475372,0.11199203878641129,0.1839558333158493,0.27135515213012695
bank,0.2194504290819168,0.21801011264324188,0.3216422498226166,0.22845257818698883,0.19324931502342224,0.2346848100423813,0.1602333039045334,0.2756475508213043,0.09656643867492676
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2680990993976593,0.269877165555954,1.0,0.19253842532634735,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.3453028202056885,0.3084787130355835,0.733189046382904,0.23137180507183075,0.407527357339859,0.22068053483963013
vistula,0.21437188982963562,0.2513207197189331,0.36214977502822876,0.12217330932617188,0.2569100558757782,0.2898311913013458,0.43355974555015564,0.364693820476532,0.1677311211824417
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2272098958492279,0.28971099853515625,0.4946078956127167,0.25300899147987366,0.2678719460964203,0.31091248989105225
by,0.2641284465789795,0.3899846076965332,0.4408751428127289,0.1621347814798355,0.16723552346229553,0.3646814823150635,0.15291538834571838,0.18208515644073486,0.17966607213020325
the,0.5003893971443176,0.5823672413825989,1.0,0.3453028202056885,0.3084787130355835,0.733189046382904,0.23137180507183075,0.407527357339859,0.22068053483963013
eastern,0.26064732670783997,0.2375388890504837,0.3928247392177582,0.23549047112464905,0.20309406518936157,0.33281487226486206,0.20966091752052307,0.3096066117286682,0.20060817897319794
border,0.2192085236310959,0.22676031291484833,0.2856229841709137,0.23142693936824799,0.24087511003017426,0.24084383249282837,0.16393494606018066,0.29692187905311584,0.1706928312778473
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2680990993976593,0.269877165555954,1.0,0.19253842532634735,0.32520920038223267,0.1826142966747284
warsaw,0.1062634214758873,0.09741193056106567,0.23137180507183075,0.12454666197299957,0.10687137395143509,0.19253842532634735,1.0,0.15582799911499023,0.09769917279481888
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.2017652690410614,0.2308495044708252,0.3680361211299896,0.19817118346691132,0.19755883514881134,0.42300865054130554
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.22654418647289276,0.26374325156211853,0.5352458953857422,0.26825499534606934,0.28226932883262634,0.4130953550338745
