,what,did,lempicka,represent,better,than,anyone,else,?
better,0.3551420271396637,0.30515921115875244,0.22143559157848358,0.15121759474277496,1.0000001192092896,0.45248663425445557,0.32689735293388367,0.3023729920387268,0.32159438729286194
than,0.29388150572776794,0.24820660054683685,0.22968916594982147,0.26018619537353516,0.45248663425445557,1.0,0.33842554688453674,0.3254282474517822,0.24917294085025787
anyone,0.5307026505470276,0.34976017475128174,0.2637876272201538,0.1640193611383438,0.32689735293388367,0.33842554688453674,1.0,0.6557812690734863,0.4948124587535858
else,0.4444292485713959,0.27699610590934753,0.2648383677005768,0.17677362263202667,0.3023729920387268,0.3254282474517822,0.6557812690734863,0.9999998807907104,0.47029805183410645
she,0.23844075202941895,0.2624691426753998,0.3160551190376282,0.18009920418262482,0.1729143112897873,0.18965274095535278,0.3075842559337616,0.22975380718708038,0.14223381876945496
represented,0.139044851064682,0.154952272772789,0.23293806612491608,0.7955232858657837,0.11643756926059723,0.21716128289699554,0.14838489890098572,0.09919652342796326,0.11276352405548096
the,0.42745697498321533,0.34736719727516174,0.29884371161460876,0.3288072943687439,0.2113795131444931,0.3227543234825134,0.3019411265850067,0.19370581209659576,0.22068053483963013
art,0.19292277097702026,0.1711656004190445,0.21509942412376404,0.11853036284446716,0.14130868017673492,0.16086477041244507,0.20614859461784363,0.20352378487586975,0.138971745967865
deco,0.21556639671325684,0.12195888161659241,0.24688144028186798,0.1396394968032837,0.20950357615947723,0.12909258902072906,0.18558166921138763,0.16822978854179382,0.15149420499801636
style,0.2488866001367569,0.20048470795154572,0.24951434135437012,0.12905026972293854,0.15984497964382172,0.20252200961112976,0.20080611109733582,0.21578103303909302,0.19862167537212372
in,0.30808621644973755,0.2593238651752472,0.34869444370269775,0.29122525453567505,0.20443932712078094,0.3270052373409271,0.2515868544578552,0.22759012877941132,0.20430970191955566
painting,0.24190671741962433,0.21704450249671936,0.24861371517181396,0.1910989135503769,0.14605988562107086,0.12369818240404129,0.16813598573207855,0.17122550308704376,0.18062187731266022
and,0.31309178471565247,0.34479495882987976,0.35040271282196045,0.2796897888183594,0.3038354516029358,0.39361441135406494,0.23263202607631683,0.2664144039154053,0.20544172823429108
art,0.19292277097702026,0.1711656004190445,0.21509942412376404,0.11853036284446716,0.14130868017673492,0.16086477041244507,0.20614859461784363,0.20352378487586975,0.138971745967865
.,0.3567904531955719,0.35288307070732117,0.39295607805252075,0.22431740164756775,0.2761487066745758,0.3594527542591095,0.289960116147995,0.30548352003097534,0.4130953550338745
