,in,an,atmospheric,engine,",",what,does,air,pressure,push,against,?
they,0.4330179989337921,0.2435421496629715,0.20902076363563538,0.1433132439851761,0.390799880027771,0.4431931674480438,0.34390902519226074,0.18897169828414917,0.2424730807542801,0.2686522305011749,0.26509472727775574,0.2753053903579712
were,0.3815755248069763,0.08893381804227829,0.15655899047851562,0.164800226688385,0.36755475401878357,0.22298263013362885,0.046230707317590714,0.1481994241476059,0.19829359650611877,0.16507071256637573,0.2829659581184387,0.17890112102031708
powered,0.150293231010437,0.16906966269016266,0.2752569019794464,0.5170822739601135,0.1860840618610382,0.14330388605594635,0.12508687376976013,0.2352038025856018,0.2923082411289215,0.25972044467926025,0.14838987588882446,0.16842906177043915
by,0.370934396982193,0.2719563841819763,0.18186768889427185,0.1870088279247284,0.3680937886238098,0.2455483376979828,0.143477201461792,0.19110813736915588,0.22995758056640625,0.13932044804096222,0.24816733598709106,0.17966607213020325
air,0.22172939777374268,0.18705463409423828,0.33460697531700134,0.26851674914360046,0.24731357395648956,0.10361403971910477,0.21604882180690765,1.0000001192092896,0.32198694348335266,0.23534417152404785,0.1516522467136383,0.1491677612066269
pressure,0.16116683185100555,0.20067937672138214,0.5111773014068604,0.2742706835269928,0.21867604553699493,0.2625555694103241,0.21297191083431244,0.32198694348335266,1.0000001192092896,0.39079126715660095,0.26139625906944275,0.142023503780365
pushing,0.1650925576686859,0.21437960863113403,0.2360115349292755,0.2067604809999466,0.2548750638961792,0.37966427206993103,0.2872745990753174,0.2936541736125946,0.4220585525035858,0.6796350479125977,0.33455514907836914,0.2176675945520401
a,0.539380669593811,0.44552403688430786,0.17021165788173676,0.24768835306167603,0.427140474319458,0.3320399522781372,0.38201746344566345,0.23199330270290375,0.23459996283054352,0.2631731927394867,0.2227657586336136,0.23916715383529663
piston,0.21022552251815796,0.22473524510860443,0.22554433345794678,0.4761192500591278,0.20961400866508484,0.13301563262939453,0.16624175012111664,0.2880956530570984,0.3298300504684448,0.26643648743629456,0.08209262043237686,0.17207856476306915
into,0.38021373748779297,0.2105669528245926,0.15331818163394928,0.2078673243522644,0.2826121151447296,0.2180619090795517,0.22312942147254944,0.22211341559886932,0.2177886962890625,0.20912028849124908,0.20955826342105865,0.15662476420402527
the,0.6662389636039734,0.4207492768764496,0.25230076909065247,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.2877824306488037,0.28285476565361023,0.27820274233818054,0.3090755045413971,0.22068053483963013
partial,0.23465001583099365,0.2152479887008667,0.20940375328063965,0.19358405470848083,0.20778897404670715,0.24140220880508423,0.22354616224765778,0.12458857893943787,0.21681919693946838,0.12506699562072754,0.12704408168792725,0.16151700913906097
vacuum,0.13421516120433807,0.13777808845043182,0.3523329794406891,0.3086169958114624,0.17921927571296692,0.1845402866601944,0.1346893012523651,0.34675145149230957,0.40819621086120605,0.27845486998558044,0.10981965810060501,0.10335687547922134
generated,0.19890514016151428,0.21952345967292786,0.2600729465484619,0.30062663555145264,0.20257380604743958,0.2341722995042801,0.26253339648246765,0.23864689469337463,0.22836416959762573,0.20184150338172913,0.10614790767431259,0.28358349204063416
by,0.370934396982193,0.2719563841819763,0.18186768889427185,0.1870088279247284,0.3680937886238098,0.2455483376979828,0.143477201461792,0.19110813736915588,0.22995758056640625,0.13932044804096222,0.24816733598709106,0.17966607213020325
condensing,0.2343793511390686,0.17858411371707916,0.4531380534172058,0.2901284396648407,0.261351078748703,0.3273283839225769,0.33126282691955566,0.41003766655921936,0.4671490788459778,0.28889381885528564,0.16410169005393982,0.2124316692352295
steam,0.19852672517299652,0.13589277863502502,0.28557538986206055,0.4921848475933075,0.2264556586742401,0.15672586858272552,0.1864793747663498,0.28693118691444397,0.32320529222488403,0.24293765425682068,0.16268344223499298,0.113324373960495
",",0.5201468467712402,0.3581022024154663,0.24152730405330658,0.19789794087409973,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.24731357395648956,0.21867604553699493,0.20323559641838074,0.31168749928474426,0.31091248989105225
instead,0.28091272711753845,0.2449217289686203,0.16429932415485382,0.26049983501434326,0.32166025042533875,0.4104403555393219,0.38886702060699463,0.15737640857696533,0.2044549137353897,0.26021549105644226,0.2338366061449051,0.2942638397216797
of,0.5696388483047485,0.32280945777893066,0.25383174419403076,0.17095594108104706,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.24196814000606537,0.22627468407154083,0.160488098859787,0.2669808566570282,0.1826142966747284
the,0.6662389636039734,0.4207492768764496,0.25230076909065247,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.2877824306488037,0.28285476565361023,0.27820274233818054,0.3090755045413971,0.22068053483963013
pressure,0.16116683185100555,0.20067937672138214,0.5111773014068604,0.2742706835269928,0.21867604553699493,0.2625555694103241,0.21297191083431244,0.32198694348335266,1.0000001192092896,0.39079126715660095,0.26139625906944275,0.142023503780365
of,0.5696388483047485,0.32280945777893066,0.25383174419403076,0.17095594108104706,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.24196814000606537,0.22627468407154083,0.160488098859787,0.2669808566570282,0.1826142966747284
expanding,0.2770040035247803,0.1905982345342636,0.26667171716690063,0.20437927544116974,0.27468931674957275,0.34628334641456604,0.26867640018463135,0.2347387969493866,0.32170140743255615,0.3114333152770996,0.1905035525560379,0.23633244633674622
