,what,experiences,acceleration,when,external,force,is,applied,to,a,system,?
alternatively,0.1933564394712448,0.13267582654953003,0.21655155718326569,0.32237955927848816,0.2792668044567108,0.12435653805732727,0.3503735363483429,0.23749558627605438,0.31907644867897034,0.3382408022880554,0.22928081452846527,0.22392337024211884
",",0.3087472915649414,0.24403133988380432,0.22419989109039307,0.36674630641937256,0.16491012275218964,0.22091743350028992,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.18439900875091553,0.31091248989105225
if,0.5277165174484253,0.2207612544298172,0.3079981803894043,0.5608453154563904,0.33367887139320374,0.21601657569408417,0.30927813053131104,0.2651936411857605,0.4559597074985504,0.41272827982902527,0.23173311352729797,0.4441644251346588
an,0.2821882665157318,0.2660205662250519,0.19508913159370422,0.33026179671287537,0.19299308955669403,0.21655116975307465,0.4654068350791931,0.22066234052181244,0.3138085603713989,0.44552403688430786,0.17536801099777222,0.19793890416622162
external,0.2436257004737854,0.24760101735591888,0.2604779005050659,0.2377331703901291,1.0000001192092896,0.19673554599285126,0.11640631407499313,0.28370386362075806,0.24812257289886475,0.2258543223142624,0.2617385685443878,0.18867096304893494
force,0.16915984451770782,0.21505007147789001,0.4348186254501343,0.24609562754631042,0.19673554599285126,1.0000001192092896,0.22036980092525482,0.28749921917915344,0.24496492743492126,0.2451154738664627,0.14612840116024017,0.1650998443365097
acts,0.24949195981025696,0.2490493208169937,0.21598710119724274,0.22038039565086365,0.24285981059074402,0.2649233341217041,0.253656268119812,0.17939393222332,0.2012343853712082,0.25177326798439026,0.1611650288105011,0.07075770199298859
on,0.34226128458976746,0.2848793864250183,0.19412635266780853,0.37706470489501953,0.21260306239128113,0.1764998733997345,0.3635730445384979,0.20456093549728394,0.41031414270401,0.3848365545272827,0.21675898134708405,0.2714994251728058
the,0.42745697498321533,0.26339754462242126,0.29868006706237793,0.5091903209686279,0.22874414920806885,0.2800885736942291,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3233085572719574,0.22068053483963013
system,0.23557309806346893,0.17646460235118866,0.32212063670158386,0.27706024050712585,0.2617385685443878,0.14612840116024017,0.2282046526670456,0.1734507977962494,0.26662686467170715,0.2589043080806732,1.0000001192092896,0.15556083619594574
",",0.3087472915649414,0.24403133988380432,0.22419989109039307,0.36674630641937256,0.16491012275218964,0.22091743350028992,0.4691906273365021,0.28330111503601074,0.44245919585227966,0.427140474319458,0.18439900875091553,0.31091248989105225
then,0.4072686731815338,0.10216804593801498,0.2331681251525879,0.6026323437690735,0.21944937109947205,0.23665651679039001,0.24618037045001984,0.2762906849384308,0.5203860402107239,0.3970017731189728,0.19562329351902008,0.2884598970413208
the,0.42745697498321533,0.26339754462242126,0.29868006706237793,0.5091903209686279,0.22874414920806885,0.2800885736942291,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3233085572719574,0.22068053483963013
center,0.1908310204744339,0.20662276446819305,0.2670458257198334,0.17047400772571564,0.1198914647102356,0.16836872696876526,0.24782158434391022,0.18058626353740692,0.17764393985271454,0.2640431225299835,0.20806053280830383,0.12538520991802216
of,0.33290785551071167,0.27030226588249207,0.27446165680885315,0.3757161796092987,0.23313403129577637,0.27094775438308716,0.4854315221309662,0.2825285494327545,0.41548454761505127,0.5052502155303955,0.25597915053367615,0.1826142966747284
mass,0.23905135691165924,0.20387490093708038,0.44826188683509827,0.1852782517671585,0.12214867025613785,0.26299312710762024,0.21063528954982758,0.1986531764268875,0.20907121896743774,0.21558082103729248,0.2304820418357849,0.2076406031847
will,0.3510494530200958,0.28337687253952026,0.3207627534866333,0.42625120282173157,0.2948049306869507,0.22710569202899933,0.3723262846469879,0.24050907790660858,0.5091033577919006,0.3401327431201935,0.21854417026042938,0.35046905279159546
experience,0.3894727826118469,0.8624333143234253,0.3328588306903839,0.2492937445640564,0.2541980743408203,0.1972396969795227,0.19130541384220123,0.1395912617444992,0.25535836815834045,0.2513456344604492,0.159950852394104,0.25203612446784973
an,0.2821882665157318,0.2660205662250519,0.19508913159370422,0.33026179671287537,0.19299308955669403,0.21655116975307465,0.4654068350791931,0.22066234052181244,0.3138085603713989,0.44552403688430786,0.17536801099777222,0.19793890416622162
acceleration,0.2983599901199341,0.2981095612049103,1.0,0.2264668345451355,0.2604779005050659,0.4348186254501343,0.21391066908836365,0.32795852422714233,0.2787705063819885,0.21804127097129822,0.32212063670158386,0.16905567049980164
proportional,0.21258501708507538,0.23574315011501312,0.4016127586364746,0.25160688161849976,0.291456401348114,0.2524314820766449,0.2985236644744873,0.3535398244857788,0.31183287501335144,0.34729987382888794,0.21828700602054596,0.150908961892128
to,0.455847829580307,0.2683977484703064,0.2787705063819885,0.5423505902290344,0.24812257289886475,0.24496492743492126,0.42745086550712585,0.26928162574768066,1.0,0.45503583550453186,0.26662686467170715,0.29463258385658264
the,0.42745697498321533,0.26339754462242126,0.29868006706237793,0.5091903209686279,0.22874414920806885,0.2800885736942291,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3233085572719574,0.22068053483963013
magnitude,0.2623147964477539,0.16542913019657135,0.3765867054462433,0.15981854498386383,0.13746263086795807,0.24111808836460114,0.23793016374111176,0.1214418113231659,0.16278141736984253,0.21830542385578156,0.16498269140720367,0.19328105449676514
of,0.33290785551071167,0.27030226588249207,0.27446165680885315,0.3757161796092987,0.23313403129577637,0.27094775438308716,0.4854315221309662,0.2825285494327545,0.41548454761505127,0.5052502155303955,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.26339754462242126,0.29868006706237793,0.5091903209686279,0.22874414920806885,0.2800885736942291,0.5823672413825989,0.22842662036418915,0.535392165184021,0.5829201340675354,0.3233085572719574,0.22068053483963013
external,0.2436257004737854,0.24760101735591888,0.2604779005050659,0.2377331703901291,1.0000001192092896,0.19673554599285126,0.11640631407499313,0.28370386362075806,0.24812257289886475,0.2258543223142624,0.2617385685443878,0.18867096304893494
force,0.16915984451770782,0.21505007147789001,0.4348186254501343,0.24609562754631042,0.19673554599285126,1.0000001192092896,0.22036980092525482,0.28749921917915344,0.24496492743492126,0.2451154738664627,0.14612840116024017,0.1650998443365097
divided,0.2138991504907608,0.18645772337913513,0.2065567523241043,0.19703912734985352,0.18268738687038422,0.1514178216457367,0.2042115330696106,0.25170809030532837,0.17007847130298615,0.211577370762825,0.1518460512161255,0.10190024226903915
by,0.2455483376979828,0.22079195082187653,0.18764521181583405,0.4376842677593231,0.1475958228111267,0.24997374415397644,0.3899846076965332,0.2536679208278656,0.33534231781959534,0.32094135880470276,0.23017624020576477,0.17966607213020325
