,when,were,tesla,'s,patents,restored,?
in,0.4431333839893341,0.3815755248069763,0.17097744345664978,-0.037580832839012146,0.20229753851890564,0.22816066443920135,0.20430970191955566
1943,-0.037551648914813995,0.02044704556465149,-0.028515523299574852,-0.013914006762206554,0.05465368553996086,-0.05688612163066864,-0.08025530725717545
",",0.36674630641937256,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.22191748023033142,0.24934202432632446,0.31091248989105225
a,0.44397395849227905,0.17203083634376526,0.2211925983428955,0.04866964742541313,0.2283138483762741,0.17521679401397705,0.23916715383529663
supreme,0.17675462365150452,0.16698116064071655,0.19380244612693787,-0.08114141970872879,0.20419448614120483,0.20994660258293152,0.20777292549610138
court,0.23927445709705353,0.19469791650772095,0.13535183668136597,-0.0831713154911995,0.2020716369152069,0.20648129284381866,0.17100423574447632
of,0.3757161796092987,0.34038281440734863,0.18837453424930573,-0.03817026689648628,0.17704786360263824,0.2796242833137512,0.1826142966747284
the,0.5091903209686279,0.3906462490558624,0.1324402391910553,-0.01540423184633255,0.20236903429031372,0.29931989312171936,0.22068053483963013
united,0.2490900456905365,0.21928317844867706,0.1552019715309143,-0.03853745758533478,0.20469753444194794,0.12295259535312653,0.17266890406608582
states,0.24639196693897247,0.19797217845916748,0.17635658383369446,-0.004298824816942215,0.2388523668050766,0.1246294230222702,0.16272737085819244
decision,0.2485322803258896,0.21395370364189148,0.1656123399734497,0.04087042436003685,0.1651335060596466,0.22660692036151886,0.2796577215194702
restored,0.25336143374443054,0.2514154613018036,0.1818307489156723,-0.03046787716448307,0.140064999461174,1.0,0.1778445541858673
the,0.5091903209686279,0.3906462490558624,0.1324402391910553,-0.01540423184633255,0.20236903429031372,0.29931989312171936,0.22068053483963013
prior,0.26478707790374756,0.2372359037399292,0.10144809633493423,-0.0369880273938179,0.1951807737350464,0.33768221735954285,0.16978254914283752
patents,0.21851512789726257,0.17500080168247223,0.352291464805603,0.011529999785125256,1.0,0.140064999461174,0.1148110032081604
of,0.3757161796092987,0.34038281440734863,0.18837453424930573,-0.03817026689648628,0.17704786360263824,0.2796242833137512,0.1826142966747284
tesla,0.1504557579755783,0.1222306564450264,0.9999999403953552,0.06449045985937119,0.352291464805603,0.1818307489156723,0.10250775516033173
",",0.36674630641937256,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.22191748023033142,0.24934202432632446,0.31091248989105225
oliver,0.19289331138134003,0.14475469291210175,0.06917804479598999,0.03277194872498512,0.10006548464298248,0.21602390706539154,0.20260699093341827
lodge,0.1783694326877594,0.18826128542423248,0.1273626834154129,-0.02259167470037937,0.21042564511299133,0.2197996973991394,0.09914698451757431
",",0.36674630641937256,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.22191748023033142,0.24934202432632446,0.31091248989105225
and,0.4716290831565857,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.15322813391685486,0.25671181082725525,0.20544172823429108
john,0.20069552958011627,0.19632886350154877,0.16234931349754333,-0.1023898646235466,0.1529933214187622,0.15453863143920898,0.13162356615066528
stone,0.19661739468574524,0.2018769085407257,0.15227341651916504,-0.005000283941626549,0.13429312407970428,0.1341264396905899,0.11966012418270111
.,0.475719153881073,0.3378238379955292,0.17949827015399933,-0.003708066651597619,0.21918348968029022,0.2842494547367096,0.4130953550338745
