,about,how,much,did,a,new,york,city,day,school,cost,annually,in,2012,?
as,0.2989700436592102,0.33782753348350525,0.36514025926589966,0.3596470057964325,0.39550232887268066,0.24585270881652832,0.19294045865535736,0.21195319294929504,0.23300392925739288,0.2065676748752594,0.1677890419960022,0.18612006306648254,0.3887844979763031,0.3424225151538849,0.27043893933296204
of,0.40939709544181824,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.5052502155303955,0.343457967042923,0.23040355741977692,0.32503411173820496,0.2934032380580902,0.2391800880432129,0.23332229256629944,0.26902905106544495,0.5696388483047485,0.4422316551208496,0.1826142966747284
2012,0.30420026183128357,0.1487904042005539,0.24471192061901093,0.16113266348838806,0.3774794936180115,0.2818802297115326,0.1936872899532318,0.47211799025535583,0.234546959400177,0.22623711824417114,0.2068737894296646,0.2176661491394043,0.3800647258758545,1.0,0.18042556941509247
",",0.3877100944519043,0.22659391164779663,0.36182254552841187,0.3015086054801941,0.427140474319458,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.30821847915649414,0.27141863107681274,0.20970560610294342,0.20914174616336823,0.5201468467712402,0.42079734802246094,0.31091248989105225
quality,0.2234286367893219,0.36220911145210266,0.3864961266517639,0.21685834228992462,0.1999066025018692,0.1304887980222702,0.10955201834440231,0.14677760004997253,0.15383611619472504,0.21673305332660675,0.39304792881011963,0.20123931765556335,0.18835508823394775,0.1787654608488083,0.23524069786071777
private,0.15895627439022064,0.08935344964265823,0.11379782855510712,0.1676381528377533,0.20346391201019287,0.15541495382785797,0.14064976572990417,0.2093900442123413,0.14189434051513672,0.3584248125553131,0.2392757087945938,0.1601499319076538,0.21135757863521576,0.16077116131782532,0.14389030635356903
schools,0.21555131673812866,0.12874440848827362,0.1318521499633789,0.20622693002223969,0.2118925303220749,0.13635335862636566,0.1553090214729309,0.22731362283229828,0.13669390976428986,0.7602541446685791,0.19791728258132935,0.2117832899093628,0.2632134258747101,0.23226670920848846,0.18349280953407288
in,0.39797019958496094,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.539380669593811,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.2671984136104584,0.26157811284065247,0.25200018286705017,0.29646036028862,1.0,0.3800647258758545,0.20430970191955566
the,0.37995871901512146,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.5829201340675354,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.3062323033809662,0.22953221201896667,0.23177006840705872,0.30625078082084656,0.6662389636039734,0.46885523200035095,0.22068053483963013
united,0.20225147902965546,0.19034643471240997,0.19398000836372375,0.21137088537216187,0.2732578217983246,0.3118351995944977,0.3543524742126465,0.3402864933013916,0.24230843782424927,0.2464505136013031,0.2120554894208908,0.31195634603500366,0.3938477039337158,0.21775682270526886,0.17266890406608582
states,0.22842468321323395,0.20841296017169952,0.21213924884796143,0.21754568815231323,0.24708621203899384,0.2868576645851135,0.34004098176956177,0.33636292815208435,0.2214049994945526,0.23234744369983673,0.217405766248703,0.25973811745643616,0.3977442979812622,0.2304183840751648,0.16272737085819244
charged,0.11657407134771347,0.12999585270881653,0.1953027844429016,0.18427717685699463,0.21603477001190186,0.12207630276679993,0.11281967163085938,0.1373937875032425,0.10474298149347305,0.13862676918506622,0.24120937287807465,0.11251573264598846,0.20106644928455353,0.14708377420902252,0.1305682212114334
substantial,0.25167426466941833,0.2740956246852875,0.410510390996933,0.3070415258407593,0.28158384561538696,0.19462962448596954,0.16874291002750397,0.1521105021238327,0.16708064079284668,0.16305318474769592,0.37878626585006714,0.31022194027900696,0.248609721660614,0.20812161266803741,0.25194647908210754
tuition,0.26685720682144165,0.22990037500858307,0.2825087606906891,0.20939616858959198,0.27240288257598877,0.21103782951831818,0.2392004281282425,0.22610676288604736,0.18259383738040924,0.4018059968948364,0.4304608702659607,0.3733919858932495,0.24434132874011993,0.15287505090236664,0.2023361474275589
",",0.3877100944519043,0.22659391164779663,0.36182254552841187,0.3015086054801941,0.427140474319458,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.30821847915649414,0.27141863107681274,0.20970560610294342,0.20914174616336823,0.5201468467712402,0.42079734802246094,0.31091248989105225
close,0.23030443489551544,0.20025266706943512,0.26296374201774597,0.1545615941286087,0.2293529510498047,0.14664874970912933,0.09932272881269455,0.22897687554359436,0.1656791716814041,0.12803392112255096,0.21185976266860962,0.15164151787757874,0.23149028420448303,0.3734341263771057,0.1908312737941742
to,0.391953706741333,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.45503583550453186,0.33159172534942627,0.22230617702007294,0.20300441980361938,0.21753256022930145,0.24496325850486755,0.2525014281272888,0.24335816502571106,0.45010748505592346,0.32762008905410767,0.29463258385658264
$,0.2215052843093872,0.18718640506267548,0.205519899725914,0.23203131556510925,0.22939236462116241,0.2071014642715454,0.22350311279296875,0.18137891590595245,0.2132800668478012,0.18588410317897797,0.5133980512619019,0.3338812291622162,0.21616753935813904,0.200901597738266,0.2786129117012024
"40,000",0.07296129316091537,0.08398868143558502,0.06464225053787231,0.11635923385620117,0.129033163189888,0.2117939293384552,0.305309534072876,0.18498651683330536,0.2938683331012726,0.11720176786184311,0.012638577260077,0.2528741657733917,0.24079853296279907,0.11529025435447693,0.262452632188797
annually,0.19269023835659027,0.20168066024780273,0.14739282429218292,0.09754322469234467,0.23963487148284912,0.25915855169296265,0.30001410841941833,0.2555723190307617,0.34693610668182373,0.17867563664913177,0.244855597615242,1.0000001192092896,0.29646036028862,0.2176661491394043,0.1364409476518631
for,0.3312419354915619,0.3308170735836029,0.2994346022605896,0.318512886762619,0.44038116931915283,0.2700757384300232,0.23982049524784088,0.18687109649181366,0.23720888793468475,0.18618352711200714,0.2728281319141388,0.3043476343154907,0.4322226941585541,0.22560004889965057,0.264628142118454
day,0.24381843209266663,0.20268619060516357,0.23573602735996246,0.20275387167930603,0.18630309402942657,0.2123481184244156,0.16751523315906525,0.25322622060775757,1.0,0.1850052922964096,0.22507314383983612,0.34693610668182373,0.2671984136104584,0.234546959400177,0.2141837179660797
schools,0.21555131673812866,0.12874440848827362,0.1318521499633789,0.20622693002223969,0.2118925303220749,0.13635335862636566,0.1553090214729309,0.22731362283229828,0.13669390976428986,0.7602541446685791,0.19791728258132935,0.2117832899093628,0.2632134258747101,0.23226670920848846,0.18349280953407288
in,0.39797019958496094,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.539380669593811,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.2671984136104584,0.26157811284065247,0.25200018286705017,0.29646036028862,1.0,0.3800647258758545,0.20430970191955566
