,if,the,teacher,focuses,on,maintaining,order,",",what,does,this,take,time,away,from,?
where,0.46109890937805176,0.5003893971443176,0.22545279562473297,0.20651261508464813,0.37630224227905273,0.23141402006149292,0.16017383337020874,0.3149496018886566,0.4457937180995941,0.2965966761112213,0.4012809097766876,0.31621453166007996,0.3538551926612854,0.34789830446243286,0.3713873624801636,0.24793872237205505
school,0.09458249062299728,0.22953221201896667,0.5442529320716858,0.2250528484582901,0.2388053983449936,0.10879432410001755,0.10875319689512253,0.27141863107681274,0.18774057924747467,0.1536676436662674,0.1667502373456955,0.19297656416893005,0.1853182315826416,0.1878141313791275,0.1915854513645172,0.15091250836849213
class,0.19012384116649628,0.18034407496452332,0.24741962552070618,0.14647889137268066,0.1869632750749588,0.23193475604057312,0.29659363627433777,0.1753857135772705,0.16880196332931519,0.11460405588150024,0.23250019550323486,0.1410636603832245,0.13982057571411133,0.03828289732336998,0.17733758687973022,0.12778934836387634
sizes,0.2765980362892151,0.20901863276958466,0.10689318180084229,0.167723149061203,0.21156607568264008,0.20706850290298462,0.1742851287126541,0.23186881840229034,0.24140392243862152,0.24490132927894592,0.24142161011695862,0.2101944386959076,0.21701939404010773,0.15914666652679443,0.18155129253864288,0.19520455598831177
are,0.32547882199287415,0.40399202704429626,0.09182974696159363,0.30787092447280884,0.268924742937088,0.308605819940567,0.22330260276794434,0.4062570035457611,0.29724663496017456,0.3126322329044342,0.35762670636177063,0.2774496376514435,0.24188680946826935,0.21925415098667145,0.2674213647842407,0.24591213464736938
typically,0.3996467590332031,0.33345210552215576,0.12038205564022064,0.24442358314990997,0.22215910255908966,0.4016055166721344,0.21345588564872742,0.18964512646198273,0.2460547685623169,0.31322675943374634,0.38951244950294495,0.2508386969566345,0.25760766863822937,0.1663038283586502,0.1662861853837967,0.14485043287277222
40,-0.0016345944022759795,-0.09923846274614334,-0.05775570124387741,-0.05039854347705841,-0.059229426085948944,-0.05884656310081482,-0.08178944885730743,0.019106578081846237,-0.05768606811761856,0.05612829700112343,-0.07687103748321533,0.05850881710648537,-0.10892685502767563,-0.03605502098798752,-0.09996475279331207,0.010195288807153702
to,0.4559597074985504,0.535392165184021,0.1991342306137085,0.27192121744155884,0.41031414270401,0.30344223976135254,0.35544881224632263,0.44245919585227966,0.455847829580307,0.4391997456550598,0.5759071707725525,0.4075521230697632,0.3679993152618408,0.36056286096572876,0.4069952368736267,0.29463258385658264
50,0.07099399715662003,0.03602437674999237,-0.05394598841667175,0.015702905133366585,0.05590687692165375,0.004248203709721565,0.038355182856321335,-0.025195008143782616,-0.04124141484498978,0.00387978064827621,-0.036046914756298065,0.08175496011972427,-0.0030459887348115444,0.013498671352863312,0.014360516332089901,0.030512850731611252
students,0.17794249951839447,0.25268980860710144,0.5254908204078674,0.2938173711299896,0.2211644947528839,0.19557039439678192,0.1669643670320511,0.26501646637916565,0.2380729615688324,0.18956486880779266,0.2299622893333435,0.2664281129837036,0.2281041294336319,0.1485746055841446,0.20272988080978394,0.18017297983169556
",",0.257730096578598,0.4933079481124878,0.2884024977684021,0.2549460232257843,0.49057599902153015,0.24460966885089874,0.22478096187114716,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4316047728061676,0.2881867289543152,0.3029961884021759,0.24632208049297333,0.39760664105415344,0.31091248989105225
maintaining,0.32434093952178955,0.2943509817123413,0.15192128717899323,0.326869934797287,0.2587033808231354,1.0,0.21866975724697113,0.24460966885089874,0.22433091700077057,0.29535943269729614,0.382759690284729,0.2003793567419052,0.24623054265975952,0.1710405945777893,0.1835090070962906,0.20531877875328064
order,0.20093509554862976,0.3284194767475128,0.11353614181280136,0.08851545304059982,0.17813007533550262,0.21866975724697113,1.0000001192092896,0.22478096187114716,0.16634008288383484,0.25689154863357544,0.28142353892326355,0.21998488903045654,0.16632485389709473,0.09739744663238525,0.1814235895872116,0.13725648820400238
in,0.2589588761329651,0.6662389636039734,0.22632350027561188,0.28335705399513245,0.46853652596473694,0.25680655241012573,0.24184700846672058,0.5201468467712402,0.30808621644973755,0.214483380317688,0.45205554366111755,0.21975718438625336,0.3431483507156372,0.2264246642589569,0.4274188280105591,0.20430970191955566
the,0.33724796772003174,1.0,0.17760860919952393,0.26860302686691284,0.5107308030128479,0.2943509817123413,0.3284194767475128,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6274310946464539,0.31620436906814575,0.43061500787734985,0.29030847549438477,0.40150508284568787,0.22068053483963013
classroom,0.2157466560602188,0.18035247921943665,0.41544046998023987,0.3821820616722107,0.24903182685375214,0.32979604601860046,0.19694174826145172,0.19432392716407776,0.2124699205160141,0.24587513506412506,0.2091052234172821,0.26607048511505127,0.1708240509033203,0.09880740940570831,0.11809786409139633,0.23190370202064514
can,0.5903681516647339,0.312528520822525,0.15007992088794708,0.2795509099960327,0.2772369682788849,0.2662898898124695,0.23769167065620422,0.3139454126358032,0.34502777457237244,0.5156301856040955,0.4006461203098297,0.32599925994873047,0.2720869183540344,0.2885150909423828,0.2516351342201233,0.3226337134838104
divert,0.20106610655784607,0.23905237019062042,0.12789031863212585,0.14397089183330536,0.2038147747516632,0.27648836374282837,0.19964000582695007,0.24508757889270782,0.1819566786289215,0.1957264095544815,0.21334519982337952,0.2750891149044037,0.09593557566404343,0.2393914759159088,0.13338904082775116,0.10722190886735916
the,0.33724796772003174,1.0,0.17760860919952393,0.26860302686691284,0.5107308030128479,0.2943509817123413,0.3284194767475128,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6274310946464539,0.31620436906814575,0.43061500787734985,0.29030847549438477,0.40150508284568787,0.22068053483963013
teacher,0.1576491892337799,0.17760860919952393,0.9999998807907104,0.252876877784729,0.1997784823179245,0.15192128717899323,0.11353614181280136,0.2884024977684021,0.20492632687091827,0.1430262327194214,0.15561269223690033,0.15935395658016205,0.2239663004875183,0.13339769840240479,0.17958809435367584,0.1797819435596466
from,0.23692595958709717,0.40150508284568787,0.17958809435367584,0.21390552818775177,0.36926645040512085,0.1835090070962906,0.1814235895872116,0.39760664105415344,0.2737620174884796,0.1777622550725937,0.3469814360141754,0.21964672207832336,0.2964353561401367,0.37826648354530334,1.0,0.19969791173934937
instruction,0.3391442596912384,0.24766679108142853,0.2645690441131592,0.25148671865463257,0.2302616834640503,0.3203094005584717,0.2656940519809723,0.22458750009536743,0.3581218719482422,0.24498561024665833,0.31103548407554626,0.19659313559532166,0.2606702148914337,0.1322588324546814,0.16257070004940033,0.2353983372449875
",",0.257730096578598,0.4933079481124878,0.2884024977684021,0.2549460232257843,0.49057599902153015,0.24460966885089874,0.22478096187114716,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.4316047728061676,0.2881867289543152,0.3029961884021759,0.24632208049297333,0.39760664105415344,0.31091248989105225
leaving,0.3054235577583313,0.35353413224220276,0.17993712425231934,0.21402280032634735,0.3003033995628357,0.22435754537582397,0.08944693952798843,0.2453688681125641,0.2528557777404785,0.25034797191619873,0.31203579902648926,0.38964635133743286,0.2426668405532837,0.4035615622997284,0.29836738109588623,0.11571593582630157
little,0.2399413287639618,0.2412613034248352,0.17752964794635773,0.18170204758644104,0.2574410140514374,0.13670866191387177,0.10802944004535675,0.32780832052230835,0.2614184617996216,0.25939854979515076,0.29778602719306946,0.2657829523086548,0.2187122404575348,0.21455389261245728,0.14410485327243805,0.20336517691612244
opportunity,0.2958759069442749,0.2641824185848236,0.2048538625240326,0.18393398821353912,0.20927020907402039,0.20052410662174225,0.18503962457180023,0.20449496805667877,0.2871367037296295,0.2714504897594452,0.2922716736793518,0.3079473078250885,0.2947385609149933,0.2422524243593216,0.12594996392726898,0.19524551928043365
for,0.3609124422073364,0.4739971458911896,0.23373261094093323,0.29375043511390686,0.36199691891670227,0.3654561936855316,0.16561681032180786,0.4464869201183319,0.3017193675041199,0.35159170627593994,0.5082864165306091,0.33445194363594055,0.3992156386375427,0.2117016613483429,0.314039945602417,0.264628142118454
concentration,0.21959316730499268,0.2617439329624176,0.1995552033185959,0.2065577656030655,0.1985596865415573,0.3597659170627594,0.17562079429626465,0.2576465308666229,0.2389112114906311,0.15179796516895294,0.2483668476343155,0.17084671556949615,0.22178828716278076,0.22512398660182953,0.18379421532154083,0.1292840540409088
and,0.3498523235321045,0.5171257257461548,0.27571162581443787,0.26309964060783386,0.4077630043029785,0.33130741119384766,0.2671266496181488,0.6633074283599854,0.31309178471565247,0.3461615741252899,0.42353692650794983,0.296702116727829,0.3025408685207367,0.3249220848083496,0.3601827025413513,0.20544172823429108
focus,0.1706700176000595,0.25318023562431335,0.21173880994319916,0.7032146453857422,0.3158062696456909,0.3073556423187256,0.13735231757164001,0.23845507204532623,0.32940709590911865,0.18861687183380127,0.31017357110977173,0.27597475051879883,0.20344704389572144,0.21932806074619293,0.22077937424182892,0.23925252258777618
on,0.24549968540668488,0.5107308030128479,0.1997784823179245,0.32762500643730164,0.9999999403953552,0.2587033808231354,0.17813007533550262,0.49057599902153015,0.34226128458976746,0.2568802833557129,0.4193967580795288,0.27423644065856934,0.30044233798980713,0.20892785489559174,0.36926645040512085,0.2714994251728058
what,0.5277165174484253,0.42745697498321533,0.20492632687091827,0.27091580629348755,0.34226128458976746,0.22433091700077057,0.16634008288383484,0.3087472915649414,0.9999998807907104,0.38564667105674744,0.5489566326141357,0.3275112509727478,0.36319252848625183,0.2797873020172119,0.2737620174884796,0.5051238536834717
is,0.30927813053131104,0.5823672413825989,0.2001669555902481,0.3330233693122864,0.3635730445384979,0.2436516433954239,0.19403748214244843,0.4691906273365021,0.28837618231773376,0.4403602182865143,0.480927973985672,0.22669753432273865,0.25187405943870544,0.21884818375110626,0.27355384826660156,0.22961433231830597
being,0.4287751317024231,0.419739305973053,0.21180836856365204,0.2356254756450653,0.3119087219238281,0.37355130910873413,0.23337748646736145,0.34499165415763855,0.3760843276977539,0.25347548723220825,0.41604986786842346,0.25119996070861816,0.3508506119251251,0.3183232545852661,0.32622846961021423,0.26743772625923157
taught,0.10508361458778381,0.17271466553211212,0.6244673132896423,0.32563090324401855,0.19653385877609253,0.15763206779956818,0.13130761682987213,0.2902868986129761,0.25590506196022034,0.17069995403289795,0.14892244338989258,0.16704510152339935,0.2296263873577118,0.21404781937599182,0.19041840732097626,0.18297621607780457
.,0.421799898147583,0.5934505462646484,0.225234717130661,0.2219461053609848,0.49257001280784607,0.270745187997818,0.20712141692638397,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.500583827495575,0.3045158088207245,0.371569961309433,0.27494382858276367,0.41536515951156616,0.4130953550338745
