,when,was,the,old,truman,brewery,founded,?
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.31015273928642273,0.24538056552410126,0.2840350568294525,0.22068053483963013
old,0.36291906237602234,0.2867572605609894,0.31849798560142517,1.0000001192092896,0.14465829730033875,0.2279251366853714,0.13734862208366394,0.20577076077461243
truman,0.21021345257759094,0.24327309429645538,0.31015273928642273,0.14465829730033875,0.9999999403953552,0.1361638307571411,0.08930406719446182,0.194089874625206
brewery,0.1560528427362442,0.2491096705198288,0.24538056552410126,0.2279251366853714,0.1361638307571411,0.9999999403953552,0.33979547023773193,0.1132412925362587
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26524028182029724,0.24336835741996765,0.20606157183647156,0.24976085126399994,0.31091248989105225
then,0.6026323437690735,0.27044644951820374,0.4297412931919098,0.21906925737857819,0.16460558772087097,0.12179642915725708,0.1475810408592224,0.2884598970413208
known,0.1836930811405182,0.35203275084495544,0.3624623417854309,0.17766082286834717,0.10715583711862564,0.1351463943719864,0.300502210855484,0.18314571678638458
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.24722114205360413,0.19412603974342346,0.1119457483291626,0.2213044911623001,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.31015273928642273,0.24538056552410126,0.2840350568294525,0.22068053483963013
black,0.1860525906085968,0.1419273465871811,0.28466513752937317,0.1649647355079651,0.2084193080663681,0.1743713617324829,0.13408136367797852,0.15159966051578522
eagle,0.11829635500907898,0.17317700386047363,0.23641538619995117,0.17825494706630707,0.2346482127904892,0.10736817121505737,0.0940147116780281,0.21301716566085815
brewery,0.1560528427362442,0.2491096705198288,0.24538056552410126,0.2279251366853714,0.1361638307571411,0.9999999403953552,0.33979547023773193,0.1132412925362587
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26524028182029724,0.24336835741996765,0.20606157183647156,0.24976085126399994,0.31091248989105225
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2867572605609894,0.24327309429645538,0.2491096705198288,0.36917948722839355,0.18412111699581146
founded,0.16657374799251556,0.36917948722839355,0.2840350568294525,0.13734862208366394,0.08930406719446182,0.33979547023773193,1.0000001192092896,0.09119737893342972
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2865324318408966,0.2614406943321228,0.2731969952583313,0.24877111613750458,0.20430970191955566
1724,0.05069209635257721,0.07847162336111069,0.16080833971500397,0.09086970239877701,0.015691300854086876,0.09908217191696167,0.15893888473510742,0.13111154735088348
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.32390445470809937,0.2815614938735962,0.2307085245847702,0.23141497373580933,0.4130953550338745
