,when,sunday,night,football,premiered,",",to,which,network,did,monday,night,football,move,?
in,0.4431333839893341,0.20307813584804535,0.24847309291362762,0.2378888875246048,0.2717820405960083,0.5201468467712402,0.45010748505592346,0.4840516746044159,0.19496823847293854,0.2593238651752472,0.20201818645000458,0.24847309291362762,0.2378888875246048,0.23030683398246765,0.20430970191955566
1970,-0.0318862646818161,0.034167759120464325,0.015164341777563095,0.016656825318932533,-0.05771004781126976,0.10338303446769714,-0.011698837392032146,-0.04974441975355148,-0.10104920715093613,0.019275525584816933,0.00610079150646925,0.015164341777563095,0.016656825318932533,0.02485073171555996,-0.007446378003805876
",",0.36674630641937256,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.2616419196128845,1.0000001192092896,0.44245919585227966,0.3658004403114319,0.1932937651872635,0.3015086054801941,0.28260287642478943,0.24717365205287933,0.25483596324920654,0.25767531991004944,0.31091248989105225
abc,0.13294127583503723,0.29011502861976624,0.21145369112491608,0.17121970653533936,0.40666091442108154,0.2097204476594925,0.1762417107820511,0.1991286277770996,0.4295894205570221,0.13353709876537323,0.32618746161460876,0.21145369112491608,0.17121970653533936,0.10701066255569458,0.19065172970294952
debuted,0.16806688904762268,0.2930837869644165,0.2687590420246124,0.1971091479063034,0.499764621257782,0.23864160478115082,0.17721480131149292,0.17272479832172394,0.28641700744628906,0.19454216957092285,0.2709360420703888,0.2687590420246124,0.1971091479063034,0.16329075396060944,0.12089905142784119
monday,0.24647113680839539,0.7889693379402161,0.42339426279067993,0.22461774945259094,0.3579694628715515,0.28260287642478943,0.2069530338048935,0.21807469427585602,0.308909147977829,0.17025557160377502,1.0000001192092896,0.42339426279067993,0.22461774945259094,0.16813494265079498,0.21348176896572113
night,0.23696854710578918,0.37626081705093384,0.9999998807907104,0.12548060715198517,0.30214032530784607,0.24717365205287933,0.1691640168428421,0.24596846103668213,0.1915563941001892,0.22770699858665466,0.42339426279067993,0.9999998807907104,0.12548060715198517,0.1497889757156372,0.13794848322868347
football,0.17074745893478394,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.18013375997543335,0.25483596324920654,0.14816443622112274,0.18762435019016266,0.1768580824136734,0.1318265050649643,0.22461774945259094,0.12548060715198517,0.9999999403953552,0.14015422761440277,0.14957410097122192
as,0.4437963366508484,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18552646040916443,0.48816442489624023,0.42092081904411316,0.41006597876548767,0.2054080367088318,0.3596470057964325,0.163418248295784,0.1724044382572174,0.17312440276145935,0.2628210484981537,0.27043893933296204
part,0.35435768961906433,0.1803709715604782,0.16764262318611145,0.1834224909543991,0.20548182725906372,0.3376222252845764,0.2875264883041382,0.4460882246494293,0.20589607954025269,0.23558001220226288,0.1885051131248474,0.16764262318611145,0.1834224909543991,0.1618865728378296,0.08557961881160736
of,0.3757161796092987,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.17575117945671082,0.4946078956127167,0.41548454761505127,0.5011631846427917,0.21800683438777924,0.2513895630836487,0.11139426380395889,0.19958451390266418,0.2184123694896698,0.19058799743652344,0.1826142966747284
its,0.34032323956489563,0.14083854854106903,0.21172314882278442,0.13360072672367096,0.23301424086093903,0.33157986402511597,0.3691340684890747,0.5154205560684204,0.25264307856559753,0.19922670722007751,0.1613430678844452,0.21172314882278442,0.13360072672367096,0.20699678361415863,0.15103481709957123
monday,0.24647113680839539,0.7889693379402161,0.42339426279067993,0.22461774945259094,0.3579694628715515,0.28260287642478943,0.2069530338048935,0.21807469427585602,0.308909147977829,0.17025557160377502,1.0000001192092896,0.42339426279067993,0.22461774945259094,0.16813494265079498,0.21348176896572113
prime,0.1445009857416153,0.20714670419692993,0.11436092853546143,0.20983277261257172,0.16997262835502625,0.2565026581287384,0.2015804797410965,0.1615363508462906,0.13376174867153168,0.15196266770362854,0.17967011034488678,0.11436092853546143,0.20983277261257172,0.09879493713378906,0.11276303976774216
time,0.4363728165626526,0.2897907495498657,0.3131670653820038,0.13766008615493774,0.1958419531583786,0.3029961884021759,0.3679993152618408,0.325231671333313,0.21207119524478912,0.3567926585674286,0.2714548408985138,0.3131670653820038,0.13766008615493774,0.2723138630390167,0.27391523122787476
schedule,0.24275629222393036,0.249436616897583,0.3361392319202423,0.09571406245231628,0.2886052429676056,0.183579683303833,0.2847902476787567,0.2934156060218811,0.282244473695755,0.2402072250843048,0.3547651171684265,0.3361392319202423,0.09571406245231628,0.17764686048030853,0.16743622720241547
;,0.022927695885300636,-0.02411799319088459,0.04077698662877083,0.030621366575360298,0.08120591193437576,0.04938793554902077,0.0979827418923378,-0.01244901679456234,0.0031561139039695263,0.10727239400148392,-0.10022348910570145,0.04077698662877083,0.030621366575360298,-0.0023434634786099195,0.10349778085947037
the,0.5091903209686279,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.2763466238975525,0.4933079481124878,0.535392165184021,0.6521818041801453,0.27187061309814453,0.34736719727516174,0.2114151269197464,0.2817382514476776,0.18794101476669312,0.29817628860473633,0.22068053483963013
program,0.2301054745912552,0.19545039534568787,0.21970747411251068,0.11330968886613846,0.2522561252117157,0.17760658264160156,0.23681028187274933,0.3116832673549652,0.4167900085449219,0.18915289640426636,0.24175584316253662,0.21970747411251068,0.11330968886613846,0.14385069906711578,0.1440187245607376
became,0.32363733649253845,0.15527163445949554,0.16942071914672852,0.19428984820842743,0.23541861772537231,0.2798398435115814,0.20401327311992645,0.17613163590431213,0.12052763253450394,0.3632316589355469,0.17294248938560486,0.16942071914672852,0.19428984820842743,0.14308784902095795,0.11374033987522125
a,0.44397395849227905,0.20919300615787506,0.23192226886749268,0.20103967189788818,0.14552542567253113,0.427140474319458,0.45503583550453186,0.56894451379776,0.17299489676952362,0.2552328109741211,0.18311689794063568,0.23192226886749268,0.20103967189788818,0.2925316393375397,0.23916715383529663
hit,0.30746638774871826,0.1613759547472,0.2154874950647354,0.14675010740756989,0.2664394974708557,0.2842342257499695,0.20389078557491302,0.2796591818332672,0.12856529653072357,0.2622179090976715,0.14884932339191437,0.2154874950647354,0.14675010740756989,0.28389880061149597,0.14460130035877228
for,0.43402108550071716,0.2186100333929062,0.16021959483623505,0.23134100437164307,0.15095366537570953,0.4464869201183319,0.4451248347759247,0.44095608592033386,0.253274142742157,0.318512886762619,0.23415252566337585,0.16021959483623505,0.23134100437164307,0.21230614185333252,0.264628142118454
the,0.5091903209686279,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.2763466238975525,0.4933079481124878,0.535392165184021,0.6521818041801453,0.27187061309814453,0.34736719727516174,0.2114151269197464,0.2817382514476776,0.18794101476669312,0.29817628860473633,0.22068053483963013
network,0.19011130928993225,0.28743264079093933,0.1915563941001892,0.1768580824136734,0.3517354428768158,0.1932937651872635,0.25940340757369995,0.27261900901794434,1.0000001192092896,0.08572790026664734,0.308909147977829,0.1915563941001892,0.1768580824136734,0.15024018287658691,0.17853789031505585
and,0.4716290831565857,0.17908036708831787,0.2350444346666336,0.1999056488275528,0.18313167989253998,0.6633074283599854,0.48971283435821533,0.506277859210968,0.27591994404792786,0.34479495882987976,0.16313517093658447,0.2350444346666336,0.1999056488275528,0.2671177089214325,0.20544172823429108
served,0.1625121384859085,0.12625552713871002,0.08944311738014221,0.1813560128211975,0.21539954841136932,0.2739005386829376,0.13321098685264587,0.057302094995975494,0.18245737254619598,0.19789284467697144,0.15468665957450867,0.08944311738014221,0.1813560128211975,0.10047059506177902,0.117141492664814
