,where,did,french,fur,trappers,travel,?
french,0.17587623000144958,0.1584041714668274,1.0000001192092896,0.1437625288963318,0.27212685346603394,0.16488997638225555,0.1386883556842804
fur,0.11958502978086472,0.2239396870136261,0.1437625288963318,0.9999999403953552,0.35761311650276184,0.20288744568824768,0.09315495193004608
traders,0.2594403326511383,0.1945924609899521,0.2382626235485077,0.43254444003105164,0.4618077576160431,0.3399558365345001,0.12585791945457458
and,0.43859338760375977,0.34479495882987976,0.32751965522766113,0.24796263873577118,0.25854119658470154,0.24324584007263184,0.20544172823429108
trappers,0.21022826433181763,0.19505266845226288,0.27212685346603394,0.35761311650276184,1.0000001192092896,0.2539452910423279,0.08951139450073242
traveled,0.28440287709236145,0.23579704761505127,0.1567663848400116,0.1818743497133255,0.1853611022233963,0.6758591532707214,0.08119475841522217
throughout,0.34492164850234985,0.194510817527771,0.11256278306245804,0.14432451128959656,0.16736051440238953,0.23713932931423187,0.12665234506130219
the,0.5003893971443176,0.34736719727516174,0.2555147111415863,0.24555368721485138,0.25694549083709717,0.2857808768749237,0.22068053483963013
st.,0.21031931042671204,0.11965964734554291,0.16073863208293915,0.19830811023712158,0.20802989602088928,0.14850904047489166,0.13592876493930817
lawrence,0.24223731458187103,0.1311074197292328,0.20269858837127686,0.13814523816108704,0.15891990065574646,0.12167000025510788,0.1681434065103531
and,0.43859338760375977,0.34479495882987976,0.32751965522766113,0.24796263873577118,0.25854119658470154,0.24324584007263184,0.20544172823429108
mississippi,0.17517155408859253,0.24067096412181854,0.20484478771686554,0.21706978976726532,0.3188590407371521,0.13043083250522614,0.1548103243112564
watersheds,0.2237807810306549,0.022075721994042397,0.10409868508577347,0.3014310896396637,0.1706615537405014,0.2552156448364258,0.16833408176898956
",",0.3149496018886566,0.3015086054801941,0.28806620836257935,0.22845162451267242,0.2562066912651062,0.2159072756767273,0.31091248989105225
did,0.24159270524978638,1.0,0.1584041714668274,0.2239396870136261,0.19505266845226288,0.11813092976808548,0.3023456633090973
business,0.21156923472881317,0.24531014263629913,0.17644880712032318,0.2531130015850067,0.27838894724845886,0.24033132195472717,0.1545659303665161
with,0.4142743945121765,0.25472134351730347,0.1637353003025055,0.15526191890239716,0.23718556761741638,0.14772900938987732,0.2433311939239502
local,0.2570968568325043,0.1319427639245987,0.12528680264949799,0.08863918483257294,0.16442252695560455,0.13046887516975403,0.15022775530815125
tribes,0.18410277366638184,0.17429257929325104,0.09831087291240692,0.22566460072994232,0.2602285146713257,0.12140760570764542,0.08824794739484787
",",0.3149496018886566,0.3015086054801941,0.28806620836257935,0.22845162451267242,0.2562066912651062,0.2159072756767273,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.32751965522766113,0.24796263873577118,0.25854119658470154,0.24324584007263184,0.20544172823429108
often,0.4629369378089905,0.26973026990890503,0.22370901703834534,0.19210456311702728,0.2635006010532379,0.2515290379524231,0.23748154938220978
married,0.14603418111801147,0.199991375207901,0.15821267664432526,0.18272969126701355,0.17241136729717255,0.15012513101100922,0.18062160909175873
indian,0.16686904430389404,0.13855396211147308,0.32775163650512695,0.1785898208618164,0.0724194124341011,0.10062380135059357,0.09909533709287643
women,0.15865963697433472,0.24222777783870697,0.24588030576705933,0.22503235936164856,0.19314676523208618,0.14139948785305023,0.1616753786802292
.,0.41390106081962585,0.35288307070732117,0.2480926215648651,0.22751449048519135,0.25746825337409973,0.22954578697681427,0.4130953550338745
