,what,did,tesla,do,with,his,patents,causing,him,to,lose,them,?
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.2845253646373749,0.7171558737754822,0.14175869524478912,0.17542627453804016,0.6241704225540161,0.385390967130661,0.23491106927394867,0.3947606682777405,0.2089974731206894
even,0.40872135758399963,0.45816805958747864,0.16614298522472382,0.4404686391353607,0.38442325592041016,0.2842361330986023,0.16317211091518402,0.3735033869743347,0.376695841550827,0.46467068791389465,0.3786570131778717,0.5696951150894165,0.30082517862319946
lost,0.198215052485466,0.30779293179512024,0.0778714269399643,0.18240030109882355,0.18925613164901733,0.310515820980072,0.12386774271726608,0.23423458635807037,0.27329984307289124,0.23270919919013977,0.5714375972747803,0.24758267402648926,0.15261413156986237
control,0.2821830213069916,0.22942528128623962,0.17258068919181824,0.21350030601024628,0.2059466540813446,0.19246335327625275,0.19844435155391693,0.2705698311328888,0.22454513609409332,0.28164729475975037,0.29124343395233154,0.2712046802043915,0.1620711386203766
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.26150479912757874,0.41827285289764404,0.38364991545677185,0.17704786360263824,0.2885251045227051,0.2764812409877777,0.41548454761505127,0.2904243767261505,0.34503093361854553,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.30239659547805786,0.4223487675189972,0.4394008219242096,0.20236903429031372,0.2816545367240906,0.39213326573371887,0.535392165184021,0.29030492901802063,0.4788833558559418,0.22068053483963013
patents,0.16317835450172424,0.19803202152252197,0.352291464805603,0.15206646919250488,0.1744491159915924,0.1780233383178711,1.0,0.12552370131015778,0.20005428791046143,0.2135588526725769,0.1253369003534317,0.28991585969924927,0.1148110032081604
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.2845253646373749,0.7171558737754822,0.14175869524478912,0.17542627453804016,0.6241704225540161,0.385390967130661,0.23491106927394867,0.3947606682777405,0.2089974731206894
had,0.23849567770957947,0.540525496006012,0.12050733715295792,0.24590566754341125,0.4739086329936981,0.4401516616344452,0.17608098685741425,0.30104365944862366,0.3950670063495636,0.37984350323677063,0.2950643002986908,0.3781377673149109,0.20728366076946259
generated,0.2341722995042801,0.14731889963150024,0.2448459267616272,0.2677361071109772,0.23130899667739868,0.10346584022045135,0.27397745847702026,0.31857621669769287,0.09232240170240402,0.2428233027458191,0.15955233573913574,0.22348324954509735,0.28358349204063416
since,0.29783400893211365,0.27613121271133423,0.16858826577663422,0.21944737434387207,0.3120420575141907,0.25658485293388367,0.16474755108356476,0.21292437613010406,0.19738169014453888,0.3733763098716736,0.2733592391014099,0.26926639676094055,0.2876587212085724
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.2845253646373749,0.7171558737754822,0.14175869524478912,0.17542627453804016,0.6241704225540161,0.385390967130661,0.23491106927394867,0.3947606682777405,0.2089974731206894
had,0.23849567770957947,0.540525496006012,0.12050733715295792,0.24590566754341125,0.4739086329936981,0.4401516616344452,0.17608098685741425,0.30104365944862366,0.3950670063495636,0.37984350323677063,0.2950643002986908,0.3781377673149109,0.20728366076946259
assigned,0.19956302642822266,0.20200538635253906,0.1414591521024704,0.19536441564559937,0.3597745895385742,0.20322267711162567,0.18948301672935486,0.1906021535396576,0.20659366250038147,0.33200594782829285,0.1875334233045578,0.283934623003006,0.1908780038356781
them,0.4994642734527588,0.44189682602882385,0.13284409046173096,0.4653012752532959,0.4064640402793884,0.4171713590621948,0.28991585969924927,0.3328600525856018,0.6158271431922913,0.5916602611541748,0.3930041193962097,1.0,0.35435691475868225
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.38876664638519287,0.4239959120750427,0.3715193271636963,0.2135588526725769,0.32551613450050354,0.4702378511428833,1.0,0.33073529601097107,0.5916602611541748,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.30239659547805786,0.4223487675189972,0.4394008219242096,0.20236903429031372,0.2816545367240906,0.39213326573371887,0.535392165184021,0.29030492901802063,0.4788833558559418,0.22068053483963013
company,0.2333769053220749,0.16800642013549805,0.23045730590820312,0.11940434575080872,0.24132338166236877,0.21722809970378876,0.3766961097717285,0.12604928016662598,0.18373318016529083,0.24903783202171326,0.15125517547130585,0.21166832745075226,0.12195809185504913
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.23402775824069977,0.4080928862094879,0.3598145842552185,0.20229753851890564,0.25844457745552063,0.2284061461687088,0.45010748505592346,0.26334479451179504,0.29119014739990234,0.20430970191955566
lieu,0.17932625114917755,0.1156768649816513,0.09913017600774765,0.11483462899923325,0.15922321379184723,0.21008965373039246,0.09737870842218399,0.1079050675034523,0.1633196324110031,0.20244576036930084,0.1489051878452301,0.1717071831226349,0.18667685985565186
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.26150479912757874,0.41827285289764404,0.38364991545677185,0.17704786360263824,0.2885251045227051,0.2764812409877777,0.41548454761505127,0.2904243767261505,0.34503093361854553,0.1826142966747284
stock,0.13911938667297363,0.0815865769982338,0.17497079074382782,0.11250323057174683,0.16184626519680023,0.10861187428236008,0.23210355639457703,0.12816676497459412,0.09514129906892776,0.18901140987873077,0.054156530648469925,0.20546980202198029,0.14784406125545502
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.3613996207714081,0.4446153938770294,0.3119256794452667,0.21918348968029022,0.23749417066574097,0.30228540301322937,0.4645031690597534,0.28971824049949646,0.39945515990257263,0.4130953550338745
