,what,was,the,first,international,event,broadcast,by,abc,?
leonard,0.1570405662059784,0.2949611246585846,0.16797682642936707,0.22146934270858765,0.13873064517974854,0.07671120017766953,0.21781599521636963,0.21996533870697021,0.16451872885227203,0.1752568930387497
goldenson,0.24370093643665314,0.2537340223789215,0.28907305002212524,0.2541672885417938,0.19542086124420166,0.13497722148895264,0.18705016374588013,0.22953177988529205,0.29072654247283936,0.2495560646057129
said,0.3951668441295624,0.43711766600608826,0.3024602234363556,0.25976017117500305,0.18544115126132965,0.1805555522441864,0.18640871345996857,0.29746580123901367,0.1494532823562622,0.28991883993148804
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.16969050467014313,0.3453879952430725,0.267183780670166,0.37496164441108704,0.17440107464790344,0.32716336846351624
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.13385500013828278,0.17161907255649567,0.4876510202884674,0.17600902915000916,1.0000001192092896,0.19065172970294952
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.021212328225374222,0.026449335739016533,0.0797032043337822,-0.010884488001465797,0.06670809537172318,-0.023395681753754616
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.2390974909067154,0.2614595890045166,0.2604263722896576,0.3877052962779999,0.2403600513935089,0.18701928853988647
international,0.10870302468538284,0.22185437381267548,0.23719607293605804,0.2390974909067154,1.0,0.20510634779930115,0.2048042118549347,0.18733210861682892,0.13385500013828278,0.15335838496685028
activity,0.28365153074264526,0.19770246744155884,0.28331097960472107,0.18028779327869415,0.1754825860261917,0.2693786323070526,0.06499265879392624,0.14420075714588165,0.10319694131612778,0.19043973088264465
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.22185437381267548,0.28341150283813477,0.24068336188793182,0.4752357602119446,0.21565799415111542,0.18412111699581146
broadcasting,0.18499015271663666,0.25895166397094727,0.29916465282440186,0.2611231207847595,0.3041333854198456,0.24981042742729187,0.843898594379425,0.21592620015144348,0.45669859647750854,0.10870421677827835
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.23719607293605804,0.2960145175457001,0.2713715434074402,0.4408751428127289,0.2068762183189392,0.22068053483963013
coronation,0.19274286925792694,0.29637712240219116,0.27051475644111633,0.24982531368732452,0.17417298257350922,0.2629031240940094,0.32338571548461914,0.21277077496051788,0.16700118780136108,0.14919395744800568
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.23367412388324738,0.19878064095973969,0.20155203342437744,0.3646814823150635,0.14607268571853638,0.1826142966747284
queen,0.18133950233459473,0.24258024990558624,0.24681736528873444,0.24891184270381927,0.14370158314704895,0.15033692121505737,0.17423155903816223,0.16843727231025696,0.14657899737358093,0.17460165917873383
elizabeth,0.18697009980678558,0.26819300651550293,0.19892844557762146,0.18844634294509888,0.16063790023326874,0.13721448183059692,0.17167843878269196,0.19482557475566864,0.1648840308189392,0.157150536775589
ii,0.13866674900054932,0.25630512833595276,0.2631464898586273,0.30262091755867004,0.09058304131031036,0.12953807413578033,0.21092024445533752,0.25569188594818115,0.12849192321300507,0.11928234249353409
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.26377472281455994,0.27304479479789734,0.26723843812942505,0.370934396982193,0.1697147786617279,0.20430970191955566
june,0.2171148657798767,0.42821118235588074,0.24568822979927063,0.2872718572616577,0.16988010704517365,0.20712706446647644,0.27800387144088745,0.19631804525852203,0.22739821672439575,0.31416764855384827
1953,-0.022929862141609192,0.09139815717935562,0.10330186039209366,0.07000213116407394,0.0366988368332386,0.0011038498487323523,0.09299812465906143,0.05886196345090866,0.027935892343521118,-0.048926934599876404
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.07760433852672577,0.08798732608556747,0.010941234417259693,0.009912485256791115,0.10469875484704971,-0.0012340332614257932,0.10349778085947037
cbs,0.1950361132621765,0.26256829500198364,0.2283918708562851,0.23310497403144836,0.19407843053340912,0.20564450323581696,0.5521507263183594,0.19215300679206848,0.636570394039154,0.14594407379627228
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.2444424331188202,0.17869816720485687,0.22526025772094727,0.4289871156215668,0.16453155875205994,0.20544172823429108
nbc,0.1638578325510025,0.251334547996521,0.20618264377117157,0.2653513252735138,0.18539787828922272,0.19963039457798004,0.5847012996673584,0.16605262458324432,0.63486248254776,0.1680917739868164
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.3285558819770813,0.11458832025527954,0.22349928319454193,0.12331408262252808,0.4406847059726715,0.09045279771089554,0.17890112102031708
unable,0.2877064049243927,0.1734246462583542,0.29094135761260986,0.27230003476142883,0.14082583785057068,0.23906637728214264,0.1581355333328247,0.2509508430957794,0.10867287218570709,0.1804998219013214
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21173149347305298,0.2585321366786957,0.2326623648405075,0.33534231781959534,0.1762417107820511,0.29463258385658264
cover,0.19970405101776123,0.188062384724617,0.26727065443992615,0.21017765998840332,0.08235329389572144,0.1587114781141281,0.24097208678722382,0.20553752779960632,0.13308385014533997,0.18414615094661713
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.23719607293605804,0.2960145175457001,0.2713715434074402,0.4408751428127289,0.2068762183189392,0.22068053483963013
coronation,0.19274286925792694,0.29637712240219116,0.27051475644111633,0.24982531368732452,0.17417298257350922,0.2629031240940094,0.32338571548461914,0.21277077496051788,0.16700118780136108,0.14919395744800568
live,0.20532001554965973,0.18769018352031708,0.2995128035545349,0.20244593918323517,0.05814843997359276,0.11656948924064636,0.2711573839187622,0.08095370978116989,0.20379731059074402,0.19481121003627777
due,0.15204688906669617,0.29011407494544983,0.22577603161334991,0.16485638916492462,0.19547925889492035,0.21263866126537323,0.14409776031970978,0.22024279832839966,0.13995635509490967,0.10954997688531876
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21173149347305298,0.2585321366786957,0.2326623648405075,0.33534231781959534,0.1762417107820511,0.29463258385658264
respective,0.29216688871383667,0.2001398652791977,0.3637433648109436,0.30184757709503174,0.2589692175388336,0.1780720055103302,0.18275251984596252,0.3077732026576996,0.117442786693573,0.2512778639793396
issues,0.33279702067375183,0.2080516368150711,0.2638932764530182,0.21679075062274933,0.20026880502700806,0.25328558683395386,0.19305579364299774,0.17440913617610931,0.18246594071388245,0.320565789937973
