,what,was,maxwell,'s,job,?
the,0.42745697498321533,0.48711544275283813,0.17684456706047058,-0.01540423184633255,0.24242734909057617,0.22068053483963013
plan,0.2947953939437866,0.2407723069190979,0.08164757490158081,0.014385199174284935,0.24977274239063263,0.1961054503917694
was,0.22111038863658905,1.0000001192092896,0.22255125641822815,0.008974763564765453,0.2396165430545807,0.18412111699581146
",",0.3087472915649414,0.45456063747406006,0.2861239016056061,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
at,0.2838611304759979,0.36707764863967896,0.1269863396883011,-0.08481216430664062,0.249663844704628,0.21978627145290375
least,0.3337163031101227,0.20791326463222504,0.12485170364379883,0.05887432023882866,0.15645146369934082,0.28866854310035706
provisionally,0.23496507108211517,0.37935325503349304,0.12285478413105011,0.034752801060676575,0.17696735262870789,0.12487392872571945
approved,0.23795665800571442,0.27298814058303833,0.10867229849100113,-0.004867183975875378,0.2533628046512604,0.25914356112480164
by,0.2455483376979828,0.4752357602119446,0.1799612194299698,-0.010884488001465797,0.1799783706665039,0.17966607213020325
then,0.4072686731815338,0.27044644951820374,0.19171103835105896,0.010921895503997803,0.29262036085128784,0.2884598970413208
superintendent,0.17211037874221802,0.33779042959213257,0.3209334909915924,-0.016589444130659103,0.26463332772254944,0.08918596059083939
of,0.33290785551071167,0.4069072902202606,0.1715129315853119,-0.03817026689648628,0.2253132164478302,0.1826142966747284
new,0.2130378633737564,0.2748313844203949,0.14903832972049713,-0.008355522528290749,0.23716533184051514,0.14782847464084625
york,0.15652963519096375,0.2746913433074951,0.22411835193634033,-0.02817569300532341,0.2013859897851944,0.15262620151042938
city,0.17493832111358643,0.3188765048980713,0.1770714819431305,0.004406440537422895,0.18372967839241028,0.13423943519592285
schools,0.1820785105228424,0.19736053049564362,0.13744525611400604,0.003616944421082735,0.17180219292640686,0.18349280953407288
",",0.3087472915649414,0.45456063747406006,0.2861239016056061,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
william,0.24990826845169067,0.28444796800613403,0.2856103777885437,0.00675395829603076,0.10514898598194122,0.14462219178676605
h.,-0.13654984533786774,-0.3056058883666992,-0.2255363166332245,0.06923554092645645,-0.3103887438774109,-0.10847286134958267
maxwell,0.16099268198013306,0.22255125641822815,1.0000001192092896,0.06150125339627266,0.22384300827980042,0.14406277239322662
.,0.3567904531955719,0.40146201848983765,0.18446774780750275,-0.003708066651597619,0.2807863652706146,0.4130953550338745
