,whic,carolina,panthers,running,back,was,waived,?
despite,0.24762457609176636,0.17361785471439362,0.1696106642484665,0.20684993267059326,0.27510741353034973,0.3650621473789215,0.27699387073516846,0.14350546896457672
waiving,0.2917155623435974,0.26358741521835327,0.33846792578697205,0.3843313753604889,0.28858157992362976,0.269802987575531,0.6036430597305298,0.242996484041214
longtime,0.20873524248600006,0.19550731778144836,0.25195038318634033,0.23040342330932617,0.17955482006072998,0.3365395665168762,0.2422405332326889,0.07657656818628311
running,0.30354857444763184,0.12100528925657272,0.1742893010377884,1.0,0.27002400159835815,0.20939749479293823,0.19243916869163513,0.15679655969142914
back,0.21747799217700958,0.15576092898845673,0.24408011138439178,0.27002400159835815,0.9999999403953552,0.2438982129096985,0.220118448138237,0.2397768795490265
deangelo,0.052548136562108994,0.2874116897583008,0.2667361795902252,0.13512462377548218,0.15211942791938782,0.2827065587043762,0.14481139183044434,0.18370559811592102
williams,0.17894785106182098,0.22131896018981934,0.2933593690395355,0.2355404794216156,0.16734346747398376,0.23317138850688934,0.1541997790336609,0.1924409717321396
and,0.31224119663238525,0.22423055768013,0.2230100929737091,0.29286429286003113,0.32774487137794495,0.3740963041782379,0.13948597013950348,0.20544172823429108
losing,0.19742535054683685,0.1639697253704071,0.19497670233249664,0.31044504046440125,0.23896577954292297,0.224553182721138,0.2190951257944107,0.15056444704532623
top,0.22379867732524872,0.19100475311279297,0.20028118789196014,0.1793776899576187,0.22268046438694,0.1381647288799286,0.1411280483007431,0.17265194654464722
wide,0.29693329334259033,0.1462310254573822,0.21128936111927032,0.26102083921432495,0.19097882509231567,0.15524455904960632,0.12822005152702332,0.12719376385211945
receiver,0.23106561601161957,0.19075524806976318,0.3002510964870453,0.22452443838119507,0.23621419072151184,0.18964196741580963,0.20237857103347778,0.11587938666343689
kelvin,0.180268794298172,0.16270607709884644,0.1860472559928894,0.11707496643066406,0.13171808421611786,0.18117086589336395,0.11450349539518356,0.18197040259838104
benjamin,0.1579364389181137,0.16624823212623596,0.16550496220588684,0.16809289157390594,0.16282713413238525,0.2437800019979477,0.16477403044700623,0.20336422324180603
to,0.32886266708374023,0.23296888172626495,0.2185782641172409,0.23381315171718597,0.4675939381122589,0.3636345863342285,0.2857024669647217,0.29463258385658264
a,0.33696019649505615,0.1979188621044159,0.2255268394947052,0.30176547169685364,0.31908270716667175,0.4508470594882965,0.19205118715763092,0.23916715383529663
torn,0.1963917315006256,0.2112542986869812,0.2421046644449234,0.270994633436203,0.2605397403240204,0.2938840091228485,0.22743041813373566,0.13564015924930573
acl,0.21758735179901123,0.25138425827026367,0.34984248876571655,0.14905574917793274,0.20832140743732452,0.14903591573238373,0.20422875881195068,0.14736860990524292
in,0.20589488744735718,0.2380082756280899,0.2115829735994339,0.2874506413936615,0.25397348403930664,0.45514053106307983,0.22989791631698608,0.20430970191955566
the,0.31866246461868286,0.24749229848384857,0.2602776288986206,0.28883472084999084,0.3612101674079895,0.48711544275283813,0.2346092015504837,0.22068053483963013
preseason,0.2945314645767212,0.3035641610622406,0.5198215246200562,0.2910609841346741,0.275911420583725,0.26030197739601135,0.2832906246185303,0.13884200155735016
",",0.2421051412820816,0.2566046118736267,0.2494642585515976,0.24165967106819153,0.3066370487213135,0.45456063747406006,0.20467209815979004,0.31091248989105225
the,0.31866246461868286,0.24749229848384857,0.2602776288986206,0.28883472084999084,0.3612101674079895,0.48711544275283813,0.2346092015504837,0.22068053483963013
