,health,problems,were,lower,in,places,with,higher,levels,of,what,?
using,0.12252859026193619,0.33094343543052673,0.24272575974464417,0.14073076844215393,0.2717311978340149,0.2805408537387848,0.3917884826660156,0.19704130291938782,0.2335130125284195,0.24298200011253357,0.27984681725502014,0.2804589569568634
statistics,0.2581230103969574,0.27178698778152466,0.14250414073467255,0.1578957438468933,0.2433752715587616,0.1423967480659485,0.17174549400806427,0.20354658365249634,0.167181596159935,0.2564145624637604,0.28272849321365356,0.22886884212493896
from,0.17037683725357056,0.21618343889713287,0.29991888999938965,0.2286408692598343,0.4274188280105591,0.31089457869529724,0.26272761821746826,0.2177213728427887,0.19019560515880585,0.4249346852302551,0.2737620174884796,0.19969791173934937
23,-0.023864667862653732,0.056249987334012985,-0.05267763510346413,-0.0509292297065258,-0.00097907695453614,0.04119529947638512,-0.05092063173651695,0.001948671881109476,-0.05990574136376381,-0.01973372884094715,0.036675017327070236,0.012076443061232567
developed,0.13475114107131958,0.2071092277765274,0.2749831974506378,0.1683838963508606,0.2498214840888977,0.17548727989196777,0.257305771112442,0.1517554670572281,0.1986524611711502,0.21960023045539856,0.15555569529533386,0.10763012617826462
countries,0.25483372807502747,0.2361592799425125,0.29480284452438354,0.11025762557983398,0.3027990758419037,0.4189474880695343,0.33792537450790405,0.22563675045967102,0.25373250246047974,0.2800094783306122,0.22319257259368896,0.15128466486930847
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
the,0.2340974360704422,0.2659202516078949,0.3906462490558624,0.3463275134563446,0.6662389636039734,0.31653955578804016,0.4223487675189972,0.3292480409145355,0.286034494638443,0.733189046382904,0.42745697498321533,0.22068053483963013
50,0.07540351152420044,0.04190739989280701,0.025104328989982605,-0.03883303329348564,0.021892361342906952,-0.028285246342420578,0.08371289074420929,-0.06815095245838165,-0.006113592069596052,0.006577443331480026,-0.04124141484498978,0.030512850731611252
states,0.24974636733531952,0.178767591714859,0.19797217845916748,0.19174249470233917,0.3977442979812622,0.2728135883808136,0.21424104273319244,0.17687122523784637,0.16354893147945404,0.30884552001953125,0.21526020765304565,0.16272737085819244
of,0.28076469898223877,0.2450421154499054,0.34038281440734863,0.31757521629333496,0.5696388483047485,0.26612308621406555,0.41827285289764404,0.3096220791339874,0.23668165504932404,1.0,0.33290785551071167,0.1826142966747284
the,0.2340974360704422,0.2659202516078949,0.3906462490558624,0.3463275134563446,0.6662389636039734,0.31653955578804016,0.4223487675189972,0.3292480409145355,0.286034494638443,0.733189046382904,0.42745697498321533,0.22068053483963013
us,0.17097721993923187,0.14903272688388824,0.16323788464069366,0.1336304396390915,0.19746538996696472,0.23310069739818573,0.1991443932056427,0.194816455245018,0.08281585574150085,0.23568789660930634,0.32081687450408936,0.2742428481578827
",",0.2331448197364807,0.2596952021121979,0.36755475401878357,0.236776202917099,0.5201468467712402,0.2988786995410919,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.3087472915649414,0.31091248989105225
they,0.2121688723564148,0.3100776970386505,0.5580583214759827,0.20949095487594604,0.4330179989337921,0.38554996252059937,0.42091572284698486,0.30229783058166504,0.2916194796562195,0.3426007330417633,0.4431931674480438,0.2753053903579712
found,0.16176854074001312,0.1616072952747345,0.23296621441841125,0.20702838897705078,0.39141854643821716,0.26325929164886475,0.2364431470632553,0.14600330591201782,0.17855443060398102,0.2982911467552185,0.1796332150697708,0.16790300607681274
social/health,0.7346566915512085,0.37484657764434814,0.20182755589485168,0.254123330116272,0.29485636949539185,0.24683929979801178,0.26992592215538025,0.27170172333717346,0.2886843681335449,0.28906258940696716,0.3183336853981018,0.2987612783908844
problems,0.40322181582450867,1.0,0.2077484428882599,0.1928171068429947,0.21061907708644867,0.22088897228240967,0.3139011859893799,0.2454357147216797,0.2832108736038208,0.2450421154499054,0.3306994140148163,0.2638136148452759
lower,0.2023916244506836,0.1928171068429947,0.17496317625045776,1.0,0.27455443143844604,0.15088509023189545,0.1784515678882599,0.5770463347434998,0.3851044178009033,0.31757521629333496,0.20079238712787628,0.08471795171499252
in,0.2500189542770386,0.21061907708644867,0.3815755248069763,0.27455443143844604,1.0,0.3709096312522888,0.4080928862094879,0.23285751044750214,0.2418597936630249,0.5696388483047485,0.30808621644973755,0.20430970191955566
countries,0.25483372807502747,0.2361592799425125,0.29480284452438354,0.11025762557983398,0.3027990758419037,0.4189474880695343,0.33792537450790405,0.22563675045967102,0.25373250246047974,0.2800094783306122,0.22319257259368896,0.15128466486930847
like,0.17509593069553375,0.25742462277412415,0.3280778229236603,0.20847389101982117,0.31010183691978455,0.30423134565353394,0.38741448521614075,0.2583000659942627,0.22167657315731049,0.3244853615760803,0.4320242702960968,0.3268813192844391
japan,0.18525366485118866,0.16711241006851196,0.22064043581485748,0.11161606013774872,0.23087722063064575,0.26339372992515564,0.16046705842018127,0.16108481585979462,0.17091050744056702,0.2358245700597763,0.1865565925836563,0.1312343180179596
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
finland,0.1369425356388092,0.08739294856786728,0.16489602625370026,0.083702452480793,0.26140567660331726,0.2284884750843048,0.24989832937717438,0.06346835941076279,0.1450113207101822,0.25069037079811096,0.1610526591539383,0.11789586395025253
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
states,0.24974636733531952,0.178767591714859,0.19797217845916748,0.19174249470233917,0.3977442979812622,0.2728135883808136,0.21424104273319244,0.17687122523784637,0.16354893147945404,0.30884552001953125,0.21526020765304565,0.16272737085819244
like,0.17509593069553375,0.25742462277412415,0.3280778229236603,0.20847389101982117,0.31010183691978455,0.30423134565353394,0.38741448521614075,0.2583000659942627,0.22167657315731049,0.3244853615760803,0.4320242702960968,0.3268813192844391
utah,0.1486751139163971,0.07213468849658966,0.13568666577339172,0.1773427277803421,0.26297464966773987,0.12936542928218842,0.13639353215694427,0.18677696585655212,0.1606961339712143,0.20220522582530975,0.15889742970466614,0.12619438767433167
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
new,0.16824112832546234,0.19705583155155182,0.21711495518684387,0.2116442620754242,0.3758552670478821,0.24358199536800385,0.24325589835643768,0.19019809365272522,0.2561512887477875,0.343457967042923,0.2130378633737564,0.14782847464084625
hampshire,0.17734041810035706,0.12389567494392395,0.15679612755775452,0.1593947857618332,0.26315850019454956,0.20096834003925323,0.15776199102401733,0.16104792058467865,0.12202300131320953,0.19848918914794922,0.1944948136806488,0.10993438214063644
with,0.21318627893924713,0.3139011859893799,0.3179011940956116,0.1784515678882599,0.4080928862094879,0.2468276470899582,0.9999999403953552,0.20294103026390076,0.21957921981811523,0.41827285289764404,0.2464839518070221,0.2433311939239502
high,0.19810257852077484,0.16659961640834808,0.15924203395843506,0.35120874643325806,0.2652597725391388,0.20440174639225006,0.19851811230182648,0.5695294737815857,0.37835693359375,0.2803038954734802,0.20466077327728271,0.11137914657592773
levels,0.2852189242839813,0.2832108736038208,0.19705776870250702,0.3851044178009033,0.2418597936630249,0.2396751344203949,0.21957921981811523,0.47005683183670044,0.9999998807907104,0.23668165504932404,0.21641245484352112,0.1541307419538498
of,0.28076469898223877,0.2450421154499054,0.34038281440734863,0.31757521629333496,0.5696388483047485,0.26612308621406555,0.41827285289764404,0.3096220791339874,0.23668165504932404,1.0,0.33290785551071167,0.1826142966747284
equality,0.3511393964290619,0.28032323718070984,0.18788717687129974,0.1861489862203598,0.1692870706319809,0.10678333789110184,0.19322898983955383,0.24173709750175476,0.17144858837127686,0.26455768942832947,0.2506782114505768,0.19821703433990479
",",0.2331448197364807,0.2596952021121979,0.36755475401878357,0.236776202917099,0.5201468467712402,0.2988786995410919,0.4120737314224243,0.251458078622818,0.2284579873085022,0.4946078956127167,0.3087472915649414,0.31091248989105225
than,0.162571519613266,0.2463805377483368,0.2885614037513733,0.37582775950431824,0.3270052373409271,0.29318735003471375,0.3028803765773773,0.4844343364238739,0.2943741977214813,0.33036211133003235,0.29388150572776794,0.24917294085025787
in,0.2500189542770386,0.21061907708644867,0.3815755248069763,0.27455443143844604,1.0,0.3709096312522888,0.4080928862094879,0.23285751044750214,0.2418597936630249,0.5696388483047485,0.30808621644973755,0.20430970191955566
countries,0.25483372807502747,0.2361592799425125,0.29480284452438354,0.11025762557983398,0.3027990758419037,0.4189474880695343,0.33792537450790405,0.22563675045967102,0.25373250246047974,0.2800094783306122,0.22319257259368896,0.15128466486930847
(,0.15521767735481262,0.1654568463563919,0.14743882417678833,0.18077315390110016,0.3087427020072937,0.1487521082162857,0.29503780603408813,0.17905442416667938,0.19787119328975677,0.35032153129577637,0.2411840260028839,0.40561532974243164
us,0.17097721993923187,0.14903272688388824,0.16323788464069366,0.1336304396390915,0.19746538996696472,0.23310069739818573,0.1991443932056427,0.194816455245018,0.08281585574150085,0.23568789660930634,0.32081687450408936,0.2742428481578827
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
uk,0.24319863319396973,0.17086103558540344,0.1418052315711975,0.11613854765892029,0.2261405885219574,0.25942349433898926,0.170000359416008,0.20376749336719513,0.10984916239976883,0.21513383090496063,0.17163191735744476,0.20222434401512146
),0.14603538811206818,0.17140987515449524,0.1566188633441925,0.19089847803115845,0.3326910734176636,0.14932109415531158,0.3069596290588379,0.19929355382919312,0.1736932098865509,0.3680361211299896,0.26259949803352356,0.42300865054130554
and,0.3215619623661041,0.285793662071228,0.42175528407096863,0.2802542746067047,0.4954058527946472,0.36121195554733276,0.5477725267410278,0.3147866129875183,0.2956688106060028,0.5116966962814331,0.31309178471565247,0.20544172823429108
states,0.24974636733531952,0.178767591714859,0.19797217845916748,0.19174249470233917,0.3977442979812622,0.2728135883808136,0.21424104273319244,0.17687122523784637,0.16354893147945404,0.30884552001953125,0.21526020765304565,0.16272737085819244
(,0.15521767735481262,0.1654568463563919,0.14743882417678833,0.18077315390110016,0.3087427020072937,0.1487521082162857,0.29503780603408813,0.17905442416667938,0.19787119328975677,0.35032153129577637,0.2411840260028839,0.40561532974243164
