,when,did,mark,woods,leave,abc,?
noble,0.11239586770534515,0.1576092541217804,0.1260240375995636,0.14874449372291565,0.09581609070301056,0.10893116146326065,0.11942308396100998
subsequently,0.28473159670829773,0.24780967831611633,0.08635448664426804,0.04241021350026131,0.1347365379333496,0.19136887788772583,0.005594457965344191
acquired,0.17706167697906494,0.13529880344867706,0.09671276062726974,0.1279430240392685,0.1356126219034195,0.09650510549545288,0.09366346150636673
the,0.5091903209686279,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.32171857357025146,0.2068762183189392,0.22068053483963013
rights,0.18668439984321594,0.2525300085544586,0.1561269611120224,0.10206303745508194,0.1776912957429886,0.16774038970470428,0.21814769506454468
to,0.5423505902290344,0.4452643394470215,0.2008102536201477,0.22002160549163818,0.408642441034317,0.1762417107820511,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.32171857357025146,0.2068762183189392,0.22068053483963013
``,0.07174111902713776,-0.029888948425650597,0.09205567836761475,-0.060727816075086594,0.04101554676890373,-0.04806871339678764,0.0685480609536171
american,0.19090662896633148,0.21486236155033112,0.18758642673492432,0.23742659389972687,0.13797427713871002,0.24405160546302795,0.18877598643302917
broadcasting,0.24492605030536652,0.12097854167222977,0.12269048392772675,0.10947667807340622,0.11709976196289062,0.45669859647750854,0.10870421677827835
company,0.2219121903181076,0.16800642013549805,0.16135412454605103,0.11675195395946503,0.14846453070640564,0.16210390627384186,0.12195809185504913
'',-0.07688097655773163,0.01978493109345436,0.06022842600941658,-0.0964636281132698,-0.08843609690666199,-0.05768610164523125,0.018684765323996544
name,0.24618172645568848,0.17557460069656372,0.16493947803974152,0.1582435965538025,0.1911204606294632,0.1380753219127655,0.15381577610969543
from,0.405669629573822,0.20248863101005554,0.10223914682865143,0.170965775847435,0.2075231373310089,0.12159302085638046,0.19969791173934937
george,0.174343079328537,0.238631471991539,0.18287096917629242,0.16524916887283325,0.1322082132101059,0.19393254816532135,0.1479024887084961
b.,-0.04305288940668106,0.05412197485566139,-0.023482248187065125,0.03630216419696808,0.006412571296095848,-0.03166768327355385,-0.032647255808115005
storer,0.2033795714378357,0.13313589990139008,0.1915360540151596,0.1804003119468689,0.11365605145692825,0.17689236998558044,0.1530807912349701
in,0.4431333839893341,0.2593238651752472,0.2269105464220047,0.21960093080997467,0.24126532673835754,0.1697147786617279,0.20430970191955566
1944,0.09802473336458206,0.09948921203613281,0.057948753237724304,0.03741774335503578,0.03897806257009506,0.09342827647924423,0.21799609065055847
;,0.022927695885300636,0.10727239400148392,0.03405384719371796,0.03976725414395332,0.06748317182064056,-0.0012340332614257932,0.10349778085947037
its,0.34032323956489563,0.19922670722007751,0.15216325223445892,0.14511528611183167,0.19571413099765778,0.19045390188694,0.15103481709957123
parent,0.28496110439300537,0.10150361806154251,0.11718643456697464,0.23612196743488312,0.2446737140417099,0.21705441176891327,0.19855059683322906
company,0.2219121903181076,0.16800642013549805,0.16135412454605103,0.11675195395946503,0.14846453070640564,0.16210390627384186,0.12195809185504913
adopted,0.2189909815788269,0.18617329001426697,0.16595429182052612,0.2055879384279251,0.1758512258529663,0.21999281644821167,0.14235380291938782
the,0.5091903209686279,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.32171857357025146,0.2068762183189392,0.22068053483963013
corporate,0.12141530960798264,0.10533066093921661,0.16211509704589844,0.09088899195194244,0.09320690482854843,0.15704816579818726,0.17430047690868378
name,0.24618172645568848,0.17557460069656372,0.16493947803974152,0.1582435965538025,0.1911204606294632,0.1380753219127655,0.15381577610969543
american,0.19090662896633148,0.21486236155033112,0.18758642673492432,0.23742659389972687,0.13797427713871002,0.24405160546302795,0.18877598643302917
broadcasting,0.24492605030536652,0.12097854167222977,0.12269048392772675,0.10947667807340622,0.11709976196289062,0.45669859647750854,0.10870421677827835
companies,0.16661736369132996,0.22622764110565186,0.09323397278785706,0.11947964876890182,0.13313990831375122,0.11513935029506683,0.14365637302398682
",",0.36674630641937256,0.3015086054801941,0.2642361521720886,0.2992924749851227,0.2779998779296875,0.2097204476594925,0.31091248989105225
inc.,0.27903640270233154,0.23379820585250854,0.19345620274543762,0.10466586798429489,0.20499995350837708,0.1840439736843109,0.2727344036102295
woods,0.21983341872692108,0.09587925672531128,0.1709199845790863,0.9999998807907104,0.21461302042007446,0.18124940991401672,0.09811560064554214
retained,0.22565682232379913,0.28948208689689636,0.14086095988750458,0.08977128565311432,0.18675057590007782,0.05072004348039627,0.0590956024825573
his,0.37120407819747925,0.3546801507472992,0.18292218446731567,0.2847192883491516,0.2935732305049896,0.18588677048683167,0.18075084686279297
position,0.285004198551178,0.2170831561088562,0.13198156654834747,0.1049933135509491,0.1861996352672577,0.1637340784072876,0.15529610216617584
as,0.4437963366508484,0.3596470057964325,0.248020738363266,0.1722680926322937,0.3004496395587921,0.2286096066236496,0.27043893933296204
president,0.17933911085128784,0.1801012009382248,0.0949171856045723,0.11440311372280121,0.16105908155441284,0.20593604445457458,0.14148259162902832
and,0.4716290831565857,0.34479495882987976,0.21048615872859955,0.28619274497032166,0.2462838888168335,0.16453155875205994,0.20544172823429108
ceo,0.14276358485221863,0.16891877353191376,0.13438956439495087,0.17929895222187042,0.11788642406463623,0.17861904203891754,0.13378572463989258
of,0.3757161796092987,0.2513895630836487,0.16461719572544098,0.19778653979301453,0.22741928696632385,0.14607268571853638,0.1826142966747284
abc,0.13294127583503723,0.13353709876537323,0.10926949232816696,0.18124940991401672,0.11236311495304108,1.0000001192092896,0.19065172970294952
until,0.494509756565094,0.33905428647994995,0.1374732255935669,0.14084160327911377,0.22956541180610657,0.175827294588089,0.20304496586322784
december,0.28435230255126953,0.2542226016521454,0.16840645670890808,0.12818285822868347,0.20606136322021484,0.16602325439453125,0.2480352818965912
1949,0.14364370703697205,0.25469261407852173,0.16161507368087769,0.006280883215367794,0.13613896071910858,0.1190110445022583,0.16888584196567535
",",0.36674630641937256,0.3015086054801941,0.2642361521720886,0.2992924749851227,0.2779998779296875,0.2097204476594925,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.21048615872859955,0.28619274497032166,0.2462838888168335,0.16453155875205994,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.19058461487293243,0.2265947014093399,0.18728552758693695,0.21565799415111542,0.18412111699581146
subsequently,0.28473159670829773,0.24780967831611633,0.08635448664426804,0.04241021350026131,0.1347365379333496,0.19136887788772583,0.005594457965344191
promoted,0.16278016567230225,0.23407593369483948,0.15770260989665985,0.07019009441137314,0.19596613943576813,0.1342177838087082,0.2079106867313385
