,what,areas,did,french,recruit,natives,from,?
when,0.4700249433517456,0.29295238852500916,0.3228907287120819,0.18820616602897644,0.23051010072231293,0.19630636274814606,0.405669629573822,0.22841128706932068
war,0.22516006231307983,0.17990271747112274,0.27422013878822327,0.2536753714084625,0.20635882019996643,0.24348248541355133,0.1811102032661438,0.15510529279708862
broke,0.23495598137378693,0.11733254790306091,0.29830706119537354,0.1490674912929535,0.2215709686279297,0.11297829449176788,0.19316814839839935,0.11610469967126846
out,0.3633197546005249,0.2758319079875946,0.28413498401641846,0.12624520063400269,0.32612451910972595,0.17423668503761292,0.3196950852870941,0.22020699083805084
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
the,0.42745697498321533,0.3311663568019867,0.34736719727516174,0.2555147111415863,0.22927021980285645,0.2204582393169403,0.40150508284568787,0.22068053483963013
french,0.17393042147159576,0.04838576912879944,0.1584041714668274,1.0000001192092896,0.19575200974941254,0.19159094989299774,0.19660584628582,0.1386883556842804
used,0.27546408772468567,0.2746391296386719,0.30443844199180603,0.21712949872016907,0.19003735482692719,0.21142546832561493,0.25821518898010254,0.22430120408535004
their,0.35142919421195984,0.2754058837890625,0.38078752160072327,0.18787698447704315,0.2623920142650604,0.21241700649261475,0.3038119673728943,0.1898253709077835
trading,0.23206625878810883,0.15500448644161224,0.16740994155406952,0.18747223913669586,0.2718711197376251,0.2333383560180664,0.1681356430053711,0.15743456780910492
connections,0.23633168637752533,0.2738266885280609,0.1769111007452011,0.12124843895435333,0.24917207658290863,0.20546963810920715,0.19531108438968658,0.14831478893756866
to,0.455847829580307,0.29808273911476135,0.4452643394470215,0.1713797152042389,0.28058016300201416,0.2994573712348938,0.4069952368736267,0.29463258385658264
recruit,0.23032547533512115,0.2059052437543869,0.27997514605522156,0.19575200974941254,1.0000001192092896,0.20433691143989563,0.11148568242788315,0.22197800874710083
fighters,0.14751268923282623,0.22933003306388855,0.21428541839122772,0.2054525464773178,0.3206688165664673,0.17824360728263855,0.15939675271511078,0.11213357746601105
from,0.2737620174884796,0.1950436532497406,0.20248863101005554,0.19660584628582,0.11148568242788315,0.176411435008049,1.0,0.19969791173934937
tribes,0.1860227882862091,0.3384593427181244,0.17429257929325104,0.09831087291240692,0.2750747799873352,0.5010061264038086,0.12463679164648056,0.08824794739484787
in,0.30808621644973755,0.33029478788375854,0.2593238651752472,0.22093388438224792,0.16612009704113007,0.1702413111925125,0.4274188280105591,0.20430970191955566
western,0.2454150915145874,0.2719402313232422,0.15773870050907135,0.16370365023612976,0.07864091545343399,0.19264893233776093,0.21337518095970154,0.17439141869544983
portions,0.2714673578739166,0.3900819420814514,0.20459619164466858,0.0493808314204216,0.15771234035491943,0.27870941162109375,0.3108527362346649,0.13524997234344482
of,0.33290785551071167,0.2803763747215271,0.2513895630836487,0.19450366497039795,0.14460816979408264,0.17872627079486847,0.4249346852302551,0.1826142966747284
the,0.42745697498321533,0.3311663568019867,0.34736719727516174,0.2555147111415863,0.22927021980285645,0.2204582393169403,0.40150508284568787,0.22068053483963013
great,0.2562883198261261,0.1558622419834137,0.2083706259727478,0.11468937993049622,0.08880285918712616,0.18108528852462769,0.18041135370731354,0.13135133683681488
lakes,0.1493748277425766,0.34356969594955444,0.13834857940673828,0.13306023180484772,0.07821223884820938,0.23022006452083588,0.1577576845884323,0.12022668123245239
region,0.2298986315727234,0.4012795090675354,0.06474873423576355,0.16516436636447906,0.07977613806724548,0.2314281463623047,0.2132602334022522,0.13441751897335052
(,0.2411840260028839,0.19302652776241302,0.18979617953300476,0.19998501241207123,0.11447199434041977,0.10769481211900711,0.25806233286857605,0.40561532974243164
an,0.2821882665157318,0.1425553858280182,0.22598257660865784,0.17262065410614014,0.15975064039230347,0.16569720208644867,0.20876385271549225,0.19793890416622162
area,0.21965408325195312,0.6056747436523438,0.14067986607551575,0.09145350754261017,0.17405769228935242,0.2533993721008301,0.24361829459667206,0.12640461325645447
not,0.5449194312095642,0.2843931317329407,0.6481515765190125,0.14757536351680756,0.2681582272052765,0.25859302282333374,0.2567668557167053,0.41942933201789856
directly,0.3618607521057129,0.30471256375312805,0.2733418643474579,0.11658214777708054,0.13461047410964966,0.221173956990242,0.36858826875686646,0.2187996357679367
subject,0.3828662037849426,0.26552608609199524,0.23762831091880798,0.20104201138019562,0.2682245969772339,0.16963975131511688,0.17748963832855225,0.33952999114990234
to,0.455847829580307,0.29808273911476135,0.4452643394470215,0.1713797152042389,0.28058016300201416,0.2994573712348938,0.4069952368736267,0.29463258385658264
the,0.42745697498321533,0.3311663568019867,0.34736719727516174,0.2555147111415863,0.22927021980285645,0.2204582393169403,0.40150508284568787,0.22068053483963013
conflict,0.32742366194725037,0.2011949121952057,0.20577645301818848,0.17950670421123505,0.27220451831817627,0.18443737924098969,0.1621488481760025,0.26744839549064636
between,0.2462156116962433,0.2632233500480652,0.16542956233024597,0.14514502882957458,0.17533813416957855,0.085659459233284,0.3269653618335724,0.12887074053287506
the,0.42745697498321533,0.3311663568019867,0.34736719727516174,0.2555147111415863,0.22927021980285645,0.2204582393169403,0.40150508284568787,0.22068053483963013
french,0.17393042147159576,0.04838576912879944,0.1584041714668274,1.0000001192092896,0.19575200974941254,0.19159094989299774,0.19660584628582,0.1386883556842804
and,0.31309178471565247,0.40107932686805725,0.34479495882987976,0.32751965522766113,0.23325605690479279,0.23238559067249298,0.3601827025413513,0.20544172823429108
british,0.19255435466766357,0.1250888854265213,0.2039594054222107,0.43574923276901245,0.22264526784420013,0.20336763560771942,0.21991202235221863,0.09711728990077972
),0.26259949803352356,0.1629660278558731,0.18584993481636047,0.21857915818691254,0.1258862465620041,0.11036114394664764,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
including,0.18328791856765747,0.3187481164932251,0.26678287982940674,0.19837699830532074,0.18949848413467407,0.26689088344573975,0.3061726689338684,0.1633303165435791
the,0.42745697498321533,0.3311663568019867,0.34736719727516174,0.2555147111415863,0.22927021980285645,0.2204582393169403,0.40150508284568787,0.22068053483963013
huron,0.1542055457830429,0.1896083503961563,0.17449475824832916,0.23476269841194153,0.21476827561855316,0.34566572308540344,0.24267038702964783,0.08735841512680054
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
mississauga,0.1360122561454773,0.19682954251766205,0.16367103159427643,0.26727375388145447,0.18884970247745514,0.21447554230690002,0.2482232004404068,0.1446441411972046
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
ojibwa,0.174809530377388,0.2697482705116272,0.09870226681232452,0.28834986686706543,0.1716475486755371,0.4041164517402649,0.22201360762119293,0.1709805279970169
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
winnebago,0.1806347370147705,0.2990875840187073,0.17367519438266754,0.22255995869636536,0.19559356570243835,0.3485299348831177,0.243417426943779,0.12024446576833725
",",0.3087472915649414,0.2789289653301239,0.3015086054801941,0.28806620836257935,0.16720660030841827,0.24557791650295258,0.39760664105415344,0.31091248989105225
and,0.31309178471565247,0.40107932686805725,0.34479495882987976,0.32751965522766113,0.23325605690479279,0.23238559067249298,0.3601827025413513,0.20544172823429108
potawatomi,0.2606825530529022,0.2943505346775055,0.2075609564781189,0.12195279449224472,0.2563285529613495,0.4543491005897522,0.20558609068393707,0.20168882608413696
.,0.3567904531955719,0.23760369420051575,0.35288307070732117,0.2480926215648651,0.21029594540596008,0.22202226519584656,0.41536515951156616,0.4130953550338745
