,who,was,appointed,as,the,replacement,for,duke,yansheng,kong,duanyou,?
during,0.30551859736442566,0.4470829963684082,0.22078873217105865,0.29671990871429443,0.4838213622570038,0.1795227825641632,0.3448435664176941,0.19527322053909302,0.21647301316261292,0.16132469475269318,0.1701068878173828,0.1325719803571701
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
southern,0.1828710436820984,0.23717372119426727,0.14218154549598694,0.17950406670570374,0.3282862603664398,0.0425739511847496,0.14496514201164246,0.12189770489931107,0.17740938067436218,0.18539530038833618,0.28136155009269714,0.11225555837154388
song,0.22163687646389008,0.2529676854610443,0.11600691080093384,0.2080031931400299,0.300855815410614,0.1313915103673935,0.2420910745859146,0.12733659148216248,0.35934901237487793,0.21027716994285583,0.32230082154273987,0.20782215893268585
dynasty,0.19946415722370148,0.24324211478233337,0.17181207239627838,0.1805962324142456,0.26267939805984497,0.04789555072784424,0.1219317764043808,0.2390957921743393,0.4673768877983093,0.2338206022977829,0.2881057858467102,0.15884074568748474
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
descendant,0.3264788091182709,0.2843533754348755,0.31766244769096375,0.23801417648792267,0.27002206444740295,0.09976838529109955,0.13423679769039154,0.2884904742240906,0.19832298159599304,0.07756554335355759,0.2217605859041214,0.109697625041008
of,0.2827862501144409,0.4069072902202606,0.3280673027038574,0.3886612355709076,0.733189046382904,0.18200843036174774,0.4185989499092102,0.26720118522644043,0.24919207394123077,0.1950533539056778,0.27730676531791687,0.1826142966747284
confucius,0.2843690812587738,0.18164217472076416,0.21535086631774902,0.23989909887313843,0.2124595046043396,0.029240300878882408,0.09606464952230453,0.1213771253824234,0.49669989943504333,0.2905147671699524,0.30090001225471497,0.19365330040454865
at,0.22096660733222961,0.36707764863967896,0.2408374696969986,0.28092536330223083,0.457212895154953,0.15482111275196075,0.34237727522850037,0.18796756863594055,0.11975905299186707,0.1593458652496338,0.2710322141647339,0.21978627145290375
qufu,0.30677878856658936,0.29927951097488403,0.2649829387664795,0.22221803665161133,0.2998673617839813,0.1424945592880249,0.18512481451034546,0.1928836852312088,0.4243142008781433,0.2630954086780548,0.37538912892341614,0.22731199860572815
",",0.3365725874900818,0.45456063747406006,0.27665549516677856,0.48816442489624023,0.4933079481124878,0.20311833918094635,0.4464869201183319,0.3059324622154236,0.3002849519252777,0.21958501636981964,0.42179861664772034,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
duke,0.20138677954673767,0.23636797070503235,0.18000002205371857,0.14334118366241455,0.218814879655838,0.13744406402111053,0.15586405992507935,0.9999999403953552,0.136144757270813,0.09501470625400543,0.34243640303611755,0.13699419796466827
yansheng,0.2808656096458435,0.2358846366405487,0.188821479678154,0.23219919204711914,0.24177713692188263,0.15167997777462006,0.22981420159339905,0.136144757270813,1.0,0.345233678817749,0.4966682195663452,0.21368952095508575
kong,0.1501600444316864,0.23660093545913696,0.13875208795070648,0.17102283239364624,0.19810858368873596,0.0876818597316742,0.15944050252437592,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.10485735535621643
duanyou,0.278854638338089,0.24691781401634216,0.2209404855966568,0.3216191828250885,0.3078915774822235,0.24473270773887634,0.26837480068206787,0.34243640303611755,0.4966682195663452,0.2504231929779053,1.0,0.42137411236763
fled,0.32700315117836,0.30835461616516113,0.36125028133392334,0.1525707244873047,0.27857163548469543,0.10131687670946121,0.1519615203142166,0.19713932275772095,0.22544802725315094,0.15770989656448364,0.23157937824726105,0.13968057930469513
south,0.19068880379199982,0.2792486846446991,0.1443716585636139,0.21022742986679077,0.3129390776157379,0.07388227432966232,0.17502866685390472,0.17171338200569153,0.2147793024778366,0.25523579120635986,0.32684198021888733,0.12336621433496475
with,0.3282766342163086,0.27411898970603943,0.13655053079128265,0.40387406945228577,0.4223487675189972,0.25029611587524414,0.39140474796295166,0.19576933979988098,0.1778019666671753,0.0979846715927124,0.29356035590171814,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
song,0.22163687646389008,0.2529676854610443,0.11600691080093384,0.2080031931400299,0.300855815410614,0.1313915103673935,0.2420910745859146,0.12733659148216248,0.35934901237487793,0.21027716994285583,0.32230082154273987,0.20782215893268585
emperor,0.19567297399044037,0.2147601991891861,0.2141428291797638,0.17405833303928375,0.2871226370334625,0.15111052989959717,0.16987250745296478,0.31872546672821045,0.39448434114456177,0.20796070992946625,0.23199181258678436,0.19661661982536316
to,0.42656609416007996,0.3636345863342285,0.21184861660003662,0.42092081904411316,0.535392165184021,0.3162372410297394,0.4451248347759247,0.22493401169776917,0.19314953684806824,0.20072707533836365,0.27307406067848206,0.29463258385658264
quzhou,0.12860305607318878,0.20361319184303284,0.13440966606140137,0.202454075217247,0.25852838158607483,0.12246203422546387,0.15370076894760132,0.07610344141721725,0.6427900791168213,0.39638975262641907,0.48384031653404236,0.2011154443025589
",",0.3365725874900818,0.45456063747406006,0.27665549516677856,0.48816442489624023,0.4933079481124878,0.20311833918094635,0.4464869201183319,0.3059324622154236,0.3002849519252777,0.21958501636981964,0.42179861664772034,0.31091248989105225
while,0.4068111777305603,0.3253832161426544,0.16919448971748352,0.4165958762168884,0.39804592728614807,0.2883312404155731,0.4232339859008789,0.19224196672439575,0.19258035719394684,0.13096663355827332,0.30170050263404846,0.21076419949531555
the,0.3733934462070465,0.48711544275283813,0.2626524269580841,0.48381632566452026,1.0,0.27791428565979004,0.4739971458911896,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.22068053483963013
newly,0.2577650249004364,0.39056387543678284,0.2737143933773041,0.28932225704193115,0.35828328132629395,0.23541276156902313,0.23413661122322083,0.13316620886325836,0.05821923911571503,0.18646414577960968,0.16204313933849335,0.08549588173627853
established,0.20118318498134613,0.26515325903892517,0.38828346133232117,0.26194092631340027,0.33092597126960754,0.0558147057890892,0.1717284768819809,0.0594196543097496,0.1810242235660553,0.14902859926223755,0.15001782774925232,0.15917523205280304
jin,0.22250813245773315,0.14832298457622528,0.10789726674556732,0.14609025418758392,0.23336409032344818,0.07305629551410675,0.14464658498764038,0.1686972975730896,0.5904185175895691,0.27601388096809387,0.3529326021671295,0.12195159494876862
dynasty,0.19946415722370148,0.24324211478233337,0.17181207239627838,0.1805962324142456,0.26267939805984497,0.04789555072784424,0.1219317764043808,0.2390957921743393,0.4673768877983093,0.2338206022977829,0.2881057858467102,0.15884074568748474
(,0.2443375140428543,0.2980341613292694,0.21919341385364532,0.32029855251312256,0.33289089798927307,0.17438015341758728,0.3357032239437103,0.21692980825901031,0.1974635273218155,0.1946772038936615,0.35736826062202454,0.40561532974243164
1115–1234,0.03209657594561577,0.0973883792757988,0.009728972800076008,0.05497066676616669,0.07498689740896225,-0.012643215246498585,0.05546688660979271,-0.012181729078292847,0.09955599159002304,0.10641518235206604,0.0073524415493011475,0.0009548099478706717
