,what,will,be,obtained,as,part,of,longer,term,plans,for,improvements,to,newcastle,'s,train,system,?
longer,0.3188037574291229,0.3567204475402832,0.40303537249565125,0.14250648021697998,0.2959308624267578,0.2680320143699646,0.2788179814815521,1.0,0.2956712543964386,0.20849303901195526,0.33661994338035583,0.3531605303287506,0.3737102746963501,0.14684797823429108,0.03199387341737747,0.170342355966568,0.2059343308210373,0.24416615068912506
term,0.25282326340675354,0.15955105423927307,0.2703228294849396,0.18027964234352112,0.3224089443683624,0.17459066212177277,0.26047757267951965,0.2956712543964386,1.0,0.1519775539636612,0.2766548991203308,0.18757480382919312,0.3310292959213257,0.0994739755988121,-0.02037568762898445,0.08777312189340591,0.19368985295295715,0.1901002675294876
plans,0.2364979386329651,0.3633091449737549,0.23376253247261047,0.12348143011331558,0.21646131575107574,0.22783860564231873,0.2635323703289032,0.20849303901195526,0.1519775539636612,1.0,0.2815955877304077,0.35407230257987976,0.367337167263031,0.18514570593833923,0.036409471184015274,0.1982107311487198,0.2498599886894226,0.13513131439685822
include,0.1535889357328415,0.16990959644317627,0.29535481333732605,0.12158991396427155,0.3469957113265991,0.22309763729572296,0.37431180477142334,0.19137398898601532,0.16474132239818573,0.1215365082025528,0.39020416140556335,0.25980836153030396,0.1820748895406723,0.0805373415350914,-0.07849370688199997,0.13809655606746674,0.10040400177240372,0.14925788342952728
the,0.42745697498321533,0.3635469079017639,0.4248143136501312,0.2607382833957672,0.48381632566452026,0.527681291103363,0.733189046382904,0.361417293548584,0.2740369141101837,0.30240729451179504,0.4739971458911896,0.269887775182724,0.535392165184021,0.2253497689962387,-0.01540423184633255,0.22828160226345062,0.3233085572719574,0.22068053483963013
procurement,0.2843207120895386,0.2938966155052185,0.3432558476924896,0.3878379762172699,0.2965094745159149,0.22666175663471222,0.30700188875198364,0.2944544851779938,0.37871885299682617,0.31878864765167236,0.3734903931617737,0.36251354217529297,0.33218374848365784,0.25188887119293213,-0.0014317078748717904,0.2853435277938843,0.3417418897151947,0.17974576354026794
of,0.33290785551071167,0.2473582625389099,0.33904364705085754,0.32358500361442566,0.3886612355709076,0.452393114566803,1.0,0.2788179814815521,0.26047757267951965,0.2635323703289032,0.4185989499092102,0.22111958265304565,0.41548454761505127,0.18781472742557526,-0.03817026689648628,0.16048036515712738,0.25597915053367615,0.1826142966747284
an,0.2821882665157318,0.22877877950668335,0.33041056990623474,0.16314911842346191,0.37218472361564636,0.3128427565097809,0.32280945777893066,0.18562443554401398,0.16153281927108765,0.1744881570339203,0.3236706852912903,0.22045299410820007,0.3138085603713989,0.162101611495018,0.025255560874938965,0.15073104202747345,0.17536801099777222,0.19793890416622162
entirely,0.38249561190605164,0.2928846478462219,0.35197314620018005,0.24891293048858643,0.24206675589084625,0.36671310663223267,0.2849496901035309,0.2364751249551773,0.2083568423986435,0.2251620590686798,0.26198264956474304,0.25414690375328064,0.30524495244026184,0.13288316130638123,0.08845775574445724,0.14269237220287323,0.22769589722156525,0.19651781022548676
new,0.2130378633737564,0.2898024320602417,0.22046978771686554,0.15371593832969666,0.24585270881652832,0.23838530480861664,0.343457967042923,0.2103501409292221,0.14625371992588043,0.3051851689815521,0.2700757384300232,0.30389317870140076,0.33159172534942627,0.30626022815704346,-0.008355522528290749,0.12033598870038986,0.20223183929920197,0.14782847464084625
fleet,0.11475414037704468,0.12033774703741074,0.09821358323097229,0.15923942625522614,0.24125275015830994,0.16312046349048615,0.21747663617134094,0.14796608686447144,0.155357226729393,0.24649563431739807,0.176551952958107,0.19491200149059296,0.22896136343479156,0.2530299723148346,0.013549926690757275,0.27619579434394836,0.22665883600711823,0.1324779987335205
of,0.33290785551071167,0.2473582625389099,0.33904364705085754,0.32358500361442566,0.3886612355709076,0.452393114566803,1.0,0.2788179814815521,0.26047757267951965,0.2635323703289032,0.4185989499092102,0.22111958265304565,0.41548454761505127,0.18781472742557526,-0.03817026689648628,0.16048036515712738,0.25597915053367615,0.1826142966747284
trains,0.17798206210136414,0.26575273275375366,0.19257193803787231,0.13520090281963348,0.2172459214925766,0.21227706968784332,0.16788527369499207,0.26174196600914,0.12113607674837112,0.2755691707134247,0.23317353427410126,0.3108592927455902,0.27289023995399475,0.24930311739444733,-0.014810417778789997,0.8071229457855225,0.18780240416526794,0.12280461937189102
and,0.31309178471565247,0.35983073711395264,0.41766801476478577,0.26858818531036377,0.49487000703811646,0.35301485657691956,0.5116966962814331,0.28952836990356445,0.22272127866744995,0.30237799882888794,0.5064792633056641,0.30142730474472046,0.48971283435821533,0.20204751193523407,0.06895173341035843,0.24473558366298676,0.231138214468956,0.20544172823429108
further,0.30867868661880493,0.2653527557849884,0.41813594102859497,0.18592704832553864,0.28184258937835693,0.19611193239688873,0.24797867238521576,0.33909478783607483,0.13660851120948792,0.34917721152305603,0.26543480157852173,0.36620640754699707,0.4001762866973877,0.17231382429599762,-0.0077023254707455635,0.14690935611724854,0.2302418053150177,0.20960763096809387
extensions,0.2237429916858673,0.2951368987560272,0.2916548252105713,0.18659330904483795,0.19989748299121857,0.3338162899017334,0.23649635910987854,0.24338743090629578,0.21840800344944,0.285340279340744,0.25645220279693604,0.4094772934913635,0.27120548486709595,0.08693601936101913,-0.047666121274232864,0.10478053987026215,0.3382956385612488,0.267410010099411
to,0.455847829580307,0.5091033577919006,0.4972836375236511,0.2367737591266632,0.42092081904411316,0.2875264883041382,0.41548454761505127,0.3737102746963501,0.3310292959213257,0.367337167263031,0.4451248347759247,0.320855051279068,1.0,0.23559264838695526,0.03782717138528824,0.23553375899791718,0.26662686467170715,0.29463258385658264
the,0.42745697498321533,0.3635469079017639,0.4248143136501312,0.2607382833957672,0.48381632566452026,0.527681291103363,0.733189046382904,0.361417293548584,0.2740369141101837,0.30240729451179504,0.4739971458911896,0.269887775182724,0.535392165184021,0.2253497689962387,-0.01540423184633255,0.22828160226345062,0.3233085572719574,0.22068053483963013
system,0.23557309806346893,0.21854417026042938,0.24878063797950745,0.18781837821006775,0.1973835676908493,0.2814725935459137,0.25597915053367615,0.2059343308210373,0.19368985295295715,0.2498599886894226,0.2630598843097687,0.2640697658061981,0.26662686467170715,0.13604258000850677,0.04329425096511841,0.1615462452173233,1.0000001192092896,0.15556083619594574
.,0.3567904531955719,0.33682769536972046,0.4383580684661865,0.22199495136737823,0.515582263469696,0.32817673683166504,0.5352458953857422,0.3278593122959137,0.18456575274467468,0.2760954201221466,0.4726039469242096,0.27572768926620483,0.4645031690597534,0.2714749276638031,-0.003708066651597619,0.22884486615657806,0.2277725487947464,0.4130953550338745
