,which,newton,turnover,resulted,in,seven,points,for,denver,?
newton,0.1681050956249237,1.0000001192092896,0.15546107292175293,0.10579822212457657,0.23639483749866486,0.16132114827632904,0.150417760014534,0.18168501555919647,0.191506028175354,0.09645649790763855
was,0.2830964922904968,0.25264593958854675,0.22570735216140747,0.3113420605659485,0.45514053106307983,0.28194957971572876,0.13673242926597595,0.3863949179649353,0.2766761779785156,0.18412111699581146
limited,0.3224162459373474,0.07119143754243851,0.28761136531829834,0.2669878304004669,0.23956921696662903,0.17241552472114563,0.19585886597633362,0.2708005905151367,0.11212523281574249,0.09444807469844818
by,0.40543368458747864,0.19122301042079926,0.26989084482192993,0.23799769580364227,0.370934396982193,0.2072337567806244,0.19753165543079376,0.3248702883720398,0.16241613030433655,0.17966607213020325
denver,0.12987183034420013,0.191506028175354,0.23267562687397003,0.10173913836479187,0.2221570909023285,0.17646852135658264,0.15620379149913788,0.22017966210842133,1.0,0.1520889848470688
's,0.03856118768453598,0.027833467349410057,0.05006420984864235,-0.07127729803323746,-0.037580832839012146,0.05859247222542763,0.07513526827096939,-0.07241261005401611,-0.08765961974859238,-0.023395681753754616
defense,0.23141434788703918,0.10191027820110321,0.20010939240455627,0.12795479595661163,0.20235490798950195,0.15056034922599792,0.2177487164735794,0.2780293822288513,0.23842781782150269,0.21935760974884033
",",0.3658004403114319,0.2648763358592987,0.27082401514053345,0.21903154253959656,0.5201468467712402,0.32867714762687683,0.2862778604030609,0.4464869201183319,0.25173696875572205,0.31091248989105225
which,1.0,0.1681050956249237,0.3166017234325409,0.32516372203826904,0.4840516746044159,0.2638515830039978,0.23372256755828857,0.44095608592033386,0.12987183034420013,0.25814583897590637
sacked,0.131550133228302,0.1704728752374649,0.24374215304851532,0.2941727340221405,0.2192855328321457,0.15949691832065582,0.16174961626529694,0.16554750502109528,0.13741019368171692,0.07766196876764297
him,0.3357398211956024,0.19347794353961945,0.23229435086250305,0.21694232523441315,0.2284061461687088,0.19412481784820557,0.2387504279613495,0.34431272745132446,0.17044426500797272,0.23943768441677094
seven,0.2638515830039978,0.16132114827632904,0.2191464602947235,0.1786751002073288,0.24717609584331512,0.9999999403953552,0.15885168313980103,0.22466500103473663,0.17646852135658264,0.1732930988073349
times,0.29070794582366943,0.19109323620796204,0.18066148459911346,0.24495266377925873,0.2427823841571808,0.18999098241329193,0.2705725431442261,0.2999500632286072,0.1485476791858673,0.18880689144134521
and,0.506277859210968,0.22255054116249084,0.30476194620132446,0.28832435607910156,0.4954058527946472,0.26877880096435547,0.2753230333328247,0.5064792633056641,0.20625516772270203,0.20544172823429108
forced,0.22839660942554474,0.1810608208179474,0.23828662931919098,0.39966291189193726,0.2043643444776535,0.14933694899082184,0.10094138979911804,0.19555193185806274,0.17544646561145782,0.17547516524791718
him,0.3357398211956024,0.19347794353961945,0.23229435086250305,0.21694232523441315,0.2284061461687088,0.19412481784820557,0.2387504279613495,0.34431272745132446,0.17044426500797272,0.23943768441677094
into,0.4405161738395691,0.08120981603860855,0.23230218887329102,0.27620241045951843,0.38021373748779297,0.17585992813110352,0.16809384524822235,0.231735959649086,0.1274935007095337,0.15662476420402527
three,0.40919098258018494,0.18185727298259735,0.20423056185245514,0.23284703493118286,0.34828072786331177,0.5469011664390564,0.2536293864250183,0.3032672107219696,0.19229699671268463,0.20928427577018738
turnovers,0.30041050910949707,0.18114374577999115,0.8912926316261292,0.311593234539032,0.20580574870109558,0.20500734448432922,0.25407513976097107,0.29288172721862793,0.21867410838603973,0.19236040115356445
",",0.3658004403114319,0.2648763358592987,0.27082401514053345,0.21903154253959656,0.5201468467712402,0.32867714762687683,0.2862778604030609,0.4464869201183319,0.25173696875572205,0.31091248989105225
including,0.41826364398002625,0.17472706735134125,0.22324462234973907,0.3102652430534363,0.35857823491096497,0.2723138928413391,0.16531573235988617,0.42507120966911316,0.1571250855922699,0.1633303165435791
a,0.56894451379776,0.1884482353925705,0.25274279713630676,0.2727489173412323,0.539380669593811,0.2029859572649002,0.22482505440711975,0.44038116931915283,0.179859921336174,0.23916715383529663
fumble,0.15365509688854218,0.22407451272010803,0.3537151515483856,0.20873622596263885,0.13453851640224457,0.19066643714904785,0.30332520604133606,0.24365292489528656,0.34056177735328674,0.17646178603172302
which,1.0,0.1681050956249237,0.3166017234325409,0.32516372203826904,0.4840516746044159,0.2638515830039978,0.23372256755828857,0.44095608592033386,0.12987183034420013,0.25814583897590637
they,0.5165667533874512,0.1926632672548294,0.2302604764699936,0.19790847599506378,0.4330179989337921,0.1875896006822586,0.23395350575447083,0.3466525673866272,0.23547865450382233,0.2753053903579712
recovered,0.25141164660453796,0.14219547808170319,0.308814138174057,0.3047896921634674,0.2665027976036072,0.19289112091064453,0.10802051424980164,0.18925832211971283,0.1906365305185318,0.08912046253681183
for,0.44095608592033386,0.18168501555919647,0.2794775068759918,0.28806254267692566,0.4322226941585541,0.22466500103473663,0.22348499298095703,0.9999999403953552,0.22017966210842133,0.264628142118454
a,0.56894451379776,0.1884482353925705,0.25274279713630676,0.2727489173412323,0.539380669593811,0.2029859572649002,0.22482505440711975,0.44038116931915283,0.179859921336174,0.23916715383529663
touchdown,0.1814393699169159,0.29466405510902405,0.2727822959423065,0.18331782519817352,0.14772959053516388,0.21809762716293335,0.4188653230667114,0.26143357157707214,0.35540616512298584,0.12741123139858246
.,0.45942068099975586,0.20699870586395264,0.32255586981773376,0.23092694580554962,0.5591574311256409,0.2632206678390503,0.19175463914871216,0.4726039469242096,0.2573630213737488,0.4130953550338745
