,the,term,annual,conference,is,often,used,to,refer,to,what,?
the,1.0,0.2740369141101837,0.2958983778953552,0.25393402576446533,0.5823672413825989,0.38004449009895325,0.3718377649784088,0.535392165184021,0.22268381714820862,0.535392165184021,0.42745697498321533,0.22068053483963013
term,0.2740369141101837,1.0,0.20216548442840576,0.1491464376449585,0.270183801651001,0.39294636249542236,0.4406372904777527,0.3310292959213257,0.4355846345424652,0.3310292959213257,0.25282326340675354,0.1901002675294876
annual,0.2958983778953552,0.20216548442840576,1.0000001192092896,0.28363916277885437,0.20538382232189178,0.22588074207305908,0.17837965488433838,0.2023409903049469,0.18558549880981445,0.2023409903049469,0.14798973500728607,0.1083487942814827
conference,0.25393402576446533,0.1491464376449585,0.28363916277885437,0.9999999403953552,0.13909097015857697,0.14767029881477356,0.13926592469215393,0.2324119359254837,0.10671554505825043,0.2324119359254837,0.15329721570014954,0.11172781884670258
is,0.5823672413825989,0.270183801651001,0.20538382232189178,0.13909097015857697,1.0,0.3856629431247711,0.3288823366165161,0.42745086550712585,0.32020241022109985,0.42745086550712585,0.28837618231773376,0.22961433231830597
often,0.38004449009895325,0.39294636249542236,0.22588074207305908,0.14767029881477356,0.3856629431247711,1.0000001192092896,0.521835446357727,0.4351843297481537,0.31560564041137695,0.4351843297481537,0.3849453330039978,0.23748154938220978
used,0.3718377649784088,0.4406372904777527,0.17837965488433838,0.13926592469215393,0.3288823366165161,0.521835446357727,0.9999998807907104,0.40058770775794983,0.45630067586898804,0.40058770775794983,0.27546408772468567,0.22430120408535004
to,0.535392165184021,0.3310292959213257,0.2023409903049469,0.2324119359254837,0.42745086550712585,0.4351843297481537,0.40058770775794983,1.0,0.24100381135940552,1.0,0.455847829580307,0.29463258385658264
refer,0.22268381714820862,0.4355846345424652,0.18558549880981445,0.10671554505825043,0.32020241022109985,0.31560564041137695,0.45630067586898804,0.24100381135940552,1.0,0.24100381135940552,0.17466352880001068,0.12567369639873505
to,0.535392165184021,0.3310292959213257,0.2023409903049469,0.2324119359254837,0.42745086550712585,0.4351843297481537,0.40058770775794983,1.0,0.24100381135940552,1.0,0.455847829580307,0.29463258385658264
the,1.0,0.2740369141101837,0.2958983778953552,0.25393402576446533,0.5823672413825989,0.38004449009895325,0.3718377649784088,0.535392165184021,0.22268381714820862,0.535392165184021,0.42745697498321533,0.22068053483963013
geographical,0.3164447844028473,0.2413463443517685,0.16417482495307922,0.12245775014162064,0.20783355832099915,0.18384338915348053,0.2534026503562927,0.2409864366054535,0.2581755816936493,0.2409864366054535,0.2645968794822693,0.1692802608013153
area,0.37834644317626953,0.17102010548114777,0.19851069152355194,0.16420041024684906,0.29283958673477173,0.2406948357820511,0.2307427078485489,0.2797197997570038,0.18899336457252502,0.2797197997570038,0.21965408325195312,0.12640461325645447
it,0.6251175999641418,0.24376648664474487,0.16601739823818207,0.1432054042816162,0.6328473687171936,0.3385609984397888,0.3575260639190674,0.513711154460907,0.24803145229816437,0.513711154460907,0.45803478360176086,0.25732165575027466
covers,0.326327383518219,0.18647922575473785,0.16456501185894012,0.10885254293680191,0.38246777653694153,0.22753217816352844,0.19595597684383392,0.24317483603954315,0.25152677297592163,0.24317483603954315,0.19826510548591614,0.1432708352804184
as,0.48381632566452026,0.3224089443683624,0.1508007049560547,0.14918358623981476,0.43216490745544434,0.405699223279953,0.35160550475120544,0.42092081904411316,0.2955983281135559,0.42092081904411316,0.31749409437179565,0.27043893933296204
well,0.42630070447921753,0.21135351061820984,0.14323873817920685,0.13677215576171875,0.33406564593315125,0.46449002623558044,0.34104275703430176,0.3422003388404846,0.2230185717344284,0.3422003388404846,0.4154493808746338,0.24815571308135986
as,0.48381632566452026,0.3224089443683624,0.1508007049560547,0.14918358623981476,0.43216490745544434,0.405699223279953,0.35160550475120544,0.42092081904411316,0.2955983281135559,0.42092081904411316,0.31749409437179565,0.27043893933296204
the,1.0,0.2740369141101837,0.2958983778953552,0.25393402576446533,0.5823672413825989,0.38004449009895325,0.3718377649784088,0.535392165184021,0.22268381714820862,0.535392165184021,0.42745697498321533,0.22068053483963013
frequency,0.20417852699756622,0.25227800011634827,0.13802868127822876,0.10379979759454727,0.2154439091682434,0.33159011602401733,0.25704458355903625,0.2516654431819916,0.1952151656150818,0.2516654431819916,0.2807137370109558,0.17067383229732513
of,0.733189046382904,0.26047757267951965,0.29535046219825745,0.19579021632671356,0.4854315221309662,0.3351972997188568,0.3075267970561981,0.41548454761505127,0.2576347291469574,0.41548454761505127,0.33290785551071167,0.1826142966747284
meeting,0.3390691578388214,0.15888145565986633,0.32550400495529175,0.43508458137512207,0.17450086772441864,0.18795457482337952,0.08620666712522507,0.2453547865152359,0.1477951556444168,0.2453547865152359,0.2296355813741684,0.1329771876335144
.,0.5934505462646484,0.18456575274467468,0.17968490719795227,0.1982354372739792,0.4569662809371948,0.30710849165916443,0.33111312985420227,0.4645031690597534,0.1410340517759323,0.4645031690597534,0.3567904531955719,0.4130953550338745
