,what,is,the,largest,abc,station,operator,in,terms,of,market,reach,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2068762183189392,0.23609806597232819,0.22986549139022827,0.6662389636039734,0.29706791043281555,0.733189046382904,0.2041238248348236,0.31808504462242126,0.22068053483963013
e.,0.05773794278502464,-0.027958322316408157,0.04129594564437866,-0.003230214351788163,0.038080811500549316,0.029206043109297752,0.025479290634393692,0.05083685740828514,-0.006678823847323656,0.03512954339385033,0.0038210072088986635,0.06632179021835327,0.04848470166325569
w.,-0.0846915990114212,0.012734162621200085,0.007494001649320126,-0.035869672894477844,0.13449792563915253,-0.058828674256801605,-0.007477270904928446,-0.029492290690541267,-0.10240854322910309,-0.0285952165722847,-0.10646937787532806,-0.033858753740787506,-0.07353907823562622
scripps,0.19036822021007538,0.15916210412979126,0.28097137808799744,0.14641891419887543,0.26996737718582153,0.22323474287986755,0.2838694453239441,0.23393487930297852,0.11718590557575226,0.25224360823631287,0.0973057821393013,0.04721466451883316,0.16217854619026184
company,0.2333769053220749,0.18005689978599548,0.26591673493385315,0.1974945217370987,0.16210390627384186,0.2310960441827774,0.346477210521698,0.22141718864440918,0.16267183423042297,0.20467796921730042,0.3897888660430908,0.13011829555034637,0.12195809185504913
is,0.28837618231773376,1.0,0.5823672413825989,0.3413417339324951,0.16037321090698242,0.19625909626483917,0.2346540242433548,0.5394441485404968,0.27452221512794495,0.4854315221309662,0.2463478147983551,0.2189902812242508,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2068762183189392,0.23609806597232819,0.22986549139022827,0.6662389636039734,0.29706791043281555,0.733189046382904,0.2041238248348236,0.31808504462242126,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.09599892795085907,0.20469453930854797,0.21256251633167267,0.3017216920852661,0.23076626658439636,0.36650770902633667,0.1892854869365692,0.1977066844701767,0.12401245534420013
operator,0.19331371784210205,0.2346540242433548,0.22986549139022827,0.21256251633167267,0.21460629999637604,0.3174436688423157,1.0,0.25355902314186096,0.1529804766178131,0.178121879696846,0.14997632801532745,0.11974458396434784,0.12810945510864258
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.14607268571853638,0.17394597828388214,0.178121879696846,0.5696388483047485,0.2767748534679413,1.0,0.1694333702325821,0.20552729070186615,0.1826142966747284
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.09599892795085907,1.0000001192092896,0.21780119836330414,0.21460629999637604,0.1697147786617279,0.02278456650674343,0.14607268571853638,0.10615630447864532,0.05181146413087845,0.19065172970294952
stations,0.1621520221233368,0.2002124935388565,0.24762700498104095,0.22964605689048767,0.23858611285686493,0.8503052592277527,0.3288689851760864,0.25864288210868835,0.18223465979099274,0.20414425432682037,0.3157709836959839,0.18323040008544922,0.13192185759544373
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.1697147786617279,0.21784305572509766,0.25355902314186096,1.0,0.2410934716463089,0.5696388483047485,0.27003997564315796,0.20601192116737366,0.20430970191955566
terms,0.23885610699653625,0.27452221512794495,0.29706791043281555,0.23076626658439636,0.02278456650674343,0.05220212787389755,0.1529804766178131,0.2410934716463089,1.0,0.2767748534679413,0.20738965272903442,0.22793683409690857,0.23466452956199646
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.14607268571853638,0.17394597828388214,0.178121879696846,0.5696388483047485,0.2767748534679413,1.0,0.1694333702325821,0.20552729070186615,0.1826142966747284
overall,0.23488298058509827,0.21297959983348846,0.31739529967308044,0.19872479140758514,0.03878478333353996,0.09415318816900253,0.10483979433774948,0.26280614733695984,0.21418626606464386,0.2889781594276428,0.16307109594345093,0.1934165358543396,0.18573027849197388
market,0.12116116285324097,0.2463478147983551,0.2041238248348236,0.1892854869365692,0.10615630447864532,0.32434603571891785,0.14997632801532745,0.27003997564315796,0.20738965272903442,0.1694333702325821,1.0000001192092896,0.1923433095216751,0.12805593013763428
reach,0.23399507999420166,0.2189902812242508,0.31808504462242126,0.1977066844701767,0.05181146413087845,0.15570808947086334,0.11974458396434784,0.20601192116737366,0.22793683409690857,0.20552729070186615,0.1923433095216751,1.0,0.13152138888835907
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2097204476594925,0.2482491284608841,0.2986533045768738,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.2499394416809082,0.2441277652978897,0.31091248989105225
owning,0.31457746028900146,0.25570210814476013,0.29914402961730957,0.22098173201084137,0.20329812169075012,0.17207923531532288,0.19007034599781036,0.2713683545589447,0.178434818983078,0.2877778112888336,0.31270891427993774,0.16477438807487488,0.23171958327293396
15,-0.01077192835509777,-0.00426758686080575,-0.011810222640633583,0.020062973722815514,-0.008084669709205627,-0.03447633981704712,-0.10407742112874985,0.02424248494207859,-0.09128886461257935,-0.02319195494055748,0.07052122801542282,0.09119188040494919,-0.010706285014748573
abc-affiliated,0.15757881104946136,0.1502043604850769,0.2836194336414337,0.27414166927337646,0.29616865515708923,0.3228078782558441,0.2193172425031662,0.26901721954345703,0.1316535770893097,0.2607695460319519,0.14317044615745544,0.15782365202903748,0.13518930971622467
stations,0.1621520221233368,0.2002124935388565,0.24762700498104095,0.22964605689048767,0.23858611285686493,0.8503052592277527,0.3288689851760864,0.25864288210868835,0.18223465979099274,0.20414425432682037,0.3157709836959839,0.18323040008544922,0.13192185759544373
