,what,is,an,important,swahili,settlement,along,the,coast,?
among,0.21154822409152985,0.21956473588943481,0.08896297216415405,0.335338830947876,0.2250642478466034,0.10645780712366104,0.284652978181839,0.3507058024406433,0.1405334174633026,0.14343059062957764
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.39348116517066956,0.22777055203914642,0.2599570155143738,0.39495137333869934,1.0,0.28366661071777344,0.22068053483963013
cities,0.161918506026268,0.21770904958248138,0.14263588190078735,0.26840832829475403,0.1593613177537918,0.40004923939704895,0.18443426489830017,0.2621172070503235,0.2868236303329468,0.13339310884475708
that,0.6297725439071655,0.3995479643344879,0.365763783454895,0.3865286409854889,0.19601759314537048,0.22092460095882416,0.2850594222545624,0.5473989248275757,0.19411782920360565,0.32716336846351624
line,0.2245367169380188,0.19879867136478424,0.14570118486881256,0.15816228091716766,0.0774410292506218,0.15985876321792603,0.28211283683776855,0.29789501428604126,0.2161499559879303,0.16271452605724335
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.39348116517066956,0.22777055203914642,0.2599570155143738,0.39495137333869934,1.0,0.28366661071777344,0.22068053483963013
kenyan,0.11042535305023193,0.16358713805675507,0.20626519620418549,0.12992078065872192,0.3464450538158417,0.1438424438238144,0.12887881696224213,0.1675717681646347,0.1664697527885437,0.1738916039466858
coast,0.2200622260570526,0.25204822421073914,0.16602905094623566,0.15293362736701965,0.23651283979415894,0.300380140542984,0.40980637073516846,0.28366661071777344,1.0000001192092896,0.15869849920272827
is,0.28837618231773376,1.0,0.4654068350791931,0.350485235452652,0.20980408787727356,0.24221304059028625,0.23571021854877472,0.5823672413825989,0.25204822421073914,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.39348116517066956,0.22777055203914642,0.2599570155143738,0.39495137333869934,1.0,0.28366661071777344,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.17270074784755707,0.28580164909362793,0.13037151098251343,0.3396316170692444,0.20935635268688202,0.35769423842430115,0.3207913041114807,0.13423943519592285
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.43301743268966675,0.1714525818824768,0.25982165336608887,0.34889817237854004,0.733189046382904,0.2811681628227234,0.1826142966747284
malindi,0.21682699024677277,0.23552164435386658,0.23392093181610107,0.09025640040636063,0.3954407572746277,0.23174339532852173,0.08423689752817154,0.19876110553741455,0.16485078632831573,0.1617479771375656
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.33938494324684143,0.20634838938713074,0.233600914478302,0.27491724491119385,0.5934505462646484,0.2627628743648529,0.4130953550338745
