,on,what,river,does,warsaw,stand,?
it,0.4529881477355957,0.45803478360176086,0.24976809322834015,0.34188351035118103,0.1582006961107254,0.23952847719192505,0.25732165575027466
stands,0.23329508304595947,0.16123995184898376,0.15450358390808105,0.31364116072654724,0.13061553239822388,0.5954911112785339,0.10421594232320786
on,0.9999999403953552,0.34226128458976746,0.2033996731042862,0.2568802833557129,0.19170401990413666,0.25874534249305725,0.2714994251728058
the,0.5107308030128479,0.42745697498321533,0.2894456386566162,0.35928019881248474,0.23137180507183075,0.2531624138355255,0.22068053483963013
vistula,0.20966413617134094,0.20743709802627563,0.4237925112247467,0.13901375234127045,0.43355974555015564,0.12879209220409393,0.1677311211824417
river,0.2033996731042862,0.13815869390964508,0.9999999403953552,0.14026834070682526,0.10622203350067139,0.07429232448339462,0.15390869975090027
in,0.46853652596473694,0.30808621644973755,0.2149806171655655,0.214483380317688,0.22642600536346436,0.20552469789981842,0.20430970191955566
east-central,0.29679563641548157,0.2536929249763489,0.31685003638267517,0.2051515132188797,0.2955106198787689,0.20559260249137878,0.20919859409332275
poland,0.17055775225162506,0.16095873713493347,0.11907639354467392,0.12576241791248322,0.6352760195732117,0.12620647251605988,0.14259830117225647
",",0.49057599902153015,0.3087472915649414,0.26637205481529236,0.28617382049560547,0.25300899147987366,0.27589988708496094,0.31091248989105225
roughly,0.21578028798103333,0.2731170356273651,0.19070903956890106,0.17797225713729858,0.10104792565107346,0.13614118099212646,0.09299357235431671
260,0.1497528851032257,0.09550680220127106,0.04143371805548668,0.058510832488536835,-0.0003062690084334463,0.11901544034481049,0.22087180614471436
kilometres,0.15881577134132385,0.17518062889575958,0.3469339609146118,0.11234987527132034,0.1304154098033905,0.09821949899196625,0.09185487031936646
(,0.28656116127967834,0.2411840260028839,0.16287720203399658,0.2728188931941986,0.1835584193468094,0.15827840566635132,0.40561532974243164
160,-0.05189177021384239,-0.2319744974374771,0.19626101851463318,-0.27360978722572327,-0.054970212280750275,-0.12543609738349915,-0.11823219805955887
mi,0.10586424171924591,0.14169800281524658,0.22097688913345337,0.063779816031456,0.10596410930156708,0.07435392588376999,0.10264865309000015
),0.29937487840652466,0.26259949803352356,0.16430801153182983,0.2575884759426117,0.19817118346691132,0.14393578469753265,0.42300865054130554
from,0.36926645040512085,0.2737620174884796,0.20433256030082703,0.1777622550725937,0.2396499514579773,0.1447637528181076,0.19969791173934937
the,0.5107308030128479,0.42745697498321533,0.2894456386566162,0.35928019881248474,0.23137180507183075,0.2531624138355255,0.22068053483963013
baltic,0.21934790909290314,0.13813510537147522,0.2639588415622711,0.11258773505687714,0.3185311555862427,0.09553494304418564,0.06320890039205551
sea,0.2444533258676529,0.19525039196014404,0.3752976357936859,0.12523514032363892,0.15244372189044952,0.11691543459892273,0.15551945567131042
and,0.4077630043029785,0.31309178471565247,0.19898422062397003,0.3461615741252899,0.2083624005317688,0.268960565328598,0.20544172823429108
300,0.010288096964359283,-0.018814310431480408,0.08474577963352203,-0.02043742500245571,0.06973382830619812,0.08519414812326431,-0.06213558092713356
kilometres,0.15881577134132385,0.17518062889575958,0.3469339609146118,0.11234987527132034,0.1304154098033905,0.09821949899196625,0.09185487031936646
(,0.28656116127967834,0.2411840260028839,0.16287720203399658,0.2728188931941986,0.1835584193468094,0.15827840566635132,0.40561532974243164
190,-0.07834892719984055,-0.031978458166122437,-0.03579159826040268,-0.13651804625988007,0.018010227009654045,-0.1327938288450241,-0.003447322640568018
mi,0.10586424171924591,0.14169800281524658,0.22097688913345337,0.063779816031456,0.10596410930156708,0.07435392588376999,0.10264865309000015
),0.29937487840652466,0.26259949803352356,0.16430801153182983,0.2575884759426117,0.19817118346691132,0.14393578469753265,0.42300865054130554
from,0.36926645040512085,0.2737620174884796,0.20433256030082703,0.1777622550725937,0.2396499514579773,0.1447637528181076,0.19969791173934937
the,0.5107308030128479,0.42745697498321533,0.2894456386566162,0.35928019881248474,0.23137180507183075,0.2531624138355255,0.22068053483963013
carpathian,0.17987120151519775,0.15426480770111084,0.3311847448348999,0.1760924607515335,0.3337365984916687,0.17849181592464447,0.07924292981624603
mountains,0.16637951135635376,0.1498076319694519,0.4410148859024048,0.14548657834529877,0.11329389363527298,0.09547042101621628,0.08633821457624435
.,0.49257001280784607,0.3567904531955719,0.21443960070610046,0.3022993505001068,0.26825499534606934,0.2296130359172821,0.4130953550338745
