,granting,what,status,would,allow,private,non-religious,schools,in,the,us,to,receive,public,funds,?
non-religious,0.23113411664962769,0.25676068663597107,0.2278144806623459,0.1813122034072876,0.2049671858549118,0.2900685966014862,1.0,0.3439177870750427,0.23914438486099243,0.22225452959537506,0.1133735328912735,0.2186756730079651,0.2025814652442932,0.3268977999687195,0.1919785588979721,0.1959816962480545
private,0.2588639557361603,0.16778090596199036,0.08124016225337982,0.16344349086284637,0.22053837776184082,1.0,0.2900685966014862,0.4158569872379303,0.21135757863521576,0.18291357159614563,0.14567457139492035,0.18892748653888702,0.27802327275276184,0.5126727223396301,0.2797282636165619,0.14389030635356903
schools,0.2426839917898178,0.1820785105228424,0.16855363547801971,0.18290331959724426,0.2705138623714447,0.4158569872379303,0.3439177870750427,1.0,0.2632134258747101,0.22905772924423218,0.17016038298606873,0.2362271547317505,0.1494699865579605,0.4260808527469635,0.32021069526672363,0.18349280953407288
theoretically,0.23478206992149353,0.2981348931789398,0.22178107500076294,0.3197896480560303,0.24452641606330872,0.16872815787792206,0.2037610560655594,0.17692606151103973,0.18068984150886536,0.2543277144432068,0.1359265148639679,0.2833996117115021,0.1919155716896057,0.15646794438362122,0.17005346715450287,0.15105554461479187
could,0.30123263597488403,0.4188697934150696,0.18708835542201996,0.8068214654922485,0.5144455432891846,0.18458375334739685,0.1931578665971756,0.20622998476028442,0.29357993602752686,0.35393214225769043,0.25553393363952637,0.5461788773536682,0.26758575439453125,0.1925516426563263,0.2760145664215088,0.3411986827850342
qualify,0.30434858798980713,0.25637948513031006,0.2775040864944458,0.31959792971611023,0.3066355586051941,0.16606681048870087,0.1880943924188614,0.2112637311220169,0.20075906813144684,0.2553735077381134,0.15783344209194183,0.2946672737598419,0.32642775774002075,0.17263999581336975,0.27964600920677185,0.19192476570606232
for,0.3739200234413147,0.3017193675041199,0.18810321390628815,0.39877474308013916,0.34999027848243713,0.22242696583271027,0.21690917015075684,0.2320515662431717,0.4322226941585541,0.4739971458911896,0.26768606901168823,0.4451248347759247,0.31519460678100586,0.3092794418334961,0.3407641053199768,0.264628142118454
such,0.2809821665287018,0.23989605903625488,0.2007886916399002,0.29505011439323425,0.329960435628891,0.20891956984996796,0.2713586688041687,0.21323329210281372,0.2704046070575714,0.3575236201286316,0.14912374317646027,0.2871878743171692,0.2091756910085678,0.21115711331367493,0.19280381500720978,0.17851735651493073
funding,0.4418560862541199,0.2725590467453003,0.24480801820755005,0.3626967668533325,0.3895244300365448,0.27316173911094666,0.1795821189880371,0.3070438504219055,0.2074873298406601,0.3006567358970642,0.19935230910778046,0.3602164685726166,0.35040196776390076,0.3689518868923187,0.730065643787384,0.1842934638261795
without,0.3086715638637543,0.3181614279747009,0.18586388230323792,0.32984134554862976,0.4259653091430664,0.19106820225715637,0.22461073100566864,0.12359452992677689,0.2553589344024658,0.3270869255065918,0.17573873698711395,0.37970873713493347,0.2572062611579895,0.271077960729599,0.23172979056835175,0.2928665280342102
hassle,0.27048835158348083,0.34594297409057617,0.20613336563110352,0.3638193905353546,0.21998046338558197,0.16562651097774506,0.15127339959144592,0.11790378391742706,0.18639612197875977,0.16750501096248627,0.27193132042884827,0.28806567192077637,0.19065535068511963,0.14238089323043823,0.14700913429260254,0.3964371085166931
",",0.3347657024860382,0.3087472915649414,0.2404196411371231,0.32586824893951416,0.24557842314243317,0.1899166703224182,0.2952350080013275,0.2760516405105591,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.44245919585227966,0.26574233174324036,0.2588968276977539,0.20136137306690216,0.31091248989105225
preferring,0.33225879073143005,0.3672735393047333,0.1521044671535492,0.42475101351737976,0.38757583498954773,0.21885940432548523,0.23538066446781158,0.18207424879074097,0.21427002549171448,0.26922956109046936,0.15442878007888794,0.34272822737693787,0.22821632027626038,0.2146362066268921,0.21489647030830383,0.2830295264720917
the,0.31230929493904114,0.42745697498321533,0.23601171374320984,0.4133751392364502,0.27822166681289673,0.18291357159614563,0.22225452959537506,0.22905772924423218,0.6662389636039734,1.0,0.25727739930152893,0.535392165184021,0.2726488411426544,0.22857438027858734,0.23871955275535583,0.22068053483963013
advantages,0.26347699761390686,0.169710174202919,0.20763954520225525,0.2699606418609619,0.4110422134399414,0.2043292373418808,0.152639701962471,0.22508585453033447,0.14844228327274323,0.2436356246471405,0.16786783933639526,0.2618235647678375,0.24123530089855194,0.16248011589050293,0.3109074831008911,0.1219927966594696
of,0.3307593762874603,0.33290785551071167,0.20139996707439423,0.3353942930698395,0.28057926893234253,0.18706899881362915,0.3137143850326538,0.265506386756897,0.5696388483047485,0.733189046382904,0.23568789660930634,0.41548454761505127,0.25992685556411743,0.2391265481710434,0.24558281898498535,0.1826142966747284
independent,0.20030826330184937,0.28752967715263367,0.21137703955173492,0.23463091254234314,0.20615153014659882,0.21767279505729675,0.21078787744045258,0.22231550514698029,0.2794609069824219,0.2927691638469696,0.18631064891815186,0.20949965715408325,0.17478305101394653,0.18384557962417603,0.16706261038780212,0.11902587860822678
control,0.22542627155780792,0.2821830213069916,0.1557794213294983,0.2068130522966385,0.3181830942630768,0.1506560891866684,0.1454007923603058,0.13184373080730438,0.24831421673297882,0.32841500639915466,0.12065272033214569,0.28164729475975037,0.1223532184958458,0.1857525259256363,0.23853164911270142,0.1620711386203766
of,0.3307593762874603,0.33290785551071167,0.20139996707439423,0.3353942930698395,0.28057926893234253,0.18706899881362915,0.3137143850326538,0.265506386756897,0.5696388483047485,0.733189046382904,0.23568789660930634,0.41548454761505127,0.25992685556411743,0.2391265481710434,0.24558281898498535,0.1826142966747284
their,0.2392454445362091,0.35142919421195984,0.2075379490852356,0.4112042188644409,0.3747715651988983,0.24537235498428345,0.2567538917064667,0.22621867060661316,0.34976133704185486,0.516537070274353,0.18662944436073303,0.44619059562683105,0.3080250918865204,0.2602854371070862,0.2715567350387573,0.1898253709077835
student,0.20857149362564087,0.20548318326473236,0.10167021304368973,0.15397757291793823,0.13480819761753082,0.3240567743778229,0.2745068073272705,0.41530340909957886,0.254856139421463,0.21259291470050812,0.19211474061012268,0.21220189332962036,0.24441559612751007,0.2978299856185913,0.21086829900741577,0.13282090425491333
admissions,0.4964621663093567,0.2906854748725891,0.34279268980026245,0.3163151144981384,0.3790259063243866,0.35912996530532837,0.29495003819465637,0.4701703190803528,0.308417946100235,0.2730996906757355,0.2407314032316208,0.32378265261650085,0.38535064458847046,0.39145994186401367,0.4267929792404175,0.2463146448135376
and,0.2752322852611542,0.31309178471565247,0.24375928938388824,0.34921059012413025,0.3380379378795624,0.2557651102542877,0.29921260476112366,0.29319998621940613,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.48971283435821533,0.27304521203041077,0.3227643668651581,0.24975134432315826,0.20544172823429108
course,0.2861138880252838,0.3412042260169983,0.1881539225578308,0.3512524664402008,0.3066648244857788,0.20260344445705414,0.18251153826713562,0.3217694163322449,0.27132725715637207,0.32268625497817993,0.21630656719207764,0.30525898933410645,0.1856154203414917,0.2387433648109436,0.21942977607250214,0.28826573491096497
content,0.20989936590194702,0.3614070415496826,0.23744361102581024,0.3030736446380615,0.33443284034729004,0.13845475018024445,0.19247077405452728,0.1969497799873352,0.1518891453742981,0.21174471080303192,0.24168767035007477,0.2765587866306305,0.1614757776260376,0.22643323242664337,0.24074603617191315,0.37093979120254517
instead,0.21815863251686096,0.4104403555393219,0.15538085997104645,0.44335541129112244,0.42316052317619324,0.17639943957328796,0.13867703080177307,0.1682622879743576,0.28091272711753845,0.3940567970275879,0.2061103731393814,0.457004189491272,0.19269727170467377,0.2343839406967163,0.21717527508735657,0.2942638397216797
of,0.3307593762874603,0.33290785551071167,0.20139996707439423,0.3353942930698395,0.28057926893234253,0.18706899881362915,0.3137143850326538,0.265506386756897,0.5696388483047485,0.733189046382904,0.23568789660930634,0.41548454761505127,0.25992685556411743,0.2391265481710434,0.24558281898498535,0.1826142966747284
the,0.31230929493904114,0.42745697498321533,0.23601171374320984,0.4133751392364502,0.27822166681289673,0.18291357159614563,0.22225452959537506,0.22905772924423218,0.6662389636039734,1.0,0.25727739930152893,0.535392165184021,0.2726488411426544,0.22857438027858734,0.23871955275535583,0.22068053483963013
public,0.2666856348514557,0.1729622185230255,0.11665574461221695,0.2115112692117691,0.27443361282348633,0.5126727223396301,0.3268977999687195,0.4260808527469635,0.29074716567993164,0.22857438027858734,0.2124563455581665,0.2672370672225952,0.2115134745836258,1.0000001192092896,0.3491130471229553,0.19872993230819702
funding,0.4418560862541199,0.2725590467453003,0.24480801820755005,0.3626967668533325,0.3895244300365448,0.27316173911094666,0.1795821189880371,0.3070438504219055,0.2074873298406601,0.3006567358970642,0.19935230910778046,0.3602164685726166,0.35040196776390076,0.3689518868923187,0.730065643787384,0.1842934638261795
