,along,with,10,cloverfield,lane,",",what,paramount,trailer,appeared,during,the,super,bowl,?
fox,0.08988768607378006,0.17364606261253357,0.03549358621239662,0.3607848882675171,0.19958002865314484,0.21118731796741486,0.16651637852191925,0.343461811542511,0.15135587751865387,0.2132902294397354,0.1817074865102768,0.24760441482067108,0.17024748027324677,0.17459118366241455,0.1670110523700714
paid,0.21664701402187347,0.22099155187606812,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.18092423677444458,0.254770964384079,0.24635596573352814,0.17094449698925018,0.21218495070934296,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
deadpool,0.24602028727531433,0.26834163069725037,-0.03661784157156944,0.48877188563346863,0.3294433057308197,0.27710187435150146,0.277893990278244,0.3440995514392853,0.37386804819107056,0.39393872022628784,0.20141379535198212,0.3412702977657318,0.3097268044948578,0.2170099914073944,0.24113722145557404
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
x-men,0.23397058248519897,0.19045138359069824,0.18524953722953796,0.25305432081222534,0.172416552901268,0.21719399094581604,0.1464698761701584,0.12807747721672058,0.20309090614318848,0.2298390418291092,0.3245892822742462,0.27345529198646545,0.1687907576560974,0.17898325622081757,0.14535854756832123
:,-0.04340015724301338,0.039687950164079666,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.004729332868009806,-0.12022944539785385,-0.0916600450873375,-0.10141312330961227,-0.06789634376764297,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
apocalypse,0.10369611531496048,0.19058623909950256,0.07456611841917038,0.3049951493740082,0.1897098869085312,0.23481988906860352,0.19671958684921265,0.37977278232574463,0.2384660392999649,0.31165188550949097,0.14079779386520386,0.3059094250202179,0.14775389432907104,0.1736818552017212,0.21990230679512024
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
independence,0.1980850100517273,0.12566587328910828,0.18376153707504272,0.20155008137226105,0.15281012654304504,0.26219290494918823,0.24622133374214172,0.1889272779226303,0.09794473648071289,0.14320431649684906,0.26111742854118347,0.2836182415485382,0.1479015052318573,0.15814414620399475,0.12301119416952133
day,0.23029890656471252,0.2329399436712265,0.05773071572184563,0.19716952741146088,0.22627395391464233,0.30821847915649414,0.2990210950374603,0.16675357520580292,0.2224484086036682,0.19436430931091309,0.3424895405769348,0.3062323033809662,0.12438684701919556,0.17859336733818054,0.2141837179660797
:,-0.04340015724301338,0.039687950164079666,-0.05974526330828667,-0.11365748941898346,-0.08210942894220352,-0.004729332868009806,-0.12022944539785385,-0.0916600450873375,-0.10141312330961227,-0.06789634376764297,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
resurgence,0.1455150842666626,0.23478741943836212,0.15391144156455994,0.18044723570346832,0.0861220583319664,0.2598235011100769,0.270428329706192,0.19798429310321808,0.1455051600933075,0.28882896900177,0.34106916189193726,0.3228895366191864,0.20239286124706268,0.14952078461647034,0.16093435883522034
and,0.4213258922100067,0.5477725267410278,0.2397010177373886,0.3303966224193573,0.28166595101356506,0.6633074283599854,0.31309178471565247,0.20837625861167908,0.1914048194885254,0.2529698610305786,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
eddie,0.1494072675704956,0.13079500198364258,0.01619218848645687,0.22828321158885956,0.19183915853500366,0.19819743931293488,0.055257223546504974,0.19158558547496796,0.14800359308719635,0.23105762898921967,0.1925758719444275,0.16324487328529358,0.10620340704917908,0.1207633763551712,0.13601547479629517
the,0.39495137333869934,0.4223487675189972,0.2880653440952301,0.26082196831703186,0.17604383826255798,0.4933079481124878,0.42745697498321533,0.21407467126846313,0.25035014748573303,0.30265679955482483,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
eagle,0.09991319477558136,0.16663102805614471,0.053749192506074905,0.2775348126888275,0.11059901118278503,0.2961125373840332,0.17198938131332397,0.17300745844841003,0.1344148963689804,0.15555572509765625,0.136617049574852,0.23641538619995117,0.20242474973201752,0.19858093559741974,0.21301716566085815
",",0.29824912548065186,0.4120737314224243,0.1734008640050888,0.375484824180603,0.22369475662708282,1.0000001192092896,0.3087472915649414,0.23081281781196594,0.20151035487651825,0.30425316095352173,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
lionsgate,0.2001669704914093,0.2175540328025818,0.07154451310634613,0.47770819067955017,0.3171309232711792,0.30752867460250854,0.22215215861797333,0.5258640646934509,0.3649771511554718,0.31380024552345276,0.20490235090255737,0.3558478355407715,0.2803584039211273,0.284046471118927,0.20515874028205872
paid,0.21664701402187347,0.22099155187606812,0.10452134907245636,0.1732020378112793,0.13584472239017487,0.18092423677444458,0.254770964384079,0.24635596573352814,0.17094449698925018,0.21218495070934296,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.249526709318161,0.39140474796295166,0.07862305641174316,0.2720806300640106,0.20664037764072418,0.4464869201183319,0.3017193675041199,0.19609104096889496,0.1980103701353073,0.2528862953186035,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
gods,0.13934707641601562,0.182397723197937,0.19039765000343323,0.16598951816558838,0.0847364142537117,0.24534226953983307,0.2244771271944046,0.15171949565410614,0.163854718208313,0.19099515676498413,0.17104889452457428,0.2596609592437744,0.11685571074485779,0.16775482892990112,0.16458383202552795
of,0.34889817237854004,0.41827285289764404,0.2777891755104065,0.2582555413246155,0.15131840109825134,0.4946078956127167,0.33290785551071167,0.12845782935619354,0.1294957548379898,0.24007049202919006,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
