,where,was,the,first,horse,racetrack,located,?
besides,0.3545883297920227,0.24878661334514618,0.367077499628067,0.22797034680843353,0.14243248105049133,0.2328048050403595,0.29630640149116516,0.28698742389678955
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25871941447257996,0.29047030210494995,0.2678719460964203,0.31091248989105225
within,0.3611587882041931,0.19280311465263367,0.39827480912208557,0.20293103158473969,0.04114099591970444,0.18653376400470734,0.3452516496181488,0.1870293766260147
the,0.5003893971443176,0.48711544275283813,1.0,0.49448907375335693,0.2520756125450134,0.2793591022491455,0.407527357339859,0.22068053483963013
city,0.2686662971973419,0.3188765048980713,0.35769423842430115,0.20456640422344208,0.16720232367515564,0.26965591311454773,0.3682219088077545,0.13423943519592285
borders,0.18518313765525818,0.17570072412490845,0.28853991627693176,0.10941661149263382,0.12141000479459763,0.1499904990196228,0.3537926971912384,0.13029009103775024
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25871941447257996,0.29047030210494995,0.2678719460964203,0.31091248989105225
there,0.5016061663627625,0.24909798800945282,0.47025805711746216,0.2373337596654892,0.24643535912036896,0.2510496973991394,0.34069621562957764,0.29405656456947327
are,0.32389864325523376,0.3076191842556,0.40399202704429626,0.20306691527366638,0.18708465993404388,0.20092926919460297,0.24096766114234924,0.24591213464736938
also,0.5413004159927368,0.4032125174999237,0.6021018624305725,0.43768298625946045,0.21545633673667908,0.24364571273326874,0.25066080689430237,0.21848613023757935
:,-0.012972540222108364,0.002802103292196989,-0.03403344005346298,0.018633490428328514,0.04559946805238724,0.19185583293437958,-0.1445346474647522,-0.07156077772378922
pole,0.14402806758880615,0.1241452544927597,0.18963728845119476,0.21031294763088226,0.18489784002304077,0.311157763004303,0.16577479243278503,0.07938457280397415
mokotowskie,0.18384619057178497,0.33229267597198486,0.3251042664051056,0.2587853968143463,0.20193709433078766,0.3701014518737793,0.22019821405410767,0.24695324897766113
(,0.1970011591911316,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1180272251367569,0.16591711342334747,0.21025894582271576,0.40561532974243164
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.293519526720047,0.28402161598205566,0.2605401277542114,0.23916715383529663
big,0.2920660972595215,0.179094597697258,0.308749794960022,0.19652248919010162,0.2076001614332199,0.18166106939315796,0.18371130526065826,0.20497842133045197
park,0.1767059862613678,0.22738584876060486,0.24748283624649048,0.22013017535209656,0.18849191069602966,0.3642736077308655,0.31520238518714905,0.13508929312229156
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.2209465354681015,0.3006756603717804,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.49448907375335693,0.2520756125450134,0.2793591022491455,0.407527357339859,0.22068053483963013
northern,0.2461140751838684,0.22730717062950134,0.3422943353652954,0.1936534345149994,0.20707856118679047,0.15301255881786346,0.32189637422561646,0.13149388134479523
mokotów,0.31134164333343506,0.2883760333061218,0.36967647075653076,0.21938525140285492,0.21065384149551392,0.3130617141723633,0.3351789116859436,0.15015722811222076
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25871941447257996,0.29047030210494995,0.2678719460964203,0.31091248989105225
where,0.9999999403953552,0.20731619000434875,0.5003893971443176,0.3238157331943512,0.21448460221290588,0.2427198439836502,0.350632905960083,0.24793872237205505
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.24992820620536804,0.3032117486000061,0.20133289694786072,0.18412111699581146
the,0.5003893971443176,0.48711544275283813,1.0,0.49448907375335693,0.2520756125450134,0.2793591022491455,0.407527357339859,0.22068053483963013
first,0.3238157331943512,0.5022147297859192,0.49448907375335693,1.0,0.19322334229946136,0.26433393359184265,0.17927506566047668,0.18701928853988647
horse,0.21448460221290588,0.24992820620536804,0.2520756125450134,0.19322334229946136,1.0,0.3829505741596222,0.08146238327026367,0.1128525659441948
racetrack,0.2427198439836502,0.3032117486000061,0.2793591022491455,0.26433393359184265,0.3829505741596222,0.9999999403953552,0.31319111585617065,0.10768916457891464
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.19428206980228424,0.20956635475158691,0.24183952808380127,0.20544172823429108
then,0.5403340458869934,0.27044644951820374,0.4297412931919098,0.38077428936958313,0.15796606242656708,0.19347016513347626,0.17748352885246277,0.2884598970413208
