,how,are,air,force,messages,delivered
the,0.33890387415885925,0.40399202704429626,0.2877824306488037,0.2800885736942291,0.2442925125360489,0.24479162693023682
work,0.38187548518180847,0.26678818464279175,0.15196478366851807,0.1958054006099701,0.2688179910182953,0.2172704041004181
focuses,0.2881162464618683,0.30787092447280884,0.14601314067840576,0.15000711381435394,0.14143319427967072,0.11418106406927109
on,0.32655060291290283,0.268924742937088,0.20020021498203278,0.1764998733997345,0.20914113521575928,0.19786998629570007
three,0.23807744681835175,0.38895705342292786,0.14429791271686554,0.17702838778495789,0.16754494607448578,0.18591240048408508
key,0.1603579819202423,0.18694549798965454,0.18050885200500488,0.24008497595787048,0.31624680757522583,0.12208214402198792
ideas,0.41118893027305603,0.23700200021266937,0.10560135543346405,0.13908205926418304,0.3292589783668518,0.14467476308345795
:,-0.11215605586767197,-0.1189703419804573,-0.0015848929760977626,-0.04815802350640297,-0.13389705121517181,-0.10822530090808868
use,0.39296725392341614,0.4174068570137024,0.1958862990140915,0.20234666764736176,0.33808061480522156,0.1992615908384323
of,0.2480744868516922,0.39081433415412903,0.24196814000606537,0.27094775438308716,0.12989914417266846,0.17907582223415375
a,0.29312583804130554,0.265255331993103,0.23199330270290375,0.2451154738664627,0.21894700825214386,0.2538176476955414
decentralized,0.2916044294834137,0.2644956707954407,0.2221677154302597,0.21443605422973633,0.2759302258491516,0.21591082215309143
network,0.22464405000209808,0.2036537528038025,0.2726602256298065,0.16357216238975525,0.25081056356430054,0.23611772060394287
with,0.3525622487068176,0.38996943831443787,0.2050205022096634,0.15703244507312775,0.19024695456027985,0.2027389258146286
multiple,0.2151651531457901,0.2621883153915405,0.12828458845615387,0.12905102968215942,0.17042773962020874,0.13796336948871613
paths,0.2258765697479248,0.30945461988449097,0.1640888750553131,0.07552935928106308,0.19092117249965668,0.13657686114311218
between,0.2747800648212433,0.2766000032424927,0.18236064910888672,0.21681782603263855,0.21940821409225464,0.19890831410884857
any,0.38858675956726074,0.40178635716438293,0.24509993195533752,0.2569030225276947,0.3095204532146454,0.201638862490654
two,0.2499001920223236,0.46276170015335083,0.1828611046075821,0.22581329941749573,0.23376116156578064,0.2518952786922455
points,0.22446410357952118,0.25911909341812134,0.14263102412223816,0.1182960718870163,0.13517649471759796,0.08792682737112045
",",0.22659391164779663,0.4062570035457611,0.24731357395648956,0.22091743350028992,0.21266573667526245,0.17977340519428253
dividing,0.23252208530902863,0.3127613067626953,0.10062072426080704,0.13451850414276123,0.17154201865196228,0.16475769877433777
user,0.3550977110862732,0.21659812331199646,0.10137984156608582,0.13464544713497162,0.36292311549186707,0.19083678722381592
messages,0.2891574800014496,0.2713071405887604,0.15031835436820984,0.20966854691505432,1.0000001192092896,0.3420155942440033
into,0.2303972691297531,0.2930682599544525,0.22211341559886932,0.1669553965330124,0.19081851840019226,0.19718419015407562
message,0.2768312096595764,0.17086829245090485,0.10513684153556824,0.18423035740852356,0.8629856109619141,0.3256581425666809
blocks,0.28424468636512756,0.30976301431655884,0.1827077716588974,0.1146032065153122,0.2908704876899719,0.21730074286460876
",",0.22659391164779663,0.4062570035457611,0.24731357395648956,0.22091743350028992,0.21266573667526245,0.17977340519428253
later,0.2534695267677307,0.21720336377620697,0.16353875398635864,0.19156481325626373,0.14570750296115875,0.22258229553699493
called,0.2869613468647003,0.3676711618900299,0.1542491763830185,0.21572981774806976,0.1443413645029068,0.2430134266614914
packets,0.32003575563430786,0.3438490629196167,0.1597043126821518,0.1230776309967041,0.4215834438800812,0.28281739354133606
",",0.22659391164779663,0.4062570035457611,0.24731357395648956,0.22091743350028992,0.21266573667526245,0.17977340519428253
and,0.33647966384887695,0.48576638102531433,0.2508046329021454,0.24372100830078125,0.2772020399570465,0.17662553489208221
delivery,0.22678276896476746,0.19240084290504456,0.2244805097579956,0.19349361956119537,0.31596073508262634,0.789909303188324
of,0.2480744868516922,0.39081433415412903,0.24196814000606537,0.27094775438308716,0.12989914417266846,0.17907582223415375
these,0.41104358434677124,0.7107698917388916,0.1972508281469345,0.13972117006778717,0.33513113856315613,0.2290695160627365
messages,0.2891574800014496,0.2713071405887604,0.15031835436820984,0.20966854691505432,1.0000001192092896,0.3420155942440033
by,0.34370526671409607,0.37842893600463867,0.19110813736915588,0.24997374415397644,0.23044662177562714,0.23574380576610565
store,0.21458882093429565,0.20947717130184174,0.17781738936901093,0.14010246098041534,0.20653803646564484,0.18223972618579865
and,0.33647966384887695,0.48576638102531433,0.2508046329021454,0.24372100830078125,0.2772020399570465,0.17662553489208221
forward,0.17714905738830566,0.20225371420383453,0.194006085395813,0.24237120151519775,0.23256784677505493,0.217865452170372
switching,0.2660996913909912,0.21136316657066345,0.15708748996257782,0.1691371202468872,0.30600693821907043,0.21894752979278564
.,0.3287222981452942,0.3452940285205841,0.2759295105934143,0.2783275842666626,0.2810547947883606,0.21209438145160675
