,what,service,is,a,videoguard,uk,equipped,receiver,dedicated,to,decrypt,?
to,0.455847829580307,0.24411341547966003,0.42745086550712585,0.45503583550453186,0.2465202659368515,0.18409153819084167,0.24626833200454712,0.25238820910453796,0.2375556081533432,1.0,0.26750844717025757,0.29463258385658264
view,0.2818201184272766,0.13648554682731628,0.2251286506652832,0.22168859839439392,0.23200267553329468,0.06113541126251221,0.2143143117427826,0.2172541320323944,0.17943556606769562,0.229315847158432,0.20886626839637756,0.17672975361347198
the,0.42745697498321533,0.22661015391349792,0.5823672413825989,0.5829201340675354,0.3440686762332916,0.2143084555864334,0.20846036076545715,0.21850530803203583,0.2320098578929901,0.535392165184021,0.22610165178775787,0.22068053483963013
encrypted,0.20642973482608795,0.2994351387023926,0.20998422801494598,0.22327043116092682,0.3071558177471161,0.10743480175733566,0.33804935216903687,0.37346726655960083,0.1614222377538681,0.2361755073070526,0.8449041247367859,0.20868515968322754
content,0.3614070415496826,0.18268455564975739,0.22872057557106018,0.20795699954032898,0.2908819317817688,0.21640202403068542,0.21720875799655914,0.16247066855430603,0.18079400062561035,0.2765587866306305,0.23007717728614807,0.37093979120254517
a,0.3320399522781372,0.23104366660118103,0.658733606338501,1.0,0.30326715111732483,0.19665123522281647,0.1901039332151413,0.2591530680656433,0.2610207796096802,0.45503583550453186,0.19868706166744232,0.23916715383529663
videoguard,0.24629995226860046,0.29808735847473145,0.2002292424440384,0.30326715111732483,1.0,0.2587052583694458,0.2838630676269531,0.2389671355485916,0.23436352610588074,0.2465202659368515,0.3195895552635193,0.2620079815387726
uk,0.17163191735744476,0.21570588648319244,0.17650434374809265,0.19665123522281647,0.2587052583694458,1.0,0.15301814675331116,0.15772661566734314,0.118915855884552,0.18409153819084167,0.09616182744503021,0.20222434401512146
equipped,0.21546252071857452,0.2814936935901642,0.11629356443881989,0.1901039332151413,0.2838630676269531,0.15301814675331116,1.0000001192092896,0.22820426523685455,0.23307611048221588,0.24626833200454712,0.26992931962013245,0.1901935189962387
receiver,0.17021551728248596,0.20563995838165283,0.24650534987449646,0.2591530680656433,0.2389671355485916,0.15772661566734314,0.22820426523685455,1.0000001192092896,0.09242597222328186,0.25238820910453796,0.33462750911712646,0.11587938666343689
(,0.2411840260028839,0.13752473890781403,0.35393038392066956,0.3206180930137634,0.25300756096839905,0.19727066159248352,0.11413126438856125,0.27558115124702454,0.16169476509094238,0.30882009863853455,0.15120922029018402,0.40561532974243164
all,0.41981086134910583,0.23081640899181366,0.2553904056549072,0.2696802616119385,0.3275618553161621,0.20459604263305664,0.24697692692279816,0.16068542003631592,0.16849736869335175,0.42520734667778015,0.22066915035247803,0.29575422406196594
of,0.33290785551071167,0.18425606191158295,0.4854315221309662,0.5052502155303955,0.26720303297042847,0.21513383090496063,0.17041373252868652,0.13342490792274475,0.2574051022529602,0.41548454761505127,0.17387352883815765,0.1826142966747284
which,0.5261979103088379,0.25458550453186035,0.4457404911518097,0.56894451379776,0.3117706775665283,0.1906050443649292,0.23212216794490814,0.24653580784797668,0.259806752204895,0.5345056653022766,0.29627054929733276,0.25814583897590637
are,0.29724663496017456,0.14771409332752228,0.5330929756164551,0.265255331993103,0.21939918398857117,0.14764739573001862,0.21907202899456024,0.18250662088394165,0.1942363679409027,0.3504326641559601,0.16479194164276123,0.24591213464736938
dedicated,0.1580183058977127,0.2770001292228699,0.20852267742156982,0.2610207796096802,0.23436352610588074,0.118915855884552,0.23307611048221588,0.09242597222328186,1.0,0.2375556081533432,0.18890263140201569,0.12950462102890015
to,0.455847829580307,0.24411341547966003,0.42745086550712585,0.45503583550453186,0.2465202659368515,0.18409153819084167,0.24626833200454712,0.25238820910453796,0.2375556081533432,1.0,0.26750844717025757,0.29463258385658264
the,0.42745697498321533,0.22661015391349792,0.5823672413825989,0.5829201340675354,0.3440686762332916,0.2143084555864334,0.20846036076545715,0.21850530803203583,0.2320098578929901,0.535392165184021,0.22610165178775787,0.22068053483963013
sky,0.16493305563926697,0.09141623228788376,0.21240133047103882,0.20541532337665558,0.2619817852973938,0.18511655926704407,0.11910753697156906,0.19120055437088013,0.119225412607193,0.17630793154239655,0.10954681038856506,0.11270341277122498
service,0.16857224702835083,0.9999998807907104,0.15705204010009766,0.23104366660118103,0.29808735847473145,0.21570588648319244,0.2814936935901642,0.20563995838165283,0.2770001292228699,0.24411341547966003,0.2855703830718994,0.1676298975944519
",",0.3087472915649414,0.2389259785413742,0.4691906273365021,0.427140474319458,0.275977224111557,0.2632971405982971,0.1517263501882553,0.25716352462768555,0.25714829564094543,0.44245919585227966,0.17265042662620544,0.31091248989105225
and,0.31309178471565247,0.24532052874565125,0.3859752118587494,0.3739250600337982,0.3193213939666748,0.2701246440410614,0.23003575205802917,0.23549625277519226,0.24898341298103333,0.48971283435821533,0.17612722516059875,0.20544172823429108
can,0.34502777457237244,0.18118314445018768,0.44256699085235596,0.3915780484676361,0.1887180656194687,0.21169188618659973,0.29547926783561707,0.2418433278799057,0.091188445687294,0.4979398250579834,0.24866577982902527,0.3226337134838104
not,0.5449194312095642,0.16309931874275208,0.3776007890701294,0.3791346549987793,0.23159794509410858,0.1669863909482956,0.3041594922542572,0.20114701986312866,0.16363665461540222,0.5149973034858704,0.24311184883117676,0.41942933201789856
be,0.3929833769798279,0.19392052292823792,0.4819129705429077,0.39883795380592346,0.2764524817466736,0.17617523670196533,0.2872281074523926,0.17867110669612885,0.15791428089141846,0.4972836375236511,0.3013535439968109,0.3324260413646698
used,0.27546408772468567,0.22584868967533112,0.3288823366165161,0.3864384889602661,0.25880300998687744,0.203258216381073,0.3652392625808716,0.2092866599559784,0.23053036630153656,0.40058770775794983,0.2601291537284851,0.22430120408535004
to,0.455847829580307,0.24411341547966003,0.42745086550712585,0.45503583550453186,0.2465202659368515,0.18409153819084167,0.24626833200454712,0.25238820910453796,0.2375556081533432,1.0,0.26750844717025757,0.29463258385658264
decrypt,0.2697395384311676,0.2855703830718994,0.2073802500963211,0.19868706166744232,0.3195895552635193,0.09616182744503021,0.26992931962013245,0.33462750911712646,0.18890263140201569,0.26750844717025757,1.0,0.22821155190467834
other,0.341873437166214,0.19713094830513,0.25895947217941284,0.2806335389614105,0.2741333544254303,0.14097675681114197,0.22856682538986206,0.1570127308368683,0.18873551487922668,0.4193183183670044,0.2168332040309906,0.24682199954986572
services,0.16048473119735718,0.7696225047111511,0.2128378003835678,0.24030502140522003,0.24968667328357697,0.2579856812953949,0.28963032364845276,0.21620041131973267,0.280187726020813,0.27867045998573303,0.26129862666130066,0.1328447163105011
),0.26259949803352356,0.17408718168735504,0.37732169032096863,0.3640355169773102,0.2544325292110443,0.1962110996246338,0.1246291995048523,0.26491695642471313,0.17591753602027893,0.31236231327056885,0.16146472096443176,0.42300865054130554
needs,0.3272848129272461,0.21896706521511078,0.36612293124198914,0.34144335985183716,0.19217057526111603,0.16634856164455414,0.3589204251766205,0.23570215702056885,0.26678818464279175,0.3999912142753601,0.22702650725841522,0.34586572647094727
to,0.455847829580307,0.24411341547966003,0.42745086550712585,0.45503583550453186,0.2465202659368515,0.18409153819084167,0.24626833200454712,0.25238820910453796,0.2375556081533432,1.0,0.26750844717025757,0.29463258385658264
be,0.3929833769798279,0.19392052292823792,0.4819129705429077,0.39883795380592346,0.2764524817466736,0.17617523670196533,0.2872281074523926,0.17867110669612885,0.15791428089141846,0.4972836375236511,0.3013535439968109,0.3324260413646698
used,0.27546408772468567,0.22584868967533112,0.3288823366165161,0.3864384889602661,0.25880300998687744,0.203258216381073,0.3652392625808716,0.2092866599559784,0.23053036630153656,0.40058770775794983,0.2601291537284851,0.22430120408535004
.,0.3567904531955719,0.2115515172481537,0.4569662809371948,0.50484299659729,0.3096778988838196,0.24075214564800262,0.17890878021717072,0.23982074856758118,0.20199932157993317,0.4645031690597534,0.2351870983839035,0.4130953550338745
