,what,was,the,yuan,'s,persian,ally,?
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.16246572136878967,0.06608816236257553,0.18017497658729553,0.25740838050842285,0.25732165575027466
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.15790773928165436,-0.004401352722197771,0.11232663691043854,0.24701222777366638,0.20728366076946259
significantly,0.2746123671531677,0.22230319678783417,0.3313288986682892,0.21739473938941956,-0.00217988109216094,0.2078399956226349,0.19969181716442108,0.1823679804801941
eased,0.19972462952136993,0.3171432912349701,0.2013297826051712,0.13625051081180573,0.07040905952453613,0.04556581750512123,0.2363070547580719,0.18030083179473877
trade,0.1555381417274475,0.19989590346813202,0.2681608200073242,0.18455998599529266,0.08304908871650696,0.1676311194896698,0.23013675212860107,0.09336511790752411
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22359056770801544,0.06895173341035843,0.23589478433132172,0.27266940474510193,0.20544172823429108
commerce,0.16863662004470825,0.19670578837394714,0.26524990797042847,0.14636018872261047,0.019133558496832848,0.15558096766471863,0.08837779611349106,0.09677373617887497
across,0.24809791147708893,0.20413610339164734,0.3816230297088623,0.10266648977994919,0.010988947004079819,0.15777459740638733,0.15379475057125092,0.17034576833248138
asia,0.14832128584384918,0.17820896208286285,0.2838890850543976,0.2809104323387146,0.10478635132312775,0.32104793190956116,0.19986125826835632,0.1340748518705368
until,0.2693650424480438,0.43126991391181946,0.37191009521484375,0.08904210478067398,0.02445155940949917,0.16652707755565643,0.25708672404289246,0.20304496586322784
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.17185570299625397,0.03202139586210251,0.16307476162910461,0.17081959545612335,0.15103481709957123
decline,0.2257683128118515,0.21410980820655823,0.2774365544319153,0.20031730830669403,0.008252079598605633,0.20902380347251892,0.19300301373004913,0.131937175989151
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,-0.06296640634536743,0.006909397430717945,0.0832250788807869,0.003953288774937391,0.10349778085947037
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.24001385271549225,0.23644182085990906,0.22068053483963013
communications,0.18950708210468292,0.2137834131717682,0.2746332883834839,0.11305496096611023,0.06583338230848312,0.14827249944210052,0.20186829566955566,0.09561901539564133
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.11118383705615997,0.006096371449530125,0.09537539631128311,0.17031380534172058,0.12887074053287506
yuan,0.13503028452396393,0.19482262432575226,0.2548272907733917,1.0,0.01965653896331787,0.3399016857147217,0.1301443874835968,0.12871281802654266
dynasty,0.17240095138549805,0.24324211478233337,0.26267939805984497,0.49336904287338257,-0.03789631649851799,0.31861427426338196,0.251085102558136,0.15884074568748474
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22359056770801544,0.06895173341035843,0.23589478433132172,0.27266940474510193,0.20544172823429108
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.17185570299625397,0.03202139586210251,0.16307476162910461,0.17081959545612335,0.15103481709957123
ally,0.1712556630373001,0.3238118886947632,0.23644182085990906,0.1301443874835968,0.0734705775976181,0.13321833312511444,1.0000001192092896,0.10381226241588593
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22359056770801544,0.06895173341035843,0.23589478433132172,0.27266940474510193,0.20544172823429108
subordinate,0.26194265484809875,0.15897424519062042,0.27031710743904114,0.25682806968688965,-0.014603490941226482,0.17936120927333832,0.2602382302284241,0.20363155007362366
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.14850552380084991,-0.037580832839012146,0.16762448847293854,0.16974596679210663,0.20430970191955566
persia,0.23393623530864716,0.20144842565059662,0.24922017753124237,0.35310816764831543,0.03156512230634689,0.7983201742172241,0.258769154548645,0.14247620105743408
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20958951115608215,-0.0016132977325469255,0.2007957547903061,0.2730591595172882,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.24001385271549225,0.23644182085990906,0.22068053483963013
ilkhanate,0.24989749491214752,0.261792927980423,0.2964511811733246,0.4663165211677551,0.0523744635283947,0.47069481015205383,0.2877940535545349,0.14512217044830322
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20958951115608215,-0.0016132977325469255,0.2007957547903061,0.2730591595172882,0.31091248989105225
encouraged,0.23193751275539398,0.24762320518493652,0.21390338242053986,0.15055011212825775,-0.008538385853171349,0.1453084796667099,0.24349693953990936,0.2192683219909668
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.1771337389945984,0.02106832154095173,0.1903882473707199,0.1910720318555832,0.3155723512172699
development,0.19014155864715576,0.2344081997871399,0.3362044394016266,0.11525894701480865,0.004789014346897602,0.08736948668956757,0.16629135608673096,0.1211358830332756
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.17233723402023315,-0.003708066651597619,0.21353885531425476,0.2257843166589737,0.4130953550338745
