,what,does,the,fermat,primality,test,depend,upon,?
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2493271678686142,0.2352360039949417,0.2521366477012634,0.27964046597480774,0.17546571791172028,0.23916715383529663
particularly,0.33027681708335876,0.2602892816066742,0.32132959365844727,0.1264776885509491,0.22225810587406158,0.1383160948753357,0.3459806442260742,0.18831215798854828,0.2644225060939789
simple,0.4218197166919708,0.35226041078567505,0.24738673865795135,0.2771155834197998,0.2877975404262543,0.2581370174884796,0.3336343765258789,0.18034450709819794,0.4614735543727875
example,0.3456268310546875,0.3593006134033203,0.3755223751068115,0.257281094789505,0.26901671290397644,0.20815010368824005,0.4164101183414459,0.128377765417099,0.30374911427497864
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.19480057060718536,0.28515246510505676,0.164191335439682,0.2895388901233673,0.3224298357963562,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2493271678686142,0.2352360039949417,0.2521366477012634,0.27964046597480774,0.17546571791172028,0.23916715383529663
probabilistic,0.36312082409858704,0.23858536779880524,0.24925124645233154,0.46969228982925415,0.4517516493797302,0.27811548113822937,0.3372402489185333,0.1679471880197525,0.2061566412448883
test,0.2596650719642639,0.21245326101779938,0.19235259294509888,0.23552359640598297,0.32035455107688904,1.0000001192092896,0.18607868254184723,0.12696915864944458,0.19832737743854523
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.21814440190792084,0.24844646453857422,0.1841357946395874,0.2675020098686218,0.1675044447183609,0.22961433231830597
the,0.42745697498321533,0.35928019881248474,1.0,0.20773477852344513,0.25188151001930237,0.19235259294509888,0.26284557580947876,0.28184252977371216,0.22068053483963013
fermat,0.21418137848377228,0.16967765986919403,0.20773477852344513,1.0000001192092896,0.37861356139183044,0.23552359640598297,0.14630521833896637,0.05818808451294899,0.19266122579574585
primality,0.2850114405155182,0.2831098139286041,0.25188151001930237,0.37861356139183044,1.0,0.32035455107688904,0.26068559288978577,0.1890273094177246,0.24305593967437744
test,0.2596650719642639,0.21245326101779938,0.19235259294509888,0.23552359640598297,0.32035455107688904,1.0000001192092896,0.18607868254184723,0.12696915864944458,0.19832737743854523
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.23757247626781464,0.2514013350009918,0.17614826560020447,0.20705392956733704,0.27234330773353577,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.2157575935125351,0.2796518802642822,0.21384328603744507,0.3442733585834503,0.28099435567855835,0.25814583897590637
relies,0.29672762751579285,0.361232191324234,0.3104465901851654,0.17130304872989655,0.3312609791755676,0.20326288044452667,0.42829281091690063,0.2726748287677765,0.18079787492752075
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.1226230040192604,0.20855775475502014,0.22242271900177002,0.30157047510147095,0.3876325786113739,0.2714994251728058
the,0.42745697498321533,0.35928019881248474,1.0,0.20773477852344513,0.25188151001930237,0.19235259294509888,0.26284557580947876,0.28184252977371216,0.22068053483963013
fact,0.4454877972602844,0.36687952280044556,0.32878658175468445,0.2427637279033661,0.35807979106903076,0.19223998486995697,0.2269148826599121,0.2798050343990326,0.2798655927181244
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.16979427635669708,0.23235595226287842,0.1613779515028,0.16272297501564026,0.1563204526901245,0.40561532974243164
fermat,0.21418137848377228,0.16967765986919403,0.20773477852344513,1.0000001192092896,0.37861356139183044,0.23552359640598297,0.14630521833896637,0.05818808451294899,0.19266122579574585
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.03172867000102997,-0.010340185835957527,0.0007944157114252448,-0.022459059953689575,-0.10459267348051071,-0.023395681753754616
little,0.2614184617996216,0.25939854979515076,0.2412613034248352,0.18452513217926025,0.20134030282497406,0.11106260865926743,0.13449527323246002,0.1786680966615677,0.20336517691612244
theorem,0.27076783776283264,0.19861112534999847,0.18430666625499725,0.6126646995544434,0.4476006329059601,0.19374124705791473,0.15624645352363586,0.0798594057559967,0.18729111552238464
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.16817797720432281,0.22714713215827942,0.16846168041229248,0.15693271160125732,0.14562536776065826,0.42300865054130554
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2800214886665344,0.2939705550670624,0.27682164311408997,0.33055636286735535,0.2909981608390808,0.32716336846351624
np≡n,0.20033064484596252,0.0889165848493576,0.21986086666584015,0.21401338279247284,0.1305600255727768,0.17137858271598816,0.06181146577000618,0.04218567535281181,0.22654469311237335
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.16979427635669708,0.23235595226287842,0.1613779515028,0.16272297501564026,0.1563204526901245,0.40561532974243164
mod,0.1897285282611847,0.1650203913450241,0.08481232821941376,0.18244735896587372,0.20608362555503845,0.2008313238620758,0.17895999550819397,0.08451659977436066,0.26345619559288025
