,what,does,civil,disobedience,relate,to,?
civil,0.15091551840305328,0.09171415865421295,1.0,0.5442691445350647,0.17383646965026855,0.2019355595111847,0.1494513899087906
disobedience,0.3298627436161041,0.2508189380168915,0.5442691445350647,1.0,0.24453914165496826,0.30665844678878784,0.19890835881233215
is,0.28837618231773376,0.4403602182865143,0.16941262781620026,0.21453623473644257,0.2523452639579773,0.42745086550712585,0.22961433231830597
usually,0.32521089911460876,0.3977598547935486,0.1792614609003067,0.24451304972171783,0.2759256064891815,0.3824864327907562,0.19435347616672516
defined,0.25343453884124756,0.29282671213150024,0.12246352434158325,0.1861807405948639,0.2696632742881775,0.21911276876926422,0.22494901716709137
as,0.31749409437179565,0.31202155351638794,0.18100082874298096,0.25773370265960693,0.27681729197502136,0.42092081904411316,0.27043893933296204
pertaining,0.33592402935028076,0.3156561255455017,0.17966154217720032,0.3411206603050232,0.39793068170547485,0.34002920985221863,0.2915913462638855
to,0.455847829580307,0.4391997456550598,0.2019355595111847,0.30665844678878784,0.353634238243103,1.0,0.29463258385658264
a,0.3320399522781372,0.38201746344566345,0.21693918108940125,0.25352153182029724,0.20503419637680054,0.45503583550453186,0.23916715383529663
citizen,0.20342512428760529,0.1156979352235794,0.20000368356704712,0.2703973650932312,0.08086730539798737,0.19583012163639069,0.1601516604423523
's,0.02692362666130066,-0.02895052544772625,-0.06354409456253052,0.027719656005501747,-0.005730154924094677,0.03782717138528824,-0.023395681753754616
relation,0.3144443929195404,0.25259336829185486,0.18419675529003143,0.282622754573822,0.5805303454399109,0.3203113079071045,0.1898830384016037
to,0.455847829580307,0.4391997456550598,0.2019355595111847,0.30665844678878784,0.353634238243103,1.0,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,0.2477465271949768,0.30963727831840515,0.27545472979545593,0.535392165184021,0.22068053483963013
state,0.24273863434791565,0.15987756848335266,0.2531958818435669,0.25511521100997925,0.2063586413860321,0.25557461380958557,0.1160883978009224
and,0.31309178471565247,0.3461615741252899,0.25259146094322205,0.3041999638080597,0.3141670227050781,0.48971283435821533,0.20544172823429108
its,0.30393704771995544,0.33437713980674744,0.15427452325820923,0.15781542658805847,0.21744471788406372,0.3691340684890747,0.15103481709957123
laws,0.29636016488075256,0.2312685251235962,0.2589532434940338,0.4583999514579773,0.2694825232028961,0.2910608649253845,0.17911791801452637
",",0.3087472915649414,0.28617382049560547,0.24795588850975037,0.2878543734550476,0.2759968340396881,0.44245919585227966,0.31091248989105225
as,0.31749409437179565,0.31202155351638794,0.18100082874298096,0.25773370265960693,0.27681729197502136,0.42092081904411316,0.27043893933296204
distinguished,0.1610289216041565,0.15119658410549164,0.22997857630252838,0.26259133219718933,0.2020874172449112,0.17559397220611572,0.08062640577554703
from,0.2737620174884796,0.1777622550725937,0.11420916765928268,0.1641564965248108,0.25431299209594727,0.4069952368736267,0.19969791173934937
a,0.3320399522781372,0.38201746344566345,0.21693918108940125,0.25352153182029724,0.20503419637680054,0.45503583550453186,0.23916715383529663
constitutional,0.24835939705371857,0.20616592466831207,0.31163451075553894,0.42238739132881165,0.26558372378349304,0.2574991285800934,0.2199033498764038
impasse,0.2512427568435669,0.19201941788196564,0.20988640189170837,0.29124635457992554,0.2581009268760681,0.29393571615219116,0.1774221956729889
in,0.30808621644973755,0.214483380317688,0.26466667652130127,0.3054615259170532,0.24634988605976105,0.45010748505592346,0.20430970191955566
which,0.5261979103088379,0.39111801981925964,0.13459211587905884,0.3121037483215332,0.3823339641094208,0.5345056653022766,0.25814583897590637
two,0.23363454639911652,0.2100418359041214,0.17554090917110443,0.17593710124492645,0.2653355002403259,0.3343428373336792,0.19645625352859497
public,0.1729622185230255,0.18710975348949432,0.26383864879608154,0.3216745853424072,0.18536369502544403,0.2672370672225952,0.19872993230819702
agencies,0.2035544514656067,0.21558460593223572,0.24945448338985443,0.24546565115451813,0.2478373944759369,0.25568169355392456,0.1637895703315735
",",0.3087472915649414,0.28617382049560547,0.24795588850975037,0.2878543734550476,0.2759968340396881,0.44245919585227966,0.31091248989105225
especially,0.3590192496776581,0.2951308488845825,0.15699714422225952,0.2732999324798584,0.2973417341709137,0.37744608521461487,0.19751401245594025
two,0.23363454639911652,0.2100418359041214,0.17554090917110443,0.17593710124492645,0.2653355002403259,0.3343428373336792,0.19645625352859497
equally,0.3545299768447876,0.26817193627357483,0.22718475759029388,0.3547156751155853,0.197847381234169,0.3164912164211273,0.22503766417503357
sovereign,0.24675709009170532,0.19327418506145477,0.20627914369106293,0.36100801825523376,0.17552068829536438,0.20402052998542786,0.1680317223072052
branches,0.1727389693260193,0.19476425647735596,0.1468725949525833,0.18580031394958496,0.18216025829315186,0.18054959177970886,0.12858285009860992
of,0.33290785551071167,0.3119818866252899,0.24698495864868164,0.31932318210601807,0.28477197885513306,0.41548454761505127,0.1826142966747284
government,0.28074538707733154,0.19420266151428223,0.30626749992370605,0.39617401361465454,0.20568439364433289,0.28343796730041504,0.18851417303085327
",",0.3087472915649414,0.28617382049560547,0.24795588850975037,0.2878543734550476,0.2759968340396881,0.44245919585227966,0.31091248989105225
conflict,0.32742366194725037,0.19990573823451996,0.3430209457874298,0.41490665078163147,0.32731765508651733,0.2420341968536377,0.26744839549064636
.,0.3567904531955719,0.3022993505001068,0.2541380822658539,0.2603943943977356,0.2336004227399826,0.4645031690597534,0.4130953550338745
