,what,was,formed,to,introduce,changes,that,would,reflect,the,nation,'s,sovereignty,?
after,0.21973377466201782,0.49306565523147583,0.2904619574546814,0.37890323996543884,0.16993123292922974,0.2278626561164856,0.373811811208725,0.31067174673080444,0.17676810920238495,0.4565047025680542,0.22006890177726746,-0.055672239512205124,0.18050813674926758,0.16608688235282898
kenya,0.18398970365524292,0.17758844792842865,0.18930140137672424,0.17769291996955872,0.05362944304943085,0.12346294522285461,0.18006594479084015,0.1261807531118393,0.06735118478536606,0.21657514572143555,0.30210545659065247,-0.02908705547451973,0.19420814514160156,0.17197901010513306
's,0.02692362666130066,0.008974763564765453,0.08651898056268692,0.03782717138528824,-0.05479845777153969,0.006762445904314518,0.04397977516055107,0.036968596279621124,0.015362873673439026,-0.01540423184633255,0.033554114401340485,0.9999999403953552,0.030064115300774574,-0.023395681753754616
independence,0.24622133374214172,0.24797119200229645,0.23192690312862396,0.1964111477136612,0.17254866659641266,0.1727818101644516,0.18637023866176605,0.17887450754642487,0.16676583886146545,0.2836182415485382,0.3772054612636566,0.02269889786839485,0.5246564149856567,0.12301119416952133
on,0.34226128458976746,0.3909217119216919,0.18750394880771637,0.41031414270401,0.17413489520549774,0.30173325538635254,0.42569106817245483,0.35589995980262756,0.2639922499656677,0.5107308030128479,0.20550084114074707,0.0026888418942689896,0.1949542611837387,0.2714994251728058
12,0.1696145385503769,0.13560841977596283,0.0787808820605278,0.22845682501792908,0.013188585638999939,0.13063280284404755,0.2566739022731781,0.21089021861553192,0.09280402958393097,0.28907760977745056,0.13266465067863464,0.025158222764730453,0.1242380440235138,0.10021790862083435
december,0.19304980337619781,0.41127854585647583,0.11249096691608429,0.21181435883045197,0.14870668947696686,0.14216667413711548,0.19844987988471985,0.25468385219573975,0.11010778695344925,0.23266014456748962,0.10248545557260513,-0.06368480622768402,0.19149158895015717,0.2480352818965912
1963,-0.01284969411790371,0.0005160232540220022,-0.034463316202163696,0.07753345370292664,0.05201096832752228,-0.023256009444594383,0.0585319846868515,0.03374965488910675,-0.014684771187603474,0.03728247061371803,0.008363837376236916,0.027023667469620705,0.14980505406856537,0.03411978855729103
",",0.3087472915649414,0.45456063747406006,0.2636634409427643,0.44245919585227966,0.20661146938800812,0.23045918345451355,0.4137537479400635,0.32586824893951416,0.23001055419445038,0.4933079481124878,0.2516145408153534,-0.0016132977325469255,0.251213937997818,0.31091248989105225
an,0.2821882665157318,0.3694365322589874,0.20318694412708282,0.3138085603713989,0.16589272022247314,0.17787626385688782,0.365763783454895,0.2650099992752075,0.15886853635311127,0.4207492768764496,0.21161217987537384,0.025255560874938965,0.16548901796340942,0.19793890416622162
authority,0.23046736419200897,0.23109516501426697,0.1043049544095993,0.2155669927597046,0.23960097134113312,0.13646259903907776,0.29481130838394165,0.2504693567752838,0.20852018892765045,0.2645063102245331,0.3126692473888397,0.019309991970658302,0.3655470013618469,0.18404170870780945
named,0.1525408923625946,0.37528327107429504,0.2884281575679779,0.23689822852611542,0.15578094124794006,0.18058685958385468,0.2836160957813263,0.15295875072479248,0.07678946852684021,0.3521348536014557,0.17738951742649078,-0.06022389233112335,0.07437539845705032,0.1297498345375061
the,0.42745697498321533,0.48711544275283813,0.28813210129737854,0.535392165184021,0.22310380637645721,0.3427845537662506,0.5473989248275757,0.4133751392364502,0.279869943857193,1.0,0.39486879110336304,-0.01540423184633255,0.26170846819877625,0.22068053483963013
ominde,0.23599612712860107,0.15871211886405945,0.1304463893175125,0.1932370960712433,0.1742132157087326,0.22807560861110687,0.215542733669281,0.1917864978313446,0.17893917858600616,0.2792088985443115,0.2281493991613388,0.0020782151259481907,0.24886657297611237,0.33824461698532104
commission,0.22273972630500793,0.28741392493247986,0.17576628923416138,0.24674905836582184,0.20563684403896332,0.1656177043914795,0.22035260498523712,0.2311585694551468,0.13473325967788696,0.24418850243091583,0.3244403898715973,0.03937619924545288,0.2948339879512787,0.16231559216976166
was,0.22111038863658905,1.0000001192092896,0.3009849190711975,0.3636345863342285,0.21255707740783691,0.17310309410095215,0.33670201897621155,0.41663143038749695,0.11915817856788635,0.48711544275283813,0.26869508624076843,0.008974763564765453,0.1976868361234665,0.18412111699581146
formed,0.15451857447624207,0.3009849190711975,1.0000001192092896,0.15433534979820251,0.03422064706683159,0.17012964189052582,0.2487153261899948,0.17511478066444397,0.16654856503009796,0.28813210129737854,0.18471366167068481,0.08651898056268692,0.2032807320356369,0.09686966985464096
to,0.455847829580307,0.3636345863342285,0.15433534979820251,1.0,0.3381519317626953,0.32918253540992737,0.5436353087425232,0.5965728163719177,0.2603043019771576,0.535392165184021,0.2556411623954773,0.03782717138528824,0.18830232322216034,0.29463258385658264
introduce,0.2023693174123764,0.21255707740783691,0.03422064706683159,0.3381519317626953,1.0,0.3119678497314453,0.2901259660720825,0.32928869128227234,0.25467705726623535,0.22310380637645721,0.1923922598361969,-0.05479845777153969,0.20022879540920258,0.22698114812374115
changes,0.2740466892719269,0.17310309410095215,0.17012964189052582,0.32918253540992737,0.3119678497314453,1.0,0.33237403631210327,0.30861663818359375,0.2823658883571625,0.3427845537662506,0.11959994584321976,0.006762445904314518,0.12332853674888611,0.21264225244522095
that,0.6297725439071655,0.33670201897621155,0.2487153261899948,0.5436353087425232,0.2901259660720825,0.33237403631210327,1.0,0.5895259380340576,0.3284010887145996,0.5473989248275757,0.24967946112155914,0.04397977516055107,0.24796509742736816,0.32716336846351624
would,0.45766422152519226,0.41663143038749695,0.17511478066444397,0.5965728163719177,0.32928869128227234,0.30861663818359375,0.5895259380340576,1.0000001192092896,0.2801850438117981,0.4133751392364502,0.22574467957019806,0.036968596279621124,0.20239326357841492,0.37178951501846313
reflect,0.3106124997138977,0.11915817856788635,0.16654856503009796,0.2603043019771576,0.25467705726623535,0.2823658883571625,0.3284010887145996,0.2801850438117981,1.0000001192092896,0.279869943857193,0.2071554958820343,0.015362873673439026,0.232024148106575,0.1725967973470688
the,0.42745697498321533,0.48711544275283813,0.28813210129737854,0.535392165184021,0.22310380637645721,0.3427845537662506,0.5473989248275757,0.4133751392364502,0.279869943857193,1.0,0.39486879110336304,-0.01540423184633255,0.26170846819877625,0.22068053483963013
nation,0.21990635991096497,0.26869508624076843,0.18471366167068481,0.2556411623954773,0.1923922598361969,0.11959994584321976,0.24967946112155914,0.22574467957019806,0.2071554958820343,0.39486879110336304,1.0,0.033554114401340485,0.44764062762260437,0.17865248024463654
's,0.02692362666130066,0.008974763564765453,0.08651898056268692,0.03782717138528824,-0.05479845777153969,0.006762445904314518,0.04397977516055107,0.036968596279621124,0.015362873673439026,-0.01540423184633255,0.033554114401340485,0.9999999403953552,0.030064115300774574,-0.023395681753754616
sovereignty,0.2718704044818878,0.1976868361234665,0.2032807320356369,0.18830232322216034,0.20022879540920258,0.12332853674888611,0.24796509742736816,0.20239326357841492,0.232024148106575,0.26170846819877625,0.44764062762260437,0.030064115300774574,1.0,0.1958751529455185
.,0.3567904531955719,0.40146201848983765,0.2737641930580139,0.4645031690597534,0.26207107305526733,0.29733169078826904,0.4460422694683075,0.35067233443260193,0.223892942070961,0.5934505462646484,0.2852533757686615,-0.003708066651597619,0.1759900003671646,0.4130953550338745
