,what,is,this,doctrine,of,god,appointing,authorities,called,?
this,0.5489566326141357,0.480927973985672,0.9999999403953552,0.2466030865907669,0.45148900151252747,0.23806245625019073,0.2474508136510849,0.2683684229850769,0.41327622532844543,0.3155723512172699
reference,0.27632904052734375,0.2599010765552521,0.2931727170944214,0.17025569081306458,0.21538788080215454,0.17982043325901031,0.25007179379463196,0.1912207305431366,0.21912555396556854,0.2950310707092285
from,0.2737620174884796,0.27355384826660156,0.3469814360141754,0.11979123950004578,0.4249346852302551,0.12797066569328308,0.2140510380268097,0.17730996012687683,0.2703215777873993,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
bible,0.33710888028144836,0.22857646644115448,0.25184938311576843,0.41560453176498413,0.25664499402046204,0.4040241241455078,0.1933831125497818,0.22267960011959076,0.2198602855205536,0.22667601704597473
forms,0.16334041953086853,0.35419854521751404,0.25140759348869324,0.23119060695171356,0.33835989236831665,0.14319460093975067,0.08169639110565186,0.17991210520267487,0.36641520261764526,0.1196754202246666
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
foundation,0.19225969910621643,0.18130874633789062,0.1850438416004181,0.23831066489219666,0.26611822843551636,0.16411937773227692,0.2312287986278534,0.20757648348808289,0.17571015655994415,0.1791457086801529
for,0.3017193675041199,0.43268078565597534,0.5082864165306091,0.1461196392774582,0.4185989499092102,0.18734879791736603,0.2901439368724823,0.22368201613426208,0.29870352149009705,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
doctrine,0.3112909197807312,0.15716557204723358,0.2466030865907669,0.9999999403953552,0.23378130793571472,0.3320010006427765,0.25450026988983154,0.3803059458732605,0.16420650482177734,0.21789313852787018
known,0.20381177961826324,0.41921812295913696,0.24229489266872406,0.10462825000286102,0.35814476013183594,0.12612126767635345,0.13154245913028717,0.13760511577129364,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.43993282318115234,0.24600312113761902,0.3886612355709076,0.20248441398143768,0.3015127182006836,0.21479462087154388,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
divine,0.2493596225976944,0.2352444976568222,0.22814404964447021,0.4160463809967041,0.28549471497535706,0.5130484104156494,0.3061554431915283,0.2354414463043213,0.16815955936908722,0.17546041309833527
right,0.38502591848373413,0.22718656063079834,0.3456582725048065,0.15937407314777374,0.22473211586475372,0.1849859207868576,0.30626699328422546,0.174516499042511,0.18787983059883118,0.27135515213012695
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.23378130793571472,1.0,0.2159487009048462,0.34822171926498413,0.2408684492111206,0.4222904443740845,0.1826142966747284
kings,0.23629537224769592,0.15809790790081024,0.19104935228824615,0.15440219640731812,0.2775171995162964,0.29607105255126953,0.17962205410003662,0.24231302738189697,0.200919970870018,0.19563011825084686
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.15962223708629608,0.4946078956127167,0.24755379557609558,0.29719236493110657,0.24295401573181152,0.26549121737480164,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4406825602054596,0.15839318931102753,0.3792596757411957,0.21021820604801178,0.20106914639472961,0.2543749213218689,0.4293559193611145,0.32389625906944275
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.15962223708629608,0.4946078956127167,0.24755379557609558,0.29719236493110657,0.24295401573181152,0.26549121737480164,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.45205554366111755,0.1543712466955185,0.5696388483047485,0.1355067938566208,0.20985902845859528,0.2868952453136444,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
german,0.1960553526878357,0.19231973588466644,0.18710628151893616,0.13470284640789032,0.2122138887643814,0.15119075775146484,0.13871514797210693,0.20215781033039093,0.15730810165405273,0.13978645205497742
case,0.30770957469940186,0.26648613810539246,0.39866772294044495,0.21062885224819183,0.24743439257144928,0.14766119420528412,0.2541597783565521,0.21063020825386047,0.2487059086561203,0.33232852816581726
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.15962223708629608,0.4946078956127167,0.24755379557609558,0.29719236493110657,0.24295401573181152,0.26549121737480164,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
divine,0.2493596225976944,0.2352444976568222,0.22814404964447021,0.4160463809967041,0.28549471497535706,0.5130484104156494,0.3061554431915283,0.2354414463043213,0.16815955936908722,0.17546041309833527
right,0.38502591848373413,0.22718656063079834,0.3456582725048065,0.15937407314777374,0.22473211586475372,0.1849859207868576,0.30626699328422546,0.174516499042511,0.18787983059883118,0.27135515213012695
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.23378130793571472,1.0,0.2159487009048462,0.34822171926498413,0.2408684492111206,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.23041051626205444,0.733189046382904,0.24689088761806488,0.3034096360206604,0.2784515917301178,0.489897221326828,0.22068053483963013
princes,0.15840597450733185,0.141877219080925,0.21797706186771393,0.18181779980659485,0.29318010807037354,0.25051262974739075,0.2406514286994934,0.22856025397777557,0.19845615327358246,0.10049814730882645
.,0.3567904531955719,0.4569662809371948,0.500583827495575,0.19162513315677643,0.5352458953857422,0.2337683141231537,0.26801952719688416,0.17601054906845093,0.300344854593277,0.4130953550338745
