,what,area,was,kublai,trying,to,capture,by,attacking,xiangyang,?
kublai,0.24627302587032318,0.15340082347393036,0.3139400780200958,0.9999999403953552,0.18197950720787048,0.2918815314769745,0.274488627910614,0.2005719393491745,0.20550450682640076,0.5212717652320862,0.14562560617923737
besieged,0.1401807814836502,0.27917319536209106,0.3674296736717224,0.3916080892086029,0.19737508893013,0.23042775690555573,0.48574545979499817,0.26650330424308777,0.39655160903930664,0.24407126009464264,0.0884506106376648
xiangyang,0.11203783750534058,0.21316778659820557,0.18339960277080536,0.5212717652320862,0.1084388718008995,0.13721291720867157,0.15074147284030914,0.13385999202728271,0.13757742941379547,1.0,0.20192289352416992
between,0.2462156116962433,0.2656443119049072,0.24048170447349548,0.14320039749145508,0.20554101467132568,0.3639189600944519,0.14443497359752655,0.28115302324295044,0.20294734835624695,0.16809648275375366,0.12887074053287506
1268,0.13827748596668243,-0.16324447095394135,-0.12013751268386841,0.05751213803887367,0.016176477074623108,-0.047737617045640945,-0.0392233282327652,0.00480759097263217,-0.01289726234972477,0.0887104794383049,0.16863074898719788
and,0.31309178471565247,0.3044000566005707,0.3740963041782379,0.25078991055488586,0.2888859510421753,0.48971283435821533,0.20398123562335968,0.4289871156215668,0.2966153919696808,0.2024713009595871,0.20544172823429108
1273,0.06304331868886948,-0.008409159258008003,-0.010401367209851742,-0.047829385846853256,0.05952871963381767,0.0528094507753849,0.05642741173505783,-0.019450940191745758,-0.018915899097919464,-0.06292328238487244,0.03356064483523369
",",0.3087472915649414,0.2664283812046051,0.45456063747406006,0.2569756805896759,0.24321463704109192,0.44245919585227966,0.23900990188121796,0.3680937886238098,0.27158185839653015,0.28038471937179565,0.31091248989105225
the,0.42745697498321533,0.37834644317626953,0.48711544275283813,0.32886171340942383,0.2930695712566376,0.535392165184021,0.3008226752281189,0.4408751428127289,0.3005821406841278,0.24489566683769226,0.22068053483963013
last,0.23175878822803497,0.1486259549856186,0.32424551248550415,0.29496753215789795,0.20215165615081787,0.30156898498535156,0.15114231407642365,0.24441376328468323,0.20774954557418823,0.18468080461025238,0.22371746599674225
obstacle,0.21454653143882751,0.2030695229768753,0.15852434933185577,0.16873803734779358,0.25758400559425354,0.25087273120880127,0.23726299405097961,0.20438608527183533,0.3189232349395752,0.15272890031337738,0.17443440854549408
in,0.30808621644973755,0.33632898330688477,0.45514053106307983,0.2070179283618927,0.24387381970882416,0.45010748505592346,0.26227396726608276,0.370934396982193,0.25919467210769653,0.18548813462257385,0.20430970191955566
his,0.26976513862609863,0.12364412099123001,0.4405253231525421,0.3874718248844147,0.3376191258430481,0.3715193271636963,0.23588041961193085,0.3107621967792511,0.31009888648986816,0.16425491869449615,0.18075084686279297
way,0.4835909903049469,0.20588800311088562,0.2418399453163147,0.1855548471212387,0.47359639406204224,0.4772548973560333,0.2669360935688019,0.3228684663772583,0.2809011936187744,0.17372211813926697,0.31575819849967957
to,0.455847829580307,0.2797197997570038,0.3636345863342285,0.2918815314769745,0.5021223425865173,1.0,0.30964332818984985,0.33534231781959534,0.2621162533760071,0.13721291720867157,0.29463258385658264
capture,0.20491331815719604,0.1651620715856552,0.19458261132240295,0.274488627910614,0.27133914828300476,0.30964332818984985,0.9999999403953552,0.22937145829200745,0.4444699287414551,0.15074147284030914,0.12945853173732758
the,0.42745697498321533,0.37834644317626953,0.48711544275283813,0.32886171340942383,0.2930695712566376,0.535392165184021,0.3008226752281189,0.4408751428127289,0.3005821406841278,0.24489566683769226,0.22068053483963013
rich,0.22860300540924072,0.1729143261909485,0.1957351565361023,0.1893496960401535,0.1709013432264328,0.2667584717273712,0.1405058205127716,0.19973227381706238,0.11105754971504211,0.14512169361114502,0.13849185407161713
yangzi,0.15933270752429962,0.1991407573223114,0.27631133794784546,0.5768144130706787,0.13038502633571625,0.14086322486400604,0.13756340742111206,0.19064916670322418,0.14668627083301544,0.7843977212905884,0.20663627982139587
river,0.13815869390964508,0.3487212359905243,0.15785206854343414,0.26528263092041016,0.12921616435050964,0.13636653125286102,0.14303146302700043,0.11889402568340302,0.16460853815078735,0.27754008769989014,0.15390869975090027
basin,0.1565224826335907,0.41749605536460876,0.1841808706521988,0.24997781217098236,0.0652771145105362,0.1498844176530838,0.07563277333974838,0.19840280711650848,0.04953755810856819,0.2569673955440521,0.14685653150081635
.,0.3567904531955719,0.2760866582393646,0.40146201848983765,0.2311694622039795,0.3029857277870178,0.4645031690597534,0.2623634934425354,0.3936232924461365,0.2945772111415863,0.21002361178398132,0.4130953550338745
,what,area,was,kublai,trying,to,capture,by,attacking,xiangyang,?
he,0.3114890456199646,0.18634040653705597,0.5410010814666748,0.3360303044319153,0.28130021691322327,0.385390967130661,0.19114400446414948,0.2485479861497879,0.30975577235221863,0.16841943562030792,0.2089974731206894
renewed,0.17414875328540802,0.15610527992248535,0.26997995376586914,0.23828287422657013,0.17474672198295593,0.2594389319419861,0.21126481890678406,0.20263084769248962,0.12127461284399033,0.11288454383611679,0.1604815125465393
a,0.3320399522781372,0.2782127559185028,0.4508470594882965,0.1659851223230362,0.3045077919960022,0.45503583550453186,0.18784219026565552,0.32094135880470276,0.27435624599456787,0.2081049233675003,0.23916715383529663
massive,0.2346794754266739,0.1436072587966919,0.20117735862731934,0.16816851496696472,0.2416004091501236,0.18576151132583618,0.1445799022912979,0.21267324686050415,0.24010024964809418,0.16671116650104523,0.17558397352695465
drive,0.21679377555847168,0.22433027625083923,0.18442629277706146,0.09947869926691055,0.2707865536212921,0.291306734085083,0.1791987419128418,0.12660659849643707,0.18929347395896912,0.09835315495729446,0.11447915434837341
against,0.24561616778373718,0.14041629433631897,0.22972732782363892,0.21306398510932922,0.2671031951904297,0.310872346162796,0.299478143453598,0.24816733598709106,0.4294254183769226,0.14204120635986328,0.18095137178897858
the,0.42745697498321533,0.37834644317626953,0.48711544275283813,0.32886171340942383,0.2930695712566376,0.535392165184021,0.3008226752281189,0.4408751428127289,0.3005821406841278,0.24489566683769226,0.22068053483963013
song,0.21011823415756226,0.15620127320289612,0.2529676854610443,0.19827966392040253,0.20683300495147705,0.21862304210662842,0.17077040672302246,0.22902745008468628,0.13176773488521576,0.24998986721038818,0.20782215893268585
dynasty,0.17240095138549805,0.11469119042158127,0.24324211478233337,0.44820716977119446,0.16121457517147064,0.1214921623468399,0.2265702486038208,0.198152095079422,0.17059290409088135,0.5141722559928894,0.15884074568748474
to,0.455847829580307,0.2797197997570038,0.3636345863342285,0.2918815314769745,0.5021223425865173,1.0,0.30964332818984985,0.33534231781959534,0.2621162533760071,0.13721291720867157,0.29463258385658264
the,0.42745697498321533,0.37834644317626953,0.48711544275283813,0.32886171340942383,0.2930695712566376,0.535392165184021,0.3008226752281189,0.4408751428127289,0.3005821406841278,0.24489566683769226,0.22068053483963013
south,0.15388517081737518,0.3531528413295746,0.2792486846446991,0.17525014281272888,0.13583435118198395,0.25657615065574646,0.17695549130439758,0.23838843405246735,0.13785362243652344,0.32222747802734375,0.12336621433496475
.,0.3567904531955719,0.2760866582393646,0.40146201848983765,0.2311694622039795,0.3029857277870178,0.4645031690597534,0.2623634934425354,0.3936232924461365,0.2945772111415863,0.21002361178398132,0.4130953550338745
