,where,did,the,spring,meetings,of,the,nfl,owners,take,place,?
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.15691092610359192,0.2744849622249603,0.3966929316520691,0.5107308030128479,0.18523651361465454,0.20769436657428741,0.27423644065856934,0.32431602478027344,0.2714994251728058
may,0.23215454816818237,0.3038632869720459,0.2694292366504669,0.15068277716636658,0.18862758576869965,0.26447007060050964,0.2694292366504669,0.1606803685426712,0.1763102263212204,0.21812210977077484,0.22675417363643646,0.2768254578113556
21,-0.042835529893636703,-0.051883723586797714,-0.05849577113986015,0.02827674336731434,-0.008944560773670673,-0.0006609548581764102,-0.05849577113986015,0.05506787821650505,-0.11392170935869217,-0.09128750115633011,0.06661887466907501,-0.01186173316091299
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.30197975039482117,0.22502809762954712,0.4946078956127167,0.4933079481124878,0.18939071893692017,0.17131532728672028,0.2881867289543152,0.34068408608436584,0.31091248989105225
2013,-0.35305505990982056,-0.264662504196167,-0.38509321212768555,-0.19837108254432678,-0.16686247289180756,-0.2904720902442932,-0.38509321212768555,-0.06293004006147385,-0.22907836735248566,-0.32028308510780334,-0.3148803114891052,-0.2969330847263336
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.30197975039482117,0.22502809762954712,0.4946078956127167,0.4933079481124878,0.18939071893692017,0.17131532728672028,0.2881867289543152,0.34068408608436584,0.31091248989105225
nfl,0.12692436575889587,0.16524574160575867,0.15305201709270477,0.12360592186450958,0.14274229109287262,0.1524115800857544,0.15305201709270477,1.0,0.149665966629982,0.11460383981466293,0.0805506631731987,0.10610254108905792
owners,0.20014747977256775,0.2599569261074066,0.23230907320976257,0.08676288276910782,0.20392976701259613,0.18325543403625488,0.23230907320976257,0.149665966629982,0.9999999403953552,0.20532843470573425,0.1547819823026657,0.15586642920970917
at,0.4402937591075897,0.28390252590179443,0.457212895154953,0.19001232087612152,0.26153090596199036,0.42558613419532776,0.457212895154953,0.20260320603847504,0.1659461408853531,0.27566230297088623,0.3307865858078003,0.21978627145290375
their,0.3356108069419861,0.38078752160072327,0.516537070274353,0.22469910979270935,0.24922429025173187,0.4329940676689148,0.516537070274353,0.14959773421287537,0.3747164011001587,0.34514620900154114,0.26873868703842163,0.1898253709077835
spring,0.23827514052391052,0.15532095730304718,0.316989928483963,1.0,0.232030987739563,0.2455621361732483,0.316989928483963,0.12360592186450958,0.08676288276910782,0.15237915515899658,0.22202613949775696,0.06767474114894867
meetings,0.26895588636398315,0.22706730663776398,0.31532901525497437,0.232030987739563,1.0,0.23476074635982513,0.31532901525497437,0.14274229109287262,0.20392976701259613,0.2817825973033905,0.30944496393203735,0.17293356359004974
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.3244975805282593,0.24394764006137848,0.5696388483047485,0.6662389636039734,0.12599408626556396,0.21173186600208282,0.21975718438625336,0.38128477334976196,0.20430970191955566
boston,0.17696085572242737,0.1750171184539795,0.2297145575284958,0.22171789407730103,0.22540800273418427,0.1890333592891693,0.2297145575284958,0.22981081902980804,0.19878099858760834,0.1577550619840622,0.13200697302818298,0.14705288410186768
voted,0.18309196829795837,0.310143381357193,0.3015371859073639,0.0995321273803711,0.28681886196136475,0.25903964042663574,0.3015371859073639,0.2707764804363251,0.1974288672208786,0.2213709056377411,0.191364124417305,0.22732289135456085
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.2709653973579407,0.27042466402053833,0.5116966962814331,0.5171257257461548,0.2080700695514679,0.22761087119579315,0.296702116727829,0.2813849449157715,0.20544172823429108
awarded,0.11157156527042389,0.20935551822185516,0.24971646070480347,0.08304879069328308,0.1542351394891739,0.2630610167980194,0.24971646070480347,0.182078018784523,0.14972560107707977,0.096469946205616,0.16144821047782898,0.1431703418493271
the,0.5003893971443176,0.34736719727516174,1.0,0.316989928483963,0.31532901525497437,0.733189046382904,1.0,0.15305201709270477,0.23230907320976257,0.31620436906814575,0.4179787337779999,0.22068053483963013
game,0.21889865398406982,0.19789010286331177,0.285271555185318,0.11785265058279037,0.16745854914188385,0.2298848181962967,0.285271555185318,0.3143478333950043,0.20792219042778015,0.20187129080295563,0.19114939868450165,0.1829071193933487
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.21336959302425385,0.2931969165802002,0.41548454761505127,0.535392165184021,0.1526731252670288,0.3001708984375,0.4075521230697632,0.3346366882324219,0.29463258385658264
levi,0.09324512630701065,0.1928999423980713,0.15661084651947021,0.09724780917167664,0.08586817234754562,0.14476609230041504,0.15661084651947021,0.12570512294769287,0.11089672893285751,0.10926367342472076,0.0895209088921547,0.09252339601516724
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,0.03135906532406807,0.06512222439050674,-0.03817026689648628,-0.01540423184633255,0.01630374602973461,-0.01466303039342165,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
stadium,0.16970740258693695,0.14029206335544586,0.21145665645599365,0.111058808863163,0.18193319439888,0.17126937210559845,0.21145665645599365,0.28547149896621704,0.19397324323654175,0.1042487695813179,0.2594786286354065,0.07579939067363739
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.2571665942668915,0.2372949719429016,0.5352458953857422,0.5934505462646484,0.1964210718870163,0.1972280740737915,0.3045158088207245,0.2844318151473999,0.4130953550338745
