,what,type,of,image,was,tesla,thought,to,have,accidentally,taken,a,week,prior,to,the,announcement,of,its,discovery,?
tesla,0.23221199214458466,0.17444045841693878,0.18837453424930573,0.11891613900661469,0.16455206274986267,0.9999999403953552,0.0704183354973793,0.17548894882202148,0.12181562930345535,0.056000467389822006,0.09543494880199432,0.2211925983428955,0.11419843137264252,0.10144809633493423,0.17548894882202148,0.1324402391910553,0.1724453568458557,0.18837453424930573,0.20526613295078278,0.19655756652355194,0.10250775516033173
may,0.25739946961402893,0.1642589271068573,0.26447007060050964,0.12749455869197845,0.3388521671295166,0.13961349427700043,0.2999143600463867,0.391582727432251,0.35194188356399536,0.23067793250083923,0.21862182021141052,0.29255667328834534,0.24928276240825653,0.17213283479213715,0.391582727432251,0.2694292366504669,0.22094205021858215,0.26447007060050964,0.17664512991905212,0.17338824272155762,0.2768254578113556
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.10210967808961868,0.2863433063030243,0.12181562930345535,0.45581644773483276,0.4544740617275238,0.9999999403953552,0.2593857944011688,0.31696638464927673,0.338716596364975,0.2650664448738098,0.2340756207704544,0.4544740617275238,0.40389683842658997,0.2286592423915863,0.3802283704280853,0.3852778375148773,0.22277192771434784,0.32991164922714233
inadvertently,0.30008819699287415,0.20351383090019226,0.0989375039935112,0.1104758232831955,0.2278737723827362,0.11171606183052063,0.2524920403957367,0.34214866161346436,0.3165068030357361,0.449349969625473,0.2151150107383728,0.30350637435913086,0.27266231179237366,0.24550758302211761,0.34214866161346436,0.23857827484607697,0.18198621273040771,0.0989375039935112,0.22594912350177765,0.20418450236320496,0.22784903645515442
captured,0.1119019091129303,0.06422621756792068,0.2722737491130829,0.11648387461900711,0.31488236784935,0.07804899662733078,0.2561062276363373,0.22367680072784424,0.15952374041080475,0.2644202411174774,0.3884933292865753,0.21114401519298553,0.14615601301193237,0.1288602352142334,0.22367680072784424,0.2944179177284241,0.05953996255993843,0.2722737491130829,0.17285293340682983,0.21755388379096985,0.11851847916841507
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.09266305714845657,0.3694365322589874,0.13714656233787537,0.2498932182788849,0.3138085603713989,0.22897054255008698,0.21456903219223022,0.20487432181835175,0.44552403688430786,0.14643344283103943,0.1465315967798233,0.3138085603713989,0.4207492768764496,0.18417595326900482,0.32280945777893066,0.28139030933380127,0.1593698263168335,0.19793890416622162
x-ray,0.24739032983779907,0.11608859151601791,0.19506630301475525,0.14611004292964935,0.16534346342086792,0.07060568034648895,0.17092642188072205,0.2863662540912628,0.2695099711418152,0.23599770665168762,0.1533418893814087,0.2616620659828186,0.25384920835494995,0.16167543828487396,0.2863662540912628,0.256484717130661,0.22775804996490479,0.19506630301475525,0.17357151210308075,0.1410597860813141,0.26398539543151855
image—predating,0.2940184473991394,0.23855550587177277,0.3096191883087158,0.5771179795265198,0.17684492468833923,0.1918802708387375,0.2199426293373108,0.2786791920661926,0.36799293756484985,0.2661658227443695,0.25763097405433655,0.2990218698978424,0.17252646386623383,0.20551560819149017,0.2786791920661926,0.3472958207130432,0.15627337992191315,0.3096191883087158,0.33684471249580383,0.30959591269493103,0.3213638663291931
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2188224196434021,0.45456063747406006,0.20599327981472015,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.2545335292816162,0.28904372453689575,0.427140474319458,0.3187089264392853,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.24131536483764648,0.4946078956127167,0.33157986402511597,0.1846623718738556,0.31091248989105225
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.13177452981472015,0.4752357602119446,0.16513796150684357,0.30952954292297363,0.33534231781959534,0.3359639644622803,0.33006060123443604,0.2738271653652191,0.32094135880470276,0.18445399403572083,0.2645944356918335,0.33534231781959534,0.4408751428127289,0.1913495659828186,0.3646814823150635,0.24398943781852722,0.1677863895893097,0.17966607213020325
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.199119433760643,0.4508470594882965,0.2211925983428955,0.3342154324054718,0.45503583550453186,0.338716596364975,0.26298555731773376,0.2520231008529663,1.0,0.20796456933021545,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.21016322076320648,0.5052502155303955,0.4424409866333008,0.17069070041179657,0.23916715383529663
few,0.2780759632587433,0.11853011697530746,0.2682102620601654,0.07878893613815308,0.21633684635162354,0.12608137726783752,0.2913508117198944,0.36415213346481323,0.4513930082321167,0.24370014667510986,0.28269073367118835,0.2765968441963196,0.32827943563461304,0.2856852412223816,0.36415213346481323,0.34660017490386963,0.1792939156293869,0.2682102620601654,0.25522467494010925,0.1349439173936844,0.2334265559911728
weeks,0.23001721501350403,0.10615529865026474,0.20286071300506592,0.16057834029197693,0.24201828241348267,0.09835390001535416,0.16816028952598572,0.24200202524662018,0.3061083257198334,0.22074583172798157,0.21555253863334656,0.22560246288776398,0.6611724495887756,0.3200647532939911,0.24200202524662018,0.2713429629802704,0.21141156554222107,0.20286071300506592,0.18079476058483124,0.18805669248104095,0.21667936444282532
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2188224196434021,0.45456063747406006,0.20599327981472015,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.2545335292816162,0.28904372453689575,0.427140474319458,0.3187089264392853,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.24131536483764648,0.4946078956127167,0.33157986402511597,0.1846623718738556,0.31091248989105225
wilhelm,0.19761525094509125,0.15547026693820953,0.22128090262413025,0.04773775115609169,0.2668643891811371,0.25783807039260864,0.1884794682264328,0.18317948281764984,0.10744104534387589,0.11278266459703445,0.18761852383613586,0.19645771384239197,0.11477642506361008,0.15410612523555756,0.18317948281764984,0.19754266738891602,0.13445527851581573,0.22128090262413025,0.08583333343267441,0.143398717045784,0.12678855657577515
röntgen,0.17986534535884857,0.17749442160129547,0.3298545479774475,0.13683302700519562,0.3603768050670624,0.32189181447029114,0.18197466433048248,0.1965516060590744,0.15276911854743958,0.14801496267318726,0.20549553632736206,0.31603190302848816,0.17461012303829193,0.1541118025779724,0.1965516060590744,0.3291729986667633,0.21095792949199677,0.3298545479774475,0.16662265360355377,0.3524620234966278,0.19019243121147156
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.07317933440208435,0.008974763564765453,0.06449045985937119,0.04379833862185478,0.03782717138528824,-0.02807004563510418,-0.06124503165483475,0.00031501424382440746,0.04866964742541313,-0.04274718090891838,-0.0369880273938179,0.03782717138528824,-0.01540423184633255,-0.0523303784430027,-0.03817026689648628,0.03202139586210251,-0.09045044332742691,-0.023395681753754616
december,0.19304980337619781,0.07790500670671463,0.1503814309835434,0.09875012934207916,0.41127854585647583,0.10906380414962769,0.20919783413410187,0.21181435883045197,0.14053665101528168,0.16178080439567566,0.16955623030662537,0.24493688344955444,0.3233700394630432,0.20742490887641907,0.21181435883045197,0.23266014456748962,0.255949467420578,0.1503814309835434,0.1437748521566391,0.12231279164552689,0.2480352818965912
1895,0.05322836712002754,-0.05851563438773155,-0.067837655544281,-0.10514947772026062,0.055660225450992584,-0.018836146220564842,0.027576489374041557,0.10716550797224045,0.012960749678313732,0.16226093471050262,-0.07371047139167786,0.10155903548002243,0.08938619494438171,0.08184090256690979,0.10716550797224045,0.03643885627388954,0.1459517478942871,-0.067837655544281,-0.039108119904994965,-0.0474778451025486,0.018882837146520615
announcement,0.2184571474790573,0.09557095915079117,0.25170645117759705,0.13253717124462128,0.2706057131290436,0.1724453568458557,0.20166359841823578,0.28439104557037354,0.2286592423915863,0.11940479278564453,0.1758047342300415,0.21016322076320648,0.26561644673347473,0.3091042637825012,0.28439104557037354,0.2863394021987915,0.9999999403953552,0.25170645117759705,0.21356512606143951,0.3555726408958435,0.24608203768730164
of,0.33290785551071167,0.18112817406654358,1.0,0.21113355457782745,0.4069072902202606,0.18837453424930573,0.34673458337783813,0.41548454761505127,0.3802283704280853,0.16036903858184814,0.2889742851257324,0.5052502155303955,0.17998629808425903,0.3183474540710449,0.41548454761505127,0.733189046382904,0.25170645117759705,1.0,0.48690423369407654,0.2566966712474823,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24039390683174133,0.48711544275283813,0.1324402391910553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.2573339343070984,0.3309854567050934,0.5829201340675354,0.28402599692344666,0.33782097697257996,0.535392165184021,1.0,0.2863394021987915,0.733189046382904,0.559237003326416,0.29877567291259766,0.22068053483963013
discovery,0.16559629142284393,0.1364181488752365,0.2566966712474823,0.08828563243150711,0.2267063707113266,0.19655756652355194,0.22923395037651062,0.17063306272029877,0.22277192771434784,0.22423455119132996,0.20558074116706848,0.17069070041179657,0.11826565116643906,0.16001789271831512,0.17063306272029877,0.29877567291259766,0.3555726408958435,0.2566966712474823,0.23686763644218445,0.9999998807907104,0.11594310402870178
of,0.33290785551071167,0.18112817406654358,1.0,0.21113355457782745,0.4069072902202606,0.18837453424930573,0.34673458337783813,0.41548454761505127,0.3802283704280853,0.16036903858184814,0.2889742851257324,0.5052502155303955,0.17998629808425903,0.3183474540710449,0.41548454761505127,0.733189046382904,0.25170645117759705,1.0,0.48690423369407654,0.2566966712474823,0.1826142966747284
x-rays—when,0.40511414408683777,0.22141174972057343,0.34057295322418213,0.22703513503074646,0.22579701244831085,0.2088424116373062,0.27978014945983887,0.45812928676605225,0.413742333650589,0.3470499813556671,0.2624657452106476,0.39577335119247437,0.3022124767303467,0.2620137631893158,0.45812928676605225,0.430673211812973,0.2782224714756012,0.34057295322418213,0.2976171374320984,0.26898524165153503,0.35849714279174805
he,0.3114890456199646,0.11091722548007965,0.38706058263778687,0.09870817512273788,0.5410010814666748,0.12373391538858414,0.29733195900917053,0.385390967130661,0.3020331561565399,0.2568458020687103,0.23475408554077148,0.4393508732318878,0.24344035983085632,0.2301449328660965,0.385390967130661,0.4571082592010498,0.24733732640743256,0.38706058263778687,0.31198829412460327,0.13516481220722198,0.2089974731206894
tried,0.2904773950576782,0.06914599984884262,0.2511886954307556,0.11945143342018127,0.3726053833961487,0.038871604949235916,0.4319782257080078,0.45482608675956726,0.26641640067100525,0.28437528014183044,0.2810105085372925,0.24820514023303986,0.18593823909759521,0.21796934306621552,0.45482608675956726,0.29431280493736267,0.17657217383384705,0.2511886954307556,0.13014119863510132,0.08087816834449768,0.21770204603672028
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.19959285855293274,0.3636345863342285,0.17548894882202148,0.3858291208744049,1.0,0.4544740617275238,0.31573331356048584,0.2772596478462219,0.45503583550453186,0.27498435974121094,0.264421671628952,1.0,0.535392165184021,0.28439104557037354,0.41548454761505127,0.3691340684890747,0.17063306272029877,0.29463258385658264
photograph,0.15214753150939941,0.10167251527309418,0.2135162055492401,0.3721851408481598,0.20112420618534088,0.17825864255428314,0.1078018918633461,0.17591889202594757,0.10215257108211517,0.20343847572803497,0.31000208854675293,0.2559470236301422,0.1606714427471161,0.16715435683727264,0.17591889202594757,0.23308724164962769,0.17191636562347412,0.2135162055492401,0.1426844745874405,0.24065029621124268,0.1544153243303299
mark,0.16941310465335846,0.13731561601161957,0.16461719572544098,0.06979628652334213,0.19058461487293243,0.19376379251480103,0.0725269690155983,0.2008102536201477,0.09046610444784164,0.14597846567630768,0.03263777121901512,0.2278195023536682,0.17477108538150787,0.12669511139392853,0.2008102536201477,0.2235521525144577,0.17386788129806519,0.16461719572544098,0.15216325223445892,0.10868716984987259,0.11634156107902527
twain,0.22511076927185059,0.08713299036026001,0.19054219126701355,0.09362069517374039,0.26137295365333557,0.18854016065597534,0.1738673448562622,0.20844221115112305,0.1514156311750412,0.14118358492851257,0.08607546240091324,0.26306867599487305,0.24043136835098267,0.1604093462228775,0.20844221115112305,0.23429353535175323,0.29345324635505676,0.19054219126701355,0.15524421632289886,0.23816876113414764,0.1620187759399414
illuminated,0.1660466343164444,0.13475170731544495,0.23423174023628235,0.2831459045410156,0.1967204511165619,0.1426784098148346,0.20574545860290527,0.19845034182071686,0.2214241772890091,0.05487562343478203,0.19700177013874054,0.17589955031871796,0.0974392294883728,0.11708950251340866,0.19845034182071686,0.25755834579467773,0.1424073725938797,0.23423174023628235,0.17880725860595703,0.17459622025489807,0.14651840925216675
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.13177452981472015,0.4752357602119446,0.16513796150684357,0.30952954292297363,0.33534231781959534,0.3359639644622803,0.33006060123443604,0.2738271653652191,0.32094135880470276,0.18445399403572083,0.2645944356918335,0.33534231781959534,0.4408751428127289,0.1913495659828186,0.3646814823150635,0.24398943781852722,0.1677863895893097,0.17966607213020325
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.199119433760643,0.4508470594882965,0.2211925983428955,0.3342154324054718,0.45503583550453186,0.338716596364975,0.26298555731773376,0.2520231008529663,1.0,0.20796456933021545,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.21016322076320648,0.5052502155303955,0.4424409866333008,0.17069070041179657,0.23916715383529663
geissler,0.1847934126853943,0.1466592252254486,0.19923479855060577,0.15956111252307892,0.3005971908569336,0.34185492992401123,0.21542616188526154,0.15667299926280975,0.19727544486522675,0.16081266105175018,0.1461677998304367,0.25385528802871704,0.18180051445960999,0.12981343269348145,0.15667299926280975,0.20586532354354858,0.17813417315483093,0.19923479855060577,0.1306382119655609,0.21760620176792145,0.2248390167951584
tube,0.19240084290504456,0.21073533594608307,0.2164267897605896,0.2049875408411026,0.14763547480106354,0.2242102175951004,0.13399049639701843,0.25624245405197144,0.16653002798557281,0.1866166889667511,0.154163658618927,0.26573309302330017,0.12423240393400192,0.09268389642238617,0.25624245405197144,0.222691148519516,0.18051980435848236,0.2164267897605896,0.1622767448425293,0.1759704053401947,0.13631722331047058
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2188224196434021,0.45456063747406006,0.20599327981472015,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.2545335292816162,0.28904372453689575,0.427140474319458,0.3187089264392853,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.24131536483764648,0.4946078956127167,0.33157986402511597,0.1846623718738556,0.31091248989105225
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.09266305714845657,0.3694365322589874,0.13714656233787537,0.2498932182788849,0.3138085603713989,0.22897054255008698,0.21456903219223022,0.20487432181835175,0.44552403688430786,0.14643344283103943,0.1465315967798233,0.3138085603713989,0.4207492768764496,0.18417595326900482,0.32280945777893066,0.28139030933380127,0.1593698263168335,0.19793890416622162
